,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
4135,4135,"Ishan Institute of Architecture and Planning, Greater Noida",,2014, Uttar Pradesh,Greater Noida," Greater Noida
2  Knowledge Park 1  Greater Noida Uttar Pradesh-201306  India ",Private,COA +1 moreNATA,"Dr APJ Abdul Kalam Technical University, Lucknow",0120-2334400,,http://www.ishanfamily.com/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,8,https://www.facebook.com/ishanfamily.arch,,,https://en.wikipedia.org/wiki/Ishan_Institute_of_Architecture_and_Planning
4136,4136,"Puranmal Lahoti Government Polytechnic, Latur",,1958, Maharashtra,Latur,P.L.Govt.Polytechnic  Latur PIN- 413 531 ,Government,(AICTE) All India Council of Technical Education +1 moreGovernment of Maharashtra,"Maharashtra State Board of Technical Education, Mumbai",02382-252004,,http://www.plgpl.org/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Medical', 'WiFi', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,37,https://www.facebook.com/plgplatur/,,,https://en.wikipedia.org/wiki/Puranmal_Lahoti_Government_Polytechnic_Latur
4137,4137,"RISE Krishna Sai Polytechnic College, Ongole",,2015, Andhra Pradesh,Valluru,"
NH-5  Valluru  ONGOLE- 523272 Prakasam District Andhra Pradesh ",Private,(AICTE) All India Council of Technical Education,,09502835678,,http://risegroup.edu.in/polytechnic/polytechnic.php,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,37,https://www.facebook.com/risegroupsongole,,https://www.youtube.com/user/risegroups,
4138,4138,"Exalt College of Polytechnic, Patna",,, Bihar,Patna,311-A  Ashiana Tower  Exibition Road  Patna-800001  (Bihar) ,Private,(AICTE) All India Council of Technical Education,,0612-3205899,,http://www.exaltedu.com/,,"['Library', 'Medical', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,15,,,,
4139,4139,"Government Polytechnic For Women, Chandigarh",,1962, Chandigarh,Chandigarh," Chandigarh
Sector 10-D  Chandigarh  160011  India ",Government,(AICTE) All India Council of Technical Education,,0172-2740476,,http://gpwchandigarh1.org/,,"['Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Medical', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,23,https://www.facebook.com/Govt-Polytechnic-for-Women-Sector-10D-Chandigarh-GPW-145564658815678/,,,
4140,4140,"Government Girls Polytechnic, Raipur",,1987, Chhattisgarh,Raipur," Raipur
Govt. Girls Polytechnic Byron Bazar Raipur ",Government,(AICTE) All India Council of Technical Education,,0771-2423045,,http://www.ggpraipur.ac.in/,,"['Girls Hostel', 'Gym', 'Library', 'Sports', 'Medical', 'WiFi', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,28,,,,
4141,4141,"Uday Prasad Uday Government Polytechnic, Durg",,1962, Chhattisgarh,Durg,"
G.E. Road Durg  Chhattisgarh 491001 ",Government,(AICTE) All India Council of Technical Education,,0788-2323548,,http://polydurg.ac.in/polydurg/en/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Medical', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,42,,,,
4142,4142,"Government Polytechnic, Jamnagar",,1983, Gujarat,Jamnagar," Jamnagar
Valsura Road  Jamnagar - 361009 Gujrat ",Government,(AICTE) All India Council of Technical Education,,0288-2755570,,http://www.gpjam.com/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,80,https://www.facebook.com/gpjamnagar/,,https://www.youtube.com/channel/UCmJOQgc_IFuTw8K0yLcaOMQ,
4143,4143,"Government Polytechnic, Gandhinagar",,1991, Gujarat,Gandhinagar," Near K-6 circle(TATA chokdi)  Sector
26  Gandhinagar Ahmedabad  Gujarat 382024 India ",Government,(AICTE) All India Council of Technical Education,,079-23225956,,http://gpgandhinagar.edu.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,84,,,https://www.youtube.com/channel/UCzRvZuqQYHuTdsOt3TmTdag,
4144,4144,"ARPIT Institute of Engineering and Technology, Rajkot",,2010, Gujarat,Hadala,"
At: Hadala  Morbi Highway  Rajkot - 363650 Gujarat ",Private,(AICTE) All India Council of Technical Education,,09377053530,,http://www.arpit.ac.in/Diploma/index.php,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Transport', 'IT Infrastructure']","['JEE Main', 'NATA']",eng,20,https://www.facebook.com/ARPIT-Institute-Rajkot-790712787689598/,,,
