,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Biyani College of Science and Management, Jaipur",Pachar,Rajasthan,BBA,3 years,Full time,,UG,,,"Candidates having 12th class pass certificate from ay recognised board / CBSE and with any stream, minimum 50% marks are eligible to get admission in BBA course.","This is a full time three year course affiliated to University of Rajasthan, Jaipur."
1,"Durga Mahavidyalaya, Raipur",Raipur,Chhattisgarh,BBA Self Finance,3 years,Full time,30,UG,0.48 lakhs,,The student should passed 10+2 or its equivalent exam with commerce or science background.,"Bachelor of Business Administration Self Finance is three-year duration full-time course affiliated to Pt Ravishankar Shukla University, Raipur."
2,"Durga Mahavidyalaya, Raipur",Raipur,Chhattisgarh,Diploma in Business Management Self Finance,1 year,Full time,20,Diploma,0.025 lakhs,,The student should passed Graduation in commerce stream.,Diploma in Business Management Self Finance is one-year duration full-time course.
3,"Vivekanand Mahavidyalaya, Raipur",Raipur,Chhattisgarh,BBA,3 years,Full time,,UG,0.6 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Business Administration (BBA) is three year duration full time course affiliated to Pt Ravishankar Shukla University, Raipur."
4,"St Vincent Pallotti College, Raipur",Raipur,Chhattisgarh,BBA,3 years,Full time,60,UG,0.645 lakhs,,The candidate should have passed 10+2 in any Stream.,"Bachelor in Business Administration (BBA) is three year duration full time course affiliated to Pt Ravishankar Shukla University, Raipur."
5,"Sai Mahavidyalaya, Bhilai",Bhilai,Chhattisgarh,BBA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Business Administration is a three year full time course affiliated to Durg Vishwavidyalaya, Durg."
6,"Al-Shums Infotech College, Dhamtari",Nagari,Chhattisgarh,MBA,2 years,Full time,,PG,,,The candidate should have passed in graduation relevant subject for any recognized university.,"Master of Business Administration is a two year full time course affiliated to Pt Ravishankar Shukla University, Raipur."
7,"Princess College, Raipur",Deopuri,Chhattisgarh,BBA,3 years,Full time,,UG,,,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Business Administration (BBA) is a full time three years undergraduate course affiliated to Pt Ravishankar Shukla University.
8,"Princess College, Raipur",Deopuri,Chhattisgarh,MBA,2 years,Full time,,PG,,,Candidates must be graduation passed in any discipline from a recognized university.,Master of Business Administration (MBA) is a full time two years Post Graduate course affiliated to Pt Ravishankar Shukla University.
9,"Disha College of Management Studies, Raipur",Raipur,Chhattisgarh,BBA,3 years,Full time,60,UG,,,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Business Administration (BBA) is a full time three years course affiliated to Pt Ravishankar Shukla University.
10,"Royal College, Dongargarh",Dongargarh,Chhattisgarh,BBA,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Business Administration (BBA) is a full time three years course affiliated to Durg Vishwavidyalaya and approved by UGC.
11,"Sadhana PU and Degree College, Bangalore",Bengaluru,Karnataka,BBA,3 years,Full time,,UG,,,Pass in 10+2 / Pre-University Course/ Equivalent Course recognized by Bangalore University.,"Bachelor of Business Administration (BBA) is three-year duration duration full-time course affiliated to Bangalore University, Bangalore."
12,"BGS Institute of Management Studies, Chikkaballapura",Chikkaballapura,Karnataka,BBA,3 years,Full time,,UG,,,10+2/Two years pre-university course of Karnataka state or its equivalent.,"Bachelor of Business Administration (BBA) is three-year duration full-time course affiliated to Bangalore University, Bangalore."
13,"Sree Guru Thipperudra College, Bellary",Ballari,Karnataka,BBA,3 years,Full time,,UG,,Government of Karnataka,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelors in Business Administration (BBA) is three-year duration full-time course affiliated to Vijayanagara Sri Krishnadevaraya University, Bellary."
14,"Srikari Degree College, Hospet",Hosapete,Karnataka,BBM,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Business Management (BBM) is three-year duration full-time course affiliated to Vijayanagara Sri Krishnadevaraya University, Bellary."
15,"GHN College of Commerce, Gangavati",Gangavathi,Karnataka,BBM,3 years,Full time,,UG,,,10+2 pass from the P.U. Board Bangalore or Exam of any other Board/University recognized as equivalent.,"Bachelor of Business Management (BBM) is three-year duration full-time course affiliated to Vijayanagara Sri Krishnadevaraya University, Bellary."
16,"AV Kamalamma College for Women, Davangere",Davangere,Karnataka,BBM,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Business Management (BBM) is three-year duration full-time course affiliated to Davangere University, Davangere."
17,"Dr CV Raman College of Administration and Network Sciences, Davangere",Channagiri,Karnataka,BBM,3 years,Full time,,UG,,,The candidate should have passed PUC or 10+2 or Equivalent.,"Bachelor of Business Management (BBM) is three-year duration full-time course affiliated to Davangere University, Davangere."
