,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"NSHM College of Management and Technology, Kolkata",Kolkata,West Bengal,BBA,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply.,"This is a full time three year course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
1,"NSHM College of Management and Technology, Kolkata",Kolkata,West Bengal,BBA Hospital Management,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply.,"This is a full time three year course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
2,"NSHM College of Management and Technology, Kolkata",Kolkata,West Bengal,BBA Supply Chain Management,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply.,"This is a full time three year course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
3,"Swami Vivekananda Institute of Modern Science, Kolkata",Kolkata,West Bengal,BBA,3 years,Full time,60,UG,1.5 lakhs,,10+2 in any stream with at least 50% marks.,"This is a full time three year course affiliated to Maulana Abul Kalam Azad University of Technology, Kolkata."
4,"Burdwan Raj College, Burdwan",Bardhaman,West Bengal,B.Com Business Finance Hons,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 commerce stream,"B.Com Business Finance Hons is a three year full time course offer by University of Burdwan, Bardhaman"
5,"Burdwan Raj College, Burdwan",Bardhaman,West Bengal,BBA Hons,3 years,Full time,,UG,0.73 lakhs,,The candidate should have passed in 10+2 any stream,"BBA Hons is a three year full time course offer by University of Burdwan, Bardhaman"
6,"Karnavati University, Gandhinagar",Uvarsad,Gujarat,BBA Hons,3 years,Full time,,UG,,UGC,10+2 from any recognized board.Class 12th students appearing/waiting for final result.,"This is a full time three year course degree offered by Karnavati University, Gandhinagar and approved by University Grants Commission."
7,"Karnavati University, Gandhinagar",Uvarsad,Gujarat,PGDM,2 years,Full time,,PG,,UGC,Graduates in any discipline from a recognized University are considered eligible for this course.,"This is a full time two year course degree offered by Karnavati University, Gandhinagar and approved by University Grants Commission."
8,"Karnavati University, Gandhinagar",Uvarsad,Gujarat,PGPM,2 years,Full time,,PG,,UGC,Graduates in any discipline from a recognized University are considered eligible for this course.,"This is a full time two year course degree offered by Karnavati University, Gandhinagar and approved by University Grants Commission."
9,"Disha College, Raipur",Raipur,Chhattisgarh,BBA,3 years,Full time,120,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Business Administration is a three year full time course affiliated to Pt Ravishankar Shukla University, Raipur."
10,"Rungta College of Science and Technology, Durg",Durg,Chhattisgarh,BBA,3 years,Full time,40,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"This is a full time three year course affiliated to Durg Vishwavidyalaya, Durg."
11,"Shri Sai Baba Aadarsh Mahavidyalaya, Ambikapur",Ambikapur,Chhattisgarh,BBA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"BBA is a three year full time course affiliated by Sarguja University, Sarguja"
12,"Shri Sai Baba Aadarsh Mahavidyalaya, Ambikapur",Ambikapur,Chhattisgarh,PGD Business Management,1 year,Full time,,PG,,,The candidate should have passed in any graduate degree,"Post Graduate Diploma in Business Management is a one year full time course affiliated by Sarguja University, Sarguja"
13,"NRI Vidyadayini Institute of Science Management and Technology, Bhopal",Bhopal,Madhya Pradesh,BBA,3 years,Full time,90,UG,,,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Business Administration (BBA) is a full time three years course affiliated to Barkatullah University.
14,"SVKM’s NMIMS School of Business Management, Indore",Hatod,Madhya Pradesh,BBA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"BBA is a three year full time course offered by Narsee Monjee Institute of Management Studies, Mumbai"
15,"SVKM’s NMIMS School of Business Management, Indore",Hatod,Madhya Pradesh,MBA Tech,5 years,Full time,,PG,,,A pass in a recognised Bachelor's degree of minimum 3 years duration and obtained atleast 50% (45% in case of candidates belonging to reserved category),"MBA Tech is a five(ten semester) year full time course offered by Narsee Monjee Institute of Management Studies, Mumbai"
16,"SVKM’s NMIMS School of Business Management, Indore",Hatod,Madhya Pradesh,PGDM,1 year,Full time,,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed in any graduate degree or its equivalent degree,"PGDM is a one year full time course offered by Narsee Monjee Institute of Management Studies, Mumbai"
17,"SVKM’s NMIMS School of Business Management, Navi Mumbai",Kharghar,Maharashtra,BBA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"BBA is a three year full time course offered by Narsee Monjee Institute of Management Studies, Mumbai"
18,"SVKM’s NMIMS School of Business Management, Navi Mumbai",Kharghar,Maharashtra,PGDM,1 year,Full time,,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed in any graduate degree/or its equivalent,"Post Graduate Diploma in Management is a one year full time course offered by Narsee Monjee Institute of Management Studies, Mumbai"
19,"KB College of Arts and Commerce for Women, Mumbai",Thane,Maharashtra,BMM,3 years,Full time,,UG,,,"12th std passed at one and the same sitting or Diploma in any Engineering branch conducted by the Board of Technical Education, Maharashtra State And should have secured not less than 45% marks in case of Open Category and not less than 40% marks in case of Reserved Category Students.","BMM is three year duration full time course affiliated to University of Mumbai, Mumbai."
20,"Government Autonomous PG College, Satna",Satna,Madhya Pradesh,BBA Automatic,3 years,Full time,,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"This is a full time three year course offered by Awadhesh Pratap Singh University, Rewa."
21,"Government First Grade College, Hoskote",Hoskote,Karnataka,BBM,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 with any stream from any recognized College or Board. ,"Bachelor of Business Management or Bachelor of Business Administration (BBM or BBA) is three years (6 Semester) full-time undergraduate Management program affiliated with Bangalore University, Bangalore and approved by UGC."
