,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Dr Harisingh Gour Vishwavidyalaya, Sagar",Sagar,Madhya Pradesh,BBA,3 years,Full time,40,UG,0.63 lakhs,,Minimum qualification for admission in program: 10+2 or its equivalent.,"Bachelor of Business Administration is full time three year course degree offered by Dr Harisingh Gour Vishwavidyalaya, Sagar"
1,"Dr Harisingh Gour Vishwavidyalaya, Sagar",Sagar,Madhya Pradesh,MBA,2 years,Full time,40,PG,0.73 lakhs,UGC,Graduation in any discipline,"Master of Business Administration is full time two year course degree offered by Dr Harisingh Gour Vishwavidyalaya, Sagar and approved by UGC. "
2,"Narsee Monjee Institute of Management Studies, Hyderabad",Secunderabad,Telangana,PGDM,2 years,Full time,120,PG,10.95 lakhs,UGC,Bachelor’s Degree (10+2+3) in any discipline from a recognized University with minimum 50% marks in the aggregate. Two years post qualification work experience will be preferred. Candidates appearing for the final year degree examination can also apply.,"NMIMS University offers the Post Graduate Diploma in Management (PGDM) Program, approved by AICTE, Govt. of India, one of the most recognised programs. PGDM is a two-year full-time program, spread over six trimesters. The most notable feature is its visionary objectives to provide the students with an all-round broad perspective in all streams of management education....See More"
3,"Narsee Monjee Institute of Management Studies, Hyderabad",Secunderabad,Telangana,PGDM Executive,2 years,Part Time,,PG,,(AICTE) All India Council of Technical Education,"Graduates with consistently good academic and work record, Minimum three years of work experience after graduation OR Minimum two years of work experience after post-graduation","Post Graduate Diploma in Management (Executive) designed for individuals who are in the process of assuming higher level responsibilities to think holistically and develop an integrated and strategic perspective on managerial challenges faced in real life. The program will equip participants with sound concepts, high level analytics, leadership and change management s...See More"
4,"Raffles University, Neemrana",Neemrana,Rajasthan,BBA,3 years,Full time,,UG,,,Candidate must have 10+2 Pass with Minimum 48% Marks (45% of Marks for SC/ST/ OBC Non-creamy layer),Bachelor of Business Administration is full-time three-year undergraduate degree course
5,"Raffles University, Neemrana",Neemrana,Rajasthan,MBA,2 years,Full time,,PG,,UGC,Candidate must have any Graduate with Minimum 48% (45% for SC/ST/OBC Non-creamy layer),"Master of Business Administration is full-time two-year post graduate degree course affiliated Raffles University, Neemrana"
6,"Raffles University, Neemrana",Neemrana,Rajasthan,MBA Executive,1 year,Full time,,PG,,UGC,Candidate must have any graduate degree with Minimum 48% (45% for SC/ST/OBC Non-creamy layer),"MBA Executive is one-year course affiliated Raffles University, Neemrana"
7,"Suryadatta Institute of Management and Mass Communication, Pune",Pune,Maharashtra,MBA,2 years,Full time,180,PG,8 lakhs,(AICTE) All India Council of Technical Education,Graduates from recognized University with 50% Marks (45% for reserved category) and valid entrance test score in any one of the National Level Entrance Tests such as CMAT/ XAT / CAT / MAT / ATMA / State CET are eligible. Students who have not taken any National Level Entrance Test but are planning for the same in near future are also eligible.,"Master of Business Administrator it is a full-time 2-year course . It has Specialisations Offered: Marketing, International Business, Supply Chain, Technology,Family Business, Human Resource, Finance Operations, Rural & Agribusiness, Information Technology affiliated by Pune University, Govt. of Maharashtra Recognised and AICT"
8,"Suryadatta Institute of Management and Mass Communication, Pune",Pune,Maharashtra,PGDM Finance Marketing,2 years,Full time,60,PG,4.4 lakhs,(AICTE) All India Council of Technical Education,Graduates from recognized University with 50% Marks (45% for reserved category) and valid entrance test score in any one of the National Level Entrance Tests such as CMAT/ XAT / CAT / MAT / ATMA / State CET are eligible. Students who have not taken any National Level Entrance Test but are planning for the same in near future are also eligible.,"The field of Finance is expanding with vast developments in equity markets and financial services. Students in quest of a career in Marketing will get the added advantage of core knowledge of finance sector along with expertise in promotions, advertising and brand marketing by choosing this course."
9,"Suryadatta Institute of Management and Mass Communication, Pune",Pune,Maharashtra,PGDM Human Resource International Business,2 years,Full time,60,PG,4.4 lakhs,(AICTE) All India Council of Technical Education,Graduates from recognized University with 50% Marks (45% for reserved category) and valid entrance test score in any one of the National Level Entrance Tests such as CMAT/ XAT / CAT / MAT / ATMA / State CET are eligible. Students who have not taken any National Level Entrance Test but are planning for the same in near future are also eligible.,AICTE approved Two Years Full Time Unique Global Post Graduate Management Program (PGDM) with dual specialization (Both Major)
10,"Suryadatta Institute of Management and Mass Communication, Pune",Pune,Maharashtra,PGDM Marketing Information Technology,2 years,Full time,60,PG,4.4 lakhs,(AICTE) All India Council of Technical Education,Graduates from recognized University with 50% Marks (45% for reserved category) and valid entrance test score in any one of the National Level Entrance Tests such as CMAT/ XAT / CAT / MAT / ATMA / State CET are eligible. Students who have not taken any National Level Entrance Test but are planning for the same in near future are also eligible.,AICTE approved Two Years Full Time Unique Global Post Graduate Management Program (PGDM) with dual specialization (Both Major)
11,"Suryadatta Institute of Management and Mass Communication, Pune",Pune,Maharashtra,PGDM Marketing International Business,2 years,Full time,60,PG,4.4 lakhs,(AICTE) All India Council of Technical Education,Graduates from recognized University with 50% Marks (45% for reserved category) and valid entrance test score in any one of the National Level Entrance Tests such as CMAT/ XAT / CAT / MAT / ATMA / State CET are eligible. Students who have not taken any National Level Entrance Test but are planning for the same in near future are also eligible.,"In the globally competitive world, India is playing a major role with its strong global presence through many Indian MNCs. Aspring managers should opt for this course to become more effective decision makers in the environment of International Business, having a strong grounding in the field of promotion, advertising and marketing."
12,"United College of Engineering and Research, Greater Noida",Greater Noida,Uttar Pradesh,MBA,2 years,Full time,60,PG,1.66 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed any graduation degree from any recognized college or University,"Master of Business Administration is two years full-time Post graduate management programme offered by Dr APJ Abdul Kalam Technical University, Lucknow and approved by AICTE"
13,"Swami Vivekananda Institute of Science and Technology, Kolkata",Kolkata,West Bengal,MBA,2 years,Full time,60,PG,3.7 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed graduation in any discipline.,"Master of Business Administration is two years full time course. Approved by AICTE and affiliated to West Bengal State University, Kolkata.
MBA duration 2 Years in department of MBA established in the year 2008 having intake of 60 at present. It possesses good infrastructural facilities, well-equipped laboratories, highly qualified and dedicated faculty and the atm...See More"
14,"Dev Bhoomi Institute of Technology, Dehradun",Naugaon,Uttarakhand,MBA,2 years,Full time,60,PG,1.38 lakhs,(AICTE) All India Council of Technical Education,Bachelor’s Degree or Post Graduate Degree in any discipline from this University or From any recognized university with not less than 50% marks in the aggregate (45% marks in case of SC/ST),"It is 2 year full time course with affiliation of Uttarakhand Technical University, Dehrdun and approved by AICTE."
15,"Babu Banarasi Das Northern India Institute of Technology, Lucknow",Lucknow,Uttar Pradesh,MBA,2 years,Full time,120,PG,1.64 lakhs,(AICTE) All India Council of Technical Education,"Candidate must have passed Bachelors degree course of three years minimum duration from any recognized Indian University or its equivalent, recognized Institute securing minimum 50% marks in aggregate.","It is a two years full time course of Babu Banarasi Das Northern India Institute of Technology, Lucknow and course is approved by AICTE, and Affiliated to Dr APJ Abdul Kalam Technical University, Lucknow"
16,"Sri Krishnadevaraya University, Anantapur",Chinnakunta,Andhra Pradesh,BBM,3 years,Full time,,UG,,UGC,"Candidate must have passed the Intermediate examination of the Board of Intermediate Education, Government of Andhra Pradesh with or any other 10+2 level examination recognized by the Board of Intermediate as equivalent thereto.",Bachelor of Business Management is full time three year undergraduate degree course
17,"Sri Krishnadevaraya University, Anantapur",Chinnakunta,Andhra Pradesh,M.Phil Management,1 year,Full time,,PG,,UGC,"The candidate seeking admission into M.Phil., should have passed the qualifying examination with a minimum of 55% marks in the concerned subject. Relaxation of 5% in marks is provided for SC/ST/Differently-abled candidates for admission into M.Phil courses under SKURESCET
Candidates who have already passed the qualifying examination or who have appeared for the final semester of the qualifying examination are eligible to apply.","Master of Philosophy in Management is one year's (2 semesters) fulltime research program offered by Sri Krishnadevaraya University, Anantapur with the approval of UGC."
