,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Government Arts College, Dharmapuri",Emakuttiyur,Tamil Nadu,BBA English Medium,3 years,Full time,60,UG,,UGC,Students who have passed 10+2 or other equivalent exams.,"Bachelor of Business Administration is 3-year duration English Medium course approved by UGC and affiliated to Periyar University, Salem."
1,"Government Arts College, Dharmapuri",Emakuttiyur,Tamil Nadu,BBA II Shift,3 years,Full time,60,UG,,UGC,The student should have passed 10+2 examination or equivalent.,"Bachelor of Business Administration is 3-year duration II Shift course approved by UGC and affiliated to Periyar University, Salem."
2,"Government College for Women, Karnal",Karnal,Haryana,BBA,3 years,Full time,87,UG,,UGC,A student who has passed 10+2 examination of Higher Secondary Education.,"Bachelor of Business Administration is 3-year duration course approved by UGC and affiliated to Kurukshetra University, Kurukshetra."
3,"Landmark Institute of Management and Technology, Amroha",Amroha,Uttar Pradesh,BBA,3 years,Full time,,UG,,,10+2 level examination or its equivalent from any recognized Board / University; The candidate must have clearly passed with minimum 45% marks for general & OBC and 40% for SC/ST candidates without grace in required each compulsory subjects and one optional subject taken together,"Bachelor of Business Administration is three years full time course offered by Mahatma Jyotiba Phule Rohilkhand University, Bareilly"
4,"Caussanel College of Arts And Science, Ramanathapuram",Muthariyarnagar,Tamil Nadu,BBA,3 years,Full time,60,UG,0.195 lakhs,UGC,The candidate should have passed HSC (10+2) or Equivalent.,"Bachelor of Business Administration is 3-year duration full-time course approved by UGC and affiliated to Alagappa University, Karaikudi."
5,"Panakkad Mohamedali Shihab Thangal Arts and Science College, Malappuram",Malappuram,Kerala,B.Com Finance,3 years,Full time,40,UG,0.58 lakhs,UGC,The candidate has passed +2 examination or equivalent with commerce group with 45% marks in part 3,"Bachelor of Commerce in Finance is 3-year duration course approved by University Grants Commission (UGC) and affiliated to University of Calicut, Malappuram."
6,"Panakkad Mohamedali Shihab Thangal Arts and Science College, Malappuram",Malappuram,Kerala,BBA,3 years,Full time,30,UG,0.58 lakhs,UGC,The candidate has passed +2 examination or equivalent with aggregate 50% marks.,"Bachelor of Business Administration is 3-year duration course approved by University Grants Commission (UGC) and affiliated to University of Calicut, Malappuram."
7,"Government First Grade College, Afzalpur",Afzalpur,Karnataka,BBM,3 years,Full time,60,UG,,UGC,Students who have passed 10+2 or other equivalent exams.,"Bachelor of Business Management is 3-year duration course approved by UGC and affiliated to Gulbarga University, Gulbarga."
8,"Government Post Graduate College, Bilaspur",Bilaspur,Himachal Pradesh,BBA Self Finance,3 years,Full time,50,UG,0.6 lakhs,UGC,"Candidates who have passed 10+2 examination from H.P.Board/CBSE/ICSE or any other board, cosidered equivalent to 10+2,by the Himachal Pradesh University,Shimla-5,with 40% marks(35% marks for SC/ST category),shall be eligible.
As per H.P University rule, 75% seats will be filled out the candidate who have passed their 10+2 examination from the school situated in Himachal Pradesh irrespective of the board. Remaining 25% seats will be filled on all India basis. Other reservation rules are as per H.P.University.
Age Limit
Maximum age limit for admission to BBA course is 22 years for general category, 24 years for SC/ST category And 24years for girls candidates, as on the first July of the year concerned. The vice-chancellor may permit age relaxation up to the maximum of three months .If any candidate wants to seek the benefit of relaxation in age he/she should produce permission of the vice-chancellor of the affiliating university before the display of final list of selected candidates.",The duration of Bachelor of Business Administration BBA degree course is the three years spread over in six semesters and is affiliated to Himachal Pradesh university Shimla.
9,"Government Post Graduate College, Bilaspur",Bilaspur,Himachal Pradesh,Bachelor of Tourism Administration Self Finance,3 years,Full time,40,UG,0.6 lakhs,UGC,"Candidates who have passed 10+2 examination from H.P.Board/CBSE/ICSE or any other board, cosidered equivalent to 10+2,by the Himachal Pradesh University,Shimla-5,with 40% marks(45% marks for SC/ST category),shall be eligible.
As per H.P University rule, 75% seats will be filled out the candidate who have passed the 10+2 examination from the school situated in Himachal Pradesh irrespective of the board. Remaining 25% seats will be filled on all India basis. Other reservation rules are as per H.P.University.
Age Limit
Maximum age limit for admission to BTA course is 22 years for general category,24 years for SC/ST category And 24years for girls candidates, as on the first July of the year concerned. The vice-chancellor may permit age relaxation up to the maximum of three months. If any candidate wants to seek the benefit of relaxation in age he/she should produce permission of the vice-chancellor of the affiliating university before the display of final list of selected candidates.",The duration of Bachelor of Tourism Administration BTA degree course is the three years spread over in six semesters and is affiliated to Himachal Pradesh university Shimla.
