,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"MCM DAV College for Women, Chandigarh",Chandigarh,Chandigarh,BBA,3 years,Full time,40,UG,0.8 lakhs,UGC,The candidate should have passed in 10+2 any stream.,Bachelor of Business Administration is a three-year full-time course approved by UGC.
1,"IIMT School of Management, Gurgaon",Garhi Bazidpur,Haryana,PGDM,2 years,Full time,120,PG,4.85 lakhs,(AICTE) All India Council of Technical Education,"50% in graduation in any stream or appearing in final examination from an Indian university (45% in case of candidate belonging to reserved category)
A valid score of one the following: CAT/MAT/XAT/GMAT/CMAT
Personal interview
Candidates with work experience would be preferred","This full-time diploma awarding programme provides rigorous training in Marketing, Finance, Human Resource, and International Business, Supply Chain and Entrepreneurship & Innovation. Since the programme is offered with an exposure to international business practices, the curriculum offers a perspective on global issues and showcases a practical way to address them....See More"
2,"Sri Sharada Institute of Indian Management Research, New Delhi",New Delhi,Delhi,PGDM Executive,1 year,Full time,30,PG,,(AICTE) All India Council of Technical Education,"Graduation Degree from any recognized University of India with minimum 50% marks.
Minimum 5 years of full time post-qualification experience.
Proficiency in written and spoken English",Sri SIIM offers AICTE-approved Executive Post Graduate Diploma in Management (EPGDM) for working executives aspiring to assume top management responsibilities as well as take up leadership roles in the industry. The program would provide an opportunity for personal as well as professional growth through a specially designed curriculum and rigorous interactive learning...See More
3,"Sri Sharada Institute of Indian Management Research, New Delhi",New Delhi,Delhi,PGCM Retail Management,1 year,Full time,30,PG,,(AICTE) All India Council of Technical Education,"Graduation Degree from any recognized University of India with minimum 50% marks.
Should have appeared CAT/Mat Exam.
Proficiency in written and spoken English","SriSIIM offers AICTE-approved PG Certificate in Management – Retail Management (PGCM-RM). This is a Full time certificate program in Retail Management.
The PG Certificate Program in Retail Management is a full time program spread over 12 months. This program is approved by AICTE."
4,"Sri Sharada Institute of Indian Management Research, New Delhi",New Delhi,Delhi,PGDM,2 years,Full time,120,PG,,(AICTE) All India Council of Technical Education,Graduation Degree from any recognized University with minimum 50% marks. Students appearing for the final examination in 2016 can also apply.,"Sri Sharada Institute of Indian Management–Research (SriSIIM), New Delhi, approved by the “All India Council for Technical Education” (AICTE), Ministry of HRD, Government of India, offers 2 years full time “Post Graduate Diploma in Management” (PGDM). SriSIIM is accredited by “American University Accreditation Council” (AUAC), Washington DC, USA and by ...See More"
5,"FISAT Business School, Kochi",Angamaly,Kerala,MBA,2 years,Full time,120,PG,2.95 lakhs,(AICTE) All India Council of Technical Education,"A pass in degree examination with 50% marks (60% marks desirable) in aggregate for Arts /Commerce /Science/ Engineering and for post graduates. Final year students are also eligible to apply
Good score in any Management Aptitude Test- C-MAT / MAT/CAT/XAT/KMAT",The MBA (Full Time) programme of Mahatma Gandhi Uni versity shall be spread in two years duration with 4 Semesters. Each semester shall comprise of a minimum of 16 instructional weeks of 5 days each of 5 hours a day (total contact hours 400). Continuous Internal Evaluation during the course period and University examination at the end of each semester shall be conduct...See More
6,"Chanakya Law College, Rudrapur",Rudrapur,Uttarakhand,BBA,3 years,Full time,,UG,0.28 lakhs,,10+2 in any stream,"Bachelor of Business Administration is full time three year course degree offered by Kumaun University, Nainital and approved by Bar Council of India."
7,"Amrita School of Business, Amritapuri",Vallikavu,Kerala,MBA,2 years,Full time,60,PG,4.79 lakhs,(AICTE) All India Council of Technical Education,"Bachelor’s Degree recognized by the Association of Indian Universities (AIU), (10+2+3 years of education), with 50% each in 10th, 12th, and the degree programme.","The Master of Business Administration is a Master's degree in Business Administration. The M. B. A. by Amrita School of Business is a two year full residential program. The core courses in the program introduce the various areas of business such as accounting, finance, marketing, human resources and operations management and many programs include elective courses. M. ...See More"
8,"PB Siddhartha College of Arts and Science, Vijayawada",Vijayawada,Andhra Pradesh,BBM,3 years,Full time,60,UG,,UGC,"A pass in Intermediate examination of the Board of Intermediate Education, Andhra Pradesh or equivalent examination. Preference will be given to candidates who studied Commerce as one of the optional subjects.","Bachelor of Business Management is an undergraduate programme aimed at imparting the theoretical background of those academic disciplines relating to the field of management and helping the participants to develop their interpersonal skills and personality to become junior level managers and entrepreneurs. The course curriculum includes, among other subjects, Principl...See More"
9,"PB Siddhartha College of Arts and Science, Vijayawada",Vijayawada,Andhra Pradesh,MBA,2 years,Full time,60,PG,0.7 lakhs,(AICTE) All India Council of Technical Education,Bachelor's Degree or equivalent in any discipline from a recognised university.,PB Siddhartha College of Arts and Science offers two-year full-time Master of Business Administration(MBA) approved by AICTE.
10,"Centre for Development of Advanced Computing, Noida",Noida,Uttar Pradesh,MBA Information Technology,2 years,Full time,60,PG,,(AICTE) All India Council of Technical Education,"B.E./ B.Tech with minimum of 60% marks.
M.Sc(CS), M.Sc(IT), M.Sc(Electronics) with minimum of 60% marks.
MCA with minimum of 60% marks.","It is Two Year Full Time MBA Information Technology Programme approved by AICTE and affiliated to Guru Gobind Singh Indraprastha University (GGSIPU), Delhi."
11,"Davangere University, Davangere",Davangere,Karnataka,BBM,3 years,Full time,,UG,,UGC,Minimum qualification for admission in program: 10+2 or its equivalent.,The duration of the BBM course shall be spread over 3 Years with approval of UGC.
12,"Davangere University, Davangere",Davangere,Karnataka,MBA,2 years,Full time,120,PG,,UGC,Should be a pass in Bachelor‘s or Post Graduate Degree in any discipline from a recognized university.,"This is two year M.B.A. Programme with specializations in Financial Management, Marketing Management & Human Resource Management."
13,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,BBA,3 years,Full time,,UG,,UGC,,
14,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,MBA,2 years,Full time,120,PG,,(AICTE) All India Council of Technical Education,,
15,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,MIRPM,2 years,Full time,,PG,,UGC,,
