,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Maharaja Ranjit Singh College of Professional Sciences, Indore",Indore,Madhya Pradesh,BBA,3 years,Full time,,UG,0.75 lakhs,UGC,The candidate should have passed in 10+2 or its equivalent from any recognized Board / University,"It is a three year duration full-time course. Affiliated to Devi Ahilya Vishwavidyalaya , Indore"
1,"Maharaja Ranjit Singh College of Professional Sciences, Indore",Indore,Madhya Pradesh,MBA,2 years,Full time,,PG,1 lakh,UGC,Candidate Desirous of seeking admission in MBA programme should be a graduate in any discipline from a recognized university,"It is a two year duration full-time course. affiliated to Devi Ahilya Vishwavidyalaya , Indore"
2,"Maharaja Ranjit Singh College of Professional Sciences, Indore",Indore,Madhya Pradesh,MBA Financial Administration,2 years,Full time,,PG,1 lakh,UGC,Candidate Desirous of seeking admission in MBA programme should be a graduate in any discipline from a recognized university,"It is a two year duration full-time course. affiliated to Devi Ahilya Vishwavidyalaya , Indore"
3,"Aurora's Degree College, Hyderabad",Hyderabad,Telangana,BBA,3 years,Full time,,UG,,UGC,"Candidates who have passed the intermediate public examination conducted by the Board of Intermediate Education AP, or any other examination recognized as equivalent there to with any group with aggregate marks prescribed by the university are eligible for admission into BBA I Year course.",BBA - is a three year undergraduate program affiliated to Osmania University.
4,"MAEER's Arts Commerce and Science College, Pune",Pune,Maharashtra,PG Diploma in International Business,1 year,Full time,,PG,,,Bachelors Degree in any stream from any statutory University or Foreign University with 50% marks 45% in case of reserved category candidate,This is a one to two year full time course
5,"Indian Institute for Production Management, Kansbahal",Kansbahal,Odisha,BBA,3 years,Full time,,UG,,,Pass in +2 Arts / Science / Commerce. Candidates appearing for final year +2 examinations /awaiting results are also eligible.,"It is three year duration full-time course. Bachelor in Business Administration, a three year full time programme was started in the year 2015 with affiliation from Sambalpur University and approved by Department of Higher Education, Odisha. The Course emphasises the various disciplines of management studies such as Finance, Marketing, HR and IT which formulates the b...See More"
6,"Indian Institute for Production Management, Kansbahal",Kansbahal,Odisha,MBA,2 years,Full time,60,PG,1.9 lakhs,,Pass in Graduation with a Minimum Mark of 50% (45 % in case of SC / ST) with a valid score in any Entrance Examination (OJEE / CAT / XAT / MAT / CMAT / ATMA). Candidates appearing for final year degree examinations /awaiting results are also eligible.,"Master of Business Management it is two years PG Course. The MBA programmes at IIPM, Kansbhal take a long-term view of business education and prepare students for long and fulfilling careers. We provide multi-disciplinary, application based curriculum which Enhance life skills and practical knowledge that allows Student to create innovators, thought-leaders, and entre...See More"
7,"Indian Institute for Production Management, Kansbahal",Kansbahal,Odisha,MBA Financial Management,2 years,Full time,,PG,,,Pass in Graduation with a Minimum Mark of 45% (40 % in case of SC / ST). Candidates appearing for final year degree examinations /awaiting results are also eligible.,It is two year duration full-time course.
8,"Indian Institute for Production Management, Kansbahal",Kansbahal,Odisha,PGDM,2 years,Full time,,PG,,,Pass in Graduation with a Minimum Mark of 50% or a valid score in any Entrance Examination (OJEE / CAT / XAT / MAT / CMAT / ATMA). Candidates appearing for final year degree examinations /awaiting results are also eligible.,"Post‐Graduate DiplomaManagement is two years full-time course.
PGDM is one of the sought after programme of Indian Institute of Production Management, Kansbahal. It is widely acclaimed for its strong curriculum in the industry and academic circles. It is designed not only to impart the knowledge of core subjects such as Accounting, Economics, Finance and Marketing ...See More"
9,"Bharatesh Education Society's Global Business School, Belgaum",Belagavi,Karnataka,MBA,2 years,Full time,60,PG,3.2 lakhs,(AICTE) All India Council of Technical Education,Candidate Desirous of seeking admission in MBA programme should be a graduate in any discipline from a recognized university,"This is a full time two year course. the course is approved by AICTE, Affiliated to Rani Channamma University, Belagavi"
10,"GH Raisoni College of Commerce Science and Technology, Nagpur",Nagpur,Maharashtra,BBA,3 years,Full time,,UG,,,An intermediate certificate of std. XII with Arts/Science/Commerce from a recognized institution of higher education in India or equivalent thereof from foreign system,It is 3-year duration full-time course.
11,"PDEA's College of Engineering, Pune",Pune,Maharashtra,MBA,2 years,Full time,60,PG,1.73 lakhs,(AICTE) All India Council of Technical Education,The candidate should have Graduation degree from any recognized University.,"Master of Business Administration is two-year duration full-time course affiliated to Savitribai Phule Pune University, Pune and approved by All India Council for Technical Education."
12,"Doon PG college of Agriculture Science and Technology, Dehradun",Dehradun,Uttarakhand,B. Sc Forestry,4 years,Full time,60,UG,,UGC,The candidate should have passed 10+2 (P.C.B. / P.C.M.) or equivalent with 45% marks.,This is a 4-year full-time programme divided into two Semesters in the academic year.
13,"Doon PG college of Agriculture Science and Technology, Dehradun",Dehradun,Uttarakhand,BBA,3 years,Full time,60,UG,,UGC,The candidate should have passed 10+2 with 45% marks.,This is a three-year full-time programme divided into two Semesters in the academic year.
14,"Doon PG college of Agriculture Science and Technology, Dehradun",Dehradun,Uttarakhand,M. Sc Forestry,2 years,Full time,30,PG,,UGC,"The candidate should have passed B.Sc. (Forestry), B.Sc. (C.B.Z.) or equivalent with 50% marks.",This is a two-year full-time programme divided into two Semesters in the academic year.
15,"Doon PG college of Agriculture Science and Technology, Dehradun",Dehradun,Uttarakhand,MIB,2 years,Full time,60,PG,,UGC,The candidate should have passed Graduate from any stream with 50% marks.,Master of International Business is a two-year full-time programme divided into two Semesters in the academic year.
16,"Seshadripuram College, Bengaluru",Bengaluru,Karnataka,BBA,3 years,Full time,,UG,,,12th Pass from any recognized board or equivalent.,The aim of the department of Business Management is to create a stimulating and challenging atmosphere for students to hone their management skills in order to become dynamic leaders in the business world. The faculty members are not only well qualified but also have immense practical knowledge about the inner workings of a business enterprise. And this makes them pro...See More
