,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
9,9,"Panjab University, Chandigarh",PU,1947, Chandigarh,Chandigarh,"
Sector 14 Chandigarh  Punjab 160014 India ",Government,UGC,,,,http://puchd.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['PUTHAT'],hotel,793,https://www.facebook.com/official.pu.india/,https://twitter.com/officialpu,,https://en.wikipedia.org/wiki/Panjab_University
10,10,"Galgotias University, Greater Noida",Galgotias,2011, Uttar Pradesh,Greater Noida,"
Plot No.2  Sector 17-A  Yamuna Expressway  Greater Noida  Gautam Buddh Nagar  Uttar Pradesh  India ",Private,UGC,,0120-4370000,,http://www.galgotiasuniversity.edu.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PUTHAT'],hotel,454,https://www.facebook.com/GalgotiasUniversity,https://twitter.com/Galgotias_uni,https://www.youtube.com/channel/UC_dYyEb2uOpS03sttZObveA?app=desktop,https://en.wikipedia.org/wiki/Galgotias_University
11,11,"Dr DY Patil University, Navi Mumbai",,2002, Maharashtra,Navi Mumbai,Sector 7  Nerul  Navi Mumbai - 400706  Maharashtra  India ,Private,"(DCI) Dental Council of India +3 more(INC) Indian Nursing Council, (MCI) Medical Council of India, UGC",,,,http://www.dypatil.edu/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PUTHAT'],hotel,534,https://www.facebook.com/DYPatilUniversityNaviMumbai/,https://twitter.com/DypUniv/,https://www.youtube.com/channel/UCjeZgDUGgUqj8zcuRvSIrQQ,
12,12,"Maulana Abul Kalam Azad University of Technology, Kolkata",WBUT,2000, West Bengal,Kolkata,BF 142  Sector 1  Salt Lake City  Kolkata 700064  West Bengal ,Government,UGC +1 moreAICTE,,,,http://www.wbut.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['PUTHAT'],hotel,34,https://www.facebook.com/makaut.org/,,,https://en.wikipedia.org/wiki/Maulana_Abul_Kalam_Azad_University_of_Technology
13,13,"Kurukshetra University, Kurukshetra",KUK,1956, Haryana,Thanesar,"
Kurukshetra  Haryana  India  Pin - 136119 ",Government,"(AICTE) All India Council of Technical Education +3 more(BCI) Bar Council of India, (NCTE) National Council for Teacher Education, UGC",,,,http://www.kuk.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PUTHAT'],hotel,304,https://www.facebook.com/KUKHaryana/,https://twitter.com/kukurukshetra,,https://en.wikipedia.org/wiki/Kurukshetra_University
14,14,"Tezpur University, Tezpur",,1994, Assam,Tezpur,"Napaam  Tezpur  Sonitpur  Assam (India)
Pin - 784 028
 ",Government,(AICTE) All India Council of Technical Education +1 moreUGC,,,,http://www.tezu.ernet.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PUTHAT'],hotel,279,https://www.facebook.com/TezpurUniversity,https://twitter.com/TezpurUniv,https://www.youtube.com/channel/UCkYIk2edcCHZ_Q5aWbtT_kA,https://en.wikipedia.org/wiki/Tezpur_University
15,15,"Koneru Lakshmaiah Education Foundation, Guntur",,2009, Andhra Pradesh,Vaddeswaram,"
Green Fields  Vaddeswaram 
Guntur District  A.P.  INDIA.
Pincode: 522 502. ",Private,UGC +1 moreAICTE,,,,http://www.kluniversity.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PUTHAT'],hotel,1036,https://www.facebook.com/KLUniversity/,https://twitter.com/kluniversity,https://www.youtube.com/channel/UCqx5EbjmS-pKyE4hyc0brzQ,https://en.wikipedia.org/wiki/K_L_University
16,16,"Guru Nanak Dev University, Amritsar",GNDU,1969, Punjab,Amritsar,"
Grand Trunk Road  Off NH1  Amritsar  Punjab 143001 ",Government,(BCI) Bar Council of India +1 moreUGC,,,,http://online.gndu.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['PUTHAT'],hotel,242,https://www.facebook.com/gndu.ac.in/,https://mobile.twitter.com/gndu_amritsar,https://www.youtube.com/channel/UCJZItRREvwm4qyJqXTLjHAw,https://en.wikipedia.org/wiki/Guru_Nanak_Dev_University
17,17,"Deenbandhu Chhotu Ram University of Science and Technology, Murthal",DCRUST,2006, Haryana,Murthal Khas,"
50th K M Stone NH.1 Murthal (Sonepat) Haryana - 131039 India ",Government,"UGC +2 moreAICTE, Government of Haryana",,,,http://www.dcrustm.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'IT Infrastructure']",['PUTHAT'],hotel,173,https://www.facebook.com/officialdcrustm,https://twitter.com/dcrust_murthal?lang=en,,https://en.wikipedia.org/wiki/Deenbandhu_Chhotu_Ram_University_of_Science_and_Technology
18,18,"Techno India University, Kolkata",,2012, West Bengal,Kolkata,"
EM-4  Sector-V  Salt Lake  Kolkata - 700091  West Bengal  India ",Private,UGC,,09836544417,,http://www.technoindiauniversity.ac.in/index.php,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PUTHAT'],hotel,,https://www.facebook.com/tiukolkata,https://twitter.com/tiukolkata,https://www.youtube.com/user/TIUniversity,https://en.wikipedia.org/wiki/Techno_India_University
