,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Prabhath Institute of Computer Sciences, Nandyala",Bandi Atmakuru,Andhra Pradesh,MCA,3 years,Full time,60,PG,0.96 lakhs,(AICTE) All India Council of Technical Education,Graduation from any Recognized University with relevant subjects.,"M.C.A. Programme was started in the Academic year 2008-2009 with an initial intake of 60. First Batch Students Graduated in 2011-12, which was affiliated to S.K.University, Anantapur. Later the Department was affiliated to JNT University, Anantapur from 2012 onwards with intake of 60 students."
1,"Pamidi Institute of Science and Technologies, Nellore",Musunur,Andhra Pradesh,MCA,3 years,Full time,60,PG,,(AICTE) All India Council of Technical Education,Candidate must passed related UG degree.,Master of Computer Applications is 3 year full time course.
2,"PNCKR College of PG Courses, Narasaraopet",Narasaraopet,Andhra Pradesh,MCA,3 years,Full time,120,PG,0.69 lakhs,(AICTE) All India Council of Technical Education,Graduation from any recognized university with relevant subjects.,"This is a three year full time programme leading to a Master of Computer Application from the Acharaya Nagarjuna University, Guntur"
3,"Priyadarshini College of Business Management, Hyderabad",Hyderabad,Telangana,MCA,3 years,Full time,,PG,,(AICTE) All India Council of Technical Education,Bachelor Degree from any Recognized University with relevant subjects.,"This is a three year full time programme leading to a Master of Computer Application from the Osmania University, Hyderabad"
4,"Rajiv Gandhi College for PG and Professional Studies, Rajahmundry",Rajahmundry,Andhra Pradesh,Master of Computer Application,3 years,Full time,60,PG,,(AICTE) All India Council of Technical Education,"This is a two year full time programme leading to a Master Degree in Management from the Andhra University, Visakhapatnam",Master of Computer Application is affliated to Andhra University
5,"Ramana Institute of Technology, Tadepalligudem",Tadepalligudem,Andhra Pradesh,MCA,3 years,Full time,120,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed in the graduate degree.,"Master of Computer Applications is a full-time three year course affiliated to Andhra University, Visakhapatnam and approved by UGC."
6,"Ramaraja Institute of Technology and Science, Ramachandrapuram",Kuntrapakam,Andhra Pradesh,MCA,3 years,Full time,120,PG,0.73 lakhs,(AICTE) All India Council of Technical Education,A candidate seeking admission into MBA / MCA degree course should have passed a degree of minimum three years duration in any discipline or in an examination recognized as equivalent thereto. Further he/she should have qualified in the ICET of Andhra Pradesh.,"Master of Computers Applications is three years full time course with a approval in take of 120 teases , Approved by AICTE."
7,"GBR Degree College, Anaparthi",Anaparthy,Andhra Pradesh,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with the relevant subject.,"This is a full time three year course affiliated to Andhra University, Vishakhapatnam and approved by UGC."
8,"Horizon Institute of Technology, Keesara",Secunderabad,Telangana,MCA,3 years,Full time,120,PG,0.81 lakhs,(AICTE) All India Council of Technical Education,Any graduation with 50% of marks can apply.,Master of Computer Application is a three years full-time course offered by Osmania University and approved by AICTE.
9,"KC Reddy PG College, Medikonduru",Guntur,Andhra Pradesh,MCA,3 years,Full time,60,PG,0.8 lakhs,(AICTE) All India Council of Technical Education,"Graduation from any Recognized university .Any Degree,First class (60%)and above",Master Of Computer Application is 3 Years Course
10,"Karuna PG College, Ibrahimpatnam",Toroor,Telangana,MCA,3 years,Full time,120,PG,,(AICTE) All India Council of Technical Education,The candidate should have passed the qualifying examination (10+2+3) or equivalent on the date of his/her counseling for admission and should have secured a rank at Integrated Common Entrance Test conducted by the state and should satisfy other conditions as laid down in the Rules. .,"Master of Computer Application, it is two years Course affiliated to Osmania University, Hyderabad"
11,"University PG College, Khammam",Khammam,Telangana,MCA,3 years,Full time,,PG,,UGC,Graduate in any stream with Mathematics as a subject at 10+2 level or at Graduate Level.,"Master of Computer Applications is a three years full-time course affiliated to Kakatiya University, Warangal."
12,"Lotus Institute of Management, Bareilly",Karanpur Ilaka Shankarpur,Uttar Pradesh,BCA,3 years,Full time,,UG,0.71 lakhs,(AICTE) All India Council of Technical Education,Candidate must passed 10+2 with minimum 50% marks,Bachelor of Computer Application Duration Three years Full time course Offered by UPTU Lucknow
13,"Malineni Lakshmaiah MBA college, Singaraykonda",Kanumalla,Andhra Pradesh,MCA,3 years,Full time,60,PG,,(AICTE) All India Council of Technical Education,Graduation from any Recognized University with relevant subjects.,College offered unaided program Master of Computer Application for duration of three years full time Course approved by AICTE.
14,"St Anns Engineering College, Chirala",Nayani Palli Rural,Andhra Pradesh,MCA,3 years,Full time,60,PG,0.9 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed related graduation degree from any recognized college or University.,"Master of Computer Application is three years full-time Postgraduate program affiliated with Jawaharlal Nehru Technological University, Kakinada and approved by AICTE."
15,"Sai Krishna College, Wanaparthy",Wanaparthy,Telangana,MCA,3 years,Full time,120,PG,0.54 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed BCA degree from any recognized university or college.,"It is three years full time post graduate computer application program, offered by Palamuru University, Mahabubnagar and approved by AICTE"
16,"Shantiniketan Institute of Technology, Tirupati",Tirupati,Andhra Pradesh,MCA,3 years,Full time,,PG,,(AICTE) All India Council of Technical Education,"The candidate should have graduate degree in Related degree""","Master Of Computer Application it is three years full time ,it is offered by Shri Venkateshwara University"
17,"St Johns PG College, Ghatkesar",Secunderabad,Telangana,MCA,3 years,Full time,60,PG,0.81 lakhs,(AICTE) All India Council of Technical Education,A Candidate for admission to the three-year post graduate course in Master of Computer Applications must have passed the qualifying examination (10+2+3) or equivalent with Mathematics as one of the subjects in 10+2 level.,"This is a full time three year course affiliated to Osmania University, Hyderabad and approved by AICTE."
