,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Loyola College, Chennai",Chennai,Tamil Nadu,MCA,3 years,Full time,30,PG,,(AICTE) All India Council of Technical Education,,
1,"Silicon Institute of Technology, Bhubaneswar",Bhubaneswar,Odisha,MCA,3 years,Full time,60,PG,3.45 lakhs,(AICTE) All India Council of Technical Education,The candidate should have graduate degree in BCA / any graduate degree,"Master of Computer Applications (MCA) is three-year duration full-time course affiliated to Biju Patnaik University of Technology, Rourkela and approved by All India Council for Technical Education (AICTE)."
2,"University of Kalyani, Kalyani",Kalyani,West Bengal,MCA,3 years,Full time,30,PG,0.44 lakhs,(AICTE) All India Council of Technical Education,"Must be an Indian citizen
• Honours Graduate (under 10+2+3) with Mathematics as one subject in degree level.
• B.E./ B.Tech. candidates.","Master of Computer Application (M.C.A.) - This is a three-year AICTE approved course spanned over six semesters, two semesters per year."
3,"Oriental Institute of Science and Technology, Bhopal",Bhopal,Madhya Pradesh,MCA,3 years,Full time,60,PG,1.95 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in Bachelor of Computer Applications degree from a recognized university.,"Master of Computer Applications is a three-year full-time course affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by All India Council for Technical Education."
4,"Oriental Institute of Science and Technology, Bhopal",Bhopal,Madhya Pradesh,MCA Lateral Entry,2 years,Full time,60,PG,1.1 lakhs,(AICTE) All India Council of Technical Education,Candidates who have completed courses such as Bachelor of Science in Information Technology/ Computer Science and BCA are eligible to apply for lateral entry admission to MCA.,"Master of Computer Applications Lateral Entry is a two-year full-time course affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by All India Council for Technical Education."
5,"Government College of Engineering, Karad",Karad,Maharashtra,MCA,3 years,Full time,30,PG,0.857 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed related graduation degree from any recognized college or University.,"Master of Computer Applications (MCA) is three years full-time Postgraduate programme offered by Shivaji University, Kolhapur and approved by AICTE."
6,"Jiwaji University, Gwalior",Gwalior,Madhya Pradesh,BCA,3 years,Full time,40,UG,0.62 lakhs,UGC,The candidate should have passed 10 +2 with mathematics as compulsory or an additional subject.,"Bachelor of Computer Application is three years full-time undergraduate program in Computer field offered by Jiwaji University, Gwalior with the approval of UGC."
7,"Jiwaji University, Gwalior",Gwalior,Madhya Pradesh,MCA,3 years,Full time,40,PG,,UGC,Bachelor’s degree of minimum three years duration in any discipline with mathematics as compulsory or additional subject at Higher Secondary (10+2).,"Master of Computer Application is three years full-time Postgraduate program in Computer field offered by Jiwaji University, Gwalior with the approval of UGC."
8,"Jiwaji University, Gwalior",Gwalior,Madhya Pradesh,PGDCA,1 year,Full time,50,PG,0.23 lakhs,UGC,he candidate should have passed Graduation in any discipline from a recognized university.,"Post Graduate Diploma in Computer Application is one-year's (2 Semester) full-time program offered by Jiwaji University, Gwalior with the approval of UGC."
9,"Jiwaji University, Gwalior",Gwalior,Madhya Pradesh,PGDCA Distance,1 year,Distance,,PG,0.05 lakhs,UGC,he candidate should have passed Graduation in any discipline from a recognized university.,"Post Graduate Diploma in Computer Application is one-year's (2 Semester) Distance Mode program offered by Jiwaji University, Gwalior with the approval of UGC."
