,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,BCA,3 years,Full time,,UG,1.32 lakhs,UGC,A pass in any stream with Mathematics as one of the subjects with a minimum of 70% overall aggregate in Higher Secondary Examination conducted by the State / Central Board of Secondary Education or its equivalent examination.,"Bachelor of Computer Applications is a three-year full time course offered by VIT University, Vellore with the approval of UGC."
1,"Vellore Institute of Technology, Vellore",Vellore,Tamil Nadu,MCA,3 years,Full time,,PG,4.11 lakhs,UGC,"Recognized Bachelor’s Degree of Minimum 3 Yrs duration in BCA, B.Sc (IT/Computer Science) with Mathematics as a course at 10+2 level or at Graduate Level. Obtained at least 60% at the qualifying Examination. ","Master of Computer Application is a three year (6 Semesters) postgraduate program in Computer field offered by VIT University, Vellore with the approval of UGC."
2,National Institute of Technology Tiruchirappalli,Thuvakudi,Tamil Nadu,MCA,3 years,Full time,92,PG,2.67 lakhs,UGC,"Candidates, with 60% marks (6.5/10 CGPA) in Bachelor’s degree of Full Time 3 years duration from a recognized University with Mathematics / Statistics / Business Maths. as one of the subjects in any one semester/year, both in graduation and at 10+2 level are eligible. For SC/ST candidates the percentage of marks required is 55%(6.0/10 CGPA). Those candidates who are appearing for the qualifying examinations are also eligible to appear for the test. However, they will have to furnish proof of having passed in the qualifying examination, with 60% marks, at the time of counselling / admission. Indian Nationals only are eligible to appear for the NIMCET","National Institutes of Technology, Trichy (NITT) is a premier Technical Institution of National repute with Deemed University status and fully funded by Govt. of India. The Curricula and Syllabi of Master of Computer Applications (MCA) course offered by NITT is designed considering the need of different Software Houses in India and abroad and has a high job potential ...See More"
3,"SRM Institute of Science and Technology, Chennai",Kattankulathur,Tamil Nadu,BCA,3 years,Full time,,UG,2.21 lakhs,UGC,10 + 2 (Higher Secondary) with Mathematics mandatory or Computer Science with Mathematics (Minimum aggregate of 60% in KTR Campus & 50% in other Campuses),"Bachelor of Computer Applications is three years (6 semesters) full-time course offered by SRM University, Chennai with the approval of UGC."
4,"SRM Institute of Science and Technology, Chennai",Kattankulathur,Tamil Nadu,MCA Lateral Entry,2 years,Full time,,PG,,UGC,"A pass with minimum aggregate of 60% in BCA / B.Sc. Computer Science / B.Sc. Information Technology.
Third semester curriculum as applicable to the existing 3 year MCA program shall be followed in respect of lateral entry students.","Master of Computer Application is two years full-time Lateral Entry Postgraduate program affiliated with SRM University, Chennai and approved by UGC."
5,National Institute of Technology Warangal,Hanamkonda,Telangana,MCA,3 years,Full time,46,PG,2.4 lakhs,UGC,Candidate must have passed related bachelor degree from recognized university,Master of Computer Application is three years (6 Semesters) full-time Postgraduate program in Computer field offered by National Institute of Technology Warangal with the approval of UGC.
6,Motilal Nehru National Institute of Technology Allahabad,Allahabad,Uttar Pradesh,MCA,3 years,Full time,93,PG,2.49 lakhs,UGC,"The candidates must have a Bachelor's degree in Science or equivalent degree with Maths/Computer Science as one of the subjects in BSc., Candidates having an aggregate of 60% marks in graduation are eligible to apply for admission to MNNIT.",Master of Computer Applications is full time three year post graduate degree course
7,National Institute of Technology Karnataka Surathkal,Mangaluru,Karnataka,MCA,2 years,Full time,,PG,2.15 lakhs,UGC,Candidate must have passed related bachelor degree from recognized university,Master of Computer Applications (MCA) is a three-year (six semesters) professional Master's Degree in computer science awarded in India. The course was designed to meet the growing demand for qualified professionals in the field of Information Technology. It is a postgraduate course that can be taken up after obtaining a Bachelor's Degree. The MCA programme is incline...See More
8,"University of Delhi, Delhi",New Delhi,Delhi,MCA,3 years,Full time,46,PG,,UGC,"Any bachelor degree from the University of Delhi with at least one paper in Mathematical Sciences (Mathematics, Computer Science, Statistics, Operational Research) under annual mode/at least two papers in Mathematical Sciences (Mathematics, Computer Science, Statistics, Operational Research) in semester mode or an equivalent degree.","Master of Computer Application is three years full time course. Affiliated to University of Delhi, Delhi and approved by UGC.
Three year Master of Computer Applications (MCA) programme at the department was started in 1982 and was among the first such programmes in India. Since then, it has been immensely popular and one of the most sought after MCA courses in Indi...See More"
9,"RV College of Engineering, Bangalore",Bengaluru,Karnataka,MCA,3 years,Full time,120,PG,,(AICTE) All India Council of Technical Education,"Candidates with Bachelors Degree having not less than 50% of marks in the aggregate of all the years of the degree examinations. However in case of candidates belonging to SC / ST / Cat -1, aggregate percentage of marks of all the years of the qualifying examination shall not be less than 45%.
Provided the candidate shall have passed Bachelors degree with not less than 50% marks with mathematics or statistics or computer science or computer programming or computer applications or business mathematics or business statistics as one of the optional / elective subjects. However in case of candidates belonging to SC / ST / Cat -1, the marks shall not be less than 45%.
Provided further that in respect of the candidate who has studied and passed one of the subject specified above in Pre University with 50 % of marks in that subject shall also be considered for admission. However in case of SC/ST/ Cat -1, 45% of marks in that subject shall be eligible for Admission.
20% intake of lateral entry for second year MCA.","This is a full time three year course affiliated to Visvesvaraya Technological University, Belgaum and approved by AICTE."
10,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,BCA,3 years,Full time,,UG,,UGC,"Pass in 12th Class of 10+2 of CBSE or equivalent with a minimum of 50% marks in aggregate* with pass in
English (core or elective or functional) and Mathematics
or Computer Science / Informatics Practice / Computer
Applications. OR
Three-year Diploma in a branch of Engineering from a polytechnic duly approved by All India Council for Technical Education and affiliated to a recognized examining body with a minimum of 50% marks in aggregate.","Bachelor of Computer Applications is three years full-time program offered by Guru Gobind Singh Indraprastha University, Delhi and approved by UGC."
