,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Omkarananda Institute of Management and Technology, Tehri Garhwal",Rishikesh,Uttarakhand,BCA,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 with Mathematics as a subject.,"Bachelor of Computer Application is three years full time course approved by AICTE and Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal."
1,"Beehive College of Advance Studies, Dehradun",Dehradun,Uttarakhand,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2,Bachelor of Computer Application is a 3 year full time course.
2,"Malini Valley College , Kotdwar",Haldukhata Malla,Uttarakhand,BCA,3 years,Full time,60,UG,0.9 lakhs,,The candidate should have passed in 10+2 with 45% and maths stream.,Bachelor of computer applications is a 3 year full time course.
3,"GRD Girls Degree College, Dehradun",Dehradun,Uttarakhand,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
4,"Kunti Naman Institute of Pharma Technology and Sciences, Haridwar",Panchayanpur,Uttarakhand,BCA,3 years,Full time,50,UG,,,The candidate should have passed in 10+2 any stream with maths,Bachelor of Computer Application is a 3 year full time course.
5,"Kandaswami Kandar's College, Velur",Velur,Tamil Nadu,B.Com Computer Application Unaided,3 years,Full time,,UG,,UGC,The candidate must have passed the higher secondary examination (10 +2) of TamilNadu or an examination (like passed the CBSE) recognized by the universities as equivalent thereto.,"It is 3-year duration full-time Unaided course affiliated to Periyar University, Salem."
6,"Kandaswami Kandar's College, Velur",Velur,Tamil Nadu,BCA Unaided,3 years,Full time,,UG,,UGC,The candidate must have passed the higher secondary examination (10 +2) of TamilNadu or an examination (like passed the CBSE) recognized by the universities as equivalent thereto.,"It is 3-year duration full-time Unaided course affiliated to Periyar University, Salem."
7,"Kandaswami Kandar's College, Velur",Velur,Tamil Nadu,M.Com Computer Application Unaided,2 years,Full time,,PG,,UGC,Candidates should possess a Degree from a Recognised University.,"It is 2-year duration full-time Unaided course affiliated to Periyar University, Salem."
8,"JKK Nataraja College of Arts and Science, Natarajapuram",Komarapalayam,Tamil Nadu,B.Com Computer Application Unaided,3 years,Full time,60,UG,,UGC,"10+2 passed candidates with Accountancy, Commerce / Business studies, Economics / Computer science, and Statistics / Business mathematics.","It is 3-year duration full-time Unaided course affiliated to Periyar University, Salem."
9,"JKK Nataraja College of Arts and Science, Natarajapuram",Komarapalayam,Tamil Nadu,BCA Unaided,3 years,Full time,40,UG,,UGC,"A candidate who has passed Higher Secondary Examination with Mathematics or Business Mathematics or Computer Science or Statistics (Academic stream or vocational stream) as one of the subjects under Higher Secondary Board of Examination, Tamil Nadu or as per norms set by the Government of Tamil Nadu.","It is 3-year duration full-time Unaided course affiliated to Periyar University, Salem."
10,"JKK Nataraja College of Arts and Science, Natarajapuram",Komarapalayam,Tamil Nadu,MCA,3 years,Full time,20,PG,,UGC,"B.Sc. Mathematics /Statistics/Computer Science/ Applied Science/Computer Technology / Applied Geology (or) B.Sc. Physics / Chemistry/ Electronics /B.Com, BBM, with a Study of Mathematics or Statistics for two semester.","It is 3-year duration full-time Aided course affiliated to Periyar University, Salem."
11,"JKK Nataraja College of Arts and Science, Natarajapuram",Komarapalayam,Tamil Nadu,MCA Lateral Entry,2 years,Full time,,PG,,UGC,"Bachelor’s Degree of minimum 3 years duration in BCA, B.Sc (IT/Computer Science) with Mathematics as a subject at 10+2 level or at Graduate Level.","It is 2-year duration full-time Aided course affiliated to Periyar University, Salem."
12,"Vysya College, Salem",Ayodhiyapatinam,Tamil Nadu,B.Com Computer Application,3 years,Full time,,UG,,UGC,The Candidate should have passed +2 (State Board / CBSE / Equivalent) with Commerce/Accountancy/Economics/Business Maths / Computer Science / as its subjects.,"It is 3-year duration full-time course affiliated to Periyar University, Salem."
13,"Vysya College, Salem",Ayodhiyapatinam,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The Candidate should have passed +2 (State Board / CBSE / Equivalent) with Mathematics or Business Mathematics or Computer Science or Statistics as one of the Subjects.,"It is 3-year duration full-time course affiliated to Periyar University, Salem."
14,"Vysya College, Salem",Ayodhiyapatinam,Tamil Nadu,M.Com Computer Application,2 years,Full time,,PG,,UGC,A pass in B.Com / B.Com (CA) or Any degree with one paper in Accountancy.,"It is 2-year duration full-time course affiliated to Periyar University, Salem."
15,"Muthu Mase Arts and Science College, Harur",Harur,Tamil Nadu,B.Com Computer Applications,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Periyar University, Salem."
16,"Muthu Mase Arts and Science College, Harur",Harur,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Periyar University, Salem."
17,"Kamadhenu College of Arts and Science, Dharmapuri",Pappinaickanahalli,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream with maths,Bachelor of Computer Application is a 3 year full time course.
18,"Bharathiyar Arts and Science College for Women, Salem",Deviyakurichi,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
19,"Sri Balamurugan Arts and Science College, Salem",Sathapadi,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,Bachelor of Computer Applications is a 3 year full time course.
20,"Shri Sakthikailassh Women's College, Salem",Salem,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
21,"Shri Sakthikailassh Women's College, Salem",Salem,Tamil Nadu,BCA Lateral Entry,2 years,Full time,,UG,,,"The candidate should have passed in diploma level exams or DEEE, DME, DECE, DEE, DCN, DCE, DIT, DE(R), DSTEC, DCHEE, DLTEC, DENVE and PC",BCA is a 2 year full time course.
22,"Paavendhar College of Arts and Science, Attur",Manivizhundan Pudhur,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
23,"Vivekanandha College for Women, Namakkal",Namakkal,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
24,"SSM College of Arts and Science, Namakkal",Komarapalayam,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream with maths,BCA is a 3 year full time course.
25,"ERK Arts and Science College, Dharmapuri",Pappampadi,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream with maths,BCA is a 3 year full time course.
26,"Sri Vidya Mandir Arts and Science, Salem",Salem,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
27,"Kailash Women's College, Salem",Nangavalli,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
28,"Government Arts College, Kulithalai",Sathiyamangalam,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli"
29,"Bharathidasan Univerisity College for Women, Orathanadu",Orathanadu,Tamil Nadu,BCA,3 years,Full time,61,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
30,"Bharathidasan Univerisity College for Women, Orathanadu",Orathanadu,Tamil Nadu,MCA,3 years,Full time,33,PG,,UGC,A candidate should have graduation degree from recognised university.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
31,"Urumu Dhanalakshmi College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,B.Com Computer Applications Unaided,3 years,Full time,,UG,0.3 lakhs,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time Unaided course affiliated to Bharathidasan University, Tiruchirappalli."
32,"Urumu Dhanalakshmi College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,BCA Unaided,3 years,Full time,,UG,0.36 lakhs,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time Unaided course affiliated to Bharathidasan University, Tiruchirappalli."
33,"Urumu Dhanalakshmi College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,MCA Unaided,3 years,Full time,,PG,0.78 lakhs,UGC,A candidate should have graduation degree from recognised university.,"It is 3-year duration full-time Unaided course affiliated to Bharathidasan University, Tiruchirappalli."
34,"ABI and ABI College Arts Science and Technology, Thanjavur",Neelagiri,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
35,"ABI and ABI College Arts Science and Technology, Thanjavur",Neelagiri,Tamil Nadu,MCA,3 years,Full time,,PG,,UGC,A candidate should have graduation degree from recognised university.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
36,"Adaikalamatha College, Thanjavur",Vallam,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,A candidate should have passed in Plus Two with Mathematics.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
37,"Adaikalamatha College, Thanjavur",Vallam,Tamil Nadu,MCA,3 years,Full time,,PG,,(AICTE) All India Council of Technical Education,"A candidate should have any Degree (with Maths or Statistics) at Plus Two Level, or as an allied Subject / Major at Degree Level or B.E. / B.Tech., AMIE except B.E.Comp.Science.","It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
38,"Deen College of Arts and Science, Nagapattinam",kondal,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
39,"Dr Nalli Kuppusamy Arts College, Thanjavur",Ramapuram,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,"i) Maximum 50% marks should obtain in Higher Secondary Examination.
ii) Maximum 50% marks should obtain in equivalent of Higher Secondary School.","It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
40,"Enathi Rajappa Arts and Science College, Pattukkottai",Enathi,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
41,"Imayam College of Arts and Science, Thuraiyur",Kannanur,Tamil Nadu,B.Com Computer Applications,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
42,"Imayam College of Arts and Science, Thuraiyur",Kannanur,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
43,"Jairams Arts and Science College, Karur",Karur,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,BCA is a three year full time course
44,"MIET Arts and Science College, Tiruchirappalli",Gundur,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
45,"MIET Arts and Science College, Tiruchirappalli",Gundur,Tamil Nadu,MCA,3 years,Full time,,PG,,UGC,A candidate should have graduation degree from recognised university.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
46,"Marudupandiyar Institutions, Thanjavur",Thanjavur,Tamil Nadu,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,BCA is a three year full time course
47,"Meenakshi Chandrasekarn College of Arts and Science, Thanjavur",Pappanadu,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
48,"Modern Arts and Science College, Jayankondam",Jayamkondan,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
49,"Pavendar Bharathidasan College of Arts and Science, Tiruchirappalli",Mandaiyur,Tamil Nadu,B.Com Computer Applications,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
50,"Pavendar Bharathidasan College of Arts and Science, Tiruchirappalli",Mandaiyur,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
51,"Sir Isaac Newton Arts and Science College, Nagapattinam",Nagapattinam,Tamil Nadu,B.Com Computer Applications,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
52,"Sir Isaac Newton Arts and Science College, Nagapattinam",Nagapattinam,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
53,"Valluvar College of Science and Management, Karur",Karur,Tamil Nadu,BCA,3 years,Full time,,UG,,,The Candidate should have passed 10+2.,"Bachelor of Computer Applications is three years full time course and affiliated by Bharathidasan University, Tiruchirappalli."
54,"Aiman College of Arts and Science for Women, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,BCA,3 years,Full time,,UG,,,The Candidate should have passed 10+2.,"Bachelor of Computer Applications is three years full time course and affiliated by Bharathidasan University, Tiruchirappalli."
55,"Annai Women's College, Karur",Punnam Chatram,Tamil Nadu,BCA,3 years,Full time,,UG,,,The Candidate should have passed 10+2.,"Bachelor of Computer Application is three years full time course affiliated by Bharathidasan University, Tiruchirappalli."
56,"Auxilium College of Arts and Science for Women, Pudukottai",Regunathapuram,Tamil Nadu,BCA,3 years,Full time,,UG,,,The Candidate should have passed 10+2.,"Bachelor of Computer Application is three years full time course and affiliated by Bharathidasan University, Tiruchirappalli."
57,"Bon Secours College for Women, Thanjavur",Thanjavur,Tamil Nadu,BCA,3 years,Full time,,UG,,,The Candidate should have passed 10+2.,"Bachelor of Computer Application is three years full time course and affiliated by Bharathidasan University, Tiruchirappalli."
58,"Chidambaram Pillai College for Women, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,PGDCA,1 year,Full time,,PG,,,The candidate should have passed graduation.,"Post Graduate Diploma in Computer Application it is a one year course affiliated to Bharathidasan University, Tiruchirappalli."
59,"Sri Paramakalyani College, Alwarkurichi",Alwarkurichi,Tamil Nadu,BCA Self Finance,3 years,Full time,,UG,,,The candidate should have passed graduation.,"Bachelor of Computer Application Self Finance is three years full time course and affiliated to Manonmaniam Sundaranar University, Tirunelveli."
60,"Sri Parasakthi College for Women, Courtallam",Courtallam,Tamil Nadu,BCA Self Finance,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 exam with relevant stream.,"Bachelor of Computer Application Self Finance is three years full time course and affiliated by Manonmaniam Sundaranar University, Tirunelveli."
61,"Sadakathullah Appa College, Tirunelveli",Tirunelveli,Tamil Nadu,BCA Self Finance,3 years,Full time,,UG,,,The candidate should have passed 10+2 exam with relevant stream.,"Bachelor of Computer Application Self Finance is three years full time course and affiliated by Manonmaniam Sundaranar University, Tirunelveli."
62,"Sri Ram Nallamani Yadava College of Arts and Science, Tenkasi",Kodikurichi,Tamil Nadu,BCA,3 years,Full time,24,UG,,,The candidate should have passed 10+2.,"Bachelor of Computer Application is three years full time course and affiliated to Manonmaniam Sundaranar University, Tirunelveli."
63,"CSI Jayaraj Annapackiam College, Tirunelveli",Nallur,Tamil Nadu,BCA,3 years,Full time,,UG,,,"For admission, a candidate must have passed the Higher Secondary Examination of Tamil Nadu or an Examination (like the CBSE) recognized by the Universities as equivalent there to.","Bachelor of Computer Application is three years full time course and affiliated to Manonmaniam Sundaranar University, Tirunelveli."
64,"Govindammal Aditanar College For Women, Tiruchendur",Thoothukudi,Tamil Nadu,B.Com Computer Applications,3 years,Full time,,UG,,UGC,12th Pass from any recognized board or equivalent.,It is 3 year full time course.
65,"Govindammal Aditanar College For Women, Tiruchendur",Thoothukudi,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,12th Pass from any recognized board or equivalent.,It is 3 year full time course.
