,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Prestige Institute of Management, Gwalior",Gwalior,Madhya Pradesh,BCA,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,,BCA (Bachelor of Computer Applications) is 3 year full time course.
1,"Baba Ghulam Shah Badshah University, Jammu",Jammu,Jammu and Kashmir,BCA,3 years,Full time,25,UG,1.32 lakhs,UGC,Passed 10+2 examination from any recognized Board of School Education with any subject combination.,Bachelor of Computer Application is a three-year full-time course approved by UGC.
2,"Baba Ghulam Shah Badshah University, Jammu",Jammu,Jammu and Kashmir,MCA,3 years,Full time,,PG,,UGC,,
3,"Sinhgad Institute of Business Administration and Research, Pune",Pune,Maharashtra,MCA,3 years,Full time,360,PG,,(AICTE) All India Council of Technical Education,,
4,"Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya, Chitrakoot",Satna,Madhya Pradesh,BCA,3 years,Full time,60,UG,,UGC,Intermediate P.C.M.,
5,"Glocal University, Saharanpur",Qasimpur Mazra Padli,Uttar Pradesh,B.S. (Computer Science),4 years,Full time,,UG,5.68 lakhs,UGC,10+2,<p>This is full time degree program.</p>
6,"Glocal University, Saharanpur",Qasimpur Mazra Padli,Uttar Pradesh,BCA,3 years,Full time,,UG,2.55 lakhs,UGC,"Minimum 50% marks in any discipline with English and Maths as subjects, at Higher & Senior Secondary level (10th & 12th)",It is 3-year duration full-time course.
7,"Glocal University, Saharanpur",Qasimpur Mazra Padli,Uttar Pradesh,MCA,3 years,Full time,,PG,3.15 lakhs,UGC,"The students admitting in MCA must have a B.C.A./B.Sc. degree with Mathematics as one of the subjects at 10+2 level or at graduation level.
Lateral Entry: Candidates with the following qualifications are directly admitted to the third semester (Second Year) of the six semesters M.C.A programme:
a) Any undergraduate science or applied science degree of three years duration in Computer Applications or Computer Science or Information Technology or other computer related areas.
b) Post Graduate Diploma in Computer Application after completing a 3-year degree programme.",It is 3-year duration full-time course.
8,"Swami Ramanand Teerth Marathwada University, Nanded",Nanded,Maharashtra,M.Sc Computer Application,2 years,Full time,30,PG,,UGC,Any Science Graduate (B.Sc./B.C.A./B.Sc.(CS)/ Engineering Graduate/ Any Graduate with PGD CA/ ADCSSAA/ “A” Level Certificate Note:- Priority will be given to the students with mathematics at +2 level,M.Sc Computer Application is full time two year post graduate degree course
9,"Swami Ramanand Teerth Marathwada University, Nanded",Nanded,Maharashtra,MCA,3 years,Full time,60,PG,,UGC,Candidate must have passed Bachelor degree in related stream from recognized University,Master of Computer Applications is full time three year post graduate degree course
10,"Mohammad Ali Jauhar University, Rampur",Rampur,Uttar Pradesh,Bachelor of Computer of Administration,3 years,Full time,60,UG,0.9 lakhs,(AICTE) All India Council of Technical Education,10+2 with at least 45% marks in PCM (5% marks relaxation for SC/ST students ) from any recognized Board or University.,
11,"VIT University, Bhopal",Kothri,Madhya Pradesh,MCA Lateral Entry,2 years,Full time,,PG,2.74 lakhs,UGC,"Recognized Bachelor’s Degree of Minimum 3 years duration in BCA, B. Sc (IT/Computer Science) with Mathematics as a course at 10+2 level or at Graduate Level. Obtained at least 60% at the qualifying Examination.","Master of Computer Application is two years (4 Semesters) full-time Postgraduate Lateral Entry program in Computer field offered by VIT University, Bhopal with the approval of UGC."
12,"Roorkee Institute of Technology, Roorkee",Puhana,Uttarakhand,MCA,3 years,Full time,60,PG,2.34 lakhs,(AICTE) All India Council of Technical Education,"Students who are having recognized bachelors degree of minimum three years duration with mathematics at 10+2 level, shell be admitted to MCA Programm.","Full time three year Post Graduate degree programme approved by AICTE, Ministry of HRD. Govt. of India and affiliated to Uttarakhand Technical University"
13,"Techno Global University, Shillong",Shillong,Meghalaya,BCA,3 years,Full time,,UG,0.3 lakhs,UGC,The candidate should have passed 10+2 in any discipline or its equivalent.,"Bachelor of Computer Application is three years full-time program offered by Techno Global University, Shillong with the approval of UGC."
14,"Techno Global University, Shillong",Shillong,Meghalaya,BCA Lateral Entry,2 years,Full time,,UG,0.2 lakhs,UGC,The candidate should have passed Polytechnic diploma in any stream of 3 years duration after 10th class.,"Bachelor of Computer Application is two years full-time Lateral Entry program offered by Techno Global University, Shillong with the approval of UGC."
15,"Techno Global University, Shillong",Shillong,Meghalaya,MCA,3 years,Full time,,PG,0.45 lakhs,UGC,Bachelor Degree of minimum 3 years duration in any discipline with 10+2 Mathematics,"Master of Computer Application is three years full-time Postgraduate program offered by Techno Global University, Shillong with the approval of UGC."
16,"Techno Global University, Shillong",Shillong,Meghalaya,MCA Lateral Entry,2 years,Full time,,PG,0.3 lakhs,UGC,B.C.A. / B.I.T. / B.Sc. (I.T.) / B.E. / B.Tech. / P.G.D.C.A. / P.G. Diploma in I.T. / Comp. Sc. / DOEACC ‘A’ Level or its equivalent,"Master of Computer Application is two years full-time Postgraduate Lateral Entry program offered by Techno Global University, Shillong with the approval of UGC."
17,"Techno Global University, Shillong",Shillong,Meghalaya,PGDCA,1 year,Full time,,PG,0.08 lakhs,UGC,The candidate should have passed Bachelor degree in any discipline,"Post Graduate Diploma in Computer Application is one year (2 Semester) full-time program in offered by Techno Global University, Shillong with the approval of UGC."
18,"RK University, Rajkot",Rajkot,Gujarat,BCA,3 years,Full time,60,UG,0.9 lakhs,,The candidate should have passed 12th Std (HSC) Pass or equivalence.,"Bachelor of Computer Applications (BCA) is 3 Years (6 Semester) full-time Postgraduate program offered by RK University, Rajkot"
19,"RK University, Rajkot",Rajkot,Gujarat,BCA Cloud Technology Information Security,3 years,Full time,,UG,2.1 lakhs,,The candidate should have passed 12th Std (HSC) Pass or equivalence.,"Bachelor of Computer Applications (BCA) BCA Cloud Technology and Information Security is 3 Years (6 Semester) full-time Postgraduate program offered by RK University, Rajkot"
20,"RK University, Rajkot",Rajkot,Gujarat,BCA Cloud Technology and Mobile Technology,3 years,Full time,,Diploma,2.1 lakhs,,The candidate should have passed 12th Std (HSC) Pass or equivalence.,"Bachelor of Computer Applications (BCA) Cloud Technology and Mobile Technology is 3 Years (6 Semester) full-time Postgraduate program offered by RK University, Rajkot"
21,"RK University, Rajkot",Rajkot,Gujarat,MCA,3 years,Full time,60,PG,1.95 lakhs,UGC,Graduation with minimum 50% (45% for SC/ST/SEBC candidates) at the qualifying examination,"Master of Computer Application is three years full-time Postgraduate program offered by RK University, Rajkot and approved by AICTE"
22,"RK University, Rajkot",Rajkot,Gujarat,MCA Lateral Entry,2 years,Full time,60,PG,1.3 lakhs,UGC,Bachelor of Computer Application or Bachelor of Science (IT) or Bachelor of Science (Computer) with minimum 50% marks (45% marks in case of SC/ST/SEBC category candidates),"Master of Computer Application is two years full-time Postgraduate Lateral Entry program offered by RK University, Rajkot and approved by AICTE"
