,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"CPS College, Morena",Sirimiti,Madhya Pradesh,PGDCA,1 year,Full time,,PG,,,The candidate should have passed in related graduate degree,PGDCA is a 1 year full time course.
1,"Radiant Group of Institutions, Shivpuri",Shivpuri,Madhya Pradesh,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
2,"Radiant Group of Institutions, Shivpuri",Shivpuri,Madhya Pradesh,"BCA Makhanlal chaturvedi Rashtriya Patrakarita Vishwavidyala, Bhoapl",3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
3,"Radiant Group of Institutions, Shivpuri",Shivpuri,Madhya Pradesh,Diploma In Computer Application,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 any stream.,Diploma In Computer Application is a 1 year full time course.
4,"Radiant Group of Institutions, Shivpuri",Shivpuri,Madhya Pradesh,Master of Computer Science Lateral Entry,1 year,Full time,,PG,,,The candidate should have passed in Graduation(In Any Discipline)+PGDCA,"Master Of Computer Science is a 1 year full time course
."
5,"Radiant Group of Institutions, Shivpuri",Shivpuri,Madhya Pradesh,PGDCA,1 year,Full time,,PG,,,The candidate should have passed in related graduate degree,PGDCA is a 1 year full time course.
6,"Dr Vijai Lall Smriti Mahavidyalaya, Damoh",Damoh,Madhya Pradesh,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a 3 year full time course.
7,"Dr Vijai Lall Smriti Mahavidyalaya, Damoh",Damoh,Madhya Pradesh,PGDCA,1 year,Full time,,PG,,,The candidate should have passed in related graduate degree,PGDCA is a one year full time course.
8,"Saraswati College of Computer Science, Chhatarpur",Chhatarpur,Madhya Pradesh,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 with Maths/Bio/Other streams with Computer Subjects stream.,BCA is a 3 year full time course.
9,"Digital Institute of Science and Technology, Chhatarpur",Chhatarpur,Madhya Pradesh,BCA,3 years,Full time,,UG,0.54 lakhs,,The candidate should have passed in 10+2 with Maths / Bio Min 50 %,"BCA is a three year full time course. This course basically have two objectives
1. To prepare computer professional who can be directly employed or start his/her own work as Web Designer, Database User, Assistant Programmer, Coder, Designer of a System and LAN implementer
2. To train students to a level where they can readily compete for seats for advance degree cou...See More"
10,"Digital Institute of Science and Technology, Chhatarpur",Chhatarpur,Madhya Pradesh,PGDCA,1 year,Full time,,PG,0.1 lakhs,,The candidate should have passed in Graduate any stream.,PGDCA is a one year full time course.
11,"Indira Priyadarshini College, Chhindwara",Chhindwara,Madhya Pradesh,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 with maths subjects,BCA is a three year full time course.
12,"Muktambika BCA and BBA College for Women, Gulbarga",Kalaburagi,Karnataka,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream with maths,BCA is a three year full time course.
13,"KLE Society's Gudleppa Hallikeri College, Haveri",Haveri,Karnataka,BCA,3 years,Full time,,UG,,,The candidate should have passed in 50% in Pre-university course,BCA is a three year full time course.
14,"KLE Society's Sri Mrityunjaya College of Arts and Commerce and BBA, Dharwad ",Dharwad,Karnataka,BCA,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream.,BCA is a three year full time course.
15,"Sree Ramu College of Arts and Science, Pollachi",Thensangampalayam,Tamil Nadu,B.Com Computer Applications,3 years,Full time,,UG,,UGC,"Candidates who have passed the qualifying examination of the plus two pattern of Tamilnadu or an examination (like the CBSE) recognized by the universities as equivalent thereto are eligible to apply for UG Courses, subject to the condition that the candidates satisfy certain special conditions prescribed by the University for admission to respective courses.","It is 3 year full time UG level course with affiliation of Bharathiar University, Coimbatore and approved by UGC."
16,"Sree Ramu College of Arts and Science, Pollachi",Thensangampalayam,Tamil Nadu,BCA,3 years,Full time,,UG,,UGC,"Candidates who have passed the qualifying examination of the plus two pattern of Tamilnadu or an examination (like the CBSE) recognized by the universities as equivalent thereto are eligible to apply for UG Courses, subject to the condition that the candidates satisfy certain special conditions prescribed by the University for admission to respective courses.","It is 3 year full time UG level course with affiliation of Bharathiar University, Coimbatore and approved by UGC."
17,"Rama Jain Kanya Mahavidyalaya, Najibabad",Najibabad,Uttar Pradesh,BCA,3 years,Full time,60,UG,0.27 lakhs,UGC,The candidate should have passed 10+2 or equivalent.,"Bachelor of Computer Application is a three years duration course consists of six semesters and affiliated to Mahatma Jyotiba Phule Rohilkhand University, Bareilly."
