,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Annamalai University, Annamalai Nagar",Chidambaram,Tamil Nadu,B.Voc Catring Technology and Hotel Management,3 years,Full time,,UG,0.6 lakhs,UGC,The candidate should have passed 10+2 in relevant stream from recognized board.,"Bachelor of Vocational in Catring technology and Hotel Management is full time three year course degree offered by Annamalai University, Annamalai Nagar and approved by UGC."
1,"Annamalai University, Annamalai Nagar",Chidambaram,Tamil Nadu,B.Voc Hospital Instrumentation and Management,3 years,Full time,,UG,0.6 lakhs,UGC,The candidate should have passed 10+2 in relevant stream from recognized board.,"Bachelor of Vocational in Hospital Instrumentation and Management is full time three year course degree offered by Annamalai University, Annamalai Nagar and approved by UGC."
2,"Bundelkhand University, Jhansi",Jhansi,Uttar Pradesh,BBA Tourism,3 years,Full time,40,UG,0.57 lakhs,UGC,The candidate should have passed 10+2 in any discipline with 45% marks.,"Bachelor of Business Administration in Tourism is a full-time three-year undergraduate degree course offered by Bundelkhand University, Jhansi with the approval of UGC."
3,"Bundelkhand University, Jhansi",Jhansi,Uttar Pradesh,BHMCT,4 years,Full time,60,UG,1.64 lakhs,UGC,The candidate should have passed 10+2 in any discipline with 50% marks.,"Bachelor of Hotel Management and Catering Technology is four years (8 Semesters) full-time program offered by Bundelkhand University, Jhansi with the approval of UGC."
4,"Bundelkhand University, Jhansi",Jhansi,Uttar Pradesh,MBA Tourism,2 years,Full time,60,PG,0.82 lakhs,UGC,The candidate should have passed Graduation in any discipline with 50% marks.,"Master of Business Administration in Tourism is a full time two-year post-graduate degree course offered by Bundelkhand University, Jhansi with the approval of UGC and AICTE."
5,"Bundelkhand University, Jhansi",Jhansi,Uttar Pradesh,MHM,2 years,Full time,40,PG,1 lakh,UGC,The candidate should have passed Bachelor degree in HM or 3 years diploma in HM with bachelor degree in any stream with minimum 50% marks,"Master of Hotel Management is a full time two-year post-graduate degree course offered by Bundelkhand University, Jhansi with the approval of UGC."
6,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,BA Tourism Studies,3 years,Distance,,UG,0.075 lakhs,UGC,BPP from IGNOU or 10+2 or its equivalent.,"The objective of this programme is to provide knowledge, competence, and skills in the professional area of tourism at the Bachelor’s Degree level. This programme, like other Bachelor’s Degree Programmes can be completed in three years."
7,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,MA Tourism Management,2 years,Distance,,PG,0.09 lakhs,UGC,"""Category 1: BTS//BHM/BA Tourism
Category 2: Bachelor’s Degree in any field. However, all students of category 2 will have to pass four additional courses during their period of study.""",It is a professional programme designed to cater to the needs of the tourism industry. It is useful for all those who are either employed or intend to make a career in tourism.
8,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,PGD Hospital and Health Management,1 year,Distance,,PG,0.11 lakhs,UGC,"The eligibility for the different categories of the target group are :
Medical/ Dental graduates from a Medical Dental Institute of India or other countries recognised by the Medical Council of India (MCI) or the Dental Council of India.
Graduates in the Indian system of Medicine, Homeopathy, Nursing and Pharmacy, recognised by the respective Council, with three years of hospital experience.
Graduates holding M.B.A. Degree or P.G. Diploma in Financial, Material or Personal Management, with five years of hospital experience.",PGD Hospital and Health Management is minimum 1 years and maximum 3 years duration course.
9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra,BHMCT,4 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 (PCM Group) or its equivalent,"Bachelor of Hotel Mgt. & Catering Tech is four years (8 Semester) full-time undergraduate program offered by Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur and approved by UGC."
