,0
59,https://hospitality.careers360.com/Hospitality-Tourism/ITM-Institute-of-Hotel-Management-Mumbai
60,https://hospitality.careers360.com/colleges/hemwati-nandan-bahuguna-garhwal-university-pauri-garhwal
61,https://hospitality.careers360.com/colleges/university-of-kerala-thiruvananthapuram
62,https://hospitality.careers360.com/colleges/guru-nanak-institute-of-technology-kolkata
63,https://hospitality.careers360.com/colleges/gd-goenka-university-sohna
64,https://hospitality.careers360.com/nshm-knowledge-campus-durgapur
65,https://hospitality.careers360.com/colleges/dr-ram-manohar-lohia-avadh-university-faizabad
66,https://hospitality.careers360.com/colleges/chitkara-university-himachal-pradesh
67,https://hospitality.careers360.com/colleges/indian-institute-of-tourism-and-travel-management-gwalior
68,https://hospitality.careers360.com/colleges/uttarakhand-technical-university-dehradun
69,https://hospitality.careers360.com/colleges/university-of-kashmir-srinagar
70,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-goa
71,https://hospitality.careers360.com/colleges/jodhpur-national-university-jodhpur
72,https://hospitality.careers360.com/colleges/swami-vivekanand-subharti-university-meerut
73,https://hospitality.careers360.com/colleges/gna-university-phagwara
74,https://hospitality.careers360.com/colleges/sanskriti-university-mathura
75,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-hyderabad
76,https://hospitality.careers360.com/colleges/north-eastern-hill-university-shillong
77,https://hospitality.careers360.com/colleges/neotia-university-kolkata
78,https://hospitality.careers360.com/Hospitality-Tourism/Institute-of-Hotel-Management-Kolkata
79,https://hospitality.careers360.com/colleges/assam-down-town-university-guwahati
80,https://hospitality.careers360.com/colleges/institute-of-management-study-kolkata
81,https://hospitality.careers360.com/hospitality-tourism/institute-hotel-management-bangalore
82,https://hospitality.careers360.com/Hospitality-Tourism/Institute-of-Hotel-Management-Chennai
83,https://hospitality.careers360.com/Sciences/Madras-Christian-College-Chennai
84,https://hospitality.careers360.com/colleges/magadh-university-bodhgaya
85,https://hospitality.careers360.com/colleges/bhagwant-university-ajmer
86,https://hospitality.careers360.com/colleges/sgt-university-gurgaon
87,https://hospitality.careers360.com/colleges/bengal-institute-of-technology-and-management-santiniketan
88,https://hospitality.careers360.com/Hospitality-Tourism/ITM-school-of-culinary-arts-Mumbai
89,https://hospitality.careers360.com/colleges/adesh-university-bhatinda
90,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-and-nutrition-lucknow
91,https://hospitality.careers360.com/colleges/state-institute-of-hotel-management-medak
92,https://hospitality.careers360.com/colleges/ponnaiyah-ramajayam-institute-of-science-and-technology-thanjavur
93,https://hospitality.careers360.com/colleges/dr-ambedkar-institue-of-hotel-management-catering-and-nutrition-chandigarh
94,https://hospitality.careers360.com/colleges/sir-padampat-singhania-university-udaipur
95,https://hospitality.careers360.com/colleges/peoples-university-bhopal
96,https://hospitality.careers360.com/colleges/alakh-prakash-goyal-shimla-university-shimla
97,https://hospitality.careers360.com/colleges/dr-ysr-national-institute-of-tourism-and-hospitality-management-hyderabad
98,https://hospitality.careers360.com/colleges/madurai-kamaraj-university-madurai
99,https://hospitality.careers360.com/pailan-college-management-and-technology-kolkata
100,https://hospitality.careers360.com/colleges/vikram-university-ujjain
101,https://hospitality.careers360.com/colleges/gulzar-group-of-institutes-ludhiana
102,https://hospitality.careers360.com/colleges/institute-of-science-and-management-ranchi
103,https://hospitality.careers360.com/colleges/saurashtra-university-rajkot
104,https://hospitality.careers360.com/colleges/icfai-university-jharkhand
105,https://hospitality.careers360.com/colleges/mahatma-gandhi-university-nalgonda
106,https://hospitality.careers360.com/colleges/hemchandracharya-north-gujarat-university-patan
107,https://hospitality.careers360.com/colleges/bhagat-phool-singh-mahila-vishwavidyalaya-khanpur-kalan
108,https://hospitality.careers360.com/colleges/dr-br-ambedkar-open-university-hyderabad
109,https://hospitality.careers360.com/colleges/tamil-nadu-open-university-chennai
110,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-bhopal
111,https://hospitality.careers360.com/colleges/bahra-university-shimla
112,https://hospitality.careers360.com/colleges/gujarat-forensic-sciences-university-gandhinagar
113,https://hospitality.careers360.com/colleges/icfai-university-jaipur
114,https://hospitality.careers360.com/colleges/auro-university-surat
115,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-jaipur
116,https://hospitality.careers360.com/colleges/institute-of-science-and-technology-paschim-medinipur
117,https://hospitality.careers360.com/colleges/kerala-institute-of-tourism-and-travel-studies-trivandrum
118,https://hospitality.careers360.com/colleges/garden-city-university-bangalore
119,https://hospitality.careers360.com/colleges/mangalayatan-university-aligarh
120,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-guwahati
121,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-and-nutrition-shimla
122,https://hospitality.careers360.com/colleges/institution-of-hotel-management-gangtok
123,https://hospitality.careers360.com/colleges/pacific-university-udaipur
124,https://hospitality.careers360.com/colleges/chandigarh-institute-of-hotel-management-and-catering-technology-chandigarh
125,https://hospitality.careers360.com/colleges/dr-babasaheb-ambedkar-open-university-ahmedabad
126,https://hospitality.careers360.com/colleges/amity-university-kolkata
127,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-gwalior
128,https://hospitality.careers360.com/colleges/delhi-institute-of-hotel-management-and-catering-technology-new-delhi
129,https://hospitality.careers360.com/colleges/awadhesh-pratap-singh-university-rewa
130,https://hospitality.careers360.com/colleges/uttarakhand-open-university-haldwani
131,https://hospitality.careers360.com/colleges/techno-global-university-shillong
132,https://hospitality.careers360.com/colleges/institute-of-hotel-management-and-catering-technology-kovalam
133,https://hospitality.careers360.com/colleges/cmj-university-shillong
134,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-and-nutrition-hajipur
135,https://hospitality.careers360.com/colleges/ashok-institute-of-hospitality-and-tourism-management-new-delhi
136,https://hospitality.careers360.com/sambhram-academy-management-studies-bangalore
137,https://hospitality.careers360.com/colleges/srm-institute-of-hotel-management-chennai
138,https://hospitality.careers360.com/colleges/ct-university-ludhiana
139,https://hospitality.careers360.com/colleges/mewar-university-chittorgarh
140,https://hospitality.careers360.com/maharishi-arvind-institute-of-engineering-and-technology-jaipur
141,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-bhubaneswar
142,https://hospitality.careers360.com/amity-school-distance-learning-noida
143,https://hospitality.careers360.com/colleges/st-josephs-college-bangalore
144,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-and-nutrition-srinagar
145,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-and-nutrition-gurdaspur
146,https://hospitality.careers360.com/colleges/administrative-management-college-bangalore
147,https://hospitality.careers360.com/colleges/premlila-vithaldas-polytechnic-mumbai
148,https://hospitality.careers360.com/colleges/guru-nanak-institute-of-hotel-management-kolkata
149,https://hospitality.careers360.com/colleges/mangalore-university-mangalore
150,https://hospitality.careers360.com/colleges/government-ramnarayan-chellaram-college-of-commerce-and-management-bangalore
151,https://hospitality.careers360.com/t-john-college-bangalore
152,https://hospitality.careers360.com/colleges/kumaun-university-nainital
153,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-shillong
154,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-bathinda
155,https://hospitality.careers360.com/colleges/suresh-gyan-vihar-university-jaipur
156,https://hospitality.careers360.com/colleges/maharaja-agrasen-university-solan
157,https://hospitality.careers360.com/colleges/indian-institute-of-tourism-and-travel-management-nellore
158,https://hospitality.careers360.com/colleges/hr-institute-of-technology-ghaziabad
159,https://hospitality.careers360.com/nips-school-hotel-management-kolkata
160,https://hospitality.careers360.com/colleges/institute-of-hotel-management-faridabad
161,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-meerut
162,https://hospitality.careers360.com/colleges/global-open-university-dimapur
163,https://hospitality.careers360.com/colleges/niilm-university-kaithal
164,https://hospitality.careers360.com/colleges/dev-bhoomi-institute-of-management-studies-dehradun
165,https://hospitality.careers360.com/hospitality-tourism/institute-hotel-management-aurangabad
166,https://hospitality.careers360.com/colleges/arni-university-kathgarh
167,https://hospitality.careers360.com/colleges/icfai-university-sikkim
168,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-dehradun
169,https://hospitality.careers360.com/colleges/institute-of-hotel-management-and-catering-technology-silvassa
170,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-kurukshetra
171,https://hospitality.careers360.com/colleges/chitkara-school-of-hospitality-chandigarh
172,https://hospitality.careers360.com/colleges/muthayammal-college-of-arts-and-science-namakkal
173,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-yamunanagar
174,https://hospitality.careers360.com/colleges/indian-academy-degree-college-bangalore
175,https://hospitality.careers360.com/colleges/dr-br-ambedkar-institute-of-technology-port-blair
176,https://hospitality.careers360.com/bells-institute-management-and-technology-shimla
177,https://hospitality.careers360.com/colleges/shri-shakti-college-of-hotel-management-hyderabad
178,https://hospitality.careers360.com/colleges/himalayan-university-itanagar
179,https://hospitality.careers360.com/colleges/sacred-heart-college-kochi
180,https://hospitality.careers360.com/colleges/bfit-group-of-institutions-dehradun
181,https://hospitality.careers360.com/colleges/indus-international-university-una
182,https://hospitality.careers360.com/colleges/shridhar-university-pilani
183,https://hospitality.careers360.com/colleges/state-institute-of-hospitality-management-kozhikode
184,https://hospitality.careers360.com/colleges/pondicherry-institute-of-hotel-management-and-catering-technology-pondicherry
185,https://hospitality.careers360.com/colleges/state-institute-of-hotel-management-catering-technology-and-applied-nutrition-jodhpur
186,https://hospitality.careers360.com/colleges/chandigarh-college-of-hotel-management-and-catering-technology-mohali
187,https://hospitality.careers360.com/colleges/vikrama-simhapuri-university-nellore
188,https://hospitality.careers360.com/colleges/indira-gandhi-university-meerpur
189,https://hospitality.careers360.com/colleges/krishna-kanta-handiqui-state-open-university-guwahati
190,https://hospitality.careers360.com/colleges/avalon-business-school-visakhapatnam
191,https://hospitality.careers360.com/colleges/marian-college-kuttikkanam
192,https://hospitality.careers360.com/colleges/arihant-college-of-arts-commerce-and-science-pune
193,https://hospitality.careers360.com/colleges/andhra-university-college-of-arts-and-commerce-visakhapatnam
194,https://hospitality.careers360.com/colleges/indian-institute-of-business-management-patna
195,https://hospitality.careers360.com/colleges/indian-school-of-business-management-and-administration-chennai
196,https://hospitality.careers360.com/colleges/state-institute-of-hotel-management-rohtak
197,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-panipat
198,https://hospitality.careers360.com/colleges/state-institute-of-hotel-management-and-catering-technology-thuvakkudi
199,https://hospitality.careers360.com/colleges/bilaspur-vishwavidyalaya-bilaspur
200,https://hospitality.careers360.com/colleges/maharashtra-state-institute-of-hotel-management-and-catering-technology-pune
201,https://hospitality.careers360.com/colleges/indian-institute-of-learning-and-advanced-development-gurgaon
202,https://hospitality.careers360.com/colleges/behala-college-kolkata
203,https://hospitality.careers360.com/colleges/nalanda-college-biharsharif
204,https://hospitality.careers360.com/colleges/state-institute-of-hotel-management-catering-technology-tirupati
205,https://hospitality.careers360.com/colleges/university-department-of-management-science-dr-babasaheb-ambedkar-marathwada-university
206,https://hospitality.careers360.com/colleges/government-polytechnic-nagpur
207,https://hospitality.careers360.com/colleges/himalayan-institute-of-management-and-technology-new-delhi
208,https://hospitality.careers360.com/colleges/ms-ramaiah-college-of-hotel-management-bangalore
209,https://hospitality.careers360.com/colleges/don-bosco-college-mumbai
210,https://hospitality.careers360.com/colleges/rimt-university-gobindgarh
211,https://hospitality.careers360.com/colleges/sri-sai-college-of-engineering-and-technology-pathankot
212,https://hospitality.careers360.com/colleges/dav-centenary-college-faridabad
213,https://hospitality.careers360.com/colleges/institute-of-hotel-management-catering-technology-and-applied-nutrition-hamirpur
214,https://hospitality.careers360.com/colleges/hr-institute-of-hotel-management-ghaziabad
215,https://hospitality.careers360.com/colleges/kle-societys-s-nijalingappa-college-bengaluru
216,https://hospitality.careers360.com/colleges/all-india-shri-shivaji-memorial-societys-college-of-hotel-management-and-catering
217,https://hospitality.careers360.com/colleges/lady-amritbai-daga-college-for-women-of-arts-science-and-commerce-and-smt-ratnidevi-purohit
218,https://hospitality.careers360.com/colleges/utkal-university-of-culture-bhubaneswar
219,https://hospitality.careers360.com/colleges/justice-basheer-ahmed-sayeed-college-for-women-chennai
220,https://hospitality.careers360.com/colleges/indira-gandhi-national-tribal-university-amarkantak
221,https://hospitality.careers360.com/colleges/ghanshyamdas-saraf-college-of-arts-and-commerce-mumbai
222,https://hospitality.careers360.com/colleges/bjb-autonomous-college-bhubaneswar
223,https://hospitality.careers360.com/colleges/kapol-college-mumbai
224,https://hospitality.careers360.com/colleges/mar-ivanios-college-nalanchira
225,https://hospitality.careers360.com/colleges/madhav-university-sirohi
226,https://hospitality.careers360.com/colleges/north-east-frontier-technical-university-west-siang
227,https://hospitality.careers360.com/colleges/sri-satya-sai-university-of-technology-and-medical-sciences-sehore
228,https://hospitality.careers360.com/colleges/sai-institute-of-paramedical-and-allied-science-dehradun
229,https://hospitality.careers360.com/colleges/institute-of-management-research-and-technology-nashik
230,https://hospitality.careers360.com/colleges/st-philomenas-college-mysore
231,https://hospitality.careers360.com/colleges/bhupal-nobles-university-udaipur
232,https://hospitality.careers360.com/colleges/maya-institute-of-technology-and-management-dehradun
233,https://hospitality.careers360.com/colleges/chandravati-group-of-institution-bharatpur
234,https://hospitality.careers360.com/hospitality-tourism/welcomgroup-graduate-school-hotel-administration-manipal-university-manipal
235,https://hospitality.careers360.com/colleges/ranjita-institute-of-hotel-management-and-catering-technology-bhubaneswar
236,https://hospitality.careers360.com/colleges/mahatama-gandhi-vidyamandirs-college-of-hotel-management-and-catering-technology-nashik
237,https://hospitality.careers360.com/colleges/shri-balasaheb-tirpude-college-of-hotel-management-and-catering-technology-nagpur
238,https://hospitality.careers360.com/colleges/martin-luther-christian-university-shillong
239,https://hospitality.careers360.com/colleges/karnataka-janapada-vishwavidyalaya-shiggavi
240,https://hospitality.careers360.com/colleges/catalyst-institute-of-management-and-advance-global-excellence-patna
241,https://hospitality.careers360.com/colleges/university-college-kurukshetra-university-kurukshetra
242,https://hospitality.careers360.com/colleges/viva-college-virar
243,https://hospitality.careers360.com/colleges/nirmala-college-of-information-technology-chalakudy
244,https://hospitality.careers360.com/colleges/dr-bmn-college-of-home-science-mumbai
245,https://hospitality.careers360.com/colleges/state-institute-of-hotel-management-indore
246,https://hospitality.careers360.com/colleges/naipunnya-institute-of-management-and-information-technology-thrissur
247,https://hospitality.careers360.com/colleges/vm-salgaocar-institute-of-international-hospitality-education-goa
248,https://hospitality.careers360.com/colleges/elitte-institute-of-engineering-and-management-kolkata
249,https://hospitality.careers360.com/colleges/government-polytechnic-jammu
250,https://hospitality.careers360.com/colleges/siliguri-college-siliguri
251,https://hospitality.careers360.com/colleges/microtek-college-of-management-and-technology-varanasi
252,https://hospitality.careers360.com/colleges/guru-nanak-institute-of-pharmaceutical-science-and-technology-school-of-life-science
253,https://hospitality.careers360.com/colleges/sevdie-institute-of-management-and-technology-lucknow
254,https://hospitality.careers360.com/colleges/jagannath-institute-of-management-sciences-rohini
255,https://hospitality.careers360.com/colleges/era-university-lucknow
256,https://hospitality.careers360.com/colleges/quantum-university-roorkee
257,https://hospitality.careers360.com/colleges/business-school-university-of-kashmir-srinagar
258,https://hospitality.careers360.com/colleges/university-institute-of-hotel-management-and-tourism-punjab-university-chandigarh
259,https://hospitality.careers360.com/colleges/icfai-university-tura-meghalaya
260,https://hospitality.careers360.com/colleges/icfai-university-mizoram
261,https://hospitality.careers360.com/colleges/desh-bhagat-institute-of-hotel-management-and-catering-technology-mandi-gobindgarh
262,https://hospitality.careers360.com/colleges/kc-college-of-hotel-management-nawanshahr
263,https://hospitality.careers360.com/colleges/munnar-catering-college-munnar
264,https://hospitality.careers360.com/colleges/oriental-school-of-hotel-management-lakkidi
265,https://hospitality.careers360.com/colleges/ajmvpss-institute-of-hotel-management-and-catering-technology-ahmednagar
266,https://hospitality.careers360.com/colleges/dr-dy-patil-vidya-pratishthan-societys-dr-dy-patil-institute-of-hotel-management-and
267,https://hospitality.careers360.com/colleges/sinhgad-institute-of-hotel-management-and-catering-technology-lonavala
268,https://hospitality.careers360.com/colleges/tuli-college-of-hotel-management-nagpur
269,https://hospitality.careers360.com/colleges/advanced-information-and-management-studies-durgapur
270,https://hospitality.careers360.com/colleges/international-institute-of-hotel-management-pune
271,https://hospitality.careers360.com/colleges/government-degree-college-sopore
272,https://hospitality.careers360.com/colleges/government-institute-of-hotel-management-catering-technology-and-applied-nutrition-dehradun
273,https://hospitality.careers360.com/colleges/srm-university-sikkim
274,https://hospitality.careers360.com/colleges/christ-college-irinjalakuda
275,https://hospitality.careers360.com/colleges/iias-school-of-management-siliguri
276,https://hospitality.careers360.com/colleges/surya-world-university-patiala
277,https://hospitality.careers360.com/colleges/dr-br-ambedkar-polytechnic-college-gwalior
278,https://hospitality.careers360.com/colleges/government-womens-polytechnic-college-jabalpur
279,https://hospitality.careers360.com/colleges/government-polytechnic-thane
280,https://hospitality.careers360.com/colleges/salesian%C2%A0college%C2%A0sonada
281,https://hospitality.careers360.com/colleges/meenakshi-ramaswamy-arts-and-science-college-ariyalur
282,https://hospitality.careers360.com/colleges/dr-narayana-college-of-hotel-management-and-catering-technology-secunderabad
283,https://hospitality.careers360.com/colleges/queen-marys-college-chennai
284,https://hospitality.careers360.com/colleges/army-institute-of-hotel-management-and-catering-technology-bangalore
285,https://hospitality.careers360.com/colleges/sahyadri-science-college-shimoga
286,https://hospitality.careers360.com/colleges/guru-nanak-khalsa-college-karnal
287,https://hospitality.careers360.com/colleges/bng-hotel-management-kolkata
288,https://hospitality.careers360.com/colleges/bharath-college-of-science-and-management-thanjavur
289,https://hospitality.careers360.com/colleges/universal-institute-of-management-and-technology-lalru
290,https://hospitality.careers360.com/colleges/isbm-university-gariyaband
291,https://hospitality.careers360.com/colleges/kingston-school-of-management-and-science-kolkata
292,https://hospitality.careers360.com/colleges/st-brittos-college-chennai
293,https://hospitality.careers360.com/colleges/polytechnic-for-women-new-delhi
294,https://hospitality.careers360.com/colleges/itm-institute-of-hotel-management-oshiwara
295,https://hospitality.careers360.com/colleges/aditya-degree-college-eluru
296,https://hospitality.careers360.com/colleges/uttranchal-institute-of-hospitality-management-and-tourism-dehradun
297,https://hospitality.careers360.com/colleges/ct-institute-of-hotel-management-and-catering-technology-jalandhar
298,https://hospitality.careers360.com/colleges/st-soldier-institute-of-hotel-management-and-catering-technology-jalandhar
299,https://hospitality.careers360.com/colleges/vels-institute-of-hotel-management-chennai
300,https://hospitality.careers360.com/colleges/vlb-janakiammal-college-of-arts-and-science-coimbatore
301,https://hospitality.careers360.com/colleges/nehru-memorial-college-puthanampatti
302,https://hospitality.careers360.com/colleges/inspiria-knowledge-campus-siliguri
303,https://hospitality.careers360.com/colleges/sai-nath-college-agra
304,https://hospitality.careers360.com/colleges/gitaram-institute-of-management-berhampore
305,https://hospitality.careers360.com/colleges/subhas-bose-institute-of-hotel-management-kolkata
306,https://hospitality.careers360.com/colleges/apex-professional-university-pasighat
307,https://hospitality.careers360.com/colleges/abs-academy-of-science-technology-and-management-durgapur
308,https://hospitality.careers360.com/colleges/dr-it-institute-of-management-chandigarh
309,https://hospitality.careers360.com/colleges/rvs-college-of-arts-and-science-karaikal
310,https://hospitality.careers360.com/colleges/gandhi-memorial-college-of-education-jammu
311,https://hospitality.careers360.com/colleges/sophia-polytechnic-mumbai
312,https://hospitality.careers360.com/colleges/government-polytechnic-beronkhal-pauri-garhwal
313,https://hospitality.careers360.com/colleges/institute-of-hotel-management-studies-kotdwar
314,https://hospitality.careers360.com/colleges/sri-vijay-vidyalaya-college-of-arts-and-science-dharmapuri
315,https://hospitality.careers360.com/colleges/global-institute-of-hotel-management-hyderabad
316,https://hospitality.careers360.com/colleges/chennai-national-arts-and-science-college-chennai
317,https://hospitality.careers360.com/colleges/holy-cross-institute-of-management-and-technology-calicut
318,https://hospitality.careers360.com/colleges/gems-arts-and-science-college-ramapuram
319,https://hospitality.careers360.com/colleges/mm-knowledge-arts-and-science-college-kannur
320,https://hospitality.careers360.com/colleges/ms-college-of-arts-science-commerce-and-bms-thane
321,https://hospitality.careers360.com/colleges/naipunnya-school-of-management-alappuzha
322,https://hospitality.careers360.com/colleges/oriental-college-of-hotel-management-and-culinary-arts-wayanad
323,https://hospitality.careers360.com/colleges/kodaikanal-christian-college-kodaikanal
324,https://hospitality.careers360.com/colleges/tiruppur-kumaran-college-for-women-tiruppur
325,https://hospitality.careers360.com/colleges/government-college-mohali
326,https://hospitality.careers360.com/colleges/sindhi-college-of-arts-and-science-chennai
327,https://hospitality.careers360.com/colleges/dwarika-prasad-vipra-pg-college-bilaspur
328,https://hospitality.careers360.com/colleges/radhey-hari-government-post-graduate-college-kashipur
329,https://hospitality.careers360.com/colleges/ksg-college-of-arts-and-science-coimbatore
330,https://hospitality.careers360.com/colleges/govind-guru-tribal-university-banswara
331,https://hospitality.careers360.com/colleges/jis-institute-of-skill-development-kolkata
332,https://hospitality.careers360.com/colleges/icfai-university-shillong-meghalaya
333,https://hospitality.careers360.com/colleges/calorx-teachers-university-ahmedabad
334,https://hospitality.careers360.com/colleges/arun-muchhala-international-college-of-hotel-management-thane
335,https://hospitality.careers360.com/colleges/asian-college-of-hotel-management-vijayawada
336,https://hospitality.careers360.com/colleges/goa-college-of-hospitality-and-culinary-education-goa
337,https://hospitality.careers360.com/colleges/bhadrak-autonomous-college-bhadrak
338,https://hospitality.careers360.com/colleges/biju-pattnaik-college-of-hotel-management-and-tourism-social-work-journalism-bomikhal
339,https://hospitality.careers360.com/colleges/aim-institute-of-hotel-management-and-aviation-haldwani
340,https://hospitality.careers360.com/colleges/imperial-institute-of-management-and-technology-haldwani
341,https://hospitality.careers360.com/colleges/royale-college-of-tourism-and-hotel-management-nainital
342,https://hospitality.careers360.com/colleges/indian-institute-of-management-and-technology%C2%A0haldwani
343,https://hospitality.careers360.com/colleges/aditya-degree-college-vizianagaram
344,https://hospitality.careers360.com/colleges/aditya-degree-college-bhimavaram
345,https://hospitality.careers360.com/colleges/yenepoya-college-mangalore
346,https://hospitality.careers360.com/colleges/nshm-college-of-management-and-technology-kolkata
347,https://hospitality.careers360.com/colleges/swami-vivekananda-institute-of-modern-science-kolkata
348,https://hospitality.careers360.com/colleges/pdeas-waghire-college-of-arts-commere-and-science-saswad
349,https://hospitality.careers360.com/brahmanand-group-institutions-bulandshahr
350,https://hospitality.careers360.com/colleges/rayat-and-bahra-institute-of-hotel-management-mohali
351,https://hospitality.careers360.com/colleges/jp-institute-of-hotel-management-and-catering-technology-meerut
352,https://hospitality.careers360.com/colleges/sams-institute-of-hotel-management-varanasi
353,https://hospitality.careers360.com/colleges/iec-institute-of-hotel-management-greater-noida
354,https://hospitality.careers360.com/colleges/sunderdeep-college-of-hotel-management-ghaziabad
355,https://hospitality.careers360.com/colleges/heritage-institute-of-hotel-and-tourism-agra
356,https://hospitality.careers360.com/colleges/aptech-aviation-and-hospitality-academy-ernakulam
357,https://hospitality.careers360.com/colleges/lakshay-college-of-hotel-management-panipat
