,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Sambhram College of Hotel Management, Kolar",Kolar Gold Fields,Karnataka,BHM,4 years,Full time,40,UG,3 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed XII Std or PUC.,"Bachelor of Hotel Management is four years full time course. Approved by AICTE and affiliated to Bangalore University, Bangalore."
1,"Sambhram College of Hotel Management, Kolar",Kolar Gold Fields,Karnataka,DHM,1 year,Full time,,Diploma,0.35 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed XII Std or PUC.,"Diploma in Hotel Management is one year full time course. Approved by AICTE and affiliated to Bangalore University, Bangalore."
2,"International Academy for Management Studies, Thiruvananthapuram",Thiruvananthapuram,Kerala,Diploma in Hotel Management,1 year,Full time,,Diploma,,,The candidate should have passed 10+2 any stream from any recognized college/ board.,"Diploma in Hotel Management is one-year full-time Diploma course offered by Madurai Kamaraj University, Tamilnadu"
3,"Innocent Hearts Group of Institutions, Jalandhar",Loharan,Punjab,B.Sc Hotel Management and Catering Technology,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,"All those candidates who have passed the 10+2 or its equivalent examination in any stream conducted by a recognized Board / University / Council.
OR
Those candidates who have passed their Matriculation examination AND have also passed three year Diploma in any Trade from Punjab State Board of Technical Education & Industrial Training, Chandigarh or such Examination from any other recognized State Board of Technical Education, or Sant Longowal Institute of Engineering & Technology, Longowal.","This is a full-time three year course affiliated to Punjab Technical University, Jalandhar and approved by AICTE."
4,"Mugberia Gangadhar Mahavidyalaya, Purba Medinipur",Madha Khali,West Bengal,Diploma In Tourism and Hotel Management,3 years,Full time,50,Diploma,,UGC,The minimum number obtained in H.S. aggregate 30%.,"This is 3-year duration full-time course approved by UGC and affiliated to Vidyasagar University, Midnapur."
5,"Bhupal Nobles PG College, Udaipur",Udaipur,Rajasthan,BHM,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 any stream from any recognized college/ board.,"Bachelor in Hotel Management is a three-year full-time UG course offered by Mohanlal Sukhadia University, Udaipur and Approved by UGC"
6,"Bhupal Nobles PG College, Udaipur",Udaipur,Rajasthan,PGDTHM,1 year,Full time,,Diploma,,UGC,The candidate should have passed Graduation with any specialisation,"PG Diploma in Tourism & Hotel Mgt is a one-year full-time UG course offered by Mohanlal Sukhadia University, Udaipur and Approved by UGC"
7,"Siddhartha Institute of Hotel Management and Catering Technology, Vijayawada",Vijayawada,Andhra Pradesh,BHM,3 years,Full time,,UG,,,The candidate should have passed in 10+2 or Intermediate pass with 50% in English,"Bachelor's Degree in Hotel Management is full-time three-year course affiliated to Krishna University, Machilipatnam."
8,"PS Muthu College of Arts and Science, Theni",Seepalakkottai,Tamil Nadu,B.Sc Hotel Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 with the relevant subject.,"This is a full-time three year course affiliated to Madurai Kamaraj University, Madurai."
9,"Annai Fathima College of Arts and Science, Madurai",Tirumangalam,Tamil Nadu,B.Sc Hospitality Management,3 years,Full time,40,UG,,UGC,The candidate should have passed in 10+2 with the relevant subject.,"Bachelor of Science in Hospitality Management is a full-time three year course affiliated to Madurai Kamaraj University, Madurai and approved by UGC."
10,"Annai Fathima College of Arts and Science, Madurai",Tirumangalam,Tamil Nadu,B.Sc Hotel Management and Catering Science,3 years,Full time,40,UG,,UGC,The candidate should have passed in 10+2 with the relevant subject.,"Bachelor of Science in Hotel Management and Catering Science is a full-time three year course affiliated to Madurai Kamaraj University, Madurai and approved by UGC."
11,"Annai Fathima College of Arts and Science, Madurai",Tirumangalam,Tamil Nadu,B.Sc Tourism and Hospitality Management,3 years,Full time,100,UG,,UGC,The candidate should have passed in 10+2 with the relevant subject.,"Bachelor of Science in Tourism and Hospitality Management is a full-time three year course affiliated to Madurai Kamaraj University, Madurai and approved by UGC."
12,"Annai Fathima College of Arts and Science, Madurai",Tirumangalam,Tamil Nadu,Diploma in Hotel Management and Catering Technology,2 years,Full time,60,Diploma,,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with the relevant subject.,"Diploma in Hotel Management and Catering Technology is a full-time two year course affiliated to Madurai Kamaraj University, Madurai and approved by AICTE."
13,"Annai Fathima College of Arts and Science, Madurai",Tirumangalam,Tamil Nadu,M.Sc Hotel Management Catering Science,2 years,Full time,44,PG,,UGC,The candidate should have passed in the relevant graduate degree.,"Master of Commerce in Computer Application is a full-time two year course affiliated to Madurai Kamaraj University, Madurai and approved by UGC."
14,"Mary Matha College of Arts and Science, Theni",Periyakulam,Tamil Nadu,B.Sc Hotel Management,3 years,Full time,,UG,,UGC,"A candidate for admission to B.Sc., Hotel Management and Catering Science shall be required to have passed the Higher Secondary Examination conducted by the Government of Tamil Nadu or an Examination accepted as equivalent there to by the M.K.University with a minimum of 35% of marks in Aggregate.","Bachelor of Science in English is a full-time three year course affiliated to Madurai Kamaraj University, Madurai and approved by UGC."
15,"MES Arts and Science College, Malappuram",Angadipuram,Kerala,Tourism and Hospitality Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 related stream.,Tourism and Hospitality Management is a three year full time course.
16,"MES Arts and Science College, Malappuram",Angadipuram,Kerala,Travel and Tourism Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 related stream.,Travel and Tourism Management is a three year full time course.
17,"Saffron College, Fatehgarh Sahib",Fatehgarh Sahib,Punjab,B.Sc Hotel Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 science stream.,B.Sc Hotel Management is a three year full time course.
18,"Sikkim Government College, Tadong",Gangtok,Sikkim,BA Tourism Hons,3 years,Full time,,UG,,UGC,Intermediate (10+2) in any discipline.,"It is 3 year full time UG level course with affiliation of Sikkim University, Gangtok and approved by UGC."
19,"Bharat Institute of Catering Technology and Hotel Management, Thanjavur",Thanjavur,Tamil Nadu,B.Sc Hotel Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 science stream.,B.Sc Hotel Management is a three year full time course.
20,"Bharat Institute of Catering Technology and Hotel Management, Thanjavur",Thanjavur,Tamil Nadu,Diploma in Catering and Hotel Administration,3 years,Full time,,Diploma,,,The candidate should have passed in 10 / SSLC any stream.,Diploma in Catering and Hotel Administration is a three year full time course.
21,"Bharat Institute of Catering Technology and Hotel Management, Thanjavur",Thanjavur,Tamil Nadu,Diploma in Hotel Management and Catering Technology,3 years,Full time,,Diploma,,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 science stream.,Diploma in Hotel Management and Catering Technology is a three year full time course. and it is a Diploma in Hotel Management and Catering Technology ( Dual Mode ) / B.Sc
22,"Bharat Institute of Catering Technology and Hotel Management, Thanjavur",Thanjavur,Tamil Nadu,M.Phil Hotel Management,1 year,Full time,,PG,,,The candidate should have passed in any PG degree,Hotel Management is a one year full time course.
23,"Bharat Institute of Catering Technology and Hotel Management, Thanjavur",Thanjavur,Tamil Nadu,M.Sc Hotel Management,2 years,Full time,,PG,,,The candidate should have passed in any related science degree,M.Sc Hotel Management is a two year full time course.
24,"Government Post Graduate College, Bilaspur",Bilaspur,Himachal Pradesh,Bachelor of Tourism Administration Self Finance,3 years,Full time,40,UG,0.6 lakhs,UGC,"Candidates who have passed 10+2 examination from H.P.Board/CBSE/ICSE or any other board, cosidered equivalent to 10+2,by the Himachal Pradesh University,Shimla-5,with 40% marks(45% marks for SC/ST category),shall be eligible.
As per H.P University rule, 75% seats will be filled out the candidate who have passed the 10+2 examination from the school situated in Himachal Pradesh irrespective of the board. Remaining 25% seats will be filled on all India basis. Other reservation rules are as per H.P.University.
Age Limit
Maximum age limit for admission to BTA course is 22 years for general category,24 years for SC/ST category And 24years for girls candidates, as on the first July of the year concerned. The vice-chancellor may permit age relaxation up to the maximum of three months. If any candidate wants to seek the benefit of relaxation in age he/she should produce permission of the vice-chancellor of the affiliating university before the display of final list of selected candidates.",The duration of Bachelor of Tourism Administration BTA degree course is the three years spread over in six semesters and is affiliated to Himachal Pradesh university Shimla.
25,"Rajagiri Dawood Batcha College of Arts And Science, Papanasam",Papanasam,Tamil Nadu,BA Hotel Management,4 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"BA Hotel Management is a four year full time course affiliated by Bharathidasan University, Tiruchirappalli"
26,"Shree Devi College of Hotel Management, Mangalore",Mangaluru,Karnataka,Diploma in Hotel Managemant,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2.,"Diploma in Hotel Managemant Duration of three years full time course offered by Mangalore University, Mangalore."
27,"St Thomas College, Pathanamthitta",Pathanamthitta Part,Kerala,Bachelor of Tourism Studies,3 years,Full time,,UG,,UGC,The candidate who have passed 10+2 examination from recognised board.,"Bachelor of Tourism Studies is 3-year duration course approved by University Grants Commission and affiliated to Mahatma Gandhi University, Kottayam."
