,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Krishna Kanta Handiqui State Open University, Guwahati",Guwahati,Assam,Diploma in Hotel Management,1 year,Distance,,Diploma,0.045 lakhs,UGC,"Those who have passed Higher Secondary / Pre-University examination in Science stream with Computer Science or Mathematics among other subjects.Those who have passed the relevant Bachelor Preparatory Programme (BPP) of this University.Those who have obtained Diploma from Polytechnics in any discipline.Those who have passed Higher Secondary/Pre-University in Arts and Commerce, Financial Market Mechanism (FMM) under CBSE, vocational stream with required subject and desire to pursue DCHN shall have to successfully complete the courses 4, 5 and 6 of stream 3 of BPP course.Such learners may directly enroll into the DCHN Programme provided they take admission simultaneously into the courses of BPP mentioned above in the first semester itself and only on successful completion of the courses of BPP they will be eligible for award of Diploma.","Diploma in Hotel Management is a one year duration course offered by Krishna Kanta Handiqui State Open University, Guwahati and approved by UGC."
1,"Krishna Kanta Handiqui State Open University, Guwahati",Guwahati,Assam,Diploma in Tourism Management,1 year,Distance,,Diploma,0.045 lakhs,UGC,"Those who have passed Higher Secondary / Pre-University examination in Science stream with Computer Science or Mathematics among other subjects.Those who have passed the relevant Bachelor Preparatory Programme (BPP) of this University.Those who have obtained Diploma from Polytechnics in any discipline.Those who have passed Higher Secondary/Pre-University in Arts and Commerce, Financial Market Mechanism (FMM) under CBSE, vocational stream with required subject and desire to pursue DCHN shall have to successfully complete the courses 4, 5 and 6 of stream 3 of BPP course.Such learners may directly enroll into the DCHN Programme provided they take admission simultaneously into the courses of BPP mentioned above in the first semester itself and only on successful completion of the courses of BPP they will be eligible for award of Diploma.","Diploma in Tourism Management is a one year duration course offered by Krishna Kanta Handiqui State Open University, Guwahati and approved by UGC."
2,"Krishna Kanta Handiqui State Open University, Guwahati",Guwahati,Assam,PGD Tourism and Hospitality Management,1 year,Distance,,PG,0.13 lakhs,UGC,Those who have passed Bachelor Degree with or without major in any discipline from a recognised university. Those learners who have Bachelor's Degree and have enrolled themselves in the BMC and BBA Programmes under this university are also eligible to pursue one of the above mentioned PG Diploma Programmes.,The Tourism and Hospitality industry is growing very fast in the last few decades. The employment opportunities are also rising in this field. To explore these opportunities the University has launched PG Diploma in Tourism and Hospitality Management. The target group for this programme is graduates in any discipline.This programme will benefit those learners who want...See More
3,"Avalon Business School, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Diploma in Hospitality Management,1 year,Full time,,Diploma,,,The candidate should have minimum 50% marks at Higher and Senior Secondary level (10th & 12th).,"The hospitality sector is a diverse and fast growing industry providing one with a multitude of exciting career opportunities. The Diploma in Hospitality Management at Avalon Business School hones the students’ skills and readies them to enter the world of hospitality.
The duration of the course is one year, which is divided into eight months of theory and four m...See More"
4,"Marian College, Kuttikkanam",Kuttikkanam,Kerala,MMH,2 years,Full time,25,PG,,UGC,"Any Bachelor’s degree from Mahatma Gandhi University or equivalent approved by the Mahatma Gandhi University with an aggregate of 45% for Part III (main + subsidiary) or CGPA of 1.8. SC/ST candidates need only a pass in the qualifying examination.
SEBC and OEC candidates will be given a relaxation of 3% and 5 % respectively in the prescribed minimum marks.",It is four-semester government aided master’s programme in hospitality and tourism.
5,"Arihant College of Arts Commerce and Science, Pune",Pune,Maharashtra,B.Sc Hotel Management,3 years,Full time,,UG,,,The candidate should have passed in 10+2 with 45% marks,"B.Sc Hotel Management is three year full time course with affiliation of Savitribai Phule Pune University,Pune and approved by UGC."
6,"Indian Institute of Business Management, Patna",Patna,Bihar,Advance Diploma in Hospital Management,2 years,Full time,,Diploma,0.24 lakhs,,The candidate should have passed in Matric and above in any subject.,"This is a full-time two-year course affiliated to Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur."
7,"Indian Institute of Business Management, Patna",Patna,Bihar,Advanced Diploma in Hotel Management,2 years,Full time,,Diploma,0.24 lakhs,,The candidate should have passed in Matric and above in any subject.,"This is a full-time two-year course affiliated to Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur."
8,"Indian Institute of Business Management, Patna",Patna,Bihar,B.Voc Hotel Management,3 years,Full time,,UG,1.2 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with the relevant subject.,"This is a full-time three-year course affiliated to Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur and approved by AICTE."
9,"Indian Institute of Business Management, Patna",Patna,Bihar,Diploma in Hospital Management,1 year,Full time,,Diploma,0.12 lakhs,,The candidate should have passed in Matric and above in any subject.,"This is a full-time one-year course affiliated to Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur."
