,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Government Degree College, Sopore",Sopore,Jammu and Kashmir,BA Tourism,3 years,Full time,30,UG,,UGC,12th Pass from any recognized board or equivalent.,"Tourism as a vocational Subject in Social Sciences, as one of the three major subjects in combination with Economics, History, Geography, and Political Science, leading to Bachelor of Arts ( BA)."
1,"Government Institute of Hotel Management Catering Technology and Applied Nutrition, Dehradun",Dehradun,Uttarakhand,BHMCT,4 years,Full time,60,UG,0.27 lakhs,(AICTE) All India Council of Technical Education,"Educational qualification of 10+2 (minimum qualification) with english as a compulsory subject, is required from any Board of Senior Secondary Education. A joint entrance examination is been held by Uttarakhand Technical University, Dehradun. Seats are allotted through open counselling to students on merit basis.","This is 4 years Bachelor Course in Hotel Management which is affiliated to Uttarakhand Technical University, Dehradun and approved by All India Council for Technical Education (AICTE) under Ministry of HRD, Goverment of India."
2,"SRM University, Sikkim",Gangtok,Sikkim,B.Sc Hospitality and Tourism Management,3 years,Full time,,UG,1.26 lakhs,,The candidate should have passed Plus Two or Equivalent.,Bachelor of Science in Hospitality and Tourism Management is three-years duration full-time course.
3,"IIAS School of Management, Siliguri",Siliguri,West Bengal,BBM Hospitality Management Hons,3 years,Full time,,UG,2.7 lakhs,UGC,The candidate should have passed in 10+2 or its equivalent from any recognized Board,"It is a three-year full-time course in Hospitality Management. The Bachelor Degree in Hospitality business Management prepares students to enter the world of hospitality as leaders and managers with a strategic approach to business. It combines management theory with hands-on hospitality courses, professional internships and a business specialization."
4,"IIAS School of Management, Siliguri",Siliguri,West Bengal,Bachelor in International Hospitality Management Hons,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with English or its equivalent from any recognized Board,"The Bachelor Degree in International Hospitality Management is a one-of-a-kind program brought to students by the very best in global Hospitality Education. This course prepares students to enter the world of hospitality as leaders and managers with a strategic approach to business. It combines management theory with hands-on hospitality courses, professional internsh...See More"
5,"IIAS School of Management, Siliguri",Siliguri,West Bengal,MBA Hotel Management,2 years,Full time,,PG,,UGC,The candidate should have passed any graduation degree from any recognised college or University.,"The MBA in Hotel Management develops critical thinking and appraisal skills along with the practical knowledge required to gain versatility that will allow students to work in different service sectors. Students also gain analytical ability, management perspectives and leadership qualities required to meet the challenges of today’s highly competitive environment."
6,"Surya World University, Patiala",Noshera,Punjab,BHMCT,4 years,Full time,,UG,3.55 lakhs,(AICTE) All India Council of Technical Education,"""A minimum of 50% marks in any stream
OR
Passed Matriculation examination and have passed three year Diploma from any other recognized State Board of Technical Education.""","The course content encompasses wide array of topics such as Food Production, Food and Beverage Service, Front Office, House Keeping, Food Science and Nutrition, Bakery and confectionery, management etc."
7,"Dr BR Ambedkar Polytechnic College, Gwalior",Gwalior,Madhya Pradesh,Diploma in Hotel Management and Catering Technology,3 years,Full time,40,Diploma,0.3 lakhs,(AICTE) All India Council of Technical Education,The candidates who complete the Xth Standard are eligible for admission.,"It is 3-year duration full-time diploma course offered by Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by All India Council for Technical Education."
8,"Salesian College, Sonada",Sonada,West Bengal,BTM,4 years,Full time,,UG,,,The Candidate should have passed 10+2.,"Bachelor in Tourism Management is four years full time course and affiliated to University of North Bengal, Siliguri."
9,"Meenakshi Ramaswamy Arts and Science College, Ariyalur",Thathanur,Tamil Nadu,B.Sc Hotel Management and Catering Science,3 years,Full time,,UG,,UGC,The candidate should have passed 10+2 level examination.,"It is 3-year duration full-time course affiliated to Bharathidasan University, Tiruchirappalli."
10,"Dr Narayana College of Hotel Management and Catering Technology, Secunderabad",Secunderabad,Telangana,BHM,3 years,Full time,,PG,2.6 lakhs,NCHMCT,The candidate should have passed in 10+2 related stream.,Bachelor of Hotel Management is a 3 year full time course.
11,"Queen Mary's College, Chennai",Chennai,Tamil Nadu,M.Sc Tourism Administration,2 years,Full time,26,PG,0.012 lakhs,UGC,The candidate should have completed a UG Degree from The University of Madras or any other equivalent Universities.,"It is 2-year duration full-time course approved by UGC and affiliated to University of Madras, Chennai."
12,"Army Institute of Hotel Management and Catering Technology, Bangalore",Bengaluru,Karnataka,BHM,4 years,Full time,60,UG,7.45 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 related stream.,Bachelor Hotel Management is a 4 year full time course.
13,"Sahyadri Science College, Shimoga",Shivamogga,Karnataka,MTA Integrated,5 years,Full time,,PG,,,The candidate should have passed graduation with related combination.,"Master of Tourism Administration is five years full time Integrated course and affiliated to Kuvempu University, Shankaraghatta."
14,"Guru Nanak Khalsa College, Karnal",Karnal,Haryana,BTM,3 years,Full time,30,UG,,,"Should have passed 10+2 or equivalent exam( with English) scoring 50% marks or above from Haryana Education Board or any other Board duly recognised by Kurukshetra University.
or
Three year diploma course from any State Board of Technical Education in India.","Bachelor of Tourism Management is three years full time course and affiliated to Kurukshetra University, Kurukshetra."
15,"BNG Hotel Management, Kolkata",Kolkata,West Bengal,B.Sc Hotel Management,3 years,Full time,60,UG,1.8 lakhs,NCHMCT,Higher secondary [10+2] appeared or passed [any stream arts / science / commerce].,B.Sc Hotel Management is a three-year full time course.
