,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Dr BR Ambedkar Open University, Hyderabad",Hyderabad,Telangana,PGDCHT,1 year,Distance,,Diploma,0.038 lakhs,UGC,The candidate should have passed Bachelors Degree in any discipline from U.G.C recognized Universities.,"PG Dip.in Culture and Heritage Tourism(PGDCHT) is one year's full-time course offered by Dr. BR Ambedkar Open University, Hyderabad with the approval of UGC."
1,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,B. Sc Catering and Hotel Administration,3 years,Distance,,UG,1.368 lakhs,UGC,The candidate should have passed 10+2 or equivalent.,It is 3-year duration Distance course.
2,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,B. Sc Catering and Hotel Administration Lateral Entry,1 year,Distance,,UG,0.1 lakhs,UGC,A three Year Diploma in Hotel Management and Catering Technology from Institutes of Hotel Management and Catering Technology approved by Central/State Governments.,It is 3-year duration Distance course.
3,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,B. Sc Hospitality and Hotel Administration,3 years,Distance,,UG,,UGC,A Clear Pass in the Higher Secondary/or any other euivalent qualification approved by the higher secondary Board of Tamil Nadu.,It is 3-year duration Distance course.
4,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,BA Tourism and Travel Studies,3 years,Distance,,UG,0.0615 lakhs,UGC,"10th +2 (HSC)/Equivalent or PUC
or
TNOU BPP or
10th +3 Years Diploma
or
11th +2 Years TTC or
10th +2 Years ITI.",It is 3-year duration Distance course.
5,"Tamil Nadu Open University, Chennai",Chennai,Tamil Nadu,MBA Hospital Administration,2 years,Distance,,PG,1.03 lakhs,UGC,"The candidate should have any Degree from a recognized University/ Mariners holding the following
a) Master Foreign Going Certificate of Competency /
b) First Class Motor or Steam or combined (Chief Engineer) Certificate of Competency issued by the Directorate General of Shipping , Ministry of Shipping, Government of India or its counterparts in other countries.","Master of Business Administration in Hospital Administration is two years full-time post graduate management program offered by Tamil Nadu Open University, Chennai and approved by UGC"
6,"Bahra University, Shimla",Waknaghat,Himachal Pradesh,Bachelor of Hotel Management (BHM),3 years,Full time,60,UG,,UGC,10+2 from any recognized state/national board with  minimum 45% marks.in qualifying exam(40% in case of SC/ST/OBC),
7,"Gujarat Forensic Sciences University, Gandhinagar",Gandhinagar,Gujarat,Masters - Hospital Management,2 years,Full time,35,PG,1.2 lakhs,UGC,Any graduate from a recognized university with minimum 55% aggregate,
8,"ICFAI University, Jaipur",Jaipur,Rajasthan,Bachelor of Hospitality and Tourism Management,3 years,Full time,,UG,1.9 lakhs,UGC,Pass in Class XII or equivalent with an aggregate of 50% and above in any discipline. Final year students awaiting results can also apply.,"The Bachelor of Hospitality and Tourism Management (BHTM) program is a 3 year campus based program offered with a view to impart in-depth knowledge and broad understanding of hospitality management. This is a management program specifically adapted to all dimensions of the hospitality sector: hospitality, event, travel, recreation and leisure. Training covers all the ...See More"
9,"Auro University, Surat",Hazira,Gujarat,B.Sc Hospitality Management,4 years,Full time,,UG,11.86 lakhs,UGC,"Successful completion of Class XII (10+2) or equivalent examination in any stream with 50% aggregate marks or equivalent grade. Students expecting their results by July 2017 may also apply for provisional admission.
Students appearing for their Class XII examination will be given provisional admissions based on their Class X performance.","School of Hospitality Management, AURO University is one of the best hotel management institution imparting hospitality management / hotel management courses in Gujarat which is distributed over eight semesters during a 4-year full time schedule.
Bachelor of Science in Hospitality Management degree (Hotel Management) has been designed by AURO University to create ...See More"
