,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Amal College of Advanced Studies, Nilambur",Nilambur,Kerala,Bachelor of Tourism and Hotel Management,3 years,Full time,36,UG,,UGC,"Any Candidates who have passed the plus two of the Higher Secondary Board of Kerala or pre-degree of Calicut University or hat of any University of Board of Examination in any State recognized equivalent of the PULS TWO of Higher Secondary Board in Kerala with not less than 45% in aggregate and the candidates who have studies Tourism or Hotel Management at VHSE or +2 level will be given a weightage 25 marks per subject, subject to a maximum of 50.","This is a full time three year course affiliated to University of Calicut, Malappuram and approved by UGC."
1,"Khidmath Arts and Science College, Malappuram",Thirunavaya,Kerala,BTHM,3 years,Full time,30,UG,,UGC,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Tourism and Hotel Management is a three year full time course affiliated to University of Calicut, Malappuram."
2,"Yuvakshetra Institute of Management Studies, Mundur",Mundur-II,Kerala,B.Sc Hotel Management and Culinary Arts,3 years,Full time,36,UG,,,A pass eligible for higher studies in Higher Secondary Examination from any stream or any other equivalent qualiÔcation with a minimum of 27 Grade Point Value (GPV) in 6 subjects. A concession of 3GPV will be given to OBC/OEC candidates. The SC/ST candidates need get only a pass eligible for Higher Studies.,"This is a full time three year course affiliated to University of Calicut, Malappuram."
3,"Sankar Institute of Science Technology and Management, Kollam",Chathannoor,Kerala,B.Sc Hotel Management and Catering Science,4 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"B.Sc Hotel Management and Catering Science is a four year full time course affiliated by University of Kerala, Thiruvananthapuram"
4,"Lourdes Matha Institute of Hotel Management and Catering Technology, Thiruvananthapuram",Kuttichal,Kerala,HMCT,4 years,Full time,60,UG,2.93 lakhs,(AICTE) All India Council of Technical Education,"Students below 22 years of age, with a pass in Plus Two or equivalent with 45% aggregate marks are eligible for admission. SC/ST Candidates need 40% marks only. The candidate have to appear for an entrance test conducted by University of Kerala for getting admission to merit seats or by LMIHMCT for getting admission to management seats. The candidates qualifying the test will be called for a group discussion and a personal interview to assess the candidate’s communication skill, personality and the suitability for a managerial career","Hotel Management and Catering Technology is a four year full time course affiliated by University of Kerala, Thiruvananthapuram"
5,"NIIS Institute of Information Science and Management, Bhubaneswar",Madanpur,Odisha,MTA,2 years,Full time,60,PG,,,The candidate should have (10+2+3) Arts / Science / Commerce or equivalent .,"Master in Tourism Administration (MTA) is two-year duration full-time course affiliated to Utkal University, Bhubaneswar."
6,"Academy of Management Studies, Baripada",Baripada,Odisha,BHM,4 years,Full time,60,UG,8 lakhs,"Department of Culture, Govt. of Odisha",The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor in Hotel Management (BHM) is four-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar and Recognized by Department of Culture, Govt. of Odisha."
7,"Central Institute of Hotel Management and Catering, Bhubaneswar",Bhubaneswar,Odisha,BHM,4 years,Full time,,UG,,,The candidate should have passed 10+2 or Equivalent in any discipline.,"Bachelor In Hotel Management (BHM) is four-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
8,"Central Institute of Hotel Management and Catering, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Hotel Management,3 years,Full time,,Diploma,,,The candidate should have passed 10th Pass or Equivalent.,Diploma in Hotel Management (DHM) is three-year duration full-time course.
9,"Central Institute of Hotel Management and Catering, Bhubaneswar",Bhubaneswar,Odisha,MHM,2 years,Full time,,PG,,,The candidate should have passed Graduation in any discipline.,"Master in Hotel Management (MHM) is two-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
10,"IMB School of Hospitality, Bhubaneswar",Bhubaneswar,Odisha,BHM,4 years,Full time,40,UG,1 lakh,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 in relevant discipline from recognized board.,"Bachelor of Hotel Management (BHM) is four-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
11,"IMB School of Hospitality, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Hotel Management,1.5 years,Full time,120,Diploma,0.6 lakhs,,The candidate should have passed 10+2 in relevant discipline from recognized university.,Diploma in Hotel Management is 1.5 year duration full-time course.
12,"IMB School of Hospitality, Bhubaneswar",Bhubaneswar,Odisha,PGD in Hotel Management,1.5 years,Full time,60,PG,0.9 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed 10+2 in relevant discipline from recognized university.,"Post Graduate Diploma in Hotel Management is 1.5 year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
13,"IMB School of Hospitality, Bhubaneswar",Bhubaneswar,Odisha,PGD in Tourism Management,1.5 years,Full time,60,PG,0.9 lakhs,,The candidate should have passed 10+2 in relevant discipline from recognized university.,"Post Graduate Diploma in Tourism Management is 1.5 year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
14,"National Institute of Hotel Management and Tourism, Bhubaneswar",Dhauli,Odisha,BHM,4 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,"Bachelor of Hotel Management is a full time four years course affiliated to Utkal University of Culture and approved by UGC. Out of 4 years, a student has to undergo 1 and 1/2 year classroom training both in theory and practical which consist of 3 semesters followed with 6 months industrial training inside India or abroad in their concerned sector. After completio...See More"
15,"National Institute of Hotel Management and Tourism, Bhubaneswar",Dhauli,Odisha,Diploma in Hotel Management and Tourism,1 year,Full time,,Diploma,,,Candidates must be 10th passed from a recognized board of education.,"Diploma in Hotel Management and Tourism is a full time Eleven-month course affiliated to Utkal University of Culture.
11 months ( Theory and practical, classroom training ) + 7 months ( IT ) + 11 months ( Theory and practical, Classroom training ) + 7 months ( IT )
The course is divided into 2 part. In 1st part the student has to undergo 1st 11 months classroom tr...See More"
16,"National Institute of Hotel Management and Tourism, Bhubaneswar",Dhauli,Odisha,MHM,2 years,Full time,,PG,,UGC,Candidates must be Bachelor in Hotel Management passed from a recognized University.,"Master Degree in Hotel Management ( MHM ) is a full time two years course affiliated to Utkal University of Culture and approved by UGC.
Out of II years a student has to undergo I year classroom training both in theory and practicals which consist of two semesters followed with 6 months industrial training inside India or abroad in their concerned sector. After the...See More"
17,"National Institute of Hotel Management and Tourism, Bhubaneswar",Dhauli,Odisha,PGD Tourism and Hotel Management,1 year,Full time,,Diploma,,,Candidates must be graduation passed in relevant discipline from a recognized University.,"Post Graduate Diploma in Tourism and Hotel Management is a full time Eleven months course affiliated to Utkal University of Culture.
11 months ( Theory and practical, classroom training ) + 4 months industrial training + 3 months job training.
First, 11 months student has to undergo classroom training about their concerned departments then a student will be sent ...See More"
18,"Premiere Institute of Hotel Management Catering Technology and Tourism, Puri",Puri,Odisha,BHM,4 years,Full time,60,UG,,UGC,"Candidates must be 10+2, Aggregate 40% minimum marks.",Bachelor of Hotel Management is a full time four years course affiliated to Utkal University of Culture and approved by UGC.
19,"Premiere Institute of Hotel Management Catering Technology and Tourism, Puri",Puri,Odisha,PGD Hotel and Tourism Management,,Full time,,Diploma,,,Candidates must be graduation passed in relevant discipline from a recognized University.,Post Graduate Diploma in Hotel and Tourism Management is a full time Eighteen months course.
20,"Satwik Institute of Professional Studies, Bhubaneswar",Bhubaneswar,Odisha,Bachelor In Tourism And Hospitality Services,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognised board of education.,Bachelor In Tourism And Hospitality Services is a full time three years course affiliated to Utkal University of Culture and approved by UGC.
21,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,BHM,4 years,Full time,,UG,,UGC,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor In Hotel Management is a full time four years course affiliated to Utkal University of Culture and approved by UGC.
22,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Hotel Management,2 years,Full time,,Diploma,,,Candidates must be 10th passed from a recognized board of education.,Diploma in Hotel Management is a full time two years course affiliated to Utkal University of Culture.
23,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,MHM,2 years,Full time,,PG,,UGC,Candidates must be graduation passed in any discipline from a recognized board of education.,Master In Hotel Management is a full time two years course affiliated to Utkal University of Culture and approved by UGC.
24,"Swosti Institute of Management and Social Studies, Bhubaneswar",Bhubaneswar,Odisha,PGD Hotel Management,2 years,Full time,,Diploma,,,Candidates must be 10th passed from a recognized board of education.,Post Graduate Diploma in Hotel Management is a full time two years course affiliated to Utkal University of Culture.
25,"Cordia Institute of Hotel Management and Catering Technology, Sanghol",Sanghol,Punjab,BHM,4 years,Full time,60,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Hotel Management is a four year full time course affiliated to Punjabi University, Patiala."
26,"Government Rajindra College, Bathinda",Bathinda,Punjab,Diploma in Food Production Self Financed,1.5 years,Full time,30,Diploma,0.62 lakhs,UGC,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Food Production Self Financed is full time one year six month course diploma offered by Punjabi University, Patiala and approved by UGC."
27,"Government Rajindra College, Bathinda",Bathinda,Punjab,Diploma in Food and Beverage Services Self Financed,1.5 years,Full time,30,Diploma,0.62 lakhs,UGC,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Food and Beverage Services is full time one year six month course diploma offered by Punjabi University, Patiala and approved by UGC."
28,"Saraswati College of Management and Computer Sciences, Mohali",Gharuan,Punjab,BHM,4 years,Full time,,UG,,Government of Punjab,10+2 Any Stream ( With 45% Marks),"Bachelor in Hotel Management is full four year course degree offered by Punjabi University, Patiala and approved by Government of Punjab."
29,"MK Group of Institutions, Amritsar",Sohian Khurd,Punjab,Diploma in Hotel Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Diploma in Hotel Management is full time one year course degree offered by IK Gujral Punjab Technical University, Jalandhar"
30,"Vidya Jyoti Educational Society, Dera Bassi",Dera Bassi,Punjab,B.Sc Airlines Tourism and Hospitality Management,3 years,Full time,60,UG,,UGC,12 /10+2/Higher Secondary from Any Stream.,"Bachelor of Science in Airlines Tourism and Hospitality Management is full time thee year course degree offered by IK Gujral Punjab Technical University, Jalandhar and approved by UGC."
31,"Vidya Jyoti Educational Society, Dera Bassi",Dera Bassi,Punjab,Masters in Airline Tourism and Hospitality Management,2 years,Full time,,PG,,UGC,Bachelor Any Stream,"Masters in Airline Tourism and Hospitality Management is full time two year course degree offered by IK Gujral Punjab Technical University, Jalandhar and approved by UGC.
Internship: 6 Months (4th Semesters)"
32,"Westwood Institute of Hotel Management, Zirakpur",Zirakpur,Punjab,B.Sc Hotel Management,4 years,Full time,120,UG,2.4 lakhs,,"The students who wish to Enroll must have +2 with 55% aggregate from any stream.
The students must be willing to work hard ,passion for cooking and cultural interactions.","We offer three year degree program in Bachelor of Science in Hospitality also known as BSc. HCM is a study of Hotel. This degree is also known as BHM (Bachelor of Hotel Management) which is very popular Academic degree all over the world. BSc. HCM is renowned degree which offers various subjects related to Hotel, Tourism, Business Management, Business Studies, Food Sc...See More"
