,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Sardar Patel University, Vallabh Vidyanagar",Anand,Gujarat,BBA Hospitality Management,3 years,Full time,,UG,,UGC,Candidate must have passed 10+2 from recognized board,BBA Hospitality Management is full time three year undergraduate degree course with approval of UGC.
1,"Sardar Patel University, Vallabh Vidyanagar",Anand,Gujarat,BBA Hospitality Management,3 years,Full time,,UG,,UGC,Candidate must have passed 10+2 from recognized board,BBA Hospitality Management is full time three year undergraduate degree course with approval of UGC.
2,"NSHM Knowledge Campus, Kolkata",Kolkata,West Bengal,BBA Hospital Management,3 years,Full time,,UG,,,10+2 passed from any board with English as a subject. Students from any stream can apply. Candidates appearing for Class XII final can also apply,"Bachelor of Business Administration (BBA) in Hospital Management is a three-year full-time course affiliated to Maulana Abul Kalam Azad University Of Technology (Formerly known as West Bengal University Of Technology), Govt. of W.B."
3,"NSHM Knowledge Campus, Kolkata",Kolkata,West Bengal,BHM,4 years,Full time,,UG,,,"10+2 passed from any board with English as one of the subjects, selection will be strictly through combined entrance test conducted by WBUT and NSHM, followed by personal interview. 12th pass under 10+2 system in any stream in class XII. Candidates appearing for Class XII final can also apply","Bachelor of Hotel Management (BHM) is a four-year full-time course affiliated to Maulana Abul Kalam Azad University Of Technology (Formerly known as West Bengal University Of Technology), Govt. of W.B.
BHM (Bachelor of Hotel Management) is a contemporary education in the field of Hospitality. Its wide array of course modules prepare the students for professional enga...See More"
4,"NSHM Knowledge Campus, Kolkata",Kolkata,West Bengal,MHA,2 years,Full time,,UG,4.2 lakhs,,Graduate (10+2+3) with any discipline. Graduation with a valid score of MAT/WBJEEMAT or any all India level Management Aptitude Test (as applicable). Final year students can also apply.,"Master of Hospital Administration (MHA) is a two-year full-time course affiliated to Maulana Abul Kalam Azad University Of Technology (Formerly known as West Bengal University Of Technology), Govt. of W.B.
MHA is equal to and more than MBA course in Healthcare. A suitable work experience can always add to the higher employability prospects vis-à-vis a fresh graduate...See More"
5,"University of Calicut, Malappuram",Thenhipalam,Kerala,BHM,4 years,Full time,,UG,,UGC,The candidate should be an Intermediate(10+2) from a recognized Board with relevant subjects.,"Bachelor of Hotel Management is a full-time four years duration course offered by University of Calicut, Malappuram Approved by UGC."
6,"University of Calicut, Malappuram",Thenhipalam,Kerala,BTHM,4 years,Full time,,UG,,UGC,The candidate should be an Intermediate(10+2) from a recognized Board with relevant subjects.,"Bachelor of Tourism and Hotel Management is a full-time four years duration course offered by University of Calicut, Malappuram Approved by UGC."
7,"University of Calicut, Malappuram",Thenhipalam,Kerala,MTA Tourism Administration,2 years,Full time,,PG,,UGC,The candidate should be a Graduate from a recognized University with relevant subjects.,"MTA Tourism Administration is a full-time two years duration course offered by University of Calicut, Malappuram Approved by UGC."
8,"University of Jammu, Jammu",Jammu ,Jammu and Kashmir,MBA Hospitality and Tourism,2 years,Full time,25,PG,,UGC,The candidate completed graduation from recognised university.,"MBA Hospitality and Tourism is a full-time two years duration course offered by University of Jammu, Jammu Approved by University grants commission (UGC)."
9,"College of Vocational Studies, New Delhi",New Delhi,Delhi,BA Voc Tourism Management,3 years,Full time,100,UG,,UGC,The candidate should be an Intermediate(10+2) from a recognized Board.,BA Vocational Studies in Marketing Management and Retail Business is 3-year Full-time duration course affiliated to the University of Delhi.
10,"ITM-Institute of Hotel Management, Mumbai",Navi Mumbai,Maharashtra,Bachelor of Science Hospitality Studies,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,A candidate for being eligible for admission to the Degree Course in Management Studies shall have passed XII Standard Examination of any State Board / University for Higher Secondary Education or its equivalent,"<p>The Hospitality Industry is experiencing a phenomenal growth due to an exceptional surge in Indian and International tourism. This has resulted in an increased demand of trained hospitality professionals. To fulfill the growing Human Resource demands of the Travel, Tourism &amp; Leisure Industry the University of Mumbai offers a degree in Hospitality Educ...See More"
11,"Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal",Naur,Uttarakhand,B.Sc in Hostel Management,3 years,Full time,,UG,,(AICTE) All India Council of Technical Education,,
