,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"SRM Institute of Science and Technology, Chennai",Kattankulathur,Tamil Nadu,BA LLB Hons,5 years,Full time,,UG,7.6 lakhs,UGC,The candidate is passed 10+2 standard or equivalent examination from recognised board.,"Bachelor of Arts and Legum Baccalaureus (Honours) is a full-time five-year integrated course offered by SRM University, Chennai and approved by UGC."
1,"SRM Institute of Science and Technology, Chennai",Kattankulathur,Tamil Nadu,LLB Hons,3 years,Full time,,UG,4.6 lakhs,UGC,Any Degree (as per BCI norms),"Legum Baccalaureus (Honours) is three years full-time course offered by SRM University, Chennai with the approval of UGC."
2,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,BA LLB Integrated,5 years,Full time,,UG,,UGC,Pass in 12th class of 10+2 of CBSE or equivalent with a minimum of 50% marks in aggregate* and must also have passed English (core or elective or functional) as a subject,"BA LLB Integrated is five-years full-time Integrated program offered by Guru Gobind Singh Indraprastha University, Delhi and approved by UGC."
3,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Pass in 12th class of 10+2 of CBSE or equivalent with a minimum of 50% marks in aggregate* and must also have passed English (core or elective or functional) as a subject,"LLB is three-years full-time program offered by Guru Gobind Singh Indraprastha University, Delhi and approved by UGC."
4,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,LLM,1 year,Full time,,PG,,UGC,"LL.B. Degree as required by the Bar Council of India for
enrolment as an advocate or an equivalent law degree
from a foreign university, in either case with not less than
50% marks.","Master of Law is one year program offered by Guru Gobind Singh Indraprastha University, Delhi with approval of UGC"
5,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi,LLM Weekend,2 years,Part Time,,PG,,UGC,LL.B Degree as required by the Bar Council of India for Enrollment as an Advocate or an equivalent Law Degree from a Foreign University with one year experience in profession or service.,"Master of Law is two-years Weekend program offered by Guru Gobind Singh Indraprastha University, Delhi with approval of UGC"
6,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,BA LLB Hons,5 years,Full time,60,UG,0.5 lakhs,(BCI) Bar Council of India,The candidate should have passed in 10+2 or equivalent from any Recognized Board,"BA LLB Hons is a full time five year duration course offered by Jamia Millia Islamia, New Delhi and approved by UGC."
7,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,BA LLB Hons Self Financed,5 years,Full time,60,UG,2 lakhs,UGC,The candidate should have passed in 10+2 or equivalent from any Recognized Board.,"BA LLB Hons Self Financed is a full time five year duration course offered by Jamia Millia Islamia, New Delhi and approved by UGC."
8,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,LLM,2 years,Full time,20,PG,0.17 lakhs,UGC,Candidate should have cleared LLB Five-Year Integrated LL.B. any other equivalent examination with minimum 55% marks for General/OBC/PWD categories and minimum 50% marks for SC/ST categories.,"LLM is a full time two year duration course offered by Jamia Millia Islamia, New Delhi and approved by UGC."
9,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,LLM Executive,2 years,Full time,30,PG,1.24 lakhs,UGC,Candidate should have cleared LLB Five-Year Integrated LL.B. any other equivalent examination with minimum 55% marks for General/OBC/PWD categories and minimum 50% marks for SC/ST categories.,"LLM Executive is a full time two year Self-financed Weekend Programme course offered by Jamia Millia Islamia, New Delhi and approved by UGC."
