,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Rabindra Shiksha Sammillani Law College, Kolkata",Kolkata,West Bengal,BA LLB Hons,5 years,Full time,120,UG,1.8 lakhs,(BCI) Bar Council of India,"Candidates should pass Higher Secondary Examination or its Equivalent Examinations having at least 45% marks in the aggregate and pass the Joint Entrance Examination conducted by the University of Calcutta.Relaxation for S.C, S.T., O.B.C and Physically Challenged Candidates are as per University Norms","Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with University of Calcutta, Kolkata with the approval of Bar Council of India. Intake capacity as followsGeneral = 83S.C. = 26S.T. = 07P.H. = 04Total seat = 120 "
1,"Ranchi College, Ranchi",Ranchi,Jharkhand,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program offered by Ranchi University, Ranchi with the approval of UGC."
2,"Ranchi College, Ranchi",Ranchi,Jharkhand,LLM,2 years,Full time,,PG,,UGC,The candidate should have LLB degree (Law Graduate) from any recognized College or University.,"Master of Laws (LL.M.) is Duration of 2 years (Four Semesters) program offered by Ranchi University, Ranchi with the approval of UGC."
3,"Shri Rama Krishna College, Satna",Satna,Madhya Pradesh,BA LLB,5 years,Full time,,UG,,(BCI) Bar Council of India,Candidate must passed 10+2 from recognised board.,"BA LLB is a full-time five years duration course Affiliated to Awadhesh Pratap Singh University, Rewa Approved by Bar Council of India."
4,"Shri Rama Krishna College, Satna",Satna,Madhya Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Candidate must passed graduate degree from recognised university.,"LLB is a full-time three years duration course Affiliated to Awadhesh Pratap Singh University, Rewa Approved by Bar Council of India."
5,"Shri Rama Krishna College, Satna",Satna,Madhya Pradesh,LLM,2 years,Full time,,PG,,(BCI) Bar Council of India,A candidate should have passed the LL.B. or BA LLB degree from a recognised University,"LLM is a full-time two years duration course Affiliated to Awadhesh Pratap Singh University, Rewa Approved by Bar Council of India."
6,"TRC Law College, Barabanki",Satrikh,Uttar Pradesh,BA LLB,5 years,Full time,120,UG,,(BCI) Bar Council of India,"As per the rules of the Bar Council of India, the eligibility for LL.B. three years degree course requires minimum of 45% marks for general and OBC candidates and 40 % marks for SC/ST candidates in 10+2 (Intermediate)  in any discipline from any recognized Board. ","LL.B. Five years' full time degree course offered by T.R.C. Law College is recognized by Dr. Ram Manohar Lohia Awadh University, Faizabad and approved by the Bar Council of India, New Delhi. As per the norms of Bar Council of India this programme is stretched over 10 semesters. Upon the successful completion of law an integrated degree of “B.A. L.L.B.” (Honours) would be awarded. The objective of the programme is to equip students with legal skills essential to make a designation in the "
7,"TRC Law College, Barabanki",Satrikh,Uttar Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"As per the rules of the Bar Council of India, the eligibility for LL.B. three years degree course requires minimum of 45% marks for general and OBC candidates and 40 % marks for SC/ST candidates in graduation in any discipline from any recognized University.","LL. B. Three years' full time degree course offered by T.R.C. Law College is recognized by Dr. Ram Manohar Lohia Awadh University, Faizabad and approved by the Bar Council of India, New Delhi. As per the norms of Bar Council of India this programme is stretched over six semesters, having seven papers in each semester."
8,"IM Nanavati Law College, Ahmedabad",Ahmedabad,Gujarat,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Candidate must have passed bachelor degree,
9,"IM Nanavati Law College, Ahmedabad",Ahmedabad,Gujarat,LLM Criminal Law,2 years,Full time,,PG,,(BCI) Bar Council of India,Candidate must have passed LLB degree from recognized institite,"LLM Criminal Law is full time two year duration course Affiliated to Gujarat University, Ahmedabad Approved by Bar Council of India."
