,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"KLU College of Law, Guntur",Guntur,Andhra Pradesh,LLB,3 years,Full time,120,UG,3 lakhs,(BCI) Bar Council of India,"The candidate should have passed any graduate degree examination or its equivalent in a regular stream (10+2+3) with a minimum of 45% marks. Relaxation of 5% marks will be applicable to S.C., & S.T., candidates.","The duration of the program shall be 3 years divided
into 6 semesters (Full-Time). It is offered by K L University, Guntur and approved by BCI."
1,"KLU College of Law, Guntur",Guntur,Andhra Pradesh,LLM,1 year,Full time,20,PG,0.6 lakhs,(BCI) Bar Council of India,"The candidate should have passed LL.B with a minimum of 50% marks. Relaxation of 5% marks will be applicable to S.C., & S.T., candidates.","LLM is one year duration full-time course offered by K L University, Guntur and approved by BCI."
2,"Surendranath Law College, Kolkata",Kolkata,West Bengal,BA LLB Integrated,5 years,Full time,120,UG,0.336 lakhs,(BCI) Bar Council of India,Minimum marks for LL.B Admission is 45% for General 40% for S.C & S.T. in 10+2.,"BA LLB Integrated is five-year duration full-time course affiliated to University of Calcutta, Kolkata and approved by Bar Council of India (BCI)."
3,"Surendranath Law College, Kolkata",Kolkata,West Bengal,LLB Hons,3 years,Full time,15,UG,,(BCI) Bar Council of India,Minimum marks for LL.B Admission is 45% for General 40% for S.C & S.T. in 10+2.,"LLB Hons is three year duration full time course affiliated to University of Calcutta, Kolkata and approved by Bar Council of India (BCI)."
4,"Surendranath Law College, Kolkata",Kolkata,West Bengal,LLM,2 years,Full time,20,PG,0.259 lakhs,(BCI) Bar Council of India,"Minimum marks for LLM admission is 50% marks in LLB. Common Admission Test is conducted University of Calcutta. After qualifying the test, counselling process takes place and students get admission based on seat allotment.","LLM is two-year duration full-time course affiliated to University of Calcutta, Kolkata and approved by Bar Council of India (BCI)."
5,"Government Law College, Churu",Churu,Rajasthan,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in any graduate degree,"LLB is a three year full time course affiliated by Maharaja Ganga Singh University, Bikaner"
6,"Government Law College, Churu",Churu,Rajasthan,LLM,2 years,Full time,,PG,,(BCI) Bar Council of India,The candidate should have passed in LLB/or its equivalent,"LLM is a two year full time course affiliated by Maharaja Ganga Singh University, Bikaner"
7,"Government Law College, Alwar",Alwar,Rajasthan,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in any graduate degree,"LLB is a three year full time course affiliated by University of Rajasthan, Jaipur"
8,"Government Law College, Alwar",Alwar,Rajasthan,LLM,2 years,Full time,,PG,,(BCI) Bar Council of India,The candidate should have passed in LLB or its equivalent,"LLM is a two year full time course affiliated by University of Rajasthan, Jaipur"
9,"Government Law College, Bundi",Bundi,Rajasthan,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Graduate from a recognized Institution/ University in relevant discipline.,"LLB is three-year duration full-time course affiliated to University of Kota, Kota and approved by Bar Council of India (BCI)."
10,"Government PG Law College, Sikar",Dasa Ki Dhani,Rajasthan,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"Minimum 45 % marks in aggregate in graduation (in any stream), minimum 40% marks for SC/ST candidates.","LLB is three year duration full-time course affiliated to Pandit Deendayal Upadhyaya Shekhawati University, Sikar and approved by Bar Council of India (BCI)."
11,"Government PG Law College, Sikar",Dasa Ki Dhani,Rajasthan,LLM,2 years,Full time,,PG,,(BCI) Bar Council of India,The candidate should have minimum 55% marks in BA LLB (5 years) or LLB (3 years) are required for seeking admission to the course.,"LLM is two year duration full-time course affiliated to Pandit Deendayal Upadhyaya Shekhawati University, Sikar and approved by Bar Council of India (BCI)."
12,"Government PG Law College, Sikar",Dasa Ki Dhani,Rajasthan,Post Graduate Diploma in Labour Laws,1 year,Full time,,Diploma,,(BCI) Bar Council of India,The candidate should have Graduation degree in relevant subject from any recognized University.,"Post Graduate Diploma in Labour Laws is one year duration full-time course affiliated to Pandit Deendayal Upadhyaya Shekhawati University, Sikar and approved by Bar Council of India (BCI)."
13,"Government Ghanshyam Singh Gupt PG College, Balod",Balod,Chhattisgarh,LLB,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"LLB is three year duration full-time course affiliated to Pt Ravishankar Shukla University, Raipur."
14,"Government Naveen Law College, Bhatapara",Bhatapara,Chhattisgarh,BA LLB Integrated,5 years,Full time,60,UG,,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline from a recognized board of education.,BA LLB Integrated is a full time five years course affiliated to Pt Ravishankar Shukla University and approved by BCI.
15,"NRI Vidyadayini Institute of Science Management and Technology, Bhopal",Bhopal,Madhya Pradesh,BA LLB Hons,5 years,Full time,100,UG,,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Law (BA LLB) Hons is a full time five years course affiliated to Barkatullah University and approved by Bar Council of India.
16,"NRI Vidyadayini Institute of Science Management and Technology, Bhopal",Bhopal,Madhya Pradesh,LLB,3 years,Full time,60,UG,,(BCI) Bar Council of India,Candidates must be graduation passed in any discipline from a recognized university.,Bachelor of Law (LLB) Hons is a full time three years course affiliated to Barkatullah University and approved by Bar Council of India.
17,"Government Post Graduate College, Khargone",Khargone,Madhya Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline from a recognized board of education.,Bachelor of Law (LLB) is a full time three years course affiliated to Devi Ahilya Vishwavidyalaya and approved by BCI.
18,"MSS Law College, Jalna",Jalna,Maharashtra,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,Candidates must be graduation passed with 45% marks open category and 40% for SC/ST category in any discipline from a recognised board of education.,"LLB is a full time three years course affiliated to Dr Babasaheb Ambedkar Marathwada University, Aurangabad and approved by Bar Council of India."
