,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Seshadripuram Law College, Bengaluru",Bengaluru,Karnataka,BA LLB,5 years,Full time,,UG,,(BCI) Bar Council of India,"An applicant who has successfully completed Pre-University course or Senior Secondary School course (+2) or equivalent such as (11+1, 'A' level in Senior School Leaving Certificate Course) from a recognized University of India or outside or from Senior Secondary Board or equivalent, constituted or recognized by the Union or by the State Government of that Country for the purpose of issue of qualifying certificate on successful completion of the course, may apply for and be admitted into the course. Candidates seeking admission to the Law Course should have passed an examination 10+2 Course of Schooling recognized by the educational authorities of the Central or the State Governments or Possesses such academic qualifications which are considered equivalent to such 10+2 course by the Bar Council of India and should have secured a minimum of 45 percent marks at the final examination of the said programme of schooling. Minimum percentage of marks in qualifying examination shall not be below 45% of total marks in case of general category applicants and 40% of total marks in case of SC and ST applicants.","B.A. LL.B. integrated degree course, combines. The duration of the course leading to the Bachelor's Degree in Law (LLB) shall be of five academic Year. Each academic year comprises of two semesters. A student who successfully completes the five years LLB. The course shall be eligible for the award of the Degree B.A.LL.B. Each Semester shall consist of 18 Weeks. The papers and the syllabus are given after admission. The teaching and instructions shall be in accordance with the Bar Council of I"
1,"Seshadripuram Law College, Bengaluru",Bengaluru,Karnataka,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"An applicant who has graduated in any discipline of knowledge from a University established by an Act of Parliament or by a State Legislature or an equivalent National Institution recognized as a deemed University or Foreign University recognized as equivalent to the status of an Indian University by an authority competent to declare equivalence, may apply for 3 year degree course in Law. For admission to the 3 Year LL.B Course, a person shall possess a Degree of any University with a minimum percentage of 45% in the Degree Examinations and 40% in case of SC and ST applicants. The student should have undertaken 10+2+3 pattern of studies.","Bachelor of Legislative law is a three years course Affiliated to Karnataka State Law University, Hubli and Approved by Bar Council of India."
2,"Narayanrao Chavan Law College, Nanded",Nanded,Maharashtra,BSL LLB,5 years,Full time,,UG,0.13265 lakhs,(BCI) Bar Council of India,H.S.C. Of Any Faculty With Minimum 45% Marks. (5% Relaxation For SC/ST Candidates),"Bachelor of Social Law is a five-year integrated programme affiliated to Swami Ramanand Teerth Marathwada University, Nanded"
3,"Narayanrao Chavan Law College, Nanded",Nanded,Maharashtra,LLB,3 years,Full time,,UG,0.09004 lakhs,(BCI) Bar Council of India,Graduate of any faculty With Minimum 45% Marks. (5% Relaxation For SC/ST Candidates),"Bachelor Of Legislative Law is a three year ug programme affiliated to Swami Ramanand Teerth Marathwada University, Nanded"
4,"Narayanrao Chavan Law College, Nanded",Nanded,Maharashtra,LLM Business Law,2 years,Full time,,PG,0.13111 lakhs,(BCI) Bar Council of India,The candidate should have LLB degree (Law Graduate) with 55% marks from any recognized College or University.,"Master of Laws (LL.M.) in Business Law is Duration of 2 years (Four Semesters) program affiliated with Swami Ramanand Teerth Marathwada University, Nanded with the approval of BCI"
5,"Narayanrao Chavan Law College, Nanded",Nanded,Maharashtra,LLM Criminal Law,2 years,Full time,,PG,0.13111 lakhs,(BCI) Bar Council of India,The candidate should have LLB degree (Law Graduate) with 55% marks from any recognized College or University.,"Master of Laws (LL.M.) in Criminal Law is Duration of 2 years (Four Semesters) program affiliated with Swami Ramanand Teerth Marathwada University, Nanded with the approval of BCI"
6,"JIS University, Kolkata",Kolkata,West Bengal,LLB,3 years,Full time,,UG,,UGC,Minimum 45% marks in graduation any discipline for general category applicants and Minimum 40% marks graduation in any discipline for SC and ST applicants.,"Bachelor of Laws is full time three year course degree offered by JIS University, Kolkata and approved by UGC and BCI."
7,"Himgiri Zee University, Dehradun",Sherpur,Uttarakhand,BBA LLB Integrated,5 years,Full time,120,UG,2.8 lakhs,(BCI) Bar Council of India,The candidate should have passed 10+2 from a recognized board.,"Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law offered by Himgiri Zee University, Dehradun with the approval of BCI,"
8,"Himgiri Zee University, Dehradun",Sherpur,Uttarakhand,LLB,3 years,Full time,120,UG,1.68 lakhs,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University. ,"Bachelor of Laws (LLB) is three-years (6 Semesters) full-time program offered by Himgiri Zee University, Dehradun with the approval of BCI."
9,"Dayanand College Of Law, Latur",Latur,Maharashtra,LLB,3 years,Full time,,UG,0.09 lakhs,(BCI) Bar Council of India,10+2 with 45% or more marks from any recognized Board,"Bachelor of Laws is full time three year course degree offered by Swami Ramanand Teerth Marathwada University, Nanded and approved by Bar Council of India."
