,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Navsamvat Law College, Ujjain",Ujjain,Madhya Pradesh,BA LLB Integrated,5 years,Full time,180,UG,1.25 lakhs,(BCI) Bar Council of India,A candidate for admission to this course shall have passed the PUC / 10+2 years of schooling recognized by the educational authorities of the central or state government,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Vikram University, Ujjain and approved by Bar Council of India."
1,"Navsamvat Law College, Ujjain",Ujjain,Madhya Pradesh,LLB,3 years,Full time,120,UG,0.36 lakhs,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,"Bachelor of Laws is three years full-time course affiliated with  Vikram University, Ujjain and approved by Bar Council of India"
2,"Law College, Godhra",Godhra,Gujarat,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University.,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Gujarat University, Ahmedabad and approved by Bar Council of India. "
3,"Shree HN Shukla College of Legal Studies, Rajkot",Rajkot,Gujarat,LLB Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in 10+2 with the relevant subject.,"LLB Integrated is a full-time five-year duration course affiliated to Saurashtra University, Rajkot and approved by BAR Council of India."
4,"HIMCAPES' College of Law, Una",Haroli,Himachal Pradesh,BA LLB Hons,5 years,Full time,80,UG,1.56 lakhs,(BCI) Bar Council of India,"Candidates who have passed 10+2 or an equivalent examination securing minimum 50% marks (45% in case of SC/ST) in aggregate of total marks from any university or Board or Council recognized by Law in India shall be eligible to apply for admission.   Candidates awaiting result of 10+2 may also apply. However, they will have to produce original pass certificates of 10+2 at the time of interview/ counseling.","Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Himachal Pradesh University, Shimla with the approval of Bar Council of India."
5,"HIMCAPES' College of Law, Una",Haroli,Himachal Pradesh,LLB,3 years,Full time,60,UG,0.71 lakhs,(BCI) Bar Council of India,Candidates who have passed graduation/ degree examination or an equivalent examination securing minimum 50% marks (45% in cause of SC/ST) in aggregate of total marks from any University recognized by law in India. Candidate awaiting results of degree examination or equivalent may also apply.,"Bachelor of Laws (LLB) is three-years (6 Semesters) full-time program affiliated with Himachal Pradesh University, Shimla and approved by Bar Council of India."
6,"Shah Khimchandbhai Muljibhai Law College, Valsad",Valsad,Gujarat,LLB,3 years,Full time,,UG,0.11 lakhs,(BCI) Bar Council of India, The candidate completed graduation from recognised university.,LLB is a 3 year full time duration course affiliated  to Veer Narmad South Gujarat University and approved by Bar Council of India.
7,"Shah Khimchandbhai Muljibhai Law College, Valsad",Valsad,Gujarat,LLM,2 years,Full time,,PG,0.1 lakhs,,The candidate completed LLB from recognised university.,LLM is a 3 year full time duration course affiliated  to Veer Narmad South Gujarat University and approved by Bar Council of India.
8,"Mayurbhanj Law College, Mayurbhanj",Baripada,Odisha,LLB,3 years,Full time,,UG,0.25668 lakhs,(BCI) Bar Council of India,"Applicants seeking admission into 1 st Year (3years' LL.B. Course) must have passed +3 or equivalent examination from any U.G.C. recognized University with at least 45% marks in aggregate for general category and 40% marks in aggregate for se & ST applicants.Candidates should not be more than 30 years in case of General and 35 years in case of SC, ST and OBC candidates, as on the last date of submission of form.","Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with North Orissa University, Baripada and approved by Bar Council of India."
9,"Mayurbhanj Law College, Mayurbhanj",Baripada,Odisha,LLM,2 years,Full time,,PG,0.36 lakhs,(BCI) Bar Council of India,The candidate should have passed LLB degree with 50%.,"Master of Laws (LL.M.) is Duration of 2 years (Four Semesters) program affiliated with North Orissa University, Baripada with the approval of Bar Council of India."
10,"Motilal Nehru Vidhi Mahavidyalaya, Khandwa",Khandwa,Madhya Pradesh,LLB,3 years,Full time,,UG,0.9 lakhs,(BCI) Bar Council of India,The candidate should have passed any Graduate or equivalent degree from any recognized College or University. ,Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Chaudhary and approved by Bar Council of India.
11,"Motilal Nehru Vidhi Mahavidyalaya, Khandwa",Khandwa,Madhya Pradesh,LLM Business Law,2 years,Full time,,PG,0.8 lakhs,(BCI) Bar Council of India,The candidate should have LLB degree (Law Graduate) from any recognized College or University.,"Master of Laws (LL.M.) in Business Law is Duration of 2 years (Four Semesters) program offered by Devi Ahilya Vishwavidyalaya, Indore with the approval of Bar Council of India."
12,"Motilal Nehru Vidhi Mahavidyalaya, Khandwa",Khandwa,Madhya Pradesh,LLM Criminal Law,2 years,Full time,,PG,0.8 lakhs,(BCI) Bar Council of India,The candidate should have LLB degree (Law Graduate) from any recognized College or University.,"Master of Laws (LL.M.) in Criminal Law is Duration of 2 years (Four Semesters) program offered by Devi Ahilya Vishwavidyalaya, Indore  with the approval of Bar Council of India.  "
13,"Pt Motilal Nehru Vidhi Mahavidyalaya, Chhatarpur",Chhatarpur,Madhya Pradesh,BA LLB Hons,5 years,Full time,,UG,0.85 lakhs,(BCI) Bar Council of India,The candidate should have passed 12th from a recognized board.,"Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Dr. Harisingh Gour University, Sagar University, Sagar with the approval of Bar Council of India. "
