,place_id,sublocality_level_1,locality,administrative_area_level_2,administrative_area_level_1,country,postal_code,sublocality_level_2,route,point_of_interest,street_number,neighborhood,premise,subpremise,sublocality_level_3,postal_town,natural_feature,floor,administrative_area_level_3,postal_code_suffix,post_box,political,administrative_area_level_4
0,ChIJM7k39sBPXDkRiU6Om4PD_e8,SPCE Campus,Visnagar,Mehsana,Gujarat,India,384315,,,,,,,,,,,,,,,,
1,ChIJqWdamTTKWTkRia51FA2_j4g,Nana Mava,Rajkot,Rajkot,Gujarat,India,360005,Maruti Nagar,,,,,,,,,,,,,,,
2,ChIJq6qqWis3xzsRtQ9CQoxdMVo,,Jamkhandi,Bagalkot,Karnataka,India,587301,,,,,,,,,,,,,,,,
3,ChIJD_9u3pUMuDsRfsd49c38v9k,,Ilkal,Bagalkot,Karnataka,India,587125,,,,,,,,,,,,,,,,
4,ChIJ1XX3Jod4xzsRNASCCm-WoQc,Ward No 10,Bagalkot,Bagalkot,Karnataka,India,587101,,,,,,,,,,,,,,,,
5,ChIJDdmVFKv_xjsR8pYnqXqHWks,,Vijayapura,Bijapur,Karnataka,India,586108,,,,,,,,,,,,,,,,
6,ChIJy6jLb_jJWTkRLYdfV4NT_vw,Sadar,Rajkot,Rajkot,Gujarat,India,360001,,,,,,,,,,,,,,,,
7,ChIJBSOeuYH_xjsRi_L_CWB7Ki0,Shahu Nagar,Vijayapura,Bijapur,Karnataka,India,586101,,,,,,,,,,,,,,,,
8,ChIJu1RdliSXxzsRzRalmcnsftg,,Bijapur,Bijapur,Karnataka,India,591317,,,,,,,,,,,,,,,,
9,ChIJtbJfzibywDsRTBp1JERiqpE,,Nipani,Belagavi,Karnataka,India,591237,,State Highway 97,,,,,,,,,,,,,,
10,ChIJL43RxGNVxjsRVrzXPdLNx6o,KK Colony,Vijayapura,Bijapur,Karnataka,India,586101,,,,,,,,,,,,,,,,
11,ChIJ1QKO95LLWTkRhJ09AB7fsZ0,,Rajkot,Rajkot,Gujarat,India,360001,,Kalavad Road,,,,,,,,,,,,,,
12,ChIJD_9u3pUMuDsRfsd49c38v9k,,Ilkal,Bagalkot,Karnataka,India,587125,,,,,,,,,,,,,,,,
13,ChIJ37QG9X3_xjsRbNqvnNgBlY8,Sholapur,Vijayapura,Bijapur,Karnataka,India,586101,,Ram Mandir Road,S.S. High School Campus,,,,,,,,,,,,,
14,ChIJNSbePXBVxjsRhPxA3AWn42U,Konkanapura,Vijayapura,Bijapur,Karnataka,India,586101,,Jamiya Masjid Road,,1,,,,,,,,,,,,
15,ChIJVVVVVYYxxjsRCcxe4Gouo2E,,Bijapur,Bijapur,Karnataka,India,586128,,,,,,,,,,,,,,,,
16,ChIJd3u1CDzNwDsRzvwEr07OD1g,,Harugeri,Belagavi,Karnataka,India,591220,,,,,,,,,,,,,,,,
17,ChIJq6qqWis3xzsRtQ9CQoxdMVo,,Jamkhandi,Bagalkot,Karnataka,India,587301,,,,,,,,,,,,,,,,
18,ChIJq6qqqlr_xjsRYGi3Eaawl2Q,,Vijayapura,Bijapur,Karnataka,India,586103,,,,,,,,,,,,,,,,
19,ChIJ6aiaMr9PWTkRTs1yi6Y1wRQ,,Lakhatar,Surendranagar,Gujarat,India,382775,,,,,,,,,,,,,,,,
20,ChIJNQOOhId4xzsRZLZ-DIdNcvo,Kaulpet,Bagalkot,Bagalkot,Karnataka,India,587101,,Bachi - Raichur Highway,,,,,,,,,,,,,,
21,ChIJKbFi_UJkvzsRNkvgRWNm3hw,,Belgaum,Belagavi,Karnataka,India,591108,,Savagaon Road,,,,,,,,,,,,,,
22,ChIJuQn15JxmvzsRu_Z76sZlMyo,Nehru Nagar,Belgaum,Belagavi,Karnataka,India,590010,,,,,,,,,,,,,,,,
23,ChIJec3p5RwqxzsRnWb7OmmTaaA,Vikrampur,Belgaum,Belagavi,Karnataka,India,591304,,,,,,,,,,,,,,,,
24,ChIJq6qqegJAVzkR9CEcwFGb3Qw,Park Colony,Jamnagar,Jamnagar,Gujarat,India,361008,,,,,,,,,,,,,,,,
25,ChIJBcNoIyBkvzsRUkdUpdn_728,Nehru Nagar,Belgaum,Belagavi,Karnataka,India,590016,,,,,,,,,,,,,,,,
26,ChIJhSP1rXj_xjsRlQGPKc-Q53g,Sholapur,Vijayapura,Bijapur,Karnataka,India,586101,,,,,,,,,,,,,,,,
27,ChIJk1_UCE5lrzsRTuro1Yu_KNg,Kuvempu Nagara,Mysuru,Mysuru,Karnataka,India,570023,Kuvempu Nagar 1st Stage,,,,Vivekanandana Nagar,,,,,,,,,,,
28,ChIJQ-i0aJNlvzsRMjoeUcNInyw,Angol,Belgaum,Belagavi,Karnataka,India,590006,Bhagya Nagar,,,,,,,,,,,,,,,
29,ChIJr4k9LXprvzsRfAA_eFSIO8I,,Belgaum,Belagavi,Karnataka,India,591302,,,,,,,,,,,,,,,,
30,ChIJtR4bdQHqwDsRf-j37_9mT2k,,Chikodi,Belagavi,Karnataka,India,591201,,,,,,,,,,,,,,,,
31,ChIJl4v7E79mvzsRrKdi5Y8DznE,Belgaum Fort Area,Belgaum,Belagavi,Karnataka,India,590016,,Tahshildar Galli,,,,,,,,,,,,,,
32,ChIJg_dsYDLUwDsRwJ-ivhfLDao,,Ainapur,Belagavi,Karnataka,India,591303,,,,4,,,,,,,,,,,,
33,ChIJDa3a_IbsxzsRXjSxCuZIshY,,Muddebihal,Bijapur,Karnataka,India,586212,,SH 47,,,,,,,,,,,,,,
34,ChIJ3aPdtkdhvzsRMG_vHvAxeWw,,Chikodi,Belagavi,Karnataka,India,591201,,,,,,,,,,,,,,,,
35,ChIJ4TJra5WTwDsRBPP3jftftUE,,Sankeshwar,Belagavi,Karnataka,India,591313,,,,,,,,,,,,,,,,
36,ChIJhT61FYlmvzsRoEo1A3Rm0WI,Hindwadi,Belgaum,Belagavi,Karnataka,India,590011,Hanuman Nagar,,,,,,,,,,,,,,,
37,ChIJ_____8-vwDsRTAcJe7CRgQs,,Gokak,Belagavi,Karnataka,India,591307,,,,,Bombay Chawl,,,,,,,,,,,
38,ChIJq767t82vwDsR0SPHZ3ZOy14,,Gokak,Belagavi,Karnataka,India,591307,,,,,,,,,,,,,,,,
39,ChIJQSBUz5UMuDsRMD-ZP5VKOK4,,Ilkal,Bagalkot,Karnataka,India,587125,,,,,,,,,,,,,,,,
40,ChIJr4k9LXprvzsRfAA_eFSIO8I,,Belgaum,Belagavi,Karnataka,India,591302,,,,,,,,,,,,,,,,
41,ChIJ7WACxBfywDsRYfLrXnOpX00,Basvannagar,Nipani,Belagavi,Karnataka,India,591237,,,,,,,,,,,,,,,,
42,ChIJJ31kaiLNwDsRgRwDx2Y0uEU,,Harugeri,Belagavi,Karnataka,India,591220,,State Highway 31,,Plot 16,,,,,,,,,,,,
43,ChIJqwjN4UhhvzsRnTeWvAhFKg8,Nehru Nagar,Belgaum,Belagavi,Karnataka,India,590010,,,,,,,,,,,,,,,,
44,ChIJW5TmbRvKWTkR9uVdxTpKGMY,Gavliwad,Rajkot,Rajkot,Gujarat,India,360001,,,,,,,,,,,,,,,,
45,ChIJP76DiscwxzsRNaWfoPuWC0g,,Rabkavi Banhatti,Bagalkot,Karnataka,India,587311,,,,,,,,,,,,,,,,
46,ChIJyyKlWYLXyTsRXUkZ7BM1t_Y,Vidya Nagar,Raichur,Bagalkot,Karnataka,India,584135,,,,,,,,,,,,,,,,
47,ChIJj_MEawfXwDsR5_K3IiYLLE0,Ugar Khurd,Ugar,Belagavi,Karnataka,India,591316,,,,,,,,,,,,,,,,
48,ChIJj4MZAwfCwDsRvR7orYDFYMs,,Chikodi,Belagavi,Karnataka,India,591201,,State Highway 12,,,,,,,,,,,,,,
49,ChIJB1xP71DmwDsRJ67VSCAt6HA,,Sadalga,Belagavi,Karnataka,India,591239,,,,,,,,,,,,,,,,
50,ChIJ_YA3ZMJRvzsRuuLERhVksT8,,Bailhongal,Belagavi,Karnataka,India,591102,,,,,,,,,,,,,,,,
51,ChIJM3vxfgphvzsR-Ijxe3nPg6I,Kakati,Bailhongal,Belagavi,Karnataka,India,591102,,,,,,,,,,,,,,,,
52,ChIJ58C5Fzp5xzsRJYNxPiaqkik,Nava Nagar,Bagalkot,Bagalkot,Karnataka,India,587103,Sector 63A,,,,Sector 43,,,,,,,,,,,
53,ChIJQXVchoZmvzsRStSGy4axuMk,Angol,Belgaum,Belagavi,Karnataka,India,590006,Bhagya Nagar,,,,,,,,,,,,,,,
54,ChIJ3aPdtkdhvzsRMG_vHvAxeWw,,Chikodi,Belagavi,Karnataka,India,591201,,,,,,,,,,,,,,,,
55,ChIJLzaVUJ9mvzsRNpik2f_8Go4,Camp,Belgaum,Belagavi,Karnataka,India,590010,Velguem,,,,Hirekodi,,,,,,,,,,,
56,ChIJmR7ZFXlVxjsRTvSrWGt1IZc,,Bijapur,Bijapur,Karnataka,India,431701,,,,,,,,,,,,,,,,
57,ChIJV1jW_DPKWTkRlhxX_NCxrds,,Rajkot,Rajkot,Gujarat,India,360005,,,,,,,,,,,,,,,,
58,ChIJ8eEAoAHWxjsRc_-lDy5eXVs,,Athani,Belagavi,Karnataka,India,591304,,,,,,,,,,,,,,,,
59,ChIJq6qqWis3xzsRtQ9CQoxdMVo,,Jamkhandi,Bagalkot,Karnataka,India,587301,,,,,,,,,,,,,,,,
60,ChIJm1FVACPNwDsRjzBak_pRaSA,,Harugeri,Belagavi,Karnataka,India,591220,,,,,,,,,,,,,,,,
61,ChIJiYRc2lK4wDsRJ4gaW6WWwTo,,Jaganur,Belagavi,Karnataka,India,591305,,,,,,,,,,,,,,,,
62,ChIJwewcFZQBWDkRBXCnJfcJFBg,Gandhi Gram,Junagadh,Junagadh,Gujarat,India,362001,,College Road,,,,,,,,,,,,,,
63,ChIJQ-i0aJNlvzsRMjoeUcNInyw,Angol,Belgaum,Belagavi,Karnataka,India,590006,Bhagya Nagar,,,,,,,,,,,,,,,
64,ChIJAwAAAOyTwDsRDKEM9y8PhM8,,Belgaum,Belagavi,Karnataka,India,591313,,,,,,,,,,,,,,,,
65,ChIJf_pgD01hvzsRPV5BOU83-UQ,Nehru Nagar,Belgaum,Belagavi,Karnataka,India,590010,,,,,,,,,,,,,,,,
66,ChIJZ27aXPMpxzsRlZjyMNBRXok,,Athani,Belagavi,Karnataka,India,591304,,,,,,,,,,,,,,,,
67,ChIJowy9SDzIWTkRH0OQNY-V5KA,,Rajkot,Rajkot,Gujarat,India,360003,,,,,,,,,,,,,,,,
68,ChIJaRh9xh8CWDkRxSw9eYupVyA,Joshipura,Junagadh,Junagadh,Gujarat,India,362002,,,,,,,,,,,,,,,,
69,ChIJnxcHUf_pwDsRT8eoFUF-Idc,,Nanadi,Belagavi,Karnataka,India,591222,,,,,,,,,,,,,,,,
70,ChIJ_WHpu4w3vzsRNTnrhcHcXcI,Guruwar Peth,Kittur,Belagavi,Karnataka,India,591115,,,,,,,,,,,,,,,,
71,ChIJCRHPxa5mvzsRSu8Mv_KohFM,Camp,Belgaum,Belagavi,Karnataka,India,590001,Kallehol,,,,,,,,,,,,,,,
72,ChIJq6qqqlr_xjsReKcTdu-0PUs,,Vijayapura,Bijapur,Karnataka,India,586103,,,,,,,,,,,,,,,,
73,ChIJ58E-hMpsxzsRvUw8E4EGopI,,Bagalkot,Bagalkot,Karnataka,India,586103,,,,,,,,,,,,,,,,
74,ChIJ373IGpWAWDkRD4u0zQiJbNU,Batar Wadi,Amreli,Amreli,Gujarat,India,365601,,,,,,,,,,,,,,,,
75,ChIJtdkAhdwkCTkRguvBmzhg1Xs,Joly Grant,Dehradun,Dehradun,Uttarakhand,India,248140,,,,,,,,,,,,,,,,
76,ChIJX3j2HkTkqzsR_H8gk3zC7Ic,Chinna Seeragapadi,Periya Seeragapadi,Salem,Tamil Nadu,India,636308,,Salem - Kochi - Kanyakumari Hwy,,,,,,,,,,,,,,
77,ChIJs1-6o90QVToRs8p18PnO5iE,,Karaikal,Karaikal,Puducherry,India,609609,,,,,,,,,,,,,,,,
78,ChIJUQPPRD_xqzsRfYU2bD20yKY,Kondappanaickenpatti,Salem,Salem,Tamil Nadu,India,636008,,,,,,,,,,,,,,,,
79,ChIJmUZavgKfVDoReocUS5qjAAA,,Kirumampakkam,Cuddalore,Puducherry,India,607402,,,,,,,,,,,,,,,,
80,ChIJjT0xUArlqzsRycetCcDpf_E,Ariyanur,Salem,Salem,Tamil Nadu,India,636308,,,,,,,,,,,,,,,,
81,ChIJ0Xej3VLkqzsRz8nLerEwugs,Chinna Seeragapadi,Salem,Salem,Tamil Nadu,India,636308,,,,,,,,,,,,,,,,
82,ChIJwVRdMOHLWTkRAmBEl-LDco4,Munjka,Rajkot,Rajkot,Gujarat,India,360005,,,,,,,,,,,,,,,,
83,ChIJjT0xUArlqzsRycetCcDpf_E,Ariyanur,Salem,Salem,Tamil Nadu,India,636308,,,,,,,,,,,,,,,,
84,ChIJAXpfewrlqzsRxOvqTc5wn3k,Ariyanur,Salem,Salem,Tamil Nadu,India,636308,,,,,,,,,,,,,,,,
85,ChIJX3j2HkTkqzsR_H8gk3zC7Ic,Chinna Seeragapadi,Periya Seeragapadi,Salem,Tamil Nadu,India,636308,,Salem - Kochi - Kanyakumari Hwy,,,,,,,,,,,,,,
86,ChIJEe6hhz9gUjoRSN8w_SihxAk,Pozhichalur,Chennai,Kanchipuram,Tamil Nadu,India,600128,Vinayaka Nagar,,,,,,,,,,,,,,,
87,ChIJLYgq-lHkqzsR-HrOIrsdT7E,Chinna Seeragapadi,Salem,Salem,Tamil Nadu,India,636308,,,,,,,,,,,,,,,,
88,ChIJjT0xUArlqzsRycetCcDpf_E,Ariyanur,Salem,Salem,Tamil Nadu,India,636308,,,,,,,,,,,,,,,,
89,ChIJKaF36ln_VzkRFBEG9cxM1p0,Green City,Junagadh,Junagadh,Gujarat,India,362001,,,,,,,,,,,,,,,,
90,ChIJQR0LnVEO2TsRlboGVzVSN3Y,,Jalgaon,Jalgaon,Maharashtra,India,425001,,,,,,,,,,,,,,,,
91,ChIJU1VVVVU4WDkR7yyNhyl_9Pg,,Rajkot,Rajkot,Gujarat,India,360311,,,,,,,,,,,,,,,,
92,ChIJ_f___7wK7TkRTR2Hu_-q1_s,TCA Campus,Dholi,Muzaffarpur,Bihar,India,843121,,,,,,,,,,,,,,,,
93,ChIJuVgzZMIZWDkRu08nM_DFHrU,Chamunda Nagar,Rajkot,Rajkot,Gujarat,India,360370,,,,,,,,,,,,,,,,
94,ChIJvwPnt46Z7TkRz0d28F51NLU,,Pusa,Samastipur,Bihar,India,848185,,,,,,,,,,,,,,,,
95,ChIJa4AAANSh7TkR2acHQnQFhLc,,Pusa,Samastipur,Bihar,India,848185,,,,,,,,,,,,,,,,
96,ChIJu3OhA9eh7TkRIehGjQd9Myg,,Pusa,Samastipur,Bihar,India,848125,,,,,,,,,,,,,,,,
97,ChIJ49mtz2rvDzkRuWqtBkFg1_U,Sector 112,Landran,Sahibzada Ajit Singh Nagar,Punjab,India,140307,,,,,,,,,,,,,,,,
98,ChIJE4QUs7c6EDkRLMhpiBT2qq8,,,Patiala,Punjab,India,147201,,Nabha To Sauja Road,,,,,,,,,,,,,,
99,ChIJbUIWuZZQGjkRn91dycU6QYU,Ramneek Avenue,Jalandhar,Jalandhar,Punjab,India,144012,,Ramneek Avenue,,,,,,,,,,,,,,
100,ChIJo4NstGrvDzkR7upw0ZUyD0Q,Sector 112,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,Punjab,India,140307,,,,,,,,,,,,,,,,
101,ChIJr8_qSOrOGjkR1zIXsv9xxqQ,,Bhatoli,Una,Himachal Pradesh,India,174301,,Major District Road 39,,,,,,,,,,,,,,
102,ChIJO-mdI_UuGzkR4aUs7gXvOWg,,,Hamirpur,Himachal Pradesh,India,177033,,,,,,,,,,,,,,,,
103,ChIJVVVVVWUYGzkRkL1rIQDU02w,Dhandri,Amb,Una,Himachal Pradesh,India,177203,,,,,,,,,,,,,,,,
104,ChIJfW9tAoEuGzkRpmCfJwF_zJQ,,Jalari,Hamirpur,Himachal Pradesh,India,177042,,,,,,,,,,,,,,,,
105,ChIJrR9fFMvrHDkR__LLqJKTs5E,,Ahni,Chamba,Himachal Pradesh,India,176320,,,,,,,,,,,,,,,,
106,ChIJ84i_Mmt5BTkRM8AtJ6W2s_A,Totu,Shimla,Shimla,Himachal Pradesh,India,171011,,State Highway 16,,,,,,,,,,,,,,
107,ChIJq6qqqupfBTkRPK1D6Higa8Y,,Baddi,Solan,Himachal Pradesh,India,173205,,,,,,,,,,,,,,,,
108,ChIJLaj_B4NlBTkRlWWJ90txVsc,,Solan,Solan,Himachal Pradesh,India,173208,,,,,,,,,,,,,,,,
109,ChIJAQAAABziBDkRAHdMrr9W4Pg,,Deodhar,Mandi,Himachal Pradesh,India,175001,,,,,,,,,,,,,,,,
110,ChIJ28UPEiIxGzkRR4kGa3dX6HA,,Jawalamukhi,Kangra,Himachal Pradesh,India,176031,,,,,,,,,,,,,,,,
111,ChIJD6dUMDL4BDkRE2svbxOu_68,,Kullu,Kullu,Himachal Pradesh,India,175125,,,,,,,,,,,,,,,,
112,ChIJ50EZTcm9HDkRnGx4CgaoP3I,Chowgan Mohalla,Chamba,Chamba,Himachal Pradesh,India,176310,,,,,,,,,,,,,,,,
113,ChIJAQAAAEyBDzkR8zq2ckW6gDo,,Solan,Solan,Himachal Pradesh,India,173223,,,,,,,,,,,,,,,,
114,ChIJcYG6PB6KBDkRAl89o_oe4vU,,Manali,Kullu,Himachal Pradesh,India,175136,,,,,,,,,,,,,,,,
115,ChIJ_f__L-14BTkRy-mm8QE-gKI,The Mall,Shimla,Shimla,Himachal Pradesh,India,171001,,,,,,,,,,,,,,,,
116,ChIJS0s8m547BTkRVcYYj40Xzwg,,Bilaspur,Bilaspur,Himachal Pradesh,India,174021,,,,,,,,,,,,,,,,
117,ChIJTymQFHouGzkRHnIg9e2_zew,,Nadaun,Hamirpur,Himachal Pradesh,India,177033,,,,,,,,,,,,,,,,
118,ChIJueGN7ye4BDkR1BpdEQnPgTE,,Baijnath,Kangra,Himachal Pradesh,India,176125,,Neri - Bajnath Road,,,,,,,,,,,,,,
119,ChIJcYG6PB6KBDkRAl89o_oe4vU,,Manali,Kullu,Himachal Pradesh,India,175136,,,,,,,,,,,,,,,,
120,ChIJefFprqiMBTkRLn8OPQdyGU4,,Shimla,Shimla,Himachal Pradesh,India,171202,,,,,,,,,,,,,,,,
121,ChIJ_____8NbBTkR8-HO2Zs0va4,,Nalagarh,Solan,Himachal Pradesh,India,174101,,,,,,,,,,,,,,,,
122,ChIJ2cQ7nX3YBTkR-1WSpOxIwsk,,Palingi,Kinnaur,Himachal Pradesh,India,172115,,,,,,,,,,,,,,,,
123,ChIJXxroqlTTBDkRoEqgR5XcAI8,,,Hamirpur,Himachal Pradesh,India,177048,,NH 70,,,,,,,,,,,,,,
124,ChIJzzZGpzQIDzkRKUlJAJl5GH0,,Kala Amb,Sirmaur,Himachal Pradesh,India,173030,,,,,,,,,,,,,,,,
125,ChIJEVEMcrk-BTkR2FymiLde4MU,,Chandpur,Bilaspur,Himachal Pradesh,India,174004,,,,,,,,,,,,,,,,
126,ChIJUbKclNlNXjkR5LPSvZX9Fy8,Vallabh Vidyanagar,Vidyanagar,Anand,Gujarat,India,388120,Mahadev,,,,,Mahadev Garden,,,,,,,,,,
127,ChIJfeNnJsOzBDkRCtCNImKAJsI,Berachah,Kangra Dist,Kangra,Himachal Pradesh,India,176061,,,,,,,,,,,,,,,,
128,ChIJzbE67Tp6DzkRogYbfevDqzY,,Rajgarh,Sirmaur,Himachal Pradesh,India,173101,,,,,,,,,,,,,,,,
129,ChIJVR8TzqZ2BTkRmUXq2NDJ0eE,,Suni,Shimla,Himachal Pradesh,India,171301,,State Highway 13,,,,,,,,,,,,,,
130,ChIJfW9tAoEuGzkRpmCfJwF_zJQ,,Jalari,Hamirpur,Himachal Pradesh,India,177042,,,,,,,,,,,,,,,,
131,ChIJxepjOKZbGzkR6wt6TLTHnz4,,Rait,Kangra,Himachal Pradesh,India,176208,,National Highway 154,,,,,,,,,,,,,,
132,ChIJmZU4Da9oGzkRWJ1Wlx736K8,,Chalwara Khas,Kangra,Himachal Pradesh,India,176023,,,,,,,,,,,,,,,,
133,ChIJcVwM8B0cBTkRSWTtf3J5IHM,,Mandi,Mandi,Himachal Pradesh,India,175008,,,,,,,,,,,,,,,,
134,ChIJU69OIZtOXjkRQ9yXY42StKM,Ganesh Colony,Anand,Anand,Gujarat,India,388001,,,,,,,,,,,,,,,,
135,ChIJr8VYIkwXGzkR2lz0PpbyU4g,,Daulatpur,Una,Himachal Pradesh,India,144206,,,,,,,,,,,,,,,,
136,ChIJ02u2augJDzkR0YsTMLbaZf4,,Kala Amb,Sirmaur,Himachal Pradesh,India,173030,,Major District Road 4,,,,,,,,,,,,,,
137,ChIJgVk9Qp-ZHDkRWwXp1aaClnU,,Chowari,Chamba,Himachal Pradesh,India,176302,,College Road,,,,,,,,,,,,,,
138,ChIJW180njziBDkRp0648koQ_Dc,Tarna,Mandi,Mandi,Himachal Pradesh,India,175008,,,,,Batehar,,,,,,,,,,,
139,ChIJLSMyPU6EDzkRaXVx9dLPoDg,,Solan,Solan,Himachal Pradesh,India,173229,,,,,,,,,,,,,,,,
140,ChIJB0BoMiEiGzkREUH3KBW8KWY,Kuthera Kherla,Amb,Una,Himachal Pradesh,India,177210,,,,,,,,,,,,,,,,
141,ChIJoRjcC5x4BTkRXQ0vHn3yjqE,Sanjauli,Shimla,Shimla,Himachal Pradesh,India,171006,,,,,,,,,,,,,,,,
142,ChIJH_liZPz5BTkROaWqE0Z-FR8,,Sawra,Shimla,Himachal Pradesh,India,171206,,,,,Sarswati Nagar,,,,,,,,,,,
143,ChIJ-TdiuHVOXjkR38qeOL1gUtc,Vallabh Vidyanagar,Vallabh Vidya Nagar,Anand,Gujarat,India,388120,Mota Bazaar,,,,,,,,,,,,,,,
144,ChIJAQAAAEyBDzkR8zq2ckW6gDo,,Solan,Solan,Himachal Pradesh,India,173223,,,,,,,,,,,,,,,,
145,ChIJwURX5AV5BTkRz3tsT1KgfPA,Summer Hill,Shimla,Shimla,Himachal Pradesh,India,171011,,,,,,,,,,,,,,,,
146,ChIJJ0RYl454BTkRHQLU7RwyPZY,Longwood,Shimla,Shimla,Himachal Pradesh,India,171001,,,,,,,,,,,,,,,,
147,ChIJ_____y-CDzkReEZxru3hFYY,,Solan,Solan,Himachal Pradesh,India,173223,,,,,,,,,,,,,,,,
148,ChIJv2z0QHDQGjkRkL_Rv-otJWs,Professor Colony,Una,Una,Himachal Pradesh,India,174303,,State Highway 25,,,,,,,,,,,,,,
149,ChIJkdNV2gZRGzkRoL6uLC4VW-g,Jawahar Nagar,Dharamshala,Kangra,Himachal Pradesh,India,176215,,,,,,,,,,,,,,,,
150,ChIJZ3jiK5tOXjkRzTHSayV-qRs,Ganesh Colony,Anand,Anand,Gujarat,India,388001,,,,,,,,,,,,,,,,
151,ChIJyQtj6kvUBDkRJLFhvvZiqyA,,Hamirpur,Hamirpur,Himachal Pradesh,India,177001,,,,,,,,,,,,,,,,
152,ChIJP60xHg6CBTkRHmjjo7y176s,Bhattakufer,Shimla,Shimla,Himachal Pradesh,India,171006,,,,,,,,,,,,,,,,
153,ChIJAQAAANBiBTkRaU0mJxUO_jo,,DISTT.SOLAN,Solan,Himachal Pradesh,India,173206,,,,,,,,,,,,,,,,
154,ChIJVVVVVXE9BTkRvZg3UzZ3p-4,,Sundernagar,Mandi,Himachal Pradesh,India,175030,,,,,,,,,,,,,,,,
155,ChIJP1I4ZEuBDzkR_uFxdG_Wfmc,Bajoral Khurd,Solan,Solan,Himachal Pradesh,India,173212,,,,,,,,,,,,,,,,
156,ChIJMe-mQyEbCDsRREwFOJsb6FI,,Manancherikunnu,Ernakulam,Kerala,India,683594,,UNDER MG UNIVERSITY,,,,,,,,,,,,,,
157,ChIJ9fMlRCUlBjsRn7DtJjBabvI,,Mallappally,Pathanamthitta,Kerala,India,689594,,,,,,,,,,,,,,,,
158,ChIJ9-CKuaYMCDsRdHdhQLuGF8g,,Kakkanad,Ernakulam,Kerala,India,682039,,,,,Rajagiri Valley,,,,,,,,,,,
159,ChIJV1aEi-95CDsRY2qiIW7nCHU,,Vaikom,Kottayam,Kerala,India,686143,,,,,,,,,,,,,,,,
160,ChIJcYqdsd5-CDsRMzicbpxsdvE,,Thalayazham,Kottayam,Kerala,India,686607,,College Road,,,,,,,,,,,,,,
161,ChIJ053wpwAyBjsR7OLk9XoW-W8,,Kottayam,Kottayam,Kerala,India,686521,,,,,,,,,,,,,,,,
162,ChIJ-9pE4k4MCDsRhi5ijqgMZL4,Edappally,Kochi,Ernakulam,Kerala,India,682021,Thrikkakara,,,,,,,,,,,,,,,
163,ChIJ9xFgnnVOXjkR2vU5nzLP2eY,Vallabh Vidyanagar,Vallabh Vidhyanagar,Anand,Gujarat,India,388120,Mota Bazaar,,,,,,,,,,,,,,,
164,ChIJRRqLRGkkBjsRqO5LBE8xUNY,,Thiruvalla,Pathanamthitta,Kerala,India,689101,,Thiruvalla - Mallappally Road,,,,,,,,,,,,,,
165,ChIJ3_veh_o1BjsRqI_XeIwYPOA,Podimattam,Kanjirappally,Kottayam,Kerala,India,686512,,,,,,,,,,,,,,,,
166,ChIJz_Oie6TnBzsRH-e5nNI_8uw,,Puthuppady,Ernakulam,Kerala,India,686673,,Marian Village,,,,,,,,,,,,,,
167,ChIJ-ZYLnQ3hBzsRqZh-ixCwzcM,,Ernakulam,Ernakulam,Kerala,India,683541,,,,,,,,,,,,,,,,
168,ChIJ-4nRzXQmBjsRwJ7Ok5JaSTU,Perunna,Kottayam,Kottayam,Kerala,India,686102,,,,,,,,,,,,,,,,
169,ChIJ8eltpwUmBjsRBSHKU1A0zjA,,Kottayam,Kottayam,Kerala,India,686101,,,,,,,,,,,,,,,,
170,ChIJASgLxcrUBzsRjrktO9AipAA,Gandhi Nagar,Kottayam,Kottayam,Kerala,India,686008,,,,,,,,,,,,,,,,
171,ChIJr7AyOsAQCDsRjejJ2FH9Q9w,Ayyampilly,Ernakulam,Ernakulam,Kerala,India,682501,,,,,,,,,,,,,,,,
172,ChIJpVRUvYNOXjkRMJiPpPowo-w,Ganesh Colony,Anand,Anand,Gujarat,India,388001,,,,,,,,,,,,,,,,
173,ChIJU5X8Wu8LCDsRiJ7vVqnbJwo,Edathala,Aluva,Ernakulam,Kerala,India,682021,,,,,Mochamkulam,,,,,,,,,,,
174,ChIJp3X0hNQuBjsRymJQ5dC1Zuo,,Kottayam,Kottayam,Kerala,India,686532,,,,,,,,,,,,,,,,
175,ChIJs68Aif7XBzsREgCW-AK883A,,Thalayolaparambu,Kottayam,Kerala,India,686605,,,,,,,,,,,,,,,,
176,ChIJAQDAdgokBjsRd_yL4Z7XH3Q,,Thiruvalla,Pathanamthitta,Kerala,India,689101,,,,,,,,,,,,,,,,
177,ChIJM6y4nGWZBzsRLebuujcPeKU,,Munnar,Idukki,Kerala,India,685612,,,,,,,,,,,,,,,,
178,ChIJq5J70ZpHBjsR3EuX8E8OOvQ,,Pathanamthitta Dist,Pathanamthitta,Kerala,India,686511,,,,,,,,,,,,,,,,
179,ChIJdWvPRVcpBjsRKmxAss0gWEo,,Channanikkad,Kottayam,Kerala,India,686531,,,,,,,,,,,,,,,,
180,ChIJVygmxX3mBzsRGT6JxUaewGI,,Nellikuzhi,Ernakulam,Kerala,India,686691,,,,,,,,,,,,,,,,
181,ChIJoR1iLyXRBzsRezZUIH-OKPU,,Kuravilangad,Kottayam,Kerala,India,686633,,,,,,,,,,,,,,,,
