"f. b. m., c.a.b., c.acc., english  p.m.m., hrm, m.a.& f.m., b.& i.l., s.m.b., r.m., e.m.   i.d., s.s.m., l.m., r.s.m., e i, project","f. b. m., c.a.b., c.acc., english  p.m.m., hrm, m.a.& f.m., b.& i.l., s.m.b., r.m., e.m.   i.d., s.s.m., l.m., r.s.m., e i, project","f. b. m., c.a.b., c.acc., english  p.m.m., hrm, m.a.& f.m., b.& i.l., s.m.b., r.m., e.m.   i.d., s.s.m., l.m., r.s.m., e i, project","f. b. m., c.a.b., c.acc., english  p.m.m., hrm, m.a.& f.m., b.& i.l., s.m.b., r.m., e.m.   i.d., s.s.m., l.m., r.s.m., e i, project"
"sceince","sceince","sceince","sceince"
"pgdcs","pgdcs","pgdcs","pgdcs"
"environment","environment","environment","environment"
"marathi`","marathi`","marathi`","marathi`"
"cosmetic","cosmetic","cosmetic","cosmetic"
"personal management","personal management","personal management","personal management"
"as per university  syllabus","as per university  syllabus","as per university  syllabus","as per university  syllabus"
"s per university  syllabus","s per university  syllabus","s per university  syllabus","s per university  syllabus"
"phy edu","phy edu","phy edu","phy edu"
"master of labour studies [m.l.s.]","master of labour studies [m.l.s.]","master of labour studies  m.l.s.","master of labour studies -m.l.s."
"b.sc.[home science]","b.sc.[home science]","b.sc. home science","b.sc.-home science"
"pharmaceutics -1,organic chemistry,human anatomy and physiology,biochemistry,pharmacognocy,pharma chem inorganic","pharmaceutics -1,organic chemistry,human anatomy and physiology,biochemistry,pharmacognocy,pharma chem inorganic","pharmaceutics -1,organic chemistry,human anatomy and physiology,biochemistry,pharmacognocy,pharma chem inorganic","pharmaceutics -1,organic chemistry,human anatomy and physiology,biochemistry,pharmacognocy,pharma chem inorganic"
"social works subjects","social works subjects","social works subjects","social works subjects"
"ce [ii shifte]","ce [ii shifte]","ce  ii shifte","ce -ii shifte"
"me [ii shift]","me [ii shift]","me  ii shift","me -ii shift"
"p.g.d.c.s. [as per syllabus]","p.g.d.c.s. [as per syllabus]","p.g.d.c.s.  as per syllabus","p.g.d.c.s. -as per syllabus"
"p.g.d.c.c.a. [as per syllabus]","p.g.d.c.c.a. [as per syllabus]","p.g.d.c.c.a.  as per syllabus","p.g.d.c.c.a. -as per syllabus"
"computer management [as per syllabus]","computer management [as per syllabus]","computer management  as per syllabus","computer management -as per syllabus"
"computer science [as per syllabus]","computer science [as per syllabus]","computer science  as per syllabus","computer science -as per syllabus"
"mathematics [as per syllabus]","mathematics [as per syllabus]","mathematics  as per syllabus","mathematics -as per syllabus"
"chemistry [as per syllabus]","chemistry [as per syllabus]","chemistry  as per syllabus","chemistry -as per syllabus"
"microbiology [as per syllabus]","microbiology [as per syllabus]","microbiology  as per syllabus","microbiology -as per syllabus"
"sociology [as per syllabus]","sociology [as per syllabus]","sociology  as per syllabus","sociology -as per syllabus"
"economics [as per syllabus]","economics [as per syllabus]","economics  as per syllabus","economics -as per syllabus"
"english [as per syllabus]","english [as per syllabus]","english  as per syllabus","english -as per syllabus"
"marathi [as per syllabus]","marathi [as per syllabus]","marathi  as per syllabus","marathi -as per syllabus"
"l.l.b","l.l.b","l.l.b","l.l.b"
"bcca, bba,b.com","bcca, bba,b.com","bcca, bba,b.com","bcca, bba,b.com"
"computer management","computer management","computer management","computer management"
"marathi literature","marathi literature","marathi literature","marathi literature"
"home-economics","home-economics","home-economics","home-economics"
"department of master in computer application","department of master in computer application","department of master in computer application","department of master in computer application"
"department of information technology","department of information technology","department of information technology","department of information technology"
"department of computer science & engg.","department of computer science & engg.","department of computer science & engg.","department of computer science & engg."
"department of computer technology","department of computer technology","department of computer technology","department of computer technology"
"department of electronics engineering","department of electronics engineering","department of electronics engineering","department of electronics engineering"
"department of electrical engg","department of electrical engg","department of electrical engg","department of electrical engg"
"department of electronics & telecommunication engg.","department of electronics & telecommunication engg.","department of electronics & telecommunication engg.","department of electronics & telecommunication engg."
"compute application","compute application","compute application","compute application"
"phy. edu","phy. edu","phy. edu","phy. edu"
"power electronics & systems","power electronics & systems","power electronics & systems","power electronics & systems"
"electrical egineering","electrical egineering","electrical egineering","electrical egineering"
"b.c.c.a.","b.c.c.a.","b.c.c.a.","b.c.c.a."
"p.g.d.c.c.a.","p.g.d.c.c.a.","p.g.d.c.c.a.","p.g.d.c.c.a."
"m.c.m.","m.c.m.","m.c.m.","m.c.m."
"eng,mar,mlt,his,soc,eco,hce,geo,pol","eng,mar,mlt,his,soc,eco,hce,geo,pol","eng,mar,mlt,his,soc,eco,hce,geo,pol","eng,mar,mlt,his,soc,eco,hce,geo,pol"
"m.tech in civil engineering","m.tech in civil engineering","m.tech in civil engineering","m.tech in civil engineering"
"m.tech in mechanical engineering","m.tech in mechanical engineering","m.tech in mechanical engineering","m.tech in mechanical engineering"
"etc","etc","etc","etc"
"etrx","etrx","etrx","etrx"
"cse shift-ii","cse shift-ii","cse shift-ii","cse shift-ii"
"cse shift-i","cse shift-i","cse shift-i","cse shift-i"
"vlsi shift-i","vlsi shift-i","vlsi shift-i","vlsi shift-i"
"vlsi shift-ii","vlsi shift-ii","vlsi shift-ii","vlsi shift-ii"
"ele. & comm. engg.","ele. & comm. engg.","ele. & comm. engg.","ele. & comm. engg."
"electronics and tele - communication engineering","electronics and tele - communication engineering","electronics and tele - communication engineering","electronics and tele - communication engineering"
"electrical engineering [ electronics  & power]","electrical engineering [ electronics  & power]","electrical engineering   electronics  & power","electrical engineering - electronics  & power"
"marathi, sociology, history, home economic,","marathi, sociology, history, home economic,","marathi, sociology, history, home economic,","marathi, sociology, history, home economic,"
"ips","ips","ips","ips"
"fire","fire","fire","fire"
"theatre & stage craft","theatre & stage craft","theatre & stage craft","theatre & stage craft"
"acting","acting","acting","acting"
"bcca","bcca","bcca","bcca"
"m.a.[economics]","m.a.[economics]","m.a. economics","m.a.-economics"
"m.a.[home economics]","m.a.[home economics]","m.a. home economics","m.a.-home economics"
"m.a.[pol.sci]","m.a.[pol.sci]","m.a. pol.sci","m.a.-pol.sci"
"m.a.[ english0]","m.a.[ english0]","m.a.  english0","m.a.- english0"
"m.a. [marathi]","m.a. [marathi]","m.a.  marathi","m.a. -marathi"
"building technology, food processing &engg.","building technology, food processing &engg.","building technology, food processing &engg.","building technology, food processing &engg."
"english, marathi","english, marathi","english, marathi","english, marathi"
"pharmaacy","pharmaacy","pharmaacy","pharmaacy"
"computer sci","computer sci","computer sci","computer sci"
"social sci.","social sci.","social sci.","social sci."
"home sci.","home sci.","home sci.","home sci."
"home eco.","home eco.","home eco.","home eco."
"political sci.","political sci.","political sci.","political sci."
"mehcnical engineerin","mehcnical engineerin","mehcnical engineerin","mehcnical engineerin"
"architectural assistantship","architectural assistantship","architectural assistantship","architectural assistantship"
"--","--","--","--"
"as per univer","as per univer","as per univer","as per univer"
"embedded system & computing","embedded system & computing","embedded system & computing","embedded system & computing"
"mar, eng, elt, mlt,pol,his,eco,soc,home-eco,psy,geo,","mar, eng, elt, mlt,pol,his,eco,soc,home-eco,psy,geo,","mar, eng, elt, mlt,pol,his,eco,soc,home-eco,psy,geo,","mar, eng, elt, mlt,pol,his,eco,soc,home-eco,psy,geo,"
"computer science &   engineering","computer science &   engineering","computer science &   engineering","computer science &   engineering"
"eeis, dltlp, eete, besifsp, method, optaional","eeis, dltlp, eete, besifsp, method, optaional","eeis, dltlp, eete, besifsp, method, optaional","eeis, dltlp, eete, besifsp, method, optaional"
"info tech","info tech","info tech","info tech"
"comp tech","comp tech","comp tech","comp tech"
"electronics engg","electronics engg","electronics engg","electronics engg"
"[information technology ] as per syllabus","[information technology ] as per syllabus"," information technology  as per syllabus","-information technology  as per syllabus"
"[computer science] as per syllabus","[computer science] as per syllabus"," computer science as per syllabus","-computer science as per syllabus"
"compute application [bcca ] as  per syllabus","compute application [bcca ] as  per syllabus","compute application  bcca  as  per syllabus","compute application -bcca  as  per syllabus"
"[commerce] as per syllabus","[commerce] as per syllabus"," commerce as per syllabus","-commerce as per syllabus"
"commerce[as per syllabus]","commerce[as per syllabus]","commerce as per syllabus","commerce-as per syllabus"
"pali & pakrut","pali & pakrut","pali & pakrut","pali & pakrut"
"b.c.c.a","b.c.c.a","b.c.c.a","b.c.c.a"
"software systems","software systems","software systems","software systems"
"electronics and telecommunications engineering","electronics and telecommunications engineering","electronics and telecommunications engineering","electronics and telecommunications engineering"
"power electronics and power systems","power electronics and power systems","power electronics and power systems","power electronics and power systems"
"electrical engineering ring","electrical engineering ring","electrical engineering ring","electrical engineering ring"
"direct second year computer sci & engg","direct second year computer sci & engg","direct second year computer sci & engg","direct second year computer sci & engg"
"computer secience & engineering","computer secience & engineering","computer secience & engineering","computer secience & engineering"
"direct scond year mechanical engg","direct scond year mechanical engg","direct scond year mechanical engg","direct scond year mechanical engg"
"heat power  engineering","heat power  engineering","heat power  engineering","heat power  engineering"
"direct second year electronics & telecomm engg","direct second year electronics & telecomm engg","direct second year electronics & telecomm engg","direct second year electronics & telecomm engg"
"integrated power system","integrated power system","integrated power system","integrated power system"
"electronics [communication]","electronics [communication]","electronics  communication","electronics -communication"
"electrical [power electronics & power systems]","electrical [power electronics & power systems]","electrical  power electronics & power systems","electrical -power electronics & power systems"
"comm.","comm.","comm.","comm."
"electronics engineering [communication]","electronics engineering [communication]","electronics engineering  communication","electronics engineering -communication"
"as per uni sys","as per uni sys","as per uni sys","as per uni sys"
"mechanical engineeringcad/cam","mechanical engineeringcad/cam","mechanical engineeringcad/cam","mechanical engineeringcad/cam"
"electrical:power electronics and power system","electrical:power electronics and power system","electrical:power electronics and power system","electrical:power electronics and power system"
"textile science","textile science","textile science","textile science"
"library scinece","library scinece","library scinece","library scinece"
"applied arts","applied arts","applied arts","applied arts"
"as per silabus","as per silabus","as per silabus","as per silabus"
"pepar 1,2,3,4","pepar 1,2,3,4","pepar 1,2,3,4","pepar 1,2,3,4"
"phyedu","phyedu","phyedu","phyedu"
"phy,edu","phy,edu","phy,edu","phy,edu"
"07","07","07","07"
"08","08","08","08"
"paper 1 to 6","paper 1 to 6","paper 1 to 6","paper 1 to 6"
"electronic design technology","electronic design technology","electronic design technology","electronic design technology"
"very large scale integration design","very large scale integration design","very large scale integration design","very large scale integration design"
"b.c.a. syllabus","b.c.a. syllabus","b.c.a. syllabus","b.c.a. syllabus"
"b.c.c.a. syllabus subject","b.c.c.a. syllabus subject","b.c.c.a. syllabus subject","b.c.c.a. syllabus subject"
"commerce syllabus subject","commerce syllabus subject","commerce syllabus subject","commerce syllabus subject"
"b.b.a. syllabus","b.b.a. syllabus","b.b.a. syllabus","b.b.a. syllabus"
"m.c.m syllabus","m.c.m syllabus","m.c.m syllabus","m.c.m syllabus"
"marthi","marthi","marthi","marthi"
"eng, mar, f/a, b/e, pbm, stbm,m/m, it","eng, mar, f/a, b/e, pbm, stbm,m/m, it","eng, mar, f/a, b/e, pbm, stbm,m/m, it","eng, mar, f/a, b/e, pbm, stbm,m/m, it"
"electronics and  telecommunication engineering","electronics and  telecommunication engineering","electronics and  telecommunication engineering","electronics and  telecommunication engineering"
"electrical  engineering","electrical  engineering","electrical  engineering","electrical  engineering"
"php,oas,esp,phe,edu method, o&c","php,oas,esp,phe,edu method, o&c","php,oas,esp,phe,edu method, o&c","php,oas,esp,phe,edu method, o&c"
"i- epe,gsc,his,aap,hhs,lng ii- pek,epc,yog,mpe,his  iii- php,oap,rec,his,o&c,her","i- epe,gsc,his,aap,hhs,lng ii- pek,epc,yog,mpe,his  iii- php,oap,rec,his,o&c,her","i- epe,gsc,his,aap,hhs,lng ii- pek,epc,yog,mpe,his  iii- php,oap,rec,his,o&c,her","i- epe,gsc,his,aap,hhs,lng ii- pek,epc,yog,mpe,his  iii- php,oap,rec,his,o&c,her"
"as per rtmnu","as per rtmnu","as per rtmnu","as per rtmnu"
"educatrion","educatrion","educatrion","educatrion"
"masters of business administration","masters of business administration","masters of business administration","masters of business administration"
"civil engg-ii shift","civil engg-ii shift","civil engg-ii shift","civil engg-ii shift"
"electronics engg.","electronics engg.","electronics engg.","electronics engg."
"mechanical engg.-ii shift","mechanical engg.-ii shift","mechanical engg.-ii shift","mechanical engg.-ii shift"
"electronics & power engg.","electronics & power engg.","electronics & power engg.","electronics & power engg."
"electronics & telecomm. engg.-ii shift","electronics & telecomm. engg.-ii shift","electronics & telecomm. engg.-ii shift","electronics & telecomm. engg.-ii shift"
"environmental  science","environmental  science","environmental  science","environmental  science"
"pcm, cbz, pcom, scom, pem, psm, cbenv., czenv.","pcm, cbz, pcom, scom, pem, psm, cbenv., czenv.","pcm, cbz, pcom, scom, pem, psm, cbenv., czenv.","pcm, cbz, pcom, scom, pem, psm, cbenv., czenv."
"environmental engg.","environmental engg.","environmental engg.","environmental engg."
"mechanicalengineering","mechanicalengineering","mechanicalengineering","mechanicalengineering"
"electronics & communcation engineering","electronics & communcation engineering","electronics & communcation engineering","electronics & communcation engineering"
"buisness adminstration","buisness adminstration","buisness adminstration","buisness adminstration"
"imb","imb","imb","imb"
"lib & i.sc.","lib & i.sc.","lib & i.sc.","lib & i.sc."
"bhojpuri","bhojpuri","bhojpuri","bhojpuri"
"coputor","coputor","coputor","coputor"
"a.i.h.c.","a.i.h.c.","a.i.h.c.","a.i.h.c."
"a.i.h.c","a.i.h.c","a.i.h.c","a.i.h.c"
"mm,hr,fm,ib,pmm,pim","mm,hr,fm,ib,pmm,pim","mm,hr,fm,ib,pmm,pim","mm,hr,fm,ib,pmm,pim"
"comp. sc.","comp. sc.","comp. sc.","comp. sc."
"physical edication","physical edication","physical edication","physical edication"
"applied mathematics","applied mathematics","applied mathematics","applied mathematics"
"bio science","bio science","bio science","bio science"
"travel and tourism management","travel and tourism management","travel and tourism management","travel and tourism management"
"psychological counselling","psychological counselling","psychological counselling","psychological counselling"
"nutritions","nutritions","nutritions","nutritions"
"human physiology","human physiology","human physiology","human physiology"
"m.p.ed.","m.p.ed.","m.p.ed.","m.p.ed."
"arts,english","arts,english","arts,english","arts,english"
"aquaculture management & technology","aquaculture management & technology","aquaculture management & technology","aquaculture management & technology"
"environment studies","environment studies","environment studies","environment studies"
"rabindra sangeet","rabindra sangeet","rabindra sangeet","rabindra sangeet"
"omsv","omsv","omsv","omsv"
"computer science & bca","computer science & bca","computer science & bca","computer science & bca"
"science[pure]","science[pure]","science pure","science-pure"
"science[bio]","science[bio]","science bio","science-bio"
"biomedical laboratory technology","biomedical laboratory technology","biomedical laboratory technology","biomedical laboratory technology"
"ll.b.","ll.b.","ll.b.","ll.b."
"ll.m.","ll.m.","ll.m.","ll.m."
"b.com. honours","b.com. honours","b.com. honours","b.com. honours"
"b.com. general","b.com. general","b.com. general","b.com. general"
"beng,sans.,eng.,w.ed., geo.,hist.,l.sc.,physc,math","beng,sans.,eng.,w.ed., geo.,hist.,l.sc.,physc,math","beng,sans.,eng.,w.ed., geo.,hist.,l.sc.,physc,math","beng,sans.,eng.,w.ed., geo.,hist.,l.sc.,physc,math"
"accountancy [hons.]","accountancy [hons.]","accountancy  hons.","accountancy -hons."
"phy. edn.","phy. edn.","phy. edn.","phy. edn."
"ceramic technology","ceramic technology","ceramic technology","ceramic technology"
"pol. scinence","pol. scinence","pol. scinence","pol. scinence"
"tourism and hospitality management","tourism and hospitality management","tourism and hospitality management","tourism and hospitality management"
"b.a[general]","b.a[general]","b.a general","b.a-general"
"b.com[general]","b.com[general]","b.com general","b.com-general"
"b.sc[bio]","b.sc[bio]","b.sc bio","b.sc-bio"
"b.sc[pure]","b.sc[pure]","b.sc pure","b.sc-pure"
"aquaculture managementscience","aquaculture managementscience","aquaculture managementscience","aquaculture managementscience"
"fishery and farm management","fishery and farm management","fishery and farm management","fishery and farm management"
"i.f.f","i.f.f","i.f.f","i.f.f"
"spl. edn. [v.i.]","spl. edn. [v.i.]","spl. edn.  v.i.","spl. edn. -v.i."
"clinical refraction, visual rehabilitation, medical law, principles of ward work & ot, training","clinical refraction, visual rehabilitation, medical law, principles of ward work & ot, training","clinical refraction, visual rehabilitation, medical law, principles of ward work & ot, training","clinical refraction, visual rehabilitation, medical law, principles of ward work & ot, training"
"income tax and sale tax","income tax and sale tax","income tax and sale tax","income tax and sale tax"
"tourism and hotel management","tourism and hotel management","tourism and hotel management","tourism and hotel management"
"yoga theraphic","yoga theraphic","yoga theraphic","yoga theraphic"
"chemisry","chemisry","chemisry","chemisry"
"zoollogy","zoollogy","zoollogy","zoollogy"
"compputer","compputer","compputer","compputer"
"bacheleor of computer appllication","bacheleor of computer appllication","bacheleor of computer appllication","bacheleor of computer appllication"
"compter","compter","compter","compter"
"hindi,history,political science","hindi,history,political science","hindi,history,political science","hindi,history,political science"
"commerce with economics and computer application","commerce with economics and computer application","commerce with economics and computer application","commerce with economics and computer application"
"b.a. llb","b.a. llb","b.a. llb","b.a. llb"
"computer applicarion","computer applicarion","computer applicarion","computer applicarion"
"b.b.a.[hons]","b.b.a.[hons]","b.b.a. hons","b.b.a.-hons"
"b.com-bachelor of commerce","b.com-bachelor of commerce","b.com-bachelor of commerce","b.com-bachelor of commerce"
"c.a.","c.a.","c.a.","c.a."
"c.a","c.a","c.a","c.a"
"soc.","soc.","soc.","soc."
"socioligy","socioligy","socioligy","socioligy"
"integrated mba","integrated mba","integrated mba","integrated mba"
"c.e","c.e","c.e","c.e"
"part time- ece","part time- ece","part time- ece","part time- ece"
"mechanical engieering","mechanical engieering","mechanical engieering","mechanical engieering"
"electronic & communication","electronic & communication","electronic & communication","electronic & communication"
"civil engg [structural]","civil engg [structural]","civil engg  structural","civil engg -structural"
"electornic & communication  engineering","electornic & communication  engineering","electornic & communication  engineering","electornic & communication  engineering"
"sau uni","sau uni","sau uni","sau uni"
"medicine & surgery","medicine & surgery","medicine & surgery","medicine & surgery"
"orthodontics and dentofacial orthopaedics","orthodontics and dentofacial orthopaedics","orthodontics and dentofacial orthopaedics","orthodontics and dentofacial orthopaedics"
"conservative dentistry and endodonticstive dentistry and ecsology","conservative dentistry and endodonticstive dentistry and ecsology","conservative dentistry and endodonticstive dentistry and ecsology","conservative dentistry and endodonticstive dentistry and ecsology"
"prosthodontics, crown and bridge","prosthodontics, crown and bridge","prosthodontics, crown and bridge","prosthodontics, crown and bridge"
"pediatric dentistry and preventive children's dentistry","pediatric dentistry and preventive children's dentistry","pediatric dentistry and preventive children's dentistry","pediatric dentistry and preventive children's dentistry"
"oral medicine and radiologyprosthodontics, crown and bridge","oral medicine and radiologyprosthodontics, crown and bridge","oral medicine and radiologyprosthodontics, crown and bridge","oral medicine and radiologyprosthodontics, crown and bridge"
"dentalntics and dentofacial orthopaedics","dentalntics and dentofacial orthopaedics","dentalntics and dentofacial orthopaedics","dentalntics and dentofacial orthopaedics"
"oral pathology and microbiology","oral pathology and microbiology","oral pathology and microbiology","oral pathology and microbiology"
"periodontal","periodontal","periodontal","periodontal"
"oral and maxillo facial surgery","oral and maxillo facial surgery","oral and maxillo facial surgery","oral and maxillo facial surgery"
"pharmaceutics [drug regulatory   affairs]","pharmaceutics [drug regulatory   affairs]","pharmaceutics  drug regulatory   affairs","pharmaceutics -drug regulatory   affairs"
"b.a. ll.b","b.a. ll.b","b.a. ll.b","b.a. ll.b"
"b.b.a. ll.b","b.b.a. ll.b","b.b.a. ll.b","b.b.a. ll.b"
"diploma in international business laws and corporate laws in india","diploma in international business laws and corporate laws in india","diploma in international business laws and corporate laws in india","diploma in international business laws and corporate laws in india"
"diploma in taxation laws","diploma in taxation laws","diploma in taxation laws","diploma in taxation laws"
"diploma in labour laws and labour welfare","diploma in labour laws and labour welfare","diploma in labour laws and labour welfare","diploma in labour laws and labour welfare"
"diploma in intellectual property laws","diploma in intellectual property laws","diploma in intellectual property laws","diploma in intellectual property laws"
"b.a.ll.b. [honours]","b.a.ll.b. [honours]","b.a.ll.b.  honours","b.a.ll.b. -honours"
"diploma in cyber laws","diploma in cyber laws","diploma in cyber laws","diploma in cyber laws"
"ll.m","ll.m","ll.m","ll.m"
"diploma in arbitration, conciliation and alternative dispute resolution system","diploma in arbitration, conciliation and alternative dispute resolution system","diploma in arbitration, conciliation and alternative dispute resolution system","diploma in arbitration, conciliation and alternative dispute resolution system"
"b.b.a. ll.b. [honours]","b.b.a. ll.b. [honours]","b.b.a. ll.b.  honours","b.b.a. ll.b. -honours"
"telecom management","telecom management","telecom management","telecom management"
"[executive] telecom management","[executive] telecom management"," executive telecom management","-executive telecom management"
"[executive] information technology","[executive] information technology"," executive information technology","-executive information technology"
"post graduate programme in information technology business management","post graduate programme in information technology business management","post graduate programme in information technology business management","post graduate programme in information technology business management"
"information technology business management","information technology business management","information technology business management","information technology business management"
"agri business","agri business","agri business","agri business"
"energy & environment","energy & environment","energy & environment","energy & environment"
"post graduate diploma in financial management","post graduate diploma in financial management","post graduate diploma in financial management","post graduate diploma in financial management"
"executive","executive","executive","executive"
"post graduate diploma in human resource management","post graduate diploma in human resource management","post graduate diploma in human resource management","post graduate diploma in human resource management"
"post graduate diploma in operations management","post graduate diploma in operations management","post graduate diploma in operations management","post graduate diploma in operations management"
"post graduate diploma in marketing management","post graduate diploma in marketing management","post graduate diploma in marketing management","post graduate diploma in marketing management"
"hospital and healthcare management","hospital and healthcare management","hospital and healthcare management","hospital and healthcare management"
"diploma in biomedical instrumentation","diploma in biomedical instrumentation","diploma in biomedical instrumentation","diploma in biomedical instrumentation"
"post graduate diploma in emergency medical services [september]","post graduate diploma in emergency medical services [september]","post graduate diploma in emergency medical services  september","post graduate diploma in emergency medical services -september"
"post graduate diploma in emergency medical services [march]","post graduate diploma in emergency medical services [march]","post graduate diploma in emergency medical services  march","post graduate diploma in emergency medical services -march"
"infrastructure management","infrastructure management","infrastructure management","infrastructure management"
"post graduate diploma in business analytics","post graduate diploma in business analytics","post graduate diploma in business analytics","post graduate diploma in business analytics"
"post graduate programme in business analytics","post graduate programme in business analytics","post graduate programme in business analytics","post graduate programme in business analytics"
"communication management","communication management","communication management","communication management"
"innovation and entrepreneurship","innovation and entrepreneurship","innovation and entrepreneurship","innovation and entrepreneurship"
"post graduate diploma in innovation & corporate entrepreneurship","post graduate diploma in innovation & corporate entrepreneurship","post graduate diploma in innovation & corporate entrepreneurship","post graduate diploma in innovation & corporate entrepreneurship"
"bachelor of technology","bachelor of technology","bachelor of technology","bachelor of technology"
"operations management","operations management","operations management","operations management"
"post graduate diploma in project management","post graduate diploma in project management","post graduate diploma in project management","post graduate diploma in project management"
"post graduate programme in management","post graduate programme in management","post graduate programme in management","post graduate programme in management"
"post graduate diploma in business management","post graduate diploma in business management","post graduate diploma in business management","post graduate diploma in business management"
"bachelor of design","bachelor of design","bachelor of design","bachelor of design"
"discilpine","discilpine","discilpine","discilpine"
"art science comm.","art science comm.","art science comm.","art science comm."
"english lit.","english lit.","english lit.","english lit."
"e.a.f.m","e.a.f.m","e.a.f.m","e.a.f.m"
"a.b.s.t","a.b.s.t","a.b.s.t","a.b.s.t"
"buss. adm","buss. adm","buss. adm","buss. adm"
"busi.adm","busi.adm","busi.adm","busi.adm"
"drawing nand painting","drawing nand painting","drawing nand painting","drawing nand painting"
"abst,badm,eafm","abst,badm,eafm","abst,badm,eafm","abst,badm,eafm"
"home. sc.","home. sc.","home. sc.","home. sc."
"buss.adm.","buss.adm.","buss.adm.","buss.adm."
"e.a.f.m.","e.a.f.m.","e.a.f.m.","e.a.f.m."
"abst,badm,efm","abst,badm,efm","abst,badm,efm","abst,badm,efm"
"histor,political science,urdu","histor,political science,urdu","histor,political science,urdu","histor,political science,urdu"
"hindi,geog,pols,hist.","hindi,geog,pols,hist.","hindi,geog,pols,hist.","hindi,geog,pols,hist."
"1. physics 2. chemistry 3. biology 4. math's 5. general science","1. physics 2. chemistry 3. biology 4. math's 5. general science","1. physics 2. chemistry 3. biology 4. math's 5. general science","1. physics 2. chemistry 3. biology 4. math's 5. general science"
"1. hindi 2. english 3. sanskrit 4. civics 5. history 6. geography  7. economics 8. social studies 9. home science","1. hindi 2. english 3. sanskrit 4. civics 5. history 6. geography  7. economics 8. social studies 9. home science","1. hindi 2. english 3. sanskrit 4. civics 5. history 6. geography  7. economics 8. social studies 9. home science","1. hindi 2. english 3. sanskrit 4. civics 5. history 6. geography  7. economics 8. social studies 9. home science"
"1. commerce 2. book keeping","1. commerce 2. book keeping","1. commerce 2. book keeping","1. commerce 2. book keeping"
"art science  comm.","art science  comm.","art science  comm.","art science  comm."
"arts,commers,science","arts,commers,science","arts,commers,science","arts,commers,science"
"histroy","histroy","histroy","histroy"
"other social science","other social science","other social science","other social science"
"snaskrit","snaskrit","snaskrit","snaskrit"
"ouality assurance","ouality assurance","ouality assurance","ouality assurance"
"he","he","he","he"
"s e","s e","s e","s e"
"ph.analysis & qa","ph.analysis & qa","ph.analysis & qa","ph.analysis & qa"
"emb sys","emb sys","emb sys","emb sys"
"pharmaceutical science","pharmaceutical science","pharmaceutical science","pharmaceutical science"
"electronics and  communications engineering","electronics and  communications engineering","electronics and  communications engineering","electronics and  communications engineering"
"master of business administration [mba]","master of business administration [mba]","master of business administration  mba","master of business administration -mba"
"m.pharma-pharmaceutics","m.pharma-pharmaceutics","m.pharma-pharmaceutics","m.pharma-pharmaceutics"
"m.tech-computer science & engineering","m.tech-computer science & engineering","m.tech-computer science & engineering","m.tech-computer science & engineering"
"information technology [it]","information technology [it]","information technology  it","information technology -it"
"civil engineering [ce]","civil engineering [ce]","civil engineering  ce","civil engineering -ce"
"computer science & engineering [cse]","computer science & engineering [cse]","computer science & engineering  cse","computer science & engineering -cse"
"mechanical engineering [me]","mechanical engineering [me]","mechanical engineering  me","mechanical engineering -me"
"electrical & electronics engineering [eee]","electrical & electronics engineering [eee]","electrical & electronics engineering  eee","electrical & electronics engineering -eee"
"m.tech-digital electronics & communication engineering","m.tech-digital electronics & communication engineering","m.tech-digital electronics & communication engineering","m.tech-digital electronics & communication engineering"
"electronics & communication engineering [ece]","electronics & communication engineering [ece]","electronics & communication engineering  ece","electronics & communication engineering -ece"
"quality assurance & pharm regulatory affairs","quality assurance & pharm regulatory affairs","quality assurance & pharm regulatory affairs","quality assurance & pharm regulatory affairs"
"doctor of pharamcy","doctor of pharamcy","doctor of pharamcy","doctor of pharamcy"
"hospital & clinical  pharmacy","hospital & clinical  pharmacy","hospital & clinical  pharmacy","hospital & clinical  pharmacy"
"pharmaceutical management  &  regulatory affairs","pharmaceutical management  &  regulatory affairs","pharmaceutical management  &  regulatory affairs","pharmaceutical management  &  regulatory affairs"
"doctor of pharmacy[pb]","doctor of pharmacy[pb]","doctor of pharmacy pb","doctor of pharmacy-pb"
"quality assurance and  pharma regulatory affairs","quality assurance and  pharma regulatory affairs","quality assurance and  pharma regulatory affairs","quality assurance and  pharma regulatory affairs"
"pharmaceutical management and regulatory affairs","pharmaceutical management and regulatory affairs","pharmaceutical management and regulatory affairs","pharmaceutical management and regulatory affairs"
"bio-medical engg","bio-medical engg","bio-medical engg","bio-medical engg"
"st.engg","st.engg","st.engg","st.engg"
"pharmacutical analysis & quality assurance","pharmacutical analysis & quality assurance","pharmacutical analysis & quality assurance","pharmacutical analysis & quality assurance"
"heating ventilation & air conditioning","heating ventilation & air conditioning","heating ventilation & air conditioning","heating ventilation & air conditioning"
"m.tech - cse","m.tech - cse","m.tech - cse","m.tech - cse"
"pharm-d","pharm-d","pharm-d","pharm-d"
"hospital and clinical pharmacy","hospital and clinical pharmacy","hospital and clinical pharmacy","hospital and clinical pharmacy"
"biomedical engg.","biomedical engg.","biomedical engg.","biomedical engg."
"chemical engg","chemical engg","chemical engg","chemical engg"
"pharmaceutical engg","pharmaceutical engg","pharmaceutical engg","pharmaceutical engg"
"computer networks & information security","computer networks & information security","computer networks & information security","computer networks & information security"
"post baccaulerate","post baccaulerate","post baccaulerate","post baccaulerate"
"civil eingineering","civil eingineering","civil eingineering","civil eingineering"
