,1,6,cid,name
3756,C32878,Vivekananda Institute of Professional Studies,C32878,Vivekanand Institute of Professional Studies
3757,C32880,Delhi Institute Of Tool Engineering,C32880,Delhi Institute of Tool Engineering
3758,C32881,Guru Ram Dass College Of Education,C32881,Guru Ram Dass College of Education
3759,C32882,Sri Ram Institute of Teacher Education,C32882,Sri Ram Institute of Teacher Education
3760,C32883,Sirifort College of Computer Technology and Management,C32883,Sirifort College of Computer Technology & Management
3761,C32885,Kasturi Ram College of Higher Education,C32885,Kasturi Ram College of Higher Education
3762,C32886,Ideal Institute Of Management And Technology And School Of Law,C32886,Ideal Institute of Management & Technology
3763,C32887,NDIM - New Delhi Institute of Management,C32887,New Delhi Institute of Management
3764,C32888,Sant Hari Dass College of Higher Education,C32888,Sant Hari Dass College Of Higher Education
3765,C32890,Delhi Teacher Training College,C32890,Delhi Teachers Training College
3766,C32891,Guru Nanak College of Education,C32891,Guru Nanak College of Education
3767,C32892,Banarsidas Chandiwala Institute of Physiotherapy,C32892,Banarasi Das Chandiwala Institute of Physiotherapy
3768,C32894,Guru Tegh Bahadur Institute of Technology,C32894,Guru Teg Bahadur Institute of Technology
3769,C32896,G.B.Pant Government Engineering College,C32896,G.B. Pant Govt. Engineering College
3770,C32897,Fairfield Institute of Management & Technology,C32897,Fairfield Institute of Management & Technology
3771,C32900,Banarsidas Chandiwala Institute of Information Technology,C32900,Banarasi Das Chandiwala Institute of Information Technology
3772,C32901,Army Institute Of Management And Technology (AIMT),C32901,Army Institute of Management Technology
3773,C32903,Shri Guru Tegh Bahadur Institute of Management and Information Technology,C32903,Sri Guru Tegh Bahadur Institute of Management and Information Technology
3774,C32905,Bharati Vidyapeeth's Institute of Computer Applications and Management (BVICAM),C32905,Bharati Vidyapeeth Institute of Computer Applications & Management
3775,C32907,ESIC Dental College and Hospital,C32907,ESIC Dental College
3776,C32908,Chaudhary Brahm Prakash Ayurved Charak Sansthan,C32908,Ch. Brahm Prakash Ayurved Charak Sansthan
3777,C32910,Gitarattan International Business School,C32910,Gitarattan International Business School
3778,C32911,Banarsidas Chandiwala Institute of Hotel Management and Catering Technology,C32911,Banarasi Das Chandiwala Institute of Hotel Management & Catering Technology
3779,C32912,Bhagwan Parshuram Institute of Technology,C32912,Bhagwan Parshuram Institute of Technology
3780,C32913,Banarsidas Chandiwala Institute of Professional Studies,C32913,Banarasi Das Chandiwala Institute of Professional Studies
3781,C32917,ISIC Institute of Rehabilitation Sciences,C32917,ISIC Institute of Rehabilitation Sciences
3782,C32918,Management Education & Research Institute (MERI),C32918,Management Education & Research Institute
3783,C32920,Gitarattan Institute of Advanced Studies & Training,C32920,Gitarattan Institute of Advanced Studies & Training
3784,C32921,Kalka Institute For Research And Advanced Studies,C32921,Kalka Institute for Research and Advanced Studies
3785,C32923,B.K. Institute Of Education And Technology,C32923,B.K. Institute of Education & Technology
3786,C32924,St. Lawrence College of Higher Education,C32924,St . Lawrence College of Higher Education
3787,C32925,College of Nursing,C32925,"College of Nursing,Safdarjang Hospital"
3788,C32926,Jagannath International Management School,C32926,"Jagannath International Management School, Kalkaji"
3789,C32927,National Institute of Labour Economics Research and Development,C32927,NATIONAL INSTITUTE OF LABOUR ECONOMICS RESEARCH AND DEVELOPMENT
3790,C32928,Delhi Institute Of Rural Development- DIRD,C32928,Delhi institute of Rural Development (Sister Branch of DIRD)
3791,C32929,Bhai Parmanand Institute of Business Studies,C32929,Bhai Parmanand Institute of Business Studies
3792,C32930,Maharaja Surajmal Group of Institutions,C32930,Maharaja Surajmal Institute of Pharmacy
3793,C32952,Parvati Institute Of Training Research & Management,C32952,"PARWATI INSTITUTE OF TRAINING,RESEARCH AND MANAGEMENT, NURSING COLLEGE CAMPUS MADANPUR,N.H.-78,M.G.ROAD,NEAR SILIFILI,AMBIKAPUR"
3794,C32953,"Government Ayurved College, Raipur",C32953,"GOVT. N.P.A. AYURVED COLLEGE, G.E.ROAD"
3795,C32955,Holy Cross College of Nursing,C32955,"HOLYCROSS COLLEGE OF NURSING, HOLYCROSS HOSPITAL, AMBIKAPUR"
3796,C32956,Oriental College Of Nursing Manikpur Korba,C32956,"ORIENTAL COLLEGE OF NURSING, BILASPUR ROAD, KATGHORA"
3797,C32957,Maharana Pratap College Of Nursing,C32957,"MAHARANA PRATAP COLLEGE OF NURSING, ASHISH BHAWAN, NEAR KOTA STADIUM"
3798,C32959,Shreyas College of Nursing,C32959,"SHREYAS COLLEGE OF NURSING, G.E.ROAD, SUPELA, BHILAI"
3799,C32961,Shri Rawatpura Sarkar Institute of Nursing,C32961,"SHRI RAWATPURA SARKAR INSTITUTE OF NURSING, DHANELI, MANA ROAD, DHARSIWA"
3800,C32962,Mohsine Millat Unani Medical College & Hospital,C32962,"MOHSIN-E-MILLAT UNANI MEDICAL COLLEGE AND HOSPITAL, BAIJNATHPARA"
3801,C32963,Gracious College of Nursing Abhanpur,C32963,"GRACIOUS COLLEGE OF NURSING, BELBHATA, ABHANPUR"
3802,C32965,Dhamtari Christian Hospital,C32965,"DHAMTARI NURSING COLLEGE,DHAMTARI CHRISTIAN HOSPITAL"
3803,C32968,Central India College Of Nursing,C32968,"CENTRAL INDIA COLLEGE OF NURSING, G.E.ROAD, KOPEDIH ROAD, DEVADA"
3804,C32969,Govt. Nursing College Kawardha,C32969,"GOVT.COLLEGE OF NURSING ,KAWARDHA,OLD DISTT. HOSPITAL CAMPUS"
3805,C32970,Mother Teresa College Of Nursing raipur,C32970,"MOTHER TERESA COLLEGE OF NURSING, RAWATPURA SARKAR INSTITUTE, VILL-CHORHA, KUMHARI"
3806,C32972,"Triveni Institute of Dental Sciences, Hospital & Research Centre",C32972,"TRIVENI INSTITUTE OF DENTAL SCIENCES HOSPITAL & RESEARCH CENTRE, VIDYASTHALI, RAIPUR ROAD, VILL-BODRI"
3807,C32975,Late Baliram Kashyap Memorial Govt. Medical College Jagdalpur,C32975,"GOVT. MEDICAL COLLEGE, JAGDALPUR"
3808,C32976,Maitri College Of Dentistry And Research Center,C32976,"MAITRI COLLEGE OF DENTISTRY AND RESEARCH CENTRE,G.E.ROAD,ANJORA"
3809,C32980,Pt. Jawahar Lal Nehru Memorial Medical College,C32980,"PT. J.N.M. MEDICAL COLLEGE, RAIPUR"
3810,C32981,Bethany College of Nursing,C32981,"BETHNI COLLEGE OF NURSING,BORSI ROAD"
3811,C32983,College Of Nursing Meduka,C32983,"COLLEGE OF NURSING, MEDUKA, PENDRA ROAD"
3812,C32984,Cm Nursing Institute,C32984,"C.M. NURSING INSTITUTE, CHANDULAL CHANDRAKAR MEMORIAL HOSPITAL, NEHRU NAGAR, G.E.ROAD, SUPELA, BHILAI"
3813,C32984,Chandulal Chandrakar Memorial Hospital,C32984,"C.M. NURSING INSTITUTE, CHANDULAL CHANDRAKAR MEMORIAL HOSPITAL, NEHRU NAGAR, G.E.ROAD, SUPELA, BHILAI"
3814,C32985,CHHATTISGARH AYURVED MEDICAL COLLEGE,C32985,"CHHATTISGARH AYURVED MEDICAL COLLEGE, G.E. ROAD, VILL-MANKI"
3815,C32986,MJ College,C32986,"M.J.COLLEGE OF NURSING, KOHKA JUNWANI ROAD, NEAR C.B.S.C. SUBSTATION, BHILAI"
3816,C32989,"Pt. Jawahar Lal Nehru Memorial Medical College, Raipur",C32989,"GOVT.PHYSIOTHERAPY COLLEGE, PT.J.N.M. MEDICAL COLLEGE"
3817,C32991,Raipur Institute of Technology,C32991,"R.I.T.E.E. NURSING COLLEGE, MANDIR HASOUD, CHHATAUNA"
3818,C34366,"Yogeshwari College,Ambajogai",C34366,"Yogeshwari Mahavidyalaya, Ambajogai."
3819,C34367,V N Patil Law College,C34367,"Navalbhau Pratisthan's V.N. Patil Law College, N-3, Cidco."
3820,C34368,"Om Shanti Dnyan Mandirs College of Education, Ambad",C34368,"Om Shanti Dnyan Mandir's College of Education, Ambad."
3821,C34370,"Padmabhushan Vasantdada Patil College, Patoda",C34370,"Padmabhushan Vasantdada Patil, Arts & Science College, Patoda."
3822,C34372,"Shardchandraji Pawar College of Computer & Management B.C.A, Jafrabad.",C34372,"Shardchandraji Pawar College of Computer & Management B.C.A, Jafrabad."
3823,C34376,Marathwada Institute Of Technology Aurangabad,C34376,"Marathwada Institute of Technology Engineering College, Satara Road."
3824,C34376,Dnyanshree Institute of Engineering and Technology,C34376,"Marathwada Institute of Technology Engineering College, Satara Road."
3825,C34377,"Jijamata Mahila Vikas & Shikshan Sanstha's. Jijau Arts, Commerce & Science College, Temburni",C34377,"Jijamata Women's Development and Education Society Sanchalit Jijau  Arts, Commerce & Science College,Tembhurni."
3826,C34380,DSR COLLEGE OF EDUCATION (B.Ed. and M.Ed.),C34380,"D.S.R. College of Education (English Medium), Daultabad T-Point."
3827,C34384,Savitribai Phule Mahila Shikshan Prasarak Mandals Gurukul College,C34384,Savitribai Phule Mahila Shikshan Prasarak Mandal's Gurukul College of Computer Science Gurukul Nagar
3828,C34385,"Shivaji Arts, Commerce and Science College",C34385,"Shivaji College of Arts, Science & Commerce"
3829,C34385,"Shri Shivaji College Of Arts, Commerce & Science",C34385,"Shivaji College of Arts, Science & Commerce"
3830,C34389,Vedprakash Patil Pharmacy College,C34389,"Dr. Vedprakash Patil College of Pharmacy, Georai Tanda."
3831,C34391,"National Institute of Electronics and Information Technology(NIELIT), Aurangabad",C34391,NIELIT Aurangabad
3832,C34393,Shrikrishna Shikshan Sanstha Mahavidyalaya,C34393,"Shrisrishna Shikshan Sanstha's Shrikrishna Mahavidyalaya, Gunjoti,"
3833,C34394,"Bhausaheb Patil College Of Education, Kaij",C34394,"Bhausaheb Patil College of Education, Kaij."
3834,C34395,Mahatma Phule M.E.D. Mahavidyalaya,C34395,"Mahatma Phule College of Education, Peer Bazar, Osmanpura."
3835,C34403,College of Social Work,C34403,"College of Social Work , opp Dept. of Chemistry , Dr.Babasaheb Ambedkar Marathwada  University Aurangabad."
3836,C34406,Sai College of Computer Education,C34406,"Sai College of Computer Education, Sai Nagar, Ranjani."
3837,C34409,Karmaveer Mamasaheb Jagdale Mahavidyalaya,C34409,"Karmaveer Mamasaheb Jagdale Mahavidyalaya Arts, Science  & Commerce College, Washi."
3838,C34411,Government College of Education,C34411,"Government College of Education, Ambajogai"
3839,C34416,Marathwada Sanskrutik Mandal's COLLEGE OF PHYSICAL EDUCATION,C34416,"M.S.M's College of Physical Education,Khadkeshwar."
3840,C34417,"Dipshobha Sevabhavi Sanstha Khandali Late. Santukrao Khomne College of B.B.A. & B.C.A., Mastgad",C34417,"Dipshobha Sevabhavi Sanstha Khandali Late. Santukrao Khomne College of B.B.A. & B.C.A., Mastgad."
3841,C34418,P E S College Of Physical Education,C34418,"P.E.S. College of Physical Education, Nagsenvana."
3842,C34419,Rajarshi Shahu Institute of Management,C34419,Rajarshi Shahu  Institute of Management
3843,C34421,MSP Mandal's Yashwantrao Chavan Arts & Commerce & Science College Ambajogai,C34421,"MSP Mandal's Yeshwantrao Chavan Arts & Commerce College, Ambajogai."
3844,C34432,Shri Balaji Shikshan Prasarak Mandal's College of Pharmacydff,C34432,"Shri Balaji Shikshan Prasarak Mandal, Ambajogai. College of Compute Science and I.T., Ambajogai."
3845,C34437,"Balbhim Art's, Science & Commerce College,Beed",C34437,"Balbhim Arts,Science & Commerce College,"
3846,C34440,shri siddheshwar mahavidyalaya,C34440,"Siddheshwar College of Arts,Science & Commerce College, Majalgaon."
3847,C34442,"Maulana Azad College Of Arts, Science & Commerce",C34442,"Maulana Azad College of Arts,commerce & Science, Roza Baug"
3848,C34444,Govt. Institute of Science,C34444,Government institute of Science
3849,C34447,Chishtiya College of Arts & Science,C34447,Chistiya College of Arts
3850,C34448,Patil Kamalabai Geneshpurkar Education Trust Nanded College of Management and Information Technology,C34448,Patil Kamalabai Geneshpurkar Education Trust Nanded College of Management  and Information Technology
3851,C34449,"Saraswati Bhuvan College Of Science, Aurangabad",C34449,Saraswati Bhuvan College of Arts & Commerce
3852,C34451,"Matsyodari Shikshan Sanstha's Arts, Commerce and Science College",C34451,"Matsyodari Shikshan Sanstha's College of Education, Mastgad."
3853,C34453,"Sir Sayyed College of Arts, Commerce & Science",C34453,"Sir Sayyed College of  Arts, Commerce & Science"
3854,C34454,FOSTER DEVELOPMENT SCHOOL OF MANAGEMENT.,C34454,"Foster Development's College of Education, Garkheda."
3855,C34465,"Arts Science and Commerce College, Naldurg",C34465,"Arts, Science  & Commerce College, Naldurg."
3856,C34469,"Manavlok Social Work College, Ambajogai",C34469,"Manavlok Social Work College, Ambajogai."
3857,C34471,Shri Swami Vivekanand Shikshan Sanstha Kolhapur's College Of Education,C34471,"Shri Swami Vivekanand Shikshan, Sanstha Kolhapur's College of Education."
3858,C34472,Savitribai Phule Mahila Shikshan Prasarak Mandals Gurukul College,C34472,"Savitribai Phule Mahila Shikshan Prasarak Mandal's Gurukul College of Education, Gurukul Nagar."
3859,C34473,"Kholeshwar Mahavidyalaya Arts & Commerce, Ambajogai",C34473,"Kholeshwar Mahavidyalaya Arts & Commerce, Ambajogai."
3860,C34475,"Govt College of Pharmacy, Aurangabad",C34475,"Govt. College of Pharmacy, Osmanpura."
3861,C34476,"Shri Sant Sawata Mali Gramin Mahavidyalaya Art, Commerce & Sci",C34476,"Shri Sant Sawata Mali Gramin Mahavidyalaya (Art, Commerce & Sci.)"
3862,C34477,"Shankarrao Patil Mahavidyalaya Arts & Commerce College, Bhoom",C34477,"Shankarrao Patil Mahavidyalaya Arts & Commerce College, Bhoom."
3863,C34479,Siddharth Arts Commerce and Science College,C34479,"Siddharth Arts, Commerce & Science College,Jafrabad."
3864,C34481,Shivchhatrapati College,C34481,Shiv Chhatrapati College Arts
3865,C34492,Navgan College,C34492,"Navgan Shikshan Sanstha's College of Arts & Commerce, Parli-Vaijnath."
3866,C34494,Government College of Education,C34494,Goverment college of Education Aurangabad
3867,C34495,MARATHWADA INSTITUTE OF MANAGEMENT AND RESEARCH,C34495,"Lokvikas  Education & Charitable Trust Sanchalit, Marathwada Institute of Management and research"
3868,C34501,Shree Tuljabhavani College Of Engineering Tuljapur,C34501,"Tuljabhavani Mahavidyalaya Arts & Commerce College, Tuljapur."
3869,C34501,Tulja Bhavani Temple,C34501,"Tuljabhavani Mahavidyalaya Arts & Commerce College, Tuljapur."
3870,C34505,Sant Dnyaneshwar Mahavidyalaya,C34505,"Sant Dnyaneshwar College of Arts, Science & Commerce"
3871,C34507,Government College of Arts And Science,C34507,Govt. College of Arts & Science
3872,C34508,TPCT's College Of Engineering,C34508,"Terna Public Charitable Trust's College of Engineering, Tuljapur Road."
3873,C34516,"Matsyodari Shikshan Sansthas College of Engineering and Technology,Jalna (MSS)",C34516,"Matsyodari Shikshan Sanstha's College of Engineering & Technology, Nagewadi."
3874,C34519,Matsyodari Shikshan Sanstha's Law College.,C34519,"Matsyodari Shikshan Sanstha's College of Law, Mastagad."
3875,C34520,Deogiri Institute of Engineering and Management Studies,C34520,Deogiri Institute of Technology and Management Studies
3876,C34522,Jai Prakash Narayan College of Education,C34522,"Jai Prakash Narayan College of Education, Near Deogiri College."
