pgdca,P.G.D.C.A,uc_d100436,c100039
computer application,computer app,uc_d100437,c100001
it and computer application,IT& Computer application,uc_d100438,c100179
computer application,BCA (LKO),uc_d100439,c100001
computer application,Comp. Appl,uc_d100440,c100001
dca jul,DCA-JUL,uc_d100441,c100183
computer aflication,Computer Aflication,uc_d100442,c100184
arts,Arts,uc_d100443,c100185
computer,all compulsary,uc_d100444,c100004
computer application,MSc(CS),uc_d100445,c100001
computer application,Compter appln,uc_d100446,c100001
computer application,P.G.Diploma in Computer Application,uc_d100447,c100001
subject,all subject,uc_d100448,c100070
computer,computar,uc_d100449,c100004
it and computer,T & Computer,uc_d100450,c100016
computer application,it,uc_d100451,c100001
computer application,DIPLOMA IN COMPTER APPLICATION,uc_d100452,c100001
computer application,Bachelor of computer Application,uc_d100453,c100001
computer application,I T,uc_d100454,c100001
cs lateral entry,MSc (CS) LE,uc_d100455,c100123
it and computer,It & computer,uc_d100456,c100016
post graduation computer application,POST GRADUATION IN COMPUTER APPLICATION,uc_d100457,c100186
dca/pgdca,DCA/PGDCA,uc_d100458,c100187
computer,All compalsary,uc_d100459,c100004
computer application,MSc(cs)BP,uc_d100460,c100001
cpmputer,CPMPUTER,uc_d100461,c100188
computer application siii,Computer Applicaton - Sift II,uc_d100462,c100189
computer application pgdca,COMPUTER APPLICATION (PGDCA),uc_d100463,c100190
mpc,MPC,uc_d100464,c100191
computer subject,Computer Subject,uc_d100465,c100128
computer application,I.T,uc_d100466,c100001
computer application,Comp. App,uc_d100467,c100001
computer and it,Computer & IT,uc_d100468,c100192
it and computer,IT& COMP.,uc_d100469,c100016
pgdca computer application,PGDCA (Comp. Appl.),uc_d100470,c100193
mathematics,MATHS,uc_d100471,c100194
computer science,COMPUTER     SCIENCE,uc_d100472,c100000
computer science,Comp.Sci.,uc_d100473,c100000
tecnical,tecnical,uc_d100474,c100195
cyber security,Cyber Security,uc_d100475,c100196
computer application,b. c. a.,uc_d100476,c100001
computer engineering,Computer Engg,uc_d100477,c100048
computer sacience,Computer SAcience,uc_d100478,c100197
computer science,MSc In Computer Science,uc_d100479,c100000
computer science,COMPUTER SCI,uc_d100480,c100000
computer application,MA,uc_d100481,c100001
computer and application,Computer & Application,uc_d100482,c100198
101 104 bm 101 193 194 201 203 hu201 hu291 bca293 301 303 bm301 bba301 bca392 393 401 403 bm401 hu401 bca491 bm491 501 503 e501a/b/c hu501 bca591 593 e601 a/b/c e602 a/b/c bca693 695,"BCA-101-104,BM-101,BCA 193-194,201-203,HU201,HU291,BCA293,BCA-301-303,BM301,BBA301,BCA392-393,401-403,BM401,HU401,BCA491,BM491,BCA 501-503,BCA E501A/B/C,HU501,BCA591-593,E601 A/B/C,E602 A/B/C,BCA693-695",uc_d100483,c100199
plain,PLAIN,uc_d100484,c100131
computer application science,COMP APP/SCIENCE,uc_d100485,c100200
computer application,computer  application,uc_d100486,c100001
subjects,all subjects,uc_d100487,c100022
computer science,Computre Science,uc_d100488,c100000
it and computer,T& Computer,uc_d100489,c100016
computer fundamentals pc package foxpro/ access it trends and technology internet and webpage design dtp/coreldraw,"COMPUTER FUNDAMENTALS, PC PACKAGE,FOXPRO/MS-ACCESS,IT TRENDS AND TECHNOLOGY,INTERNET & WEBPAGE DESIGN, DTP/CORELDRAW",uc_d100490,c100201
cs and msby research cl,B.Tech CS & MS by Research CL,uc_d100491,c100202
it lateral entry,IT LATERAL  ENTRY,uc_d100492,c100114
cs and it,CS&IT,uc_d100493,c100203
clerk,clerk,uc_d100494,c100204
computer,COMPUTORS,uc_d100495,c100004
computer education,Computer Education,uc_d100496,c100205
computer application,PG DIPLOMA IN COMPUTER APPLICATION,uc_d100497,c100001
and msby research ece,B.Tech and MS by Research in ECE,uc_d100498,c100206
computer science and application,Computer Science and application,uc_d100499,c100034
pgdca,P.G.D.C.A.,uc_d100500,c100039
degree,Degree,uc_d100501,c100207
bca46,BCA46,uc_d100502,c100208
pgdca,ALL PGDCA,uc_d100503,c100039
couputer,Couputer,uc_d100504,c100209
computer application,5,uc_d100505,c100001
computer science,COMPUTER SC.,uc_d100506,c100000
information technology lateral entry,Information Technology (LE),uc_d100507,c100150
computer allpication,POST GRADUATE DIPLOMA IN COMPUTER ALLPICATION,uc_d100508,c100210
computer subjects,Compulsory Subjects,uc_d100509,c100132
pgdcsa,PGDCSA,uc_d100510,c100211
computer application,1,uc_d100511,c100001
computer application,COM APP,uc_d100512,c100001
computer application,Msc(cs),uc_d100513,c100001
cs lateral entry,Msc(LE)cs,uc_d100514,c100123
cs and msby research exact humanities,B.Tech CS & MS by Research in Exact Humanities,uc_d100515,c100212
incs and msby research cns,B.Tech in CS & MS by Research in CNS,uc_d100516,c100213
managment,managment,uc_d100517,c100214
capp,b.sc. capp,uc_d100518,c100149
bacheleor computer application,Bacheleor of Computer Appllication,uc_d100519,c100215
civil engineering and msby research building science and engineering,B.Tech in Civil Engg & MS by Research in Building Science & Engineering,uc_d100520,c100216
computer application mathematics and statistics,"Computer Applications, Mathematics and Statistics",uc_d100521,c100217
computer subject,All compulsari subject,uc_d100522,c100128
computer application,It,uc_d100523,c100001
computer application evening,Computer Application (Evening),uc_d100524,c100218
it and computer science,IT AND COMPUTER SCINCE,uc_d100525,c100071
computer application,MSC(CS),uc_d100526,c100001
it and computer,it & comp,uc_d100527,c100016
dca jan,dca jan,uc_d100528,c100219
