,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Hindustan Institute of Technology and Science, Chennai",Padur,Tamil Nadu,MA English Language Communication,2 years,Full time,,PG,0.755 lakhs,UGC,A Pass in three years B.A English Literature / B. Litt English / Any Degree with 50% marks in English as the first language or equivalent as approved by the Government of Tamil Nadu.,The central objective is to empower students by honing their communication skills so that they can meet the requirements of employment and face the challenges of modern society
1,"Hindustan Institute of Technology and Science, Chennai",Padur,Tamil Nadu,MBA Media and Entertainment,2 years,Full time,,PG,4.58 lakhs,UGC,"A Pass in B.Com, BBA, B.Com. (Corporate), BISM, BBM, B.Sc.(Maths), B.Sc.(Physics), B.A. (Economics), B.E & B.Tech, AMIE, AMAeSI.","Media and Entertainment is one of the most exciting and rapidly growing sectors, not just in India, but all over the world. According to the report published by FICCI, the Indian Media & Entertainment industry is projected to grow at a CAGR of 14 percent to reach US$ 28.1 billion (Rs. 1, 50, 00 crores) by 2015. For an industry that is growing at this phenomenal pace, there is a huge supply constraint in terms of trained managerial talent. The ever burgeoning media- be it print, radio, TV, films or the internet- is today constantly on the lookout for several lakhs of trained professionals to manage the show. School of management envisions transforming the students into real professionals in the field of media with leadership"
2,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Bilaspur,Chhattisgarh,BA and MA Journalism and Mass Communication Integrated,5 years,Full time,60,PG,,UGC,Minimum 50% aggregate at 10+2 level from any recognized Board or equivalent. Max. age limit: 22 years,"Bachelor of Arts and Master of Arts in ournalism and Mass Communication is five years (10 semesters) full-time integrated program offered by Guru Ghasidas Vishwavidyalaya, Bilaspur with the approval of UGC."
3,"Guru Ghasidas Vishwavidyalaya, Bilaspur",Bilaspur,Chhattisgarh,MA Journalism and Mass Communication,2 years,Full time,20,PG,0.113 lakhs,UGC,"Graduation in any Discipline with Min.50% aggregate or equivalent from any recognized University /institution.
Max. age limit: 25 years","Master of Arts in Journalism and Mass Communication is two years (4 Semester) full-time postgraduate program in Arts stream offered by Guru Ghasidas Vishwavidyalaya, Bilaspur with the approval of UGC."
4,"Bangalore University, Bangalore",Bengaluru,Karnataka,MA Journalism and Mass Communication,2 years,Full time,,PG,0.16 lakhs,UGC,"a) Journalism Graduates - Graduates who have secured 50% of marks in Journalism ( optional subject ) at the degree.
b) Non Journalism Graduates - Graduates with at least 50% marks in the aggregate of all the optional subjects at the degree.","Master of Arts in Journalism and Mass Communication is two years full time course. Affiliated to Bangalore University, Bangalore and approved by UGC."
5,"Amrita Vishwa Vidyapeetham, Coimbatore",Boluvampatti,Tamil Nadu,BA Mass Communication,3 years,Full time,,UG,,UGC,A pass in +2 or equivalent with minimum 50% marks an aggregate of 55% marks and must not have completed 21 years of age by 1st June 2017.,BA Mass Communication is full time three year undergraduate degree course
6,"Amrita Vishwa Vidyapeetham, Coimbatore",Boluvampatti,Tamil Nadu,MA Communication,2 years,Full time,15,PG,2.06 lakhs,UGC,"A pass in bachelor's degree (10+2+3 system) in any discipline recognized by the Association of Indian Universities with an aggregate 50% marks. Candidate from the foreign universities should obtain an Equivalence Certificate from the Association of Indian Universities, New Delhi","The Master of Arts in Communication program engages in a broad array of courses that range from the development of hands-on skills to the exploration of theory, to a focus on practice and application, and analysis of state-of-art research. This stimulating course which creates professionals with advanced communication skills. The course recognises the advances in comm...See More"
7,"Amrita Vishwa Vidyapeetham, Coimbatore",Boluvampatti,Tamil Nadu,PGD Journalism,1 year,Full time,,Diploma,1.04 lakhs,UGC,"A pass in bachelor's degree (10+2+3 system) in any discipline recognized by the Association of Indian Universities with an aggregate 50% marks. Candidate from the foreign universities should obtain an Equivalence Certificate from the Association of Indian Universities, New Delhi","The one year Postgraduate Diploma in Journalism (P. G. D. J.) program at the Amrita School of Communication imparts training to students interested in print journalism who aspire to become journalists in newspapers and magazines . This also provides students an opportunity to make a lateral entry into our M.A. (Communication) program in the second year, in the print s...See More"
8,"Dayananda Sagar University, Bangalore",Bengaluru,Karnataka,BA Journalism and Mass Communication,3 years,Full time,60,UG,2.91 lakhs,UGC,"Pass in 10+2, A Level, IB, American 12th grade or equivalent and a minimum of 45% marks in aggregate. Arts group subjects are preferred.","College of JMC aims to produce a vibrant group of young professionals, responsive to the growing intellectual needs of the society, the self and the industry. It is fully geared to create a new class of modern mass media professionals by blending theory and practice and inculcating a keen sense of social responsibility. It also promotes ethical practices and universal human values, along with futuristic skills in new media that enable them to pursue opportunities in the conve"
9,"Dayalbagh Educational Institute, Agra",Agra,Uttar Pradesh,MA English with Specialization in Journalism and Mass Communication,2 years,Full time,5,PG,,UGC,The candidate should have passed in the relevant graduate degree from any recognized university.,"MA English with Specialization in Journalism and Mass Communication is full time two year course degree offered by Dayalbagh Educational Institute, Agra and approved by UGC."
