,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,MA Mass Communication,2 years,Full time,,PG,,UGC,The candidate should have passed in graduate degree.,Master of Arts in Mass Communication is full time two year course approved by UGC.
1,"Maharshi Dayanand Saraswati University, Ajmer",Ajmer,Rajasthan,MA Journalism and Mass Communication,2 years,Full time,20,PG,,UGC,Candidate must have passed Graduation in any discipline with 45% marks in aggregate from recognized University,MA Journalism and Mass Communication is full time two year course
2,"Vidyalankar School of Information Technology, Mumbai",Mumbai,Maharashtra,BMM,3 years,Full time,60,UG,,,The candidate should have passed in 10+2 with recognized board.,"Mass media is the means that are used to communicate to the general public. In this lesson, you will learn the different platforms for mass media and the influence that mass media has on society. Mass media means technology that is intended to reach a mass audience. It is the primary means of communication used to reach the vast majority of the general public. The mos...See More"
3,"Sacred Heart College, Kochi",Kochi,Kerala,MCJ,2 years,Full time,,PG,,UGC,"Graduates in any discipline with not less than
45% marks.","MCJ is a full-time two-year course affiliated to Mahatma Gandhi University, Kerala and approved by UGC."
4,"Shekhawati College, Sikar",Sikar,Rajasthan,MJMC,2 years,Full time,,PG,,Government of Rajasthan,The candidate should have passed graduation with relevant stream.,"Master of Journalism and Mass Communication is two years full time course and affiliated by University of Rajasthan, Jaipur."
5,"Bhavan's College, Mumbai",Mumbai,Maharashtra,BMM,3 years,Full time,120,UG,,,Candidate should have passed XII std examination of Maharashtra Board or Its equivalent (from Arts/ Commerce/ Science stream).,"BMM is three year duration full time course affiliated to University of Mumbai, Mumbai."
6,"BFIT Group of Institutions, Dehradun",Dehradun,Uttarakhand,BA Mass Communication Hons,3 years,Full time,,UG,1.05 lakhs,UGC,The candidate should have passed in 10+2.,"Bachelor of Arts Mass Communication Hons is a three-year full-time program leading to a Bachelor's Degree affiliated to Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal and approved by UGC."
7,"BFIT Group of Institutions, Dehradun",Dehradun,Uttarakhand,MA Mass Communication,2 years,Full time,,PG,0.9 lakhs,UGC,Graduation from any Recognized university with relevant subjects.,"Master of Arts in Mass Communication is a two-year full-time program affiliated to Hemwati Nandan Bahuguna Garhwal University, Pauri Garhwal and approved by UGC."
8,"Shridhar University, Pilani",Pilani,Rajasthan,BA Media Studies,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with recognized board.,Bachelor of Arts in Media Studies is full-time three-year course approved UGC.
9,"Shridhar University, Pilani",Pilani,Rajasthan,M.A Media Studies,2 years,Full time,,PG,,UGC,The candidate should have passed Bachelor's Degree or its equivalent in any discipline.,Master of Arts in Media Studies is full-time two-year course approved UGC.
