,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"VBT's Institute of Arts and Humanities, Surendranagar",Wadhwan,Gujarat,BA Journalism and Mass Communication,1 year,Full time,60,UG,0.3 lakhs,UGC,The candidate should have passed in the relevant graduate degree in any recognized university.,"Bachelor of Arts in Journalism and Mass Communication is full time one year course CU Shah University, Surendranagar and approved by UGC."
1,"IC College of Home Sciences, Hisar",Hisar,Haryana,PGD Graphics and Video Production,1 year,Full time,20,Diploma,,,The candidate should have passed in the relevant graduate degree in any recognized university.,"Post Graduate Diploma in Graphics and Video Production is full time one year course degree offered by Chaudhary Charan Singh Haryana Agricultural University, Hisar."
2,"Shah Satnam Ji Girls College, Sirsa",Sirsa,Haryana,BA Mass Communication,3 years,Full time,,UG,,,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Bachelor of Arts in Mass Communication is full time three year course degree offered by Chaudhary Devi Lal University, Sirsa."
3,"Markham College of Commerce, Hazaribag",Hazaribagh,Jharkhand,BJMC Self Financed,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Bachelor of Journalism and Mass Communication Self Financed is full time three year course degree offered by Vinoba Bhave University, Hazaribagh and approved by UGC."
4,"DAV College, Hoshiarpur",Hoshiarpur,Punjab,PGDMC,1 year,Full time,,PG,,,"The candidate should be a Graduate with at least 50% marks in the aggregate,under(10+2+3) system of education","PGD Mass Communication is a two year full time course affiliated by Panjab University, Chandigarh"
5,"Majlis Arts and Science College, Puramannur",Puramannur,Kerala,BA Mass Communication and Journalism,3 years,Full time,60,UG,,UGC,The candidate should have passed in 10+2 relevant subject for any recognized board.,"This is a full time three year course affiliated to University of Calicut, Malappuram and approved by University Grants Commission."
6,"Majlis Arts and Science College, Puramannur",Puramannur,Kerala,BMMC,3 years,Full time,36,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Multimedia Communication is a three year full time course affiliated to University of Calicut, Malappuram."
7,"Divine Institute of Media Science, Thrissur",Muringur Vadakkummuri,Kerala,BA Mass Communication and Journalism,3 years,Full time,30,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,"BA Mass Communication and Journalism is a three year full time integrated course affiliated to University of Calicut, Malappuram."
8,"Chetana College of Media and Performing Arts, Thrissur",Thrissur,Kerala,Bachelor of Film and Television Production,3 years,Full time,24,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,The Programme shall be of six semesters spread across three years.
9,"Chetana College of Media and Performing Arts, Thrissur",Thrissur,Kerala,Bachelor of Mass Communication and Journalism,3 years,Full time,24,UG,,,The candidate should have passed in 10+2 relevant subject for any recognized board.,The Programme shall be of six semesters spread across three years.
