,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Calorx Teachers University, Ahmedabad",Ahmedabad,Gujarat,BA Journalism and Mass Communication,3 years,Full time,,UG,1.81 lakhs,UGC,Candidates must have passed Higher Secondary /Sr.Secondary or equivalent examination from a recognized board.,"Bachelor of Journalism and Mass Communication is a three year full time course approved by UGC and course offer by Calorx Teachers University, Ahmedabad"
1,"Calorx Teachers University, Ahmedabad",Ahmedabad,Gujarat,Diploma in Journalism and Mass Communication,1 year,Full time,,Diploma,0.13 lakhs,,The candidate should have passed in 10th standard education,"Diploma in Journalism and Mass Communication is a one year full time course and course offer by Calorx Teachers University, Ahmedabad"
2,"MIT International School of Broadcasting and Journalism, Pune",Pune,Maharashtra,BA Journalism and Mass Communication,3 years,Full time,,UG,2.4 lakhs,,Candidates must have passed 10+2 or equivalent from recognized board.,"Bachelor of Arts in Journalism and Mass Communication a three years course in Mass Communication. The syllabus includes topics covering Advertising and Public Relations, Print and Broadcast Journalism and Film and TV Production"
3,"MIT International School of Broadcasting and Journalism, Pune",Pune,Maharashtra,MA Business Journalism,2 years,Full time,,PG,,,"Eligibility:
The candidate should have Bachelor’s degree from any discipline from a recognized university. Candidate who has appeared for their final year degree examination may also apply.","Master of Arts in Business Journalism is two years full time postgraduate programme offered by MIT Art Design and Technology University, Pune"
4,"MIT International School of Broadcasting and Journalism, Pune",Pune,Maharashtra,MA Corporate Communication,2 years,Full time,,PG,,,"Eligibility:
The candidate should have Bachelor’s degree from any discipline from a recognized university. Candidate who has appeared for their final year degree examination may also apply.","Master of Arts in Corporate Communication is two years full time postgraduate programme offered by MIT Art Design and Technology University, Pune"
5,"MIT International School of Broadcasting and Journalism, Pune",Pune,Maharashtra,MA Journalism and Mass Communication,2 years,Full time,,PG,,,"Eligibility:
The candidate should have Bachelor’s degree from any discipline from a recognized university. Candidate who has appeared for their final year degree examination may also apply.","Master of Arts in Journalism and Mass Communication is two years full time postgraduate programe offered by MIT Art Design and Technology University, Pune"
6,"MIT International School of Broadcasting and Journalism, Pune",Pune,Maharashtra,PGD Video Production,1 year,Full time,,PG,,,Bachelor’s degree from any discipline from a recognised university. Candidate who has appeared for their final year degree examination may also apply.,This programme consists of 12 months academics with major emphasis is given on practicals and Guest lectures. This 12 months full time post graduate diploma is designed to produce competent and dynamic professionals. The syllabus of the courses covers the entire spectrum of the media industry. Keeping in the mind about requirement of the niche professionals in industr...See More
7,"Annapurna International School of Film and Media, Hyderabad",Hyderabad,Telangana,Bachelor of Advertising Digital Marketing,4 years,Full time,,UG,8.72 lakhs,,"The candidate should have passed in 10+2 any stream, with minimum marks of 50%",Bachelor of Advertising Digital Marketing is a four year full time course
8,"Annapurna International School of Film and Media, Hyderabad",Hyderabad,Telangana,MBA Film Media Management,2 years,Full time,,PG,7.25 lakhs,,"The candidate should have passed in degree in any stream, with minimum marks of 50%",MBA Film Media Management is a two year full time course
9,"Annapurna International School of Film and Media, Hyderabad",Hyderabad,Telangana,Master of Advertising Digital Marketing,2 years,Full time,,PG,6.47 lakhs,,"The candidate should have passed in degree in any stream, with minimum marks of 50%",Master of Advertising Digital Marketing is a two year full time course
10,"Annapurna International School of Film and Media, Hyderabad",Hyderabad,Telangana,Master of Journalism PR,2 years,Full time,,PG,6.47 lakhs,,"The candidate should have passed in degree in any stream, with minimum marks of 50%",Master of Journalism PR is a two year full time course
11,"CT Institute of Higher Studies, Jalandhar",Jalandhar,Punjab,BAJMC,3 years,Full time,,UG,1.05 lakhs,UGC,10+2 or equivalent in any stream with at least 50% in aggregate from a recognized board.,"Bachelors of Arts in Journalism and Mass Communication course helps the students to acquire theoretical as well as practical skills related to media industry. During this degree students will learn about the various fields of media industry along with the career opportunities available in all the streams such as News Anchor, Cameraman, Producer, Script Writer, Editor,...See More"
12,"St Xavier’s College and St Xavier’s College of Management and Technology, Patna",Patna,Bihar,BMC,3 years,Full time,,UG,0.43 lakhs,,"A student who has passed 10 + 2 in any discipline with a minimum of 45% marks can seek admission. The medium of instruction is English and all exams will have to be written in English. All students will undergo an English Proficiency Test after securing admission, based on which they will be divided into different groups for English Proficiency Classes.","Bachelor in Mass Communication is full time three year course.
This has been designed to provide students with a firm grounding in communication skills. It aims to develop an ability for critical thinking and creativity and to give the students an opportunity to combine the theoretical curriculum with practical applications, through detailed research, lucid writing s...See More"
13,"Patna College, Patna",Patna,Bihar,BMC Hons,3 years,Full time,,UG,0.609 lakhs,UGC,The candidate should have passed in 10+2 relevant subject for any recognized board.,The Bachelor of Mass Communication Honours degree course shall cover a period of three academic years.
14,"Mehr Chand Mahajan DAV College for Women, Chandigarh",Chandigarh,Chandigarh,PGD in Mass Communication,1 year,Full time,30,Diploma,0.42 lakhs,,A bachelor or Post Graduate degree in any discipline of the University or a degree of any other University which has been recognized by the Syndicate as equivalent there to with not less than 40% marks in the aggregate.,"Post Graduate Diploma in Mass Communication is one-year duration full-time course affiliated to Panjab University, Chandigarh."
15,"Parul Institute of Arts, Vadodara",Waghodia,Gujarat,BA Mass Communication and Journalism,3 years,Full time,20,UG,0.42 lakhs,UGC,Pass in 10 + 2 grade in any stream with minimum of 45% aggregate marks for Open category and 40% for Reserved category.,"Bachelor of Arts in Mass Communication and Journalism is full time three year course degree offered by Parul University, Vadodara and approved by UGC."
16,"Bhadrak Autonomous College, Bhadrak",Bhadrak,Odisha,MJMC Self Finance,2 years,Full time,,PG,,,The candidate should have Graduation degree in relevant subject from any recognized University.,"Master of Journalism and Mass Communication (MJMC) is two-year duration full-time course affiliated to Fakir Mohan University, Balasore."
17,"Biju Pattnaik College of Hotel Management and Tourism, Social Work, Journalism, Bomikhal",Bhubaneswar,Odisha,MJMC,2 years,Full time,,PG,,,The candidate should have passed Bachelor Degree in any discipline from a recognized University.,"Master Degree In Journalism and Mass Communication (MJMC) is two-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
18,"Imperial Institute of Management and Technology, Haldwani",Haripur Nayak,Uttarakhand,PGD in Mass Communication and Journalism,2 years,Full time,,PG,0.65 lakhs,,Graduate in any stream.,"Post Graduate Diploma in Mass Communication and Journalism is a two year full time course affiliated to Uttarakhand Open University, Haldwani."
19,"The Indian Institute of Management and Technology, Haldwani",Haldwani,Uttarakhand,MA Mass Communication,2 years,Distance,,PG,0.16 lakhs,,Graduation from any recognised University or Lateral Admission in 3rd Sem for those student who have 1 year PGDJMC or BJMC degree after graduation from any recognised University.,"Master of Arts in Mass Communication is a two year Distance Learning Mode course affiliated to Uttarakhand Open University, Haldwani."
20,"The Indian Institute of Management and Technology, Haldwani",Haldwani,Uttarakhand,PGD in Journalism and Mass Communication,1 year,Distance,,PG,0.08 lakhs,,Graduation in any Stream.,"Post Graduate Diploma in Journalism and Mass Communication is a one year Distance Learning Mode course affiliated to Uttarakhand Open University, Haldwani."
21,"The Yenepoya College, Mangalore",Mangaluru,Karnataka,BA Journalism,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"BA Journalism is a three year full time course affiliated by Yenepoya University, Mangalore"
22,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in Development Journalism and TV Production,1 year,Full time,,Diploma,1.04 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in Development Journalism and TV Production is one year duration full-time course.
23,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in Digital Video and Broadcast Animation,1 year,Full time,,Diploma,0.782 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in Digital Video and Broadcast Animation is one year duration full-time course.
24,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in New Media,1 year,Full time,,Diploma,1.04 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in New Media is one year duration full-time course.
25,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in Public Relation Advertising and Marketing,1 year,Full time,,Diploma,1.04 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in Public Relation Advertising and Marketing is one year duration full-time course.
26,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in Public Relations Media and Event Management,1 year,Full time,,Diploma,1.04 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in Public Relations Media and Event Management is one year duration full-time course.
27,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in TV News Reading and Radio Broadcasting,1 year,Full time,,Diploma,1.04 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in TV News Reading and Radio Broadcasting is one year duration full-time course.
28,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,Diploma in Television Production and Journalism,1 year,Full time,,Diploma,1.04 lakhs,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,Diploma in Television Production and Journalism is one year duration full-time course.
29,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,PG Advance Diploma in Television Production and Journalism Weekend Evening Shift,1 year,Part Time,,Diploma,1.04 lakhs,,The candidate should have Graduation degree in relevant subject from any recognized University.,PG Advance Diploma in Television Production and Journalism Weekend Evening Shift is one year duration full-time course.
30,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,PG Diploma in Public Relation Advertising and Marketing Weekend Evening Shift,1 year,Part Time,,Diploma,1.04 lakhs,,The candidate should have Graduation degree in relevant subject from any recognized University.,PG Diploma in Public Relation Advertising and Marketing Weekend Evening Shift is one year duration full-time course.
31,"New Delhi YMCA Institute for Media Studies and Information Technology, New Delhi",New Delhi,Delhi,PG Diploma in Public Relations Media and Event Management Weekend Evening Shift,1 year,Part Time,,Diploma,1.04 lakhs,,The candidate should have Graduation degree in relevant subject from any recognized University.,PG Diploma in Public Relations Media and Event Management Weekend Evening Shift is one year duration full-time course.
32,"Disha College, Raipur",Raipur,Chhattisgarh,BJMC,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Journalism and Mass Communication is a three year full time course affiliated to Pt Ravishankar Shukla University, Raipur and approved by UGC."
33,"KB College of Arts and Commerce for Women, Mumbai",Thane,Maharashtra,BMM,3 years,Full time,,UG,,,"12th std passed at one and the same sitting or Diploma in any Engineering branch conducted by the Board of Technical Education, Maharashtra State And should have secured not less than 45% marks in case of Open Category and not less than 40% marks in case of Reserved Category Students.","BMM is three year duration full time course affiliated to University of Mumbai, Mumbai."
34,"Smt Maniben MP Shah Women's College of Arts and Commerce, Matunga",Mumbai,Maharashtra,BMM,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor Of Mass Media (BMM) is three year duration full time course affiliated to SNDT Womens University, Mumbai."
