,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Jan Nayak Ch Devi Lal Memorial College, Sirsa",Sirsa,Haryana,Bachelor of Mass Communication,3 years,Full time,,UG,0.21 lakhs,"Higher Education Commissioner, Panchkula",10+2 with atleast 45% marks in aggregate from any recognized board of school education.,"Bachelor of Mass Communication is a 3 years full time course approved by Higher Education Commissioner, Panchkula"
1,"Baba Saheb Ambedkar Institute of Technology and Management, Faridabad",Faridabad,Haryana,BJMC,3 years,Full time,,UG,,UGC,Candidate must passed 10+2 or Equivalent,Bachelor of Journalism and Mass Communication is full time three year course
2,"Tara Devi Harahk Chand Kankaria Jain College, Kolkata",Kolkata,West Bengal,BA Journalism and Mass Communication Hons,3 years,Full time,,UG,0.5 lakhs,UGC,1. A candidate who has passed the Higher Secondary (10+2) or its equivalent Examination is eligible to seek admission.,"BA Journalism and Mass Communication Hons is 3-year duration full-time course affiliated to University of Calcutta, Kolkata."
3,"Arunachal University of Studies, Namsai",Namsai,Arunachal Pradesh,BA Journalism and Mass Communication,3 years,Full time,,UG,0.9 lakhs,UGC,The candidate should have passed 10+2 (Any Stream) or equivalent.,Bachelor of Arts in Journalism and Mass Communication is 3-years duration full-time course and approved by University Grants Commission (UGC).
4,"Arunachal University of Studies, Namsai",Namsai,Arunachal Pradesh,Bachelor of Journalism,1 year,Full time,,UG,0.4 lakhs,UGC,The candidate should have passed Graduation (Any Stream) or equivalent.,Bachelor of Journalism is one-year duration full-time course and approved by University Grants Commission (UGC).
5,"Arunachal University of Studies, Namsai",Namsai,Arunachal Pradesh,MA Journalism and Mass Communication,2 years,Full time,,PG,0.9 lakhs,UGC,The candidate should have passed Graduation (Any Stream) or equivalent.,MA Journalism and Mass Communication is two-years duration full-time course and approved by University Grants Commission (UGC).
6,"Arunachal University of Studies, Namsai",Namsai,Arunachal Pradesh,Master of Journalism,1 year,Full time,,PG,0.5 lakhs,UGC,The candidate should have passed Graduation Bachelor of Journalism or equivalent.,Master of Journalism is One-years duration full-time course and approved by University Grants Commission (UGC).
7,"Haridev Joshi University of Journalism and Mass Communication, Jaipur",Jaipur,Rajasthan,MJ Electronic Media,2 years,Full time,30,PG,0.75 lakhs,,"For General and OBC : Candidate should be graduate in any discipline with 50%.
For SC/ST : Candidate should be graduate in any discipline with 45%.",Master of Journalism in Electronic Media is two-year duration (4 Semester) full-time course.
8,"Haridev Joshi University of Journalism and Mass Communication, Jaipur",Jaipur,Rajasthan,MJ Media Studies,2 years,Full time,30,PG,0.75 lakhs,,"For General and OBC : Candidate should be graduate in any discipline with 50%.
For SC/ST : Candidate should be graduate in any discipline with 45%.",Master of Journalism in Media Studies is two-year duration (4 Semester) full-time course.
9,"Haridev Joshi University of Journalism and Mass Communication, Jaipur",Jaipur,Rajasthan,MMC Public Relations and Advertising,2 years,Full time,30,PG,0.75 lakhs,,"For General and OBC : Candidate should be graduate in any discipline with 50%.
For SC/ST : Candidate should be graduate in any discipline with 45%.",Master of Mass Communication in Public Relations and Advertising is two-year duration (4 Semester) full-time course.
10,"Sanatan Dharma College, Ambala",Ambala Cantt,Haryana,MA Mass Communication,2 years,Full time,40,PG,,UGC,Bachelor degree with 50% marks any recognized university with relevant subjects.,"This is a full time two year course affiliated to Kurukshetra University, Kurukshetra and approved by UGC."
11,"Doaba College, Jalandhar",Jalandhar,Punjab,BA Journalism and Mass Communication,3 years,Full time,,UG,,UGC,The candidate should be a 10+2 from a recognized University.,"BA Journalism and Mass Communication is a 3-year full-time course affiliated to Guru Nanak Dev University, Amritsar."
12,"Doaba College, Jalandhar",Jalandhar,Punjab,MA Journalism and Mass Communication,2 years,Full time,,PG,,UGC,The candidate should be a Graduate from a recognized University.,"MA Journalism and Mass Communication is a 2-year full-time course affiliated to Guru Nanak Dev University, Amritsar."
13,"St Josephs College, Irinjalakuda",Irinjalakuda,Kerala,MCJ Self Finance,2 years,Full time,15,PG,,UGC,The candidate should have Graduation degree from any recognized University.,"MCJ Self Finance is 2-years full-time course affiliated to University of Calicut, Malappuram and approved by University Grants Commission."
14,"Ram Khelawan Mahavidyalaya, Barabanki",Asandra,Uttar Pradesh,Post Graduate Diploma in Journalism and Mass Communication,1 year,Full time,,Diploma,0.2 lakhs,,The candidate should have passed in related degree,Post Graduate Diploma in Journalism and Mass Communication is a one year full time course
15,"Goreswar College, Baksa",Naokata,Assam,Bachelor of Mass Communication,3 years,Full time,,UG,,UGC,The candidate should be a 12th Pass from any recognized board or equivalent.,"Bachelor's of Mass Communication is a 3-year full-time course affiliated to Gauhati University, Guwahati"
16,"Bhawanipur Anchalik College, Barpeta",Bhawanipur,Assam,Diploma in Journalism and Mass Communication,1 year,Distance,,Diploma,,,The candidate should have passed in ‎10+2 or Equivalent,Diploma in Journalism and Mass Communication is a one year full time course
17,"Bhawanipur Anchalik College, Barpeta",Bhawanipur,Assam,PGD in Broadcast Journalism,1 year,Distance,,PG,,,The candidate should have passed in related graduate degree,PGD in Broadcast Journalism is a one year full time course
18,"Bhawanipur Anchalik College, Barpeta",Bhawanipur,Assam,PGD in Mass Communication,1 year,Distance,,PG,,,The candidate should have passed in related graduate degree,PGD in Mass Communication is a one year full time course
19,"Dakshin Kamrup Girls College, Kamrup",Kokjar,Assam,BJMC,3 years,Full time,,UG,,UGC,The candidate should have passed in 10+2 or its equivalent from any recognized Board.,Bachelor of Mass Communication and Journalism is a three-year full-time course approved by UGC.
20,"Rajat Mahila Mahavidyalaya, Ambedkar Nagar",Ambedkar Nagar,Uttar Pradesh,BJMC,3 years,Full time,60,UG,,UGC,12th Pass from any recognized board or equivalent.,It is 3 year full time course.
21,"NS Patel Arts College, Anand",Anand,Gujarat,MA Journalism and Mass Communication,3 years,Full time,,PG,,UGC,The candidate should have passed Graduation.,"MA Journalism and Mass Communication is 2-year duration full-time course offered by Sardar Patel University, Vallabh Vidyanagar."
22,"Institute of Language Studies and Applied Social Sciences, Anand",Anand,Gujarat,BA Advanced Journalism and Mass Communication,3 years,Full time,60,UG,,UGC,"1. The candidates should be eligible for admission as per Sardar Patel University and Charutar Vidya Mandal Criteria. Students who have passed XII Science/Commerce/General Stream Examination or its equivalent examination with English as a subject, are eligible for admission.
2. At least 45% marks in aggregate at standard XII, or ""A Level"" examination for NRI / Foreign students with equivalent grades without compartments.","BA Advanced Journalism and Mass Communication is 3-year duration full-time course offered by Sardar Patel University, Vallabh Vidyanagar."
