,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
62,62,"National Institute of Fashion Technology, Shillong",,2008, Meghalaya,Shillong," Shillong Campus  Old Neigrihms 
'C' Block  Pasteur Hills  Lawmali  Shillong - 793001  Meghalaya
 ",Government,Ministry of Textiles +1 more Government of India,"National Institute of Fashion Technology, Delhi",0364-2590240,,http://www.nift.ac.in/shillong/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,15,https://www.facebook.com/fdniftshillong/,,,https://en.wikipedia.org/wiki/National_Institute_of_Fashion_Technology
63,63,"ITM - Institute of Fashion Design and Technology, Mumbai",IFDT,, Maharashtra,Mumbai," Mumbai
ITM IFDT  6th Floor  HVPS Campus  New Link Road  Near Oshiwara Police Station  Next To Raj Rani Junior College  Oshiwara  Andheri west  Mumbai - 400 053.  ",Private,,,022-64464008,,http://www.itm.edu/ifdt/,,"['Cafeteria', 'Auditorium', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,15,,,,
64,64,"Pearl Academy, New Delhi",,1993, Delhi,New Delhi, New Delhi ,Private,Unapproved,,08130566399,,http://pearlacademy.com/,,"['Library', 'Auditorium']",['PAF ENTRANCE EXAM'],design,79,https://www.facebook.com/PearlAcademyOfficial/,https://twitter.com/PearlAcademyInd,https://www.youtube.com/user/PearlAcademyIndia,https://en.wikipedia.org/wiki/Pearl_Academy
65,65,"National Institute of Fashion Technology, Srinagar",,1986, Jammu and Kashmir,Srinagar," Srinagar
NIFT Srinagar Campus  SIDCO electronic complex  Rangreth  Srinagar  Jammu And Kashmir - 191132
 ",Government,Ministry of Textiles +1 more Government of India,,09906613355,,http://www.nift.ac.in/srinagar/,,"['Library', 'Sports', 'Cafeteria', 'Auditorium', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,,https://www.facebook.com/NIFT-Srinagar-153169304877606/,,,
66,66,"Swami Vivekanand University, Sagar",,2012, Madhya Pradesh,Sironja,NH 26  Narsinghpur Road  Sironja  Sagar  Madhya Pradesh 470228 ,Private,UGC,,07582-281350,,https://www.svnuniversity.co.in/mainsite/home.aspx,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,316,https://www.facebook.com/svnuniversity/,,https://www.youtube.com/channel/UCz65EjBo7VxRGxEudVduRng,"https://en.wikipedia.org/wiki/Swami_Vivekanand_University,_Madhya_Pradesh"
67,67,"School of Fashion Technology, Pune",SOFT,1998, Maharashtra,Pune, Pune. Sr.13 /1 /2  Narhe Ambegaon  Opposite to Vision English Medium School  Pune - 411041. ,Government,,,020-66833700,,http://soft.ac.in/index.php,,"['Girls Hostel', 'Library', 'Cafeteria', 'Auditorium', 'Medical', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,,https://www.facebook.com/SchoolofFashionTechnologyPune/,,https://www.youtube.com/channel/UCtEL297EcXQEksx-X0_MCLA,
68,68,"National Institute of Fashion Technology, Bhopal",,2008, Madhya Pradesh,Bhopal," Bhopal
NIFT Block  MP Bhoj Open University Campus  Kolar Road  Bhopal - 462016 MP
 ",Government,Ministry of Textiles +1 more Government of India,,0755-2493636,,http://nift.ac.in/bhopal/index.html,,"['Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'WiFi', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,,,,,
69,69,"Garden City University, Bangalore",,2013, Karnataka,Bengaluru,16th KM  Old Madras Road  Bangalore- 560 049. ,Private,"UGC +6 moreThe Indian Association of Physiotherapists, MHRD, KNC, RUSA, RGHUS, INC",,,,http://www.gardencitycollege.edu,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,54,https://www.facebook.com/GardenCityUniversity/,,https://www.youtube.com/c/GardenCityUniversity,https://en.wikipedia.org/wiki/Garden_City_College
70,70,"Chandigarh Group of Colleges, Jhanjeri",,2009, Punjab,Jhanjheri," Jhanjeri
Jhanjeri  Mohali-140307 (Punjab) ",Private,(AICTE) All India Council of Technical Education,,0160-3045300,,http://www.cgc.ac.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,178,https://www.facebook.com/CgcTechnicalCampusJhanjeri,https://twitter.com/cgcjhanjeri,https://www.youtube.com/user/cgcjhanjeri,
71,71,"Amity University, Kolkata",,2015, West Bengal,Kadampukur,Major Arterial Road  Action Area II  Rajarhat  New Town  Kolkata  West Bengal  India ,Private,"(AICTE) All India Council of Technical Education +3 more(BCI) Bar Council of India, COA, UGC",,09748582665,,http://www.amity.edu/kolkata/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['PAF ENTRANCE EXAM'],design,63,https://www.facebook.com/amityuniversitykolkata/,,,https://en.wikipedia.org/wiki/Amity_University_Kolkata
