,Id,Name,known_as,Estd,State,City,Address,ownership,Approved_by,Affilate_to,contact,Rank,website,score,facilities,exams,stream,faculty,facebook,twitter,youtube,wiki
28,28,National Institute of Design Ahmedabad,NID,2004, Gujarat,Ahmedabad, Ahmedabad 380007 ,Government,,,,,http://www.nid.edu/,,[],['NID APTITUDE TEST FOR GDPD'],design,59,https://www.facebook.com/National-Institute-of-Design-India-333633610590/,https://twitter.com/nid_india?lang=en,,https://en.wikipedia.org/wiki/National_Institute_of_Design
29,29,"NIMS University, Jaipur",,2008, Rajasthan,Puth Ka Bas at Chawa Ka Bas,"Shobha Nagar  Jaipur-Delhi Highway (NH-11C) 
Jaipur – 303121  Rajasthan  India ",Private,"UGC +7 moreMCI, DCI, PCI, INC, BCI, COA, ",,,,http://nimsuniversity.org/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NID APTITUDE TEST FOR GDPD'],design,681,https://www.facebook.com/NIMS-University-363254377077300/,https://twitter.com/nimsuniversity,,https://en.wikipedia.org/wiki/NIMS_University
30,30,"Mahatma Gandhi University, Kottayam",,1983, Kerala,Athirampuzha,Priyadharshini Hills P.O.  Kottayam  Kerala - 686560  India ,Government,UGC +1 moreBCI,,,,http://www.mguniversity.edu/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NID APTITUDE TEST FOR GDPD'],design,87,,,https://www.youtube.com/channel/UCo-fDl62chniF2y-Lh6uAXA,https://en.wikipedia.org/wiki/Mahatma_Gandhi_University
31,31,"Chaudhary Charan Singh Haryana Agricultural University, Hisar",,1970, Haryana,Hisar, Hisar-125004  Haryana  India ,Government,UGC,,0172-2740654,,http://hau.ernet.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'IT Infrastructure']",['NID APTITUDE TEST FOR GDPD'],design,424,https://www.facebook.com/ccshau/,https://twitter.com/ccshauhisar,https://www.youtube.com/channel/UCoHPHYtc3-9AC20oOMaBQzw,https://en.wikipedia.org/wiki/Chaudhary_Charan_Singh_Haryana_Agricultural_University
32,32,"National Institute of Fashion Technology, Navi Mumbai",,1995, Maharashtra,Navi Mumbai,NIFT Campus  Plot no 15 sector 4  Kharghar  Navi Mumbai- 410210 ,Government,Ministry of Textiles +1 more Government of India,"National Institute of Fashion Technology, Delhi",022-27745549,,http://www.nift.ac.in/mumbai/index.html#,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,34,https://www.facebook.com/niftpage/,,,
33,33,"St Xavier's College, Kolkata",,1860, West Bengal,Kolkata,30 Park Street 30 Mother Teresa Sarani Kolkata - 700016 ,Private,UGC,,,,http://www.sxccal.edu/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,275,https://www.facebook.com/St-Xaviers-College-Calcutta-54059241584/?ref=page_internal,,,"https://en.wikipedia.org/wiki/St._Xavier's_College,_Kolkata"
34,34,"National Institute of Fashion Technology, Bangalore",,1986, Karnataka,Bengaluru," Bangalore
NIFT Campus  C.A. Site #21  Sector-1  27th Main  HSR Layout  Bangalore - 560102
 ",Government,Ministry of Textiles +1 more Government of India,,,,http://www.nift.ac.in/bengaluru/,,"['Library', 'Sports', 'Cafeteria', 'Auditorium', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,,,,,https://en.wikipedia.org/wiki/National_Institute_of_Fashion_Technology
35,35,"Ajeenkya DY Patil University, Pune",,2015, Maharashtra,Pune,Charoli Bk.via Lohegaon  District Pune - 412105 Maharashtra  India ,Private,UGC,,08686868686,,http://adypu.edu.in/,,"['Library', 'Sports', 'Auditorium', 'Medical', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,27,https://www.facebook.com/adypuniversity,https://twitter.com/adypuniversity,https://www.youtube.com/channel/UCp06milb42k_tHsMaVMr0Gg,https://en.wikipedia.org/wiki/Ajeenkya_DY_Patil_University
36,36,"Noida International University, Greater Noida",,2010, Uttar Pradesh,Greater Noida,"Plot No. 1  Sector 17-A  Yamuna Expressway(Opp. F1 Track)  Gautam Budh Nagar - 201308  (U.P) India
 ",Private,"UGC +2 moreBCI, NCI",,0120-4862200,,http://niu.edu.in/,,"['Boys Hostel', 'Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,128,https://www.facebook.com/NoidaInternationalUniversity,https://twitter.com/niunoida,https://www.youtube.com/channel/UC2Gg9EaG1rgDnNSjmgx205Q,https://en.wikipedia.org/wiki/Noida_International_University
37,37,"National Institute of Fashion Technology, Chennai",NIFT Chennai,1995, Tamil Nadu,Chennai, Chennai. NIFT Campus near Tidel Park and Software Technology Park of India. Rajiv Gandhi Salai  Taramani. Chennai - 600113 ,Government,Ministry of Textiles +1 more Government of India,"National Institute of Fashion Technology, Delhi",044-22542755,,http://www.nift.ac.in/chennai/,,"['Girls Hostel', 'Gym', 'Library', 'Sports', 'Cafeteria', 'WiFi', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,39,,,,https://en.wikipedia.org/wiki/National_Institute_of_Fashion_Technology
38,38,"Galaxy Global Group of Institutions, Ambala",,2009, Haryana,Dinarpur,"Knowledge Resort  Shahabad-Saha-Panchkula Highway NH-73 
Dinarpur  Distt. Ambala (Haryana)-133102 ",Private,(AICTE) All India Council of Technical Education,,,,http://www.galaxyglobaledu.in/,,"['Boys Hostel', 'Girls Hostel', 'Library', 'Sports', 'Cafeteria', 'Auditorium', 'Medical', 'WiFi', 'Transport', 'IT Infrastructure']",['NIFT ENTRANCE EXAM '],design,39,https://www.facebook.com/galaxyglobal,https://twitter.com/galaxyglobal,https://www.youtube.com/user/galaxyglobal,
