,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Bharath College of Science and Management, Thanjavur",Thanjavur,Tamil Nadu,B.Sc Fashion Technology and Costume Design,3 years,Full time,,UG,,,The candidate should have passed in 10+2 science stream.,B.Sc Fashion Technology and Costume Design is a three year full time course.
1,"Bharath College of Science and Management, Thanjavur",Thanjavur,Tamil Nadu,M.Sc Fashion Technology and Costume Design,2 years,Full time,,PG,,,The candidate should have passed in B.Sc Fashion Technology and Costume Design,M.Sc Fashion Technology and Costume Design is a two year full time course.
2,"Bharath College of Science and Management, Thanjavur",Thanjavur,Tamil Nadu,PGD Fashion Technology,1 year,Full time,,Diploma,,,The candidate should have passed in related degree,PGD Fashion Technology is a one year full time course.
3,"Satyajit Ray Film and Television Institute, Kolkata",Kolkata,West Bengal,Postgraduate Programme in Animation Cinema,3 years,Full time,12,PG,0.77 lakhs,MInistry of Information and Broadcasting,Graduate in any discipline from a recognized university or equivalent also candidates should have proficiency in drawing.,Postgraduate Programme in Animation Cinema is 3-year full time integrated Course in I and II Semester – 20 weeks each [common for all Specialisations except Animation Cinema].For Animation Cinema 6 weeks of integrated course. Specialisation Programme III – VI Semester 80 weeks.
4,"ISBM University, Gariyaband",Chhura,Chhattisgarh,Advance Diploma in Fashion Designing,2 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Advance Diploma in Fashion Designing is a two year full time course
5,"ISBM University, Gariyaband",Chhura,Chhattisgarh,Advance Diploma in Interior Designing,2 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Advance Diploma in Interior Designing is a two year full time course
6,"ISBM University, Gariyaband",Chhura,Chhattisgarh,BA in Fashion Designing,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,BA in Fashion Designing is a three year full time course
7,"ISBM University, Gariyaband",Chhura,Chhattisgarh,BA in Interior Designing,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,BA in Interior Designing is a three year full time course
8,"ISBM University, Gariyaband",Chhura,Chhattisgarh,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Designing is a one year full time course
9,"ISBM University, Gariyaband",Chhura,Chhattisgarh,Diploma in Interior Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Interior Designing is a one year full time course
10,"Shri Govind Guru University, Godhra",Godhra,Gujarat,BA Interior Design,3 years,Full time,,UG,,UGC,The Candidate should have passed 10+2 in relevant subject or equivalent from recognized board.,"Bachelor of Arts in Interior Design is three-year duration full-time course offered by Shri Govind Guru University, Godhra."
11,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,Diploma in Fashion Business Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Business Management is a one year full time course
12,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Designing is a one year full time course
13,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,Diploma in Interior Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Interior Designing is a one year full time course
14,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,Diploma in Jewellery Design,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Jewellery Design is a one year full time course
15,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,Graduate Diploma in Fashion and Apparel Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Fashion and Apparel Design is a three year full time course
16,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,Graduate Diploma in Interior Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Interior Design is a three year full time course
17,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,PGD Fashion Communication,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD Fashion Communication is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
18,"JD Institute of Fashion Technology, Lucknow",Lucknow,Uttar Pradesh,PGD Interior Design,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD in Interior Design is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
19,"St Britto's College, Chennai",Chennai,Tamil Nadu,B.Sc Fashion Design and Technology,3 years,Full time,,UG,1.6 lakhs,,The candidate should have passed in 10+2 related stream or its Equivalent.,B.Sc Fashion Design and Technology is a three year full time course
