,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"International Polytechnic for Women, New Delhi",New Delhi,Delhi,Diploma in Fashion Designing,3 years,Full time,60,Diploma,0.51 lakhs,(AICTE) All India Council of Technical Education,"Passed Xth class of 10+2 or matric or any other exam recognized as equivalent to Xth class exam conducted by the Central Board of Secondary Education(CBSE) or an equivlent recognized board with minimum 45% marks in the aggregate of five subjects securing minimum 33% marks in each of English,Maths,Science(separately in Theory and Practical), Social Science and one additional language(which reflects higher marks.).","Diploma in Textile Designing is a three year full time course approved by AICTE and affiliated by Directorate of Training and Technical Education, New Delhi"
1,"International Polytechnic for Women, New Delhi",New Delhi,Delhi,Diploma in Textile Designing,3 years,Full time,30,Diploma,0.51 lakhs,(AICTE) All India Council of Technical Education,"Passed Xth class of 10+2 or matric or any other exam recognized as equivalent to Xth class exam conducted by the Central Board of Secondary Education(CBSE) or an equivlent recognized board with minimum 45% marks in the aggregate of five subjects securing minimum 33% marks in each of English,Maths,Science(separately in Theory and Practical), Social Science and one additional language(which reflects higher marks.).","Diploma in Textile Designing is a three year full time course approved by AICTE and affiliated by Directorate of Training and Technical Education, New Delhi"
2,"CT Institute of Higher Studies, Jalandhar",Jalandhar,Punjab,B.Des Interior,4 years,Full time,,UG,2 lakhs,UGC,Pass in 10+2 with 45 % marks in aggregate or equivalent examination.,"The B. Design (Interior Design) program is one of the professional degrees offered by the CTIHS. It is a 4-year program specializing in the Interiors of all kind of buildings. The primary goal of the program is to equip budding designers with the theoretical knowledge, technical skills and professional ethics needed to practice Interior design. Graduates of the progra...See More"
3,"PP Savani University, Surat",Kosamba,Gujarat,BID,4 years,Full time,60,UG,3.2 lakhs,,10+2 or Diploma in Architecture Assistantship or Diploma in Civil Engineering.,"Bachelor Of Interior Design (BID) is four-year duration full-time course offered by PP Savani University, Surat."
4,"Shanti Tara Girls College, Sangrur",Ahmedgarh,Punjab,PGD in Dress Designing and Tailoring,1 year,Full time,30,Diploma,,UGC,The candidate should have passed in the graduate degree in any recognized university.,"Post Graduate Diploma in Dress Designing and Tailoring is full time one year course degree offered by Punjabi University, Patiala and approved by UGC."
5,"Northern India Institute of Fashion Technology, Ludhiana",Ludhiana,Punjab,B.Sc Fashion Design,3 years,Full time,60,UG,3.4 lakhs,Government of Punjab,10+2 from recognized Board of Examination,"A three-year undergraduate programme after 10+2 is designed for those interested to make their career in the dynamic and charismatic world of Fashion Design. The course is divided into six semesters, which gradually evolve and sensitise the student's understanding of fundamentals of fashion business."
6,"Northern India Institute of Fashion Technology, Ludhiana",Ludhiana,Punjab,M.Sc Fashion Marketing and Merchandising,2 years,Full time,60,PG,2.27 lakhs,Government of Punjab,Graduation from Recognized University,A two-year Post-Graduate Diploma program after Graduation is designed to fulfil the requirements of the retail industry in the country. It prepares highly competent and well trained fashion marketing and management professionals. The course covers all aspects of the upcoming retail industry.
7,"Pannu College for Women, Gurdaspur",Gurdaspur,Punjab,B.Sc Fashion Design,3 years,Full time,60,UG,,,The candidate should have passed in 10+2 with relevant stream in any recognized board.,"Bachelor of Science in Fashion Design is full time three year course degree offered by IK Gujral Punjab Technical University, Jalandhar"
8,"Imperial Institute of Management and Technology, Haldwani",Haripur Nayak,Uttarakhand,Diploma in Fashion Designing and Technology,1 year,Full time,,Diploma,0.63 lakhs,,10 / 10+2 in any stream.,"Diploma in Fashion Designing and Technology is a one year full time course affiliated to Uttarakhand Open University, Haldwani."
9,"Aditya Degree College, Vizianagaram",Vizianagaram,Andhra Pradesh,B.Sc Animation,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"B.Sc Animation is three-year duration full-time course affiliated to Andhra University, Visakhapatnam."
