,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,Diploma in Fashion Business Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Business Management is a one year full time course
1,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Designing is a one year full time course
2,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,Diploma in Interior Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Interior Designing is a one year full time course
3,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,Diploma in Jewellery Design,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Jewellery Design is a one year full time course
4,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,Graduate Diploma in Fashion and Apparel Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Fashion and Apparel Design is a three year full time course
5,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,Graduate Diploma in Interior Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10+2 related stream,Graduate Diploma in Interior Design is a three year full time course
6,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,PGD Fashion Communication,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD Fashion Communication is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
7,"JD Institute of Fashion Technology, Gurgaon",Gurugram,Haryana,PGD Interior Design,2 years,Full time,,PG,,,The candidate should have passed in Diploma in equivalent / Any graduation,"PGD in Interior Design is a two year full time course.
This programme is not subjected to approval by any Govt. of India regulatory bodies like UGC, AICTE etc."
8,"JD Institute of Fashion Technology, Guwahati",Guwahati,Assam,Diploma in Fashion Business Management,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Business Management is a one year full time course
9,"JD Institute of Fashion Technology, Guwahati",Guwahati,Assam,Diploma in Fashion Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Fashion Designing is a one year full time course
10,"JD Institute of Fashion Technology, Guwahati",Guwahati,Assam,Diploma in Interior Designing,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Interior Designing is a one year full time course
11,"JD Institute of Fashion Technology, Guwahati",Guwahati,Assam,Diploma in Jewellery Design,1 year,Full time,,Diploma,,,The candidate should have passed in 10th standard education,Diploma in Jewellery Design is a one year full time course
