,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Institute of Home Economics, New Delhi",New Delhi,Delhi,M.Sc Fabric and Apparel Science,2 years,Full time,15,PG,0.56 lakhs,UGC,B.Sc. (Hons.) in Home Science / B.Sc. (Pass) in Home Science: after (10+2) from Delhi University or any other University whose Examination is recognized by the University of Delhi as equivalent and fulfill other conditions of eligibility. Should have passed any three subjects in the following areas: Fundamentals of Fabric and Apparel Science / Fabric Science / Indian Textile Heritage / Apparel Construction / Applied Textile Design / Dyeing and Printing / Design Concepts / Fashion Design Development / Fashion Studies,"Master of Science in Fabric and Apparel Science is two years full time course. Affiliated to University of Delhi, Delhi and approved by UGC. The two-year Master's degree programme was started in 1987 at IHE and has since come a long way. The course contents have been revised from the academic year, 2007-08 to make it more contextual and industry related. While 50% of the seats are filled on the basis of merit from B.Sc. (Home Science) Hons. , the remaining seats are filled by an entrance examination conducted by the Department of Home Science in early July. The department churns out professionals every year who get excellent placements in the apparel industry in designing, marketing & merchandising as well as in Universities, Schools & Research Institutes. Many students also opt for self-employment & become entrepreneurs in"
1,"Central Institute of Technology, Kokrajhar",Kokrajhar,Assam,B.Design,4 years,Full time,60,UG,0.9 lakhs,,"Candidates who have passed 10+2 examination in any stream (Science/Arts/Commerce) or an equivalent examination** from any institute approved by Board/AICTE/ Recognized University with not less than 50% marks.
In case of students belonging to SC/ST, the minimum percentage of marks for admission to B. Des. course shall be not less than 45%.
Candidates who have passed 3 years diploma in Animation and Multimedia Technology from CIT Kokrajhar in the current year having requisite qualifying marks should submit their application and would be admitted without any entrance examinations into the 2nd year/3rd Semester of the programme.","B.Design is a full-time 4 years duration course Affiliated to Gauhati University, Guwahati."
2,"Central Institute of Technology, Kokrajhar",Kokrajhar,Assam,Diploma in Animation and Multimedia Technology,3 years,Full time,30,Diploma,0.38 lakhs,(AICTE) All India Council of Technical Education,"Candidates must have passed HSLC or equivalent with a minimum of 45% in the aggregate and 50% of marks for GEN/OBC (45% of marks for ST/SC/PH candidates) in Science, Mathematics (or Advanced Mathematics) and English taken together.
The CITEE is an entrance test conducted by CIT for admission to Diploma course of study in different branches of engineering in CIT, Kokrajhar, which is affiliated to State Council of Technical Education, Assam.","Diploma in Animation and Multimedia Technology is a full-time 3 years duration course Affiliated to Directorate of Technical Education, Guwahati and Approved by AICTE."
3,"National Institute of Fashion Technology, Shillong",Shillong,Meghalaya,B.Des Accessory Design,4 years,Full time,,UG,,"Ministry of Textiles, Government of India",Minimum qualification for admission in program: 10+2 or its equivalent.,"B.Des Accessory Designis 4 year full time UG level course with approval of Ministry of Textiles, Government of India."
4,"National Institute of Fashion Technology, Shillong",Shillong,Meghalaya,B.Des Fashion Communication,,Full time,,UG,,"Ministry of Textiles, Government of India",,"B.Des Fashion Communication is 4 year full time UG level course with approval of Ministry of Textiles, Government of India."
5,"National Institute of Fashion Technology, Shillong",Shillong,Meghalaya,B.Des Fashion Design,4 years,Full time,,UG,,"Ministry of Textiles, Government of India",Minimum qualification for admission in program: 10+2 or its equivalent.,"B.Des Fashion Design is 4 year full time UG level course with approval of Ministry of Textiles, Government of India."
6,"ITM - Institute of Fashion Design and Technology, Mumbai",Mumbai,Maharashtra,B.A. (Hons.) in Fashion Design ( 3 yrs International Degree ),3 years,Full time,,UG,,,The candidate must have passed 10 + 2 exam in any faculty/ stream. Those awaiting their 10 + 2 exam result this year may also apply.,"<p>BIAD fashion program is about creating an environment in which you can build on your individuality and strengths, to realize your full potential and to create a breed of highly skilled designers who are attuned to the needs and understanding of design and its interaction with the society we live in.The program is designed to reflect and respond to contemporar...See More"
7,"ITM - Institute of Fashion Design and Technology, Mumbai",Mumbai,Maharashtra,B.A. (Hons.) in Interior Design ( 3 yrs International Degree ),3 years,Full time,,UG,,,The candidate must have passed 10 + 2 exam in any faculty/ stream. Those awaiting their 10 + 2 exam result this year may also apply.,"<p>The course considers the range of factors which affect spatial development – such as psychology, technology and tactility. You’ll be exposed to a combination of different design techniques including drawing and model-making skills, concept modeling, computer simulation and experimentation using the latest digital techniques. You will be supported by exper...See More"
8,"ITM - Institute of Fashion Design and Technology, Mumbai",Mumbai,Maharashtra,BA Fashion Design,3 years,Full time,,UG,,,Candidates must be 10+2 passed from a recognised board or Diploma.,BA Fashion Design is a full time three years course.
9,"ITM - Institute of Fashion Design and Technology, Mumbai",Mumbai,Maharashtra,BA Interior Design,3 years,Full time,,UG,,,Candidates must be 10+2 passed out from any recognised board.,BA Interior Design is a full time three years course.
10,"ITM - Institute of Fashion Design and Technology, Mumbai",Mumbai,Maharashtra,Diploma in Fashion Design,1.5 years,Part Time,,Diploma,,,Candidates with Secondary School Certificate or equivalent 10 years of education,Diploma in Fashion Design is a part time Eighteen months course.
11,"ITM - Institute of Fashion Design and Technology, Mumbai",Mumbai,Maharashtra,Diploma in Fashion Marketing,2 years,Full time,,Diploma,,,Candidates must be a 10+2 passed out from any recognised university.,Diploma in Fashion Marketing is a full time one year course.
