,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Vidya Institute of Fashion Technology, Meerut",Meerut,Uttar Pradesh,Bachelor of Fashion Apparel Design,4 years,Full time,60,UG,4.81 lakhs,(AICTE) All India Council of Technical Education,"10+2 with 50% and above marks in any discipline from or recognized board of education.
Admission will be made as per guidelines of AICTE and AKTU.
The student should appear in UPSEE.
Application with evidence of work experience and /or the ability to meet the demands of this program are invited to apply.","This is four year full time course of Vidya Institute of Fashion Technology, Meerut and curse is Approved by AICTE, and affiliated to Dr APJ Abdul Kalam Technical University, Lucknow the college also the member of FDCI, New Delhi and Member of LECTRA CAD Software, Bangalore.
A fashion designer needs to combine their creativity with managerial skills to sustain in ...See More"
1,"Vidya Institute of Fashion Technology, Meerut",Meerut,Uttar Pradesh,Advance Diploma in Fashion Design,1 year,Full time,,Diploma,0.5 lakhs,,"10+2 or equivalent, in any discipline, with minimum 50% marks.","For students who have already done their diploma in fashion design, this specially designed programme, offers an in-depth knowledge of the designing process and aspects of fashion. In tandem with the shifts in the industry where Design has become even more significant, the students are trained to anticipate and address relevant concerns and issues through research.
T...See More"
2,"Vidya Institute of Fashion Technology, Meerut",Meerut,Uttar Pradesh,Diploma in Fashion Design,1 year,Full time,,Diploma,0.5 lakhs,,"10+2 or equivalent, in any discipline, with minimum 50% marks. Admissions are strictly based on the guidelines of Institute.","The program is offered in 11 months covering inputs in the main areas of fashion range development, and their visual representation. It gives understanding fabric properties and their surface ornamentation using crafts and its sourcing. The business aspect would also be looked into by analyzing client needs and demands, small scale garment production, and entrepreneur...See More"
3,"Vidya Institute of Fashion Technology, Meerut",Meerut,Uttar Pradesh,Diploma in Graphic Design,1 year,Full time,,Diploma,0.5 lakhs,,"10+2 or equivalent, in any discipline, with minimum 50% marks.","Graphic Design is the art and practice of planning and projecting ideas and experiences with visual and textual content. The form of the communication can be physical or virtual, and may include images, words, or graphic forms. Common uses of graphic design include identity (logos and branding), publications (magazines, newspapers, and books), print advertisements, po...See More"
4,"Vidya Institute of Fashion Technology, Meerut",Meerut,Uttar Pradesh,Post Graduate Diploma in Fashion Management,2 years,Full time,,PG,1.7 lakhs,UGC,Graduation in any discipline from a UGC recognized university with minimum 50% marks.,The Post-Graduate Diploma in Fashion Design is an opportunity to take up a creative career in Fashion Industry. The special feature of the course is that it provides for a broad intake of graduates from any discipline to imbibe an integrated approach to design technical subjects with thorough market understanding. Students also understand the practices of the industry...See More
5,"Government Women's Polytechnic College, Kota",Kota,Rajasthan,Diploma in Commercial Art,3 years,Full time,40,Diploma,0.23 lakhs,(AICTE) All India Council of Technical Education,Candidates must be minimum 10+2 passed or equivalent qualification or higher qualification.,Diploma in Commercial Art is a three-year full-time course affiliated to Board of Technical Education and approved by All India Council for Technical Education.
6,"Government Women's Polytechnic College, Kota",Kota,Rajasthan,Diploma in Interior Decoration,3 years,Full time,40,Diploma,0.23 lakhs,(AICTE) All India Council of Technical Education,Candidates must be minimum 10+2 passed or equivalent qualification or higher qualification.,Diploma in Textile Design is a three-year full-time course affiliated to Board of Technical Education and approved by All India Council for Technical Education.
7,"Government Women's Polytechnic College, Kota",Kota,Rajasthan,Diploma in Textile Design,3 years,Full time,40,Diploma,0.23 lakhs,(AICTE) All India Council of Technical Education,Candidates must be minimum 10+2 passed or equivalent qualification or higher qualification.,Diploma in Textile Design is a three-year full-time course affiliated to Board of Technical Education and approved by All India Council for Technical Education.
8,"Shekhawati Polytechnic College, Sikar",Sikar,Rajasthan,Diploma in Fashion Design,3 years,Full time,60,Diploma,0.84 lakhs,(AICTE) All India Council of Technical Education,"10th pass with Science and Maths. of Board of Secondary Education, Rajasthan, Ajmer or equivalent.","This is a full time three year course affiliated to Board of Technical Education, Jodhpur and approved by AICTE."
9,"Aditya Degree College for Women, Rajahmundry",Rajahmundry,Andhra Pradesh,B.Sc Animation,3 years,Full time,,UG,,,The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor of Science in Animation is three-year duration full-time course affiliated to Adikavi Nannaya University, Rajahmundry and approved by UGC."
