,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Loyola Academy Degree and PG College, Secunderabad",Secunderabad,Telangana,B.Sc Multimedia and Animation,3 years,Full time,,UG,,UGC,Candidates must be 10+2 passed with minimum 55% from a recognised board.,B.Sc Multimedia and Animation is a full time three years course.
1,"Footwear Design and Development Institute, Kolkata",Kolkata,West Bengal,B.Sc Fashion Designing,3 years,Full time,30,UG,3.68 lakhs,"Ministry of Commerce and Industry, Government of India",Candidates must be 10+2 passed and Candidates appearing in 10+2 Intermediate may also apply,B.Sc Fashion Designing is a full time three years course
2,"Footwear Design and Development Institute, Kolkata",Kolkata,West Bengal,B.Sc Fashion Merchandising and Retail Management,3 years,Full time,30,UG,3.68 lakhs,"Ministry of Commerce and Industry, Government of India",Candidates must be 10+2 passed and Candidates appearing in 10+2 Intermediate may also apply,B.Sc Fashion Merchandising and Retail Management is a full time three years course.
3,"Footwear Design and Development Institute, Kolkata",Kolkata,West Bengal,B.Sc Footwear Technology and Management,3 years,Full time,30,UG,3.68 lakhs,"Ministry of Commerce and Industry, Government of India",Candidates must be 10+2 passed and Candidates appearing in 10+2 Intermediate may also apply,B.Sc Footwear Technology and Management is a full time three years course.
4,"Footwear Design and Development Institute, Kolkata",Kolkata,West Bengal,B.Sc Leather Goods and Accessories Design,3 years,Full time,30,UG,3.68 lakhs,"Ministry of Commerce and Industry, Government of India",Candidates should be a 10+2 passed or Candidates appearing in 10+2 may also apply,B.Sc Fashion Leather Accessories Design is a full time three years course.
5,"Footwear Design and Development Institute, Kolkata",Kolkata,West Bengal,M.Sc Fashion Merchandising and Retail Management,2 years,Full time,30,PG,2.84 lakhs,"Ministry of Commerce and Industry, Government of India",Candidates must be a graduate from any discipline.,M.Sc Fashion Merchandising and Retail Management is a full time two years course.
6,"Footwear Design and Development Institute, Kolkata",Kolkata,West Bengal,M.Sc Footwear Technology and Management,2 years,Full time,30,PG,2.84 lakhs,"Ministry of Commerce and Industry, Government of India",Candidates must be a graduate from any discipline.,M.Sc Footwear Technology and Management is a full time two years course.
7,"KVA DAV College For Women, Karnal",Karnal,Haryana,B. Sc Fashion Design,3 years,Full time,,UG,,UGC,"A person who has passed 10+2 examination of Board Education, Haryana or any other examination recognized as equivalent thereto, with 45% marks in the aggregate, shall be eligible for the course.",It is 3 year full time course.
8,"Asian School of Media Studies, Noida",Noida,Uttar Pradesh,B. Sc Fashion Design + Diploma in Fashion Design,3 years,Full time,,UG,,,Minimum eligibility 10+2 or equivalent.,It is 3 year full time course.
9,"Dev Samaj College for Women, Chandigarh",Chandigarh,Chandigarh,PGD Fashion Design,1 year,Full time,,PG,,UGC,B.Sc.Home Scienceor B.Sc. with Fashion Designing or B.A honours in Home Science Designing) or B.A with Home Science as elective subjects or B.A with add-on course in Fashion Designing or B.A with Fashion Designing as elective subject or graduation in any stream with vocational stream in F.O. at +2 level or graduation with Diploma in Cutting and Tailoring from I.T.I and C.C.I.,"PGD Fashion Design is a full time one year course affiliated to Panjab University, Chandigarh and approved by UGC."
10,"Devasya Polytechnic, Hamirpur",Matahni,Himachal Pradesh,Diploma in Fashion Design,3 years,Full time,45,Diploma,,(AICTE) All India Council of Technical Education,"The candidate should be Matriculate from recognized school education board with 35% marks.
He/She should have scored passing marks in P.A.T.",Diploma in Fashion Design is three years full time diploma course offered by Himachal Pradesh Technical Education Board and approved by AICTE and Govt of Himachal Pradesh.
11,"Government Polytechnic For Women, Chandigarh",Chandigarh,Chandigarh,Diploma in Interior Design and Decoration,3 years,Full time,30,Diploma,0.19 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board.,"Diploma in Interior Design and Decoration is a full-time three years duration course Affiliated to The Punjab State Board of Technical Education and Industrial Training, Chandigarh Approved by AICTE."
12,"Government Girls Polytechnic, Raipur",Raipur,Chhattisgarh,Diploma in Costume Design and Dress Making,3 years,Full time,30,Diploma,0.06 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board.,"Diploma in Costume Design and Dress Making is a full-time three years duration course Affiliated to Chhattisgarh Swami Vivekanand Technical University, Bhilai Approved by AICTE."
13,"Government Girls Polytechnic, Raipur",Raipur,Chhattisgarh,Diploma in Interior Decoration,3 years,Full time,30,Diploma,0.06 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board.,"Diploma in Interior Decoration is a full-time three years duration course Affiliated to Chhattisgarh Swami Vivekanand Technical University, Bhilai Approved by AICTE."
14,"Government Women's Polytechnic College, Jabalpur",Jabalpur,Madhya Pradesh,Diploma in Fashion Design,3 years,Full time,60,Diploma,0.25 lakhs,,The candidates who complete the Xth Standard are eligible for admission.,"Diploma in Fashion Design is three year duration full-time diploma course offered by DRajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by All India Council for Technical Education."
15,"Indore Women's Polytechnic College, Indore",Indore,Madhya Pradesh,Diploma in Architecture and Interior Design,3 years,Full time,60,Diploma,0.309 lakhs,(AICTE) All India Council of Technical Education,"Candidate must pass 10th class from M.P. Board of Secondary Education 10+2 or equivalent Exam with science Physics and Chemistry and Mathematics subject with a 35% marks and on the PPT merit.Reservation: As per Govt. of MP Rules
(SC-16%, ST-20% and OBC-14%)","It is 3-year duration full-time diploma course offered by Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by All India Council for Technical Education."
16,"Government Women's Polytechnic College, Bhopal",Bhopal,Madhya Pradesh,Diploma in Architecture and Interior Design,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,10th or equivalent,"It is 3-year duration full-time diploma course offered by Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal and approved by All India Council for Technical Education."
17,"Government Women's Polytechnic College, Jaipur",Jaipur,Rajasthan,Diploma in Beauty Culture,2 years,Full time,40,Diploma,0.23 lakhs,,The candidates who complete the Xth Standard are eligible for admission.,"Diploma in Beauty Culture is 2 years fulltime Courses offered By Board of Technical Education, Jodhpur"
18,"Government Women's Polytechnic College, Jaipur",Jaipur,Rajasthan,Diploma in Commercial Art,3 years,Full time,40,Diploma,0.23 lakhs,,The candidates who complete the Xth Standard are eligible for admission.,"Diploma in Commercial Art is 3 years fulltime Courses offered By Board of Technical Education, Jodhpur"
19,"Government Women's Polytechnic College, Jaipur",Jaipur,Rajasthan,Diploma in Costume Design and Dress Making,3 years,Full time,60,Diploma,0.23 lakhs,,The candidates who complete the Xth Standard are eligible for admission.,"Diploma in Costume Design and Dress Making is 3 years fulltime Courses offered By Board of Technical Education, Jodhpur"
20,"Government Women's Polytechnic College, Jaipur",Jaipur,Rajasthan,Diploma in Textile Design,3 years,Full time,40,Diploma,0.23 lakhs,,The candidates who complete the Xth Standard are eligible for admission.,"Diploma in Textile Design 3 years fulltime Courses offered By Board of Technical Education, Jodhpur"
21,"Government Polytechnic, Uttarkashi",Uttarkashi,Uttarakhand,Diploma in Fashion Designing,3 years,Full time,,Diploma,,,The candidate should have passed in 10th standard exam,"Diploma in Fashion Design is a 3 years course Approved by AICTE and Affiliated to Directorate Of Technical Education, Srinagar Garhwal"
22,"Government Polytechnic, Uttarkashi",Uttarkashi,Uttarakhand,Diploma in Textile Design,3 years,Full time,,Diploma,,,The candidate should have passed in 10th standard exam,"Diploma in Textile Design is a 3 years course Approved by AICTE and Affiliated to Directorate Of Technical Education, Srinagar Garhwal"
23,"Government Girls Polytechnic, Sudhowala",Sudhowala,Uttarakhand,Diploma in Interior Decoration and Design,3 years,Full time,40,Diploma,0.28 lakhs,(AICTE) All India Council of Technical Education,The candidates who complete the Xth Standard are eligible for admission.,"Diploma in Interior Decoration and Design is 3 years fulltime Courses offered By Directorate of Technical Education, Garhwal"
24,"Anant National University, Ahmedabad",Ahmedabad,Gujarat,B.Des Interior,4 years,Full time,40,UG,,,"1. Minimum 50% marks in class XII (45% reserved category)
2. Cleared NATA or ANU Design entrance test (ANUDET)",Bachelor of Design Interior is a full time four years course affiliated to Anant National University.
25,"Thiru Vi Ka Government Arts College, Thiruvarur",Thiruvarur,Tamil Nadu,B.Sc Visual Communication English Medium,3 years,Full time,,UG,,UGC,A candidate who has passed the higher secondary examinations of Tamilnadu higher secondary board or some other board.,"It is 3-year duration full-time English Medium course affiliated to Bharathidasan University, Tiruchirappalli."
26,"Popes College, Sawyerpuram",Kattalangulam,Tamil Nadu,Diploma in Dress Designing,1 year,Full time,40,Diploma,,,The candidate should have passed in 10+2 any stream or I.T.I,Diploma in Dress Designing is one year full time diploma course.
27,"Assumption College, Kottayam",Changanassery,Kerala,M.Sc Textiles and Fashion Self Finance,2 years,Full time,20,PG,,UGC,Candidate must have passed bachelor degree in related stream from recognized university,This is full-time two-year post graduate degree course
28,"AS College, Khanna",Bardhalan,Punjab,B.Voc Multimedia Graphics and Animations,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,B.Voc Graphics and Animations is a three year full time course
29,"MES College of Arts and Science, Chathamangalam",Kozhikode,Kerala,B.Sc Costume and Fashion Designing,3 years,Full time,,UG,,,The candidate should have passed in 10+2 with the relevant subject.,"Bachelor of Science in Costume and Fashion Designing is a full-time three year course affiliated to University of Calicut, Malappuram."
