,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"National Institute of Fashion Technology, Gandhinagar",Gandhinagar,Gujarat,B.Des Accessory Design,4 years,Full time,30,UG,7.36 lakhs,,Candidates must be a 10+2 passed out from a recognised board.,B.Des Accessory Design is a full time four years course.
1,"National Institute of Fashion Technology, Gandhinagar",Gandhinagar,Gujarat,B.Des Fashion Communication,4 years,Full time,30,UG,7.36 lakhs,,Candidates must be a 10+2 passed out from a recognised board.,B.Des Fashion Communication is a full time four years course.
2,"National Institute of Fashion Technology, Gandhinagar",Gandhinagar,Gujarat,B.Des Fashion Design,4 years,Full time,30,UG,7.36 lakhs,,Candidates must be a 10+2 passed out from a recognised board.,B.Des Fashion Design is a full time four years course.
3,"Avantika University, Ujjain",Lekoda,Madhya Pradesh,B.Des,4 years,Full time,,UG,13.28 lakhs,,"The candidate should have passed 10+2 from any stream, (From any of the State Boards/AISSCE/ IB/ ISC)","The Bachelor of Design is a four-year (8 semesters) full-time residential program with an integrated cross-disciplinary approach.
Specializations offered
System Design
Industrial Design
Communication Design"
4,"Avantika University, Ujjain",Lekoda,Madhya Pradesh,M.Des Communication Design,2 years,Full time,,PG,6.64 lakhs,,The candidate should have passed Graduate or its equivalent (10+2+3 minimum),The Master of Design in Communication Design is 2 years (4 semesters) fully residential program having integrated cross-disciplinary approach.
5,"Avantika University, Ujjain",Lekoda,Madhya Pradesh,M.Des Industrial Design,2 years,Full time,,PG,6.64 lakhs,,The candidate should have passed Graduate or its equivalent (10+2+3 minimum),The Master of Design in Industrial Design is 2 years (4 semesters) fully residential program having integrated cross-disciplinary approach.
6,"Avantika University, Ujjain",Lekoda,Madhya Pradesh,M.Des System Design,2 years,Full time,,PG,6.64 lakhs,,The candidate should have passed Graduate or its equivalent (10+2+3 minimum),The Master of Design in System Design is 2 years (4 semesters) fully residential program having integrated cross-disciplinary approach.
7,"National Institute of Fashion Technology, Kolkata",Kolkata,West Bengal,B.Des Accessory Design,4 years,Full time,30,UG,8.52 lakhs,,Candidate should have passed 10+2 or equivalent from recognised board.,B.Des Accessory Design is a full time four years course.
8,"National Institute of Fashion Technology, Kolkata",Kolkata,West Bengal,B.Des Fashion Communication,4 years,Full time,30,UG,8.52 lakhs,"Ministry of Textiles, Government of India",Candidate should have passed 10+2 or equivalent from recognised board.,B.Des Fashion Communication is a full time four years course.
9,"National Institute of Fashion Technology, Kolkata",Kolkata,West Bengal,B.Des Fashion Design,4 years,Full time,,UG,8.52 lakhs,"Ministry of Textiles, Government of India",Candidate should have passed 10+2 or equivalent from recognised board.,B.Des Fashion Design is a full time four years course.
10,"National Institute of Fashion Technology, Kolkata",Kolkata,West Bengal,B.Des Knitwear Design,4 years,Full time,30,UG,8.52 lakhs,"Ministry of Textiles, Government of India",Candidate should have passed 10+2 or equivalent from recognised board.,B.Des Knitwear Design is a full time four years course.
