,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"MS Ramaiah Polytechnic, Bangalore",Bengaluru,Karnataka,Diploma in Costumer Design and Dress Making,3 years,Full time,40,Diploma,0.325 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination minimum of 35% marks from recognised board.,"Diploma in Costumer Design and Dress Making is 3 years full-time diploma course offered by Department of Technical Education, Bangalore, and Approved by AICTE"
1,"Government Polytechnic For Girls, Ahmedabad",Ahmedabad,Gujarat,Diploma in Computer Aided Costume Design and Dress Making,3 years,Full time,64,Diploma,0.003 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board.,"Diploma in Computer Aided Costume Design and Dress Making is a three-year full-time course affiliated to Gujarat Technological University, Ahmedabad and approved by All India Council for Technical Education."
2,"Indian Academy Degree College, Bangalore",Bengaluru,Karnataka,B.Sc Fashion and Apparel Designing,3 years,Full time,,UG,,,"Pass in two year Pre-University examination with
any combination of optional subjects or any other
examination recognized as equivalent thereto","B.Sc Fashion and Apparel Designing is three year full time course with affiliation of Bangalore University, Bangalore"
3,"Motiram Baburam Government Post Graduate College, Haldwani",Haldwani,Uttarakhand,Diploma in Interior and Exterior Decoration,1 year,Full time,,Diploma,0.055 lakhs,,Candidates should be 10+2 pass in any stream from a recognised Board of Education.,Diploma in Interior and Exterior Decoration is a one year full time course
4,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,BA Designing,3 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,BA Designing is a three year full time course
5,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,MA Designing,2 years,Full time,,PG,,,The candidate should have passed in related graduate degree,MA Designing is a two year full time course
6,"Amity University, Ranchi",Ranchi,Jharkhand,B.Des Fashion Design,4 years,Full time,,UG,1.42 lakhs,UGC,The candidate should have passed in 10+2 min 55%.,"B.Des Fashion Design is full time four year course affiliated to Amity University, Ranchi and approved by UGC."
7,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Heritage Design Planning and Management,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
8,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Human Centered Design,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
9,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Industrial Arts and Design Practices,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
10,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Information Arts and Information Design Practices,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
11,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,M.Des Public Space Design,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","The Postgraduate Program in Design (M.Des) at Srishti is a program specifically designed for graduates or experienced professionals who wish to extend and enhance their design knowledge and practice. The program is driven by an inter-disciplinary engagement with theories, methodologies and advanced skills of design thinking and doing.
The engagement is divided into t...See More"
12,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,Master in Creative Arts Contemporary Art Practice,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","Master in Creative Arts leads to innovative careers in contemporary creative practices. The program offers choice based navigation through modules that tackle current modes of practice in animation, contemporary art and experimental media. It fosters a vibrant space for interaction and dialogue between students, Srishti’s interdisciplinary faculty and guest practiti...See More"
13,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,Master in Creative Arts Creative Documentary,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","Master in Creative Arts leads to innovative careers in contemporary creative practices. The program offers choice based navigation through modules that tackle current modes of practice in animation, contemporary art and experimental media. It fosters a vibrant space for interaction and dialogue between students, Srishti’s interdisciplinary faculty and guest practiti...See More"
14,"Srishti Institute of Art Design and Technology, Bangalore",Bengaluru,Karnataka,Master in Creative Arts Experimental Media Art Practices,2 years,Full time,,PG,9.035 lakhs,,"Any one of the following:
National or International Universities - 3 or 4 year Undergraduate degree.
Or
Graduate from design Institutes 4 years Undergraduate Diploma in Art and / or Design
Professional Institutes - 5 years Undergraduate degree.","Master in Creative Arts leads to innovative careers in contemporary creative practices. The program offers choice based navigation through modules that tackle current modes of practice in animation, contemporary art and experimental media. It fosters a vibrant space for interaction and dialogue between students, Srishti’s interdisciplinary faculty and guest practiti...See More"
