"""nagbhid""","""nagbhid"""
"""dhanora""","""dhanora"""
"""bhusawal""","""bhusawal"""
"""bhadrawati""","""bhadrawati"""
"""warora""","""warora"""
"""pombhurna""","""pombhurna"""
"""ballarpur""","""ballarpur"""
"""armori""","""armori"""
"""lakhandur""","""lakhandur"""
"""pauni""","""pauni"""
"""talodhi""","""talodhi"""
"""bela""","""bela"""
"""umred""","""umred"""
"""saoner""","""saoner"""
"""sadak arjuni""","""sadak arjuni"""
"""chamorshi""","""chamorshi"""
"""gondpipri""","""gondpipri"""
"""kondhakosra""","""kondhakosra"""
"""kondha""","""kondha"""
"""desaiganj""","""desaiganj"""
"""dist gondia""","""dist gondia"""
"""seloo""","""seloo"""
"""sironcha""","""sironcha"""
"""narkhed""","""narkhed"""
"""sihora""","""sihora"""
"""deori""","""deori"""
"""nagapur""","""nagapur"""
"""parseoni""","""parseoni"""
"""ghugus""","""ghugus"""
"""amgaon""","""amgaon"""
"""saoli""","""saoli"""
"""lunawada""","""lunawada"""
"""samudrapur""","""samudrapur"""
"""lakhani""","""lakhani"""
"""sangadi""","""sangadi"""
"""mandhal""","""mandhal"""
"""salekasa""","""salekasa"""
"""rajura""","""rajura"""
"""arvi""","""arvi"""
"""hardoli""","""hardoli"""
"""goregaon""","""goregaon"""
"""kurkheda""","""kurkheda"""
"""kuhi""","""kuhi"""
"""korchi""","""korchi"""
"""kalmeshwar""","""kalmeshwar"""
"""pavni""","""pavni"""
"""pulgaon""","""pulgaon"""
"""aheri""","""aheri"""
"""kamptee""","""kamptee"""
"""arjuni""","""arjuni"""
"""vadner""","""vadner"""
"""palandur""","""palandur"""
"""khaperkheda""","""khaperkheda"""
"""mulchera""","""mulchera"""
"""allapalli""","""allapalli"""
"""rohana""","""rohana"""
"""atpost vyahad khurd""","""atpost vyahad khurd"""
"""pachkhedi""","""pachkhedi"""
"""gondiaya""","""gondiaya"""
"""nawegaon/bandh""","""nawegaon/bandh"""
"""nanda""","""nanda"""
"""chandrpapur""","""chandrpapur"""
"""thugaondeo""","""thugaondeo"""
"""dasgaon""","""dasgaon"""
"""bhisi""","""bhisi"""
"""vairagad""","""vairagad"""
"""nagpur city""","""nagpur city"""
"""vadnagar""","""vadnagar"""
"""ekodi""","""ekodi"""
"""hingangaht""","""hingangaht"""
"""jiwati""","""jiwati"""
"""kosra""","""kosra"""
"""etapalli""","""etapalli"""
"""umrer""","""umrer"""
"""talegaon""","""talegaon"""
"""gadchandur""","""gadchandur"""
"""chadrapur""","""chadrapur"""
"""sindewahi""","""sindewahi"""
"""sadak/arjuni""","""sadak/arjuni"""
"""sadak arjini""","""sadak arjini"""
"""at post tha lakhandur""","""at post tha lakhandur"""
"""atpostkosrakondha tahpauni distbhandara""","""atpostkosrakondha tahpauni distbhandara"""
"""korpana""","""korpana"""
"""warthi""","""warthi"""
"""hingna""","""hingna"""
"""nawargaon""","""nawargaon"""
"""bothali""","""bothali"""
"""atpostashti""","""atpostashti"""
"""khairi  bijewada""","""khairi  bijewada"""
"""mohadi""","""mohadi"""
"""ballarupr""","""ballarupr"""
"""kondhali""","""kondhali"""
"""karanja ghadge""","""karanja ghadge"""
"""mowad""","""mowad"""
"""soundad""","""soundad"""
"""hinganghat dist wardha""","""hinganghat dist wardha"""
"""sewagram""","""sewagram"""
"""veltur""","""veltur"""
"""ngpur""","""ngpur"""
"""mouda""","""mouda"""
"""nagur""","""nagur"""
"""vaishali""","""vaishali"""
"""sitamarhi""","""sitamarhi"""
"""bettiah""","""bettiah"""
"""motihari""","""motihari"""
"""hajipur""","""hajipur"""
"""east champaran""","""east champaran"""
"""dayalpur""","""dayalpur"""
"""jhargram""","""jhargram"""
"""tamluk""","""tamluk"""
"""panskura""","""panskura"""
"""ghatal""","""ghatal"""
"""chandrakona road""","""chandrakona road"""
"""silda""","""silda"""
"""goaltore""","""goaltore"""
"""contai""","""contai"""
"""khejuri""","""khejuri"""
"""dantan""","""dantan"""
"""garhbeta""","""garhbeta"""
"""chandrakona""","""chandrakona"""
"""nazir bazar purba medinipur""","""nazir bazar purba medinipur"""
"""mahishadal""","""mahishadal"""
"""paschim medinipur""","""paschim medinipur"""
"""debra""","""debra"""
"""kolaghat""","""kolaghat"""
"""not village""","""not village"""
"""chaipat""","""chaipat"""
"""egra""","""egra"""
"""manikpara""","""manikpara"""
"""lutunia""","""lutunia"""
"""gariyaband""","""gariyaband"""
"""sausar""","""sausar"""
"""chhatarpur""","""chhatarpur"""
"""jaisinagarsagar""","""jaisinagarsagar"""
"""chhindwara""","""chhindwara"""
"""damoh""","""damoh"""
"""panna""","""panna"""
"""khurai""","""khurai"""
"""ghuwara""","""ghuwara"""
"""parasiya""","""parasiya"""
"""nowgong""","""nowgong"""
"""banda""","""banda"""
"""hatta""","""hatta"""
"""bina""","""bina"""
"""amarwara""","""amarwara"""
"""tamia""","""tamia"""
"""pandhurna""","""pandhurna"""
"""junnardeo""","""junnardeo"""
"""shahnagar""","""shahnagar"""
"""rehli""","""rehli"""
"""chourai""","""chourai"""
"""amarmou shahgarh""","""amarmou shahgarh"""
"""malthone""","""malthone"""
"""kesli""","""kesli"""
"""gannaur""","""gannaur"""
"""nr bamangam""""","""nr bamangam"""""
"""sonipat""","""sonipat"""
"""supasi""","""supasi"""
"""dharpurpatan""","""dharpurpatan"""
"""noida""","""noida"""
"""kota""","""kota"""
"""hindaun city""","""hindaun city"""
"""bundi""","""bundi"""
"""sawai madhopur""","""sawai madhopur"""
"""nadauti""","""nadauti"""
"""baran""","""baran"""
"""jhalawar""","""jhalawar"""
"""lakheri""","""lakheri"""
"""gangapurcity""","""gangapurcity"""
"""anta""","""anta"""
"""ramganjmandi""","""ramganjmandi"""
"""todabhim""","""todabhim"""
"""karauli""","""karauli"""
"""tehhindaun city""","""tehhindaun city"""
"""bhawani mandi""","""bhawani mandi"""
"""gangapur city""","""gangapur city"""
"""bhawanimandi""","""bhawanimandi"""
"""sangod""","""sangod"""
"""hindoli""","""hindoli"""
"""chhipabarod""","""chhipabarod"""
"""kelwara""","""kelwara"""
"""bonli""","""bonli"""
"""shri mahaveer ji""","""shri mahaveer ji"""
"""dug""","""dug"""
"""sawaimadhopur""","""sawaimadhopur"""
"""khanpur""","""khanpur"""
"""kapren""","""kapren"""
"""nainwan""","""nainwan"""
"""ramganj mandi""","""ramganj mandi"""
"""chhabra""","""chhabra"""
"""chapra""","""chapra"""
"""mairwa""","""mairwa"""
"""bardoli""","""bardoli"""
"""sathupally mdl pin""","""sathupally mdl pin"""
"""karimnagar""","""karimnagar"""
"""patancheru""","""patancheru"""
"""nalgonda""","""nalgonda"""
"""sangareddy""","""sangareddy"""
"""bhongir""","""bhongir"""
"""kodad""","""kodad"""
"""nizamabad""","""nizamabad"""
"""khammam""","""khammam"""
"""medak dist""","""medak dist"""
"""abdulapurmet""","""abdulapurmet"""
"""kothapally""","""kothapally"""
"""chilkur rr rdist""","""chilkur rr rdist"""
"""narsampet""","""narsampet"""
"""warangal""","""warangal"""
"""itikyalmandal""","""itikyalmandal"""
"""ranga reddy""","""ranga reddy"""
"""deshmukhi""","""deshmukhi"""
"""ghatkesar mandal""","""ghatkesar mandal"""
"""rangareddy""","""rangareddy"""
"""suryapet""","""suryapet"""
"""hayathnagar""","""hayathnagar"""
"""boduppal""","""boduppal"""
"""grater hyderabad""","""grater hyderabad"""
"""hyderaabd""","""hyderaabd"""
"""karepalli""","""karepalli"""
"""mahabubnagar""","""mahabubnagar"""
"""venkatraopally""","""venkatraopally"""
"""near ramoji film city""","""near ramoji film city"""
"""paloncha""","""paloncha"""
"""peddapalli""","""peddapalli"""
"""chevella""","""chevella"""
"""peddapally""","""peddapally"""
"""sheriguda""","""sheriguda"""
"""ghatkesar""","""ghatkesar"""
"""devarakonda""","""devarakonda"""
"""rangareddy dist""","""rangareddy dist"""
"""jangaon""","""jangaon"""
"""hydrabad""","""hydrabad"""
"""hanamkonda""","""hanamkonda"""
"""moinabad""","""moinabad"""
"""muqdumpuramchennaraopet""","""muqdumpuramchennaraopet"""
"""palvoncha""","""palvoncha"""
"""pochampally mandal""","""pochampally mandal"""
"""vapi taluka pardi pin""","""vapi taluka pardi pin"""
"""centenary colony ramagiri""","""centenary colony ramagiri"""
"""rajapet wanaparthy""","""rajapet wanaparthy"""
"""gajwel""","""gajwel"""
"""medchal""","""medchal"""
"""kuppenakuntla v""","""kuppenakuntla v"""
"""nachupally""","""nachupally"""
"""hayathnagar mandal rr dist greater hyderabad under hmda""","""hayathnagar mandal rr dist greater hyderabad under hmda"""
"""seunderabad""","""seunderabad"""
"""kammam""","""kammam"""
"""kothagudem""","""kothagudem"""
"""shamshabad""","""shamshabad"""
"""rangareddi""","""rangareddi"""
"""medchalmalkajgiri""","""medchalmalkajgiri"""
"""huzurabad""","""huzurabad"""
"""siddipet""","""siddipet"""
"""mulkalla mancherial""","""mulkalla mancherial"""
"""khairatabad""","""khairatabad"""
"""adilabad""","""adilabad"""
"""mahewa""","""mahewa"""
"""faizabad""","""faizabad"""
"""sultanpur""","""sultanpur"""
"""ghaziabad""","""ghaziabad"""
"""raniganj""","""raniganj"""
"""badalapur""","""badalapur"""
"""khekra""","""khekra"""
"""ambedkar nagar""","""ambedkar nagar"""
"""pratapgarh""","""pratapgarh"""
"""sarai akil""","""sarai akil"""
"""taluka bardoli""","""taluka bardoli"""
"""kherva  mehsana""","""kherva  mehsana"""
"""chitrakoot""","""chitrakoot"""
"""shohratgarh""","""shohratgarh"""
"""orai""","""orai"""
"""sant ravidas nagar bhadohi""","""sant ravidas nagar bhadohi"""
"""pharenda""","""pharenda"""
"""kanpur nagar pin""","""kanpur nagar pin"""
"""bharwari""","""bharwari"""
"""rath""","""rath"""
"""gonda""","""gonda"""
"""patti pratapgarh""","""patti pratapgarh"""
"""khalilabad sant kabir nagar""","""khalilabad sant kabir nagar"""
"""anoopshahr""","""anoopshahr"""
"""mharajganj""","""mharajganj"""
"""karwi chitrakoot""","""karwi chitrakoot"""
"""danghata""","""danghata"""
"""sakaldiha""","""sakaldiha"""
"""tanda""","""tanda"""
"""sonbhadra""","""sonbhadra"""
"""bhatni""","""bhatni"""
"""azamagrh""","""azamagrh"""
"""pratapgargh""","""pratapgargh"""
"""near tejibazar jaunpur""","""near tejibazar jaunpur"""
"""barasana""","""barasana"""
"""khaga""","""khaga"""
"""bahraich""","""bahraich"""
"""naimisharanya""","""naimisharanya"""
"""deoband""","""deoband"""
"""kaushambhi""","""kaushambhi"""
"""rudauli""","""rudauli"""
"""azamagarh""","""azamagarh"""
"""muradabad""","""muradabad"""
"""chilhiya""","""chilhiya"""
"""barabanki""","""barabanki"""
"""sujanganj""","""sujanganj"""
"""vijapur""","""vijapur"""
"""saharanpur""","""saharanpur"""
"""sikanderpur""","""sikanderpur"""
"""ambedkarnagar""","""ambedkarnagar"""
"""hapur""","""hapur"""
"""ayodhya""","""ayodhya"""
"""khurja""","""khurja"""
"""balrampur""","""balrampur"""
"""vrindavan mathura""","""vrindavan mathura"""
"""sikadarpur""","""sikadarpur"""
"""shahjhanpur""","""shahjhanpur"""
"""kirthal""","""kirthal"""
"""mahoba""","""mahoba"""
"""bela mavai""","""bela mavai"""
"""meerut""","""meerut"""
"""matar""","""matar"""
"""govardhan""","""govardhan"""
"""sidharth nagar""","""sidharth nagar"""
"""dalmau""","""dalmau"""
"""chitrakoot dham karwi""","""chitrakoot dham karwi"""
"""mehdawal""","""mehdawal"""
"""saheswan""","""saheswan"""
"""kalpi""","""kalpi"""
"""hathrash""","""hathrash"""
"""kgf""","""kgf"""
"""bangalore rural""","""bangalore rural"""
"""kolar district""","""kolar district"""
"""marathalli""","""marathalli"""
"""horamvu banaswadi bangalore""","""horamvu banaswadi bangalore"""
"""anekal""","""anekal"""
"""bangarpet""","""bangarpet"""
"""devanahalli town""","""devanahalli town"""
"""kanakapura""","""kanakapura"""
"""harohalli""","""harohalli"""
"""dist gandhinagar""","""dist gandhinagar"""
"""bangalore north taluk""","""bangalore north taluk"""
"""chintamani""","""chintamani"""
"""banglore""","""banglore"""
"""ramanagar""","""ramanagar"""
"""gauribidanur""","""gauribidanur"""
"""bengalooru""","""bengalooru"""
"""shidlaghatta""","""shidlaghatta"""
"""chikkaballapur""","""chikkaballapur"""
"""kolar gold fields""","""kolar gold fields"""
"""indiranagar""","""indiranagar"""
"""hoskote""","""hoskote"""
"""bangaluru""","""bangaluru"""
"""bangalore north""","""bangalore north"""
"""malur""","""malur"""
"""thyamagondlu""","""thyamagondlu"""
"""doddaballapur""","""doddaballapur"""
"""bangalore rural district""","""bangalore rural district"""
"""mulbagal""","""mulbagal"""
"""dodballapur""","""dodballapur"""
"""bidadi""","""bidadi"""
"""bangalore rural dist""","""bangalore rural dist"""
"""banaglore""","""banaglore"""
"""bangalaore""","""bangalaore"""
"""bangaruthirupathi""","""bangaruthirupathi"""
"""bangaore""","""bangaore"""
"""banagalore""","""banagalore"""
"""kim""","""kim"""
"""peenya nd stage""","""peenya nd stage"""
"""srinivasapur""","""srinivasapur"""
"""byrapalli srinivaspur""","""byrapalli srinivaspur"""
"""bagepalli""","""bagepalli"""
"""doddaballapura""","""doddaballapura"""
"""tharad""","""tharad"""
"""kichha""","""kichha"""
"""haldwani""","""haldwani"""
"""roorkee""","""roorkee"""
"""rudrapur""","""rudrapur"""
"""dehraddun""","""dehraddun"""
"""ranikhet""","""ranikhet"""
"""kashipur""","""kashipur"""
"""haridwar""","""haridwar"""
"""tehri garhwal""","""tehri garhwal"""
"""nr bamangam""","""nr bamangam"""
"""bhimtal""","""bhimtal"""
"""rishikesh""","""rishikesh"""
"""pithoragarh""","""pithoragarh"""
"""dhamnagar""","""dhamnagar"""
"""bhadrak""","""bhadrak"""
"""balasore""","""balasore"""
"""baleshwar""","""baleshwar"""
"""basudevpur""","""basudevpur"""
"""markona""","""markona"""
"""baleswar""","""baleswar"""
"""naikanidihi""","""naikanidihi"""
"""soro""","""soro"""
"""via barikpur""","""via barikpur"""
"""basudev pur""","""basudev pur"""
"""chandbali""","""chandbali"""
"""bhogarai""","""bhogarai"""
"""balsore""","""balsore"""
"""jaleswar""","""jaleswar"""
"""baliapal""","""baliapal"""
"""srinagar""","""srinagar"""
"""baramulla""","""baramulla"""
"""pulwama""","""pulwama"""
"""kulgam""","""kulgam"""
"""anantnag""","""anantnag"""
"""handwara""","""handwara"""
"""dooru""","""dooru"""
"""kargil""","""kargil"""
"""tangdhar""","""tangdhar"""
"""sopore""","""sopore"""
"""tral""","""tral"""
"""budgam""","""budgam"""
"""ganderbal""","""ganderbal"""
"""kilam""","""kilam"""
"""leh""","""leh"""
"""jagtial""","""jagtial"""
"""metpally""","""metpally"""
"""godavarikhani""","""godavarikhani"""
"""valbhapur""","""valbhapur"""
"""husnabad""","""husnabad"""
"""jammikunta""","""jammikunta"""
"""piludara""","""piludara"""
"""manthani""","""manthani"""
"""ramagudnam""","""ramagudnam"""
"""sircilla""","""sircilla"""
"""koratla""","""koratla"""
"""raikal""","""raikal"""
"""pedapalli""","""pedapalli"""
"""gangadhara""","""gangadhara"""
"""kasulapalli""","""kasulapalli"""
"""centenary colony""","""centenary colony"""
"""sulthanabad""","""sulthanabad"""
"""mahadevpur""","""mahadevpur"""
"""mustabad""","""mustabad"""
"""vill rekurthy""","""vill rekurthy"""
"""jagityal""","""jagityal"""
"""ramagundam""","""ramagundam"""
"""korutla""","""korutla"""
"""nagarisihawa""","""nagarisihawa"""
"""ghumka""","""ghumka"""
"""basna""","""basna"""
"""kasdol""","""kasdol"""
"""rajim""","""rajim"""
"""kurud""","""kurud"""
"""nagri""","""nagri"""
"""chhura""","""chhura"""
"""dongargarh""","""dongargarh"""
"""gariaband""","""gariaband"""
"""gurur""","""gurur"""
"""dahod""","""dahod"""
"""dhamtari""","""dhamtari"""
"""lalbahadur nagar""","""lalbahadur nagar"""
"""nawagarh""","""nawagarh"""
"""dondi lohara""","""dondi lohara"""
"""deobhog""","""deobhog"""
"""pallari""","""pallari"""
"""saraipali""","""saraipali"""
"""kumhari""","""kumhari"""
"""balod""","""balod"""
"""bhilai nagar""","""bhilai nagar"""
"""bhatgaon""","""bhatgaon"""
"""arjunda""","""arjunda"""
"""baloda bazar""","""baloda bazar"""
"""dhamdha""","""dhamdha"""
"""bagbahara""","""bagbahara"""
"""dondi""","""dondi"""
"""bemetara""","""bemetara"""
"""arang""","""arang"""
"""nawapara""","""nawapara"""
"""ambagarh chowki""","""ambagarh chowki"""
"""kopra""","""kopra"""
"""berla""","""berla"""
"""bhatapara""","""bhatapara"""
"""pithora""","""pithora"""
"""dallirajhara""","""dallirajhara"""
"""tilda""","""tilda"""
"""kharo road tilda""","""kharo road tilda"""
"""ahiwara""","""ahiwara"""
"""kalol""","""kalol"""
"""jashpur""","""jashpur"""
"""khertha""","""khertha"""
"""tildaneora""","""tildaneora"""
"""sahaspur lohara""","""sahaspur lohara"""
"""lawan""","""lawan"""
"""dongargaon""","""dongargaon"""
"""balodabazar""","""balodabazar"""
"""abhanpur""","""abhanpur"""
"""manpur""","""manpur"""
"""bilaigarh""","""bilaigarh"""
"""anjora durg""","""anjora durg"""
"""dwarahat""","""dwarahat"""
"""kanda""","""kanda"""
"""berinag""","""berinag"""
"""jaspur""","""jaspur"""
"""munsyari""","""munsyari"""
"""garur""","""garur"""
"""bhikiyasen""","""bhikiyasen"""
"""banabasa""","""banabasa"""
"""almora""","""almora"""
"""sitarganj""","""sitarganj"""
"""champawat""","""champawat"""
"""garudabanj""","""garudabanj"""
"""nainital""","""nainital"""
"""lohaghat""","""lohaghat"""
"""usnagar""","""usnagar"""
"""someshwar""","""someshwar"""
"""tanakpur""","""tanakpur"""
"""nanak matta""","""nanak matta"""
"""bazpur""","""bazpur"""
"""bageshwar""","""bageshwar"""
"""khatima""","""khatima"""
"""gangolihat""","""gangolihat"""
"""manila""","""manila"""
"""dharchula""","""dharchula"""
"""tahsil  kaladungi""","""tahsil  kaladungi"""
"""mahabubnagar district""","""mahabubnagar district"""
"""achampet""","""achampet"""
"""wanaparthy""","""wanaparthy"""
"""narayanpet""","""narayanpet"""
"""kollapur""","""kollapur"""
"""kalwakurthy""","""kalwakurthy"""
"""hanwada""","""hanwada"""
"""shadnagar""","""shadnagar"""
"""kothakota""","""kothakota"""
"""nagar kurnool""","""nagar kurnool"""
"""jadcherla""","""jadcherla"""
"""telkapally""","""telkapally"""
"""nagarkurnool""","""nagarkurnool"""
"""atmakur""","""atmakur"""
"""dharmapoor villagemahabubnagar""","""dharmapoor villagemahabubnagar"""
"""amrabad""","""amrabad"""
"""gadwal""","""gadwal"""
"""bhuj""","""bhuj"""
"""hadalarajkot""","""hadalarajkot"""
"""mahabubnagar dist""","""mahabubnagar dist"""
"""ieeja""","""ieeja"""
"""marikal""","""marikal"""
"""devarakadra""","""devarakadra"""
"""pebbair""","""pebbair"""
"""bijinapally  mandal""","""bijinapally  mandal"""
"""jogulamba gadwal""","""jogulamba gadwal"""
"""nawabpet""","""nawabpet"""
"""koilkonda""","""koilkonda"""
"""nellore""","""nellore"""
"""gannavaram""","""gannavaram"""
"""proddatur""","""proddatur"""
"""kodur""","""kodur"""
"""abhipur""","""abhipur"""
"""samana""","""samana"""
"""dhuri""","""dhuri"""
"""amloh""","""amloh"""
"""chamkaur sahib""","""chamkaur sahib"""
"""village ramgarh tehsil jaito""","""village ramgarh tehsil jaito"""
"""mansa""","""mansa"""
"""chural kalan""","""chural kalan"""
"""sardargarh""","""sardargarh"""
"""dirba""","""dirba"""
"""lehragaga""","""lehragaga"""
"""malerkotla""","""malerkotla"""
"""talwandi sabo""","""talwandi sabo"""
"""kotkapura""","""kotkapura"""
"""nayanangal""","""nayanangal"""
"""distt mohali""","""distt mohali"""
"""bhawanigarh""","""bhawanigarh"""
"""bareta""","""bareta"""
"""moonak""","""moonak"""
"""bhatinda""","""bhatinda"""
"""nabha""","""nabha"""
"""bajakhana""","""bajakhana"""
"""gharuan""","""gharuan"""
"""morinda""","""morinda"""
"""jhunir""","""jhunir"""
"""bassi pathana""","""bassi pathana"""
"""sunam""","""sunam"""
"""sanghol""","""sanghol"""
"""goniana mandi""","""goniana mandi"""
"""rampura phul""","""rampura phul"""
"""bhadaur""","""bhadaur"""
"""bhikhi""","""bhikhi"""
"""jaitu""","""jaitu"""
"""sas nagar mohali""","""sas nagar mohali"""
"""ahmedgarh""","""ahmedgarh"""
"""sandaur""","""sandaur"""
"""maur mandi""","""maur mandi"""
"""bhwanigarh""","""bhwanigarh"""
"""sadiq""","""sadiq"""
"""bassi pathanan""","""bassi pathanan"""
"""jaito""","""jaito"""
"""tehsil nangal""","""tehsil nangal"""
"""brnala""","""brnala"""
"""raman""","""raman"""
"""nurpur bedi""","""nurpur bedi"""
"""village nagri""","""village nagri"""
"""tallewal""","""tallewal"""
"""kurali""","""kurali"""
"""sarulgarh""","""sarulgarh"""
"""marwahi""","""marwahi"""
"""baloda""","""baloda"""
"""dabhara""","""dabhara"""
"""dipika""","""dipika"""
"""seepat""","""seepat"""
"""adipur""","""adipur"""
"""rahod""","""rahod"""
"""pamgarh""","""pamgarh"""
"""mungeli""","""mungeli"""
"""katghora""","""katghora"""
"""pendra""","""pendra"""
"""via jaijaipur""","""via jaijaipur"""
"""sakti""","""sakti"""
"""pendraroad""","""pendraroad"""
"""kharod""","""kharod"""
"""sariya""","""sariya"""
"""baradwar""","""baradwar"""
"""champa""","""champa"""
"""via sheorinarayan""","""via sheorinarayan"""
"""sheorinarayan""","""sheorinarayan"""
"""sarangarh""","""sarangarh"""
"""hasoud""","""hasoud"""
"""jaijaipur""","""jaijaipur"""
"""kharsia""","""kharsia"""
"""malkharoda""","""malkharoda"""
"""masturi""","""masturi"""
"""akaltara""","""akaltara"""
"""pendra road""","""pendra road"""
"""bilha""","""bilha"""
"""balauda""","""balauda"""
"""sargaon""","""sargaon"""
"""lormi""","""lormi"""
"""nagarpanchayat baloda""","""nagarpanchayat baloda"""
"""lailunga""","""lailunga"""
"""sirsa""","""sirsa"""
"""dhani bachan singh ellenabad""","""dhani bachan singh ellenabad"""
"""fatehabad""","""fatehabad"""
"""ellenabad""","""ellenabad"""
"""bhuna""","""bhuna"""
"""odhan""","""odhan"""
"""tohana""","""tohana"""
"""kalanwali""","""kalanwali"""
"""ratia""","""ratia"""
"""dabwali""","""dabwali"""
"""mandi dabwali""","""mandi dabwali"""
"""sri jiwan nagar""","""sri jiwan nagar"""
"""new delhi""","""new delhi"""
"""delhi""","""delhi"""
"""south delhi""","""south delhi"""
"""first lane ladnun""","""first lane ladnun"""
"""jalaun""","""jalaun"""
"""charkhari""","""charkhari"""
"""jhansi""","""jhansi"""
"""biwar""","""biwar"""
"""baberu""","""baberu"""
"""lalitpur""","""lalitpur"""
"""konch""","""konch"""
"""samthar""","""samthar"""
"""poonchh""","""poonchh"""
"""mauranipur""","""mauranipur"""
"""gursarai""","""gursarai"""
"""moth""","""moth"""
"""maudaha""","""maudaha"""
"""gohan""","""gohan"""
"""kuthond""","""kuthond"""
"""villege agarahunda""","""villege agarahunda"""
"""naraini""","""naraini"""
"""kamasin""","""kamasin"""
"""mahroni""","""mahroni"""
"""jagammanpur""","""jagammanpur"""
"""rajapur""","""rajapur"""
"""garautha""","""garautha"""
"""dist jalaun""","""dist jalaun"""
"""manikpur""","""manikpur"""
"""kulpahad""","""kulpahad"""
"""karwi""","""karwi"""
"""madhaugarh""","""madhaugarh"""
"""talbehat""","""talbehat"""
"""chirgaon""","""chirgaon"""
"""bhandu""","""bhandu"""
"""hamirpur up""","""hamirpur up"""
"""badausa""","""badausa"""
"""kharela""","""kharela"""
"""kathua""","""kathua"""
"""samba""","""samba"""
"""jammu""","""jammu"""
"""nowshera""","""nowshera"""
"""j&k""","""j&k"""
"""udhampur""","""udhampur"""
"""lakhanpur kathua""","""lakhanpur kathua"""
"""akhnoor""","""akhnoor"""
"""rajouri""","""rajouri"""
"""mendhar""","""mendhar"""
"""doda""","""doda"""
"""bhaderwah""","""bhaderwah"""
"""budhal""","""budhal"""
"""banihal""","""banihal"""
"""poonch""","""poonch"""
"""reasi""","""reasi"""
"""kishtwar""","""kishtwar"""
"""bishnah""","""bishnah"""
"""ramban""","""ramban"""
"""bani""","""bani"""
"""chatroo""","""chatroo"""
"""basohli""","""basohli"""
"""billawar""","""billawar"""
"""tehsil bhallesa""","""tehsil bhallesa"""
"""sunderbani""","""sunderbani"""
"""dharmari""","""dharmari"""
"""puri""","""puri"""
"""bhubneswar""","""bhubneswar"""
"""sundargarh""","""sundargarh"""
"""balangir""","""balangir"""
"""anugul""","""anugul"""
"""khallikote""","""khallikote"""
"""cuttack""","""cuttack"""
"""berhampur""","""berhampur"""
"""goblaj""","""goblaj"""
"""balasinor""","""balasinor"""
"""seethanagaram""","""seethanagaram"""
"""parvatipuram""","""parvatipuram"""
"""anakapalle""","""anakapalle"""
"""anakapalli""","""anakapalli"""
"""visakhapatnm""","""visakhapatnm"""
"""gopalapuram""","""gopalapuram"""
"""mandapeta""","""mandapeta"""
"""ravulapalem""","""ravulapalem"""
"""village penugonda""","""village penugonda"""
"""devarapalli""","""devarapalli"""
"""tanuku""","""tanuku"""
"""bheemii""","""bheemii"""
"""garividi""","""garividi"""
"""nathavaram""","""nathavaram"""
"""p gannavaram""","""p gannavaram"""
"""vishakhapatnam""","""vishakhapatnam"""
"""parvathipuram""","""parvathipuram"""
"""vellivennu""","""vellivennu"""
"""ukothapalli""","""ukothapalli"""
"""rajamahendravaram""","""rajamahendravaram"""
"""malikipuram""","""malikipuram"""
"""vizianagarm""","""vizianagarm"""
"""moida junction nellimarla village and mandal""","""moida junction nellimarla village and mandal"""
"""visakahaptnam""","""visakahaptnam"""
"""vadasma""","""vadasma"""
"""mukteswaram""","""mukteswaram"""
"""rajanajaram""","""rajanajaram"""
"""gajuwaka""","""gajuwaka"""
"""gajapathinagarm mandal""","""gajapathinagarm mandal"""
"""chodavaram""","""chodavaram"""
"""town""","""town"""
"""rzole""","""rzole"""
"""kirlampudi""","""kirlampudi"""
"""yeleswaram""","""yeleswaram"""
"""chintalapudi mandal""","""chintalapudi mandal"""
"""nidadavole""","""nidadavole"""
"""village sakhinetipalli""","""village sakhinetipalli"""
"""vijayarai""","""vijayarai"""
"""jangareddygudem""","""jangareddygudem"""
"""srungavarapukota""","""srungavarapukota"""
"""pipparaganapavaram mandal""","""pipparaganapavaram mandal"""
"""valia""","""valia"""
"""rayavaram""","""rayavaram"""
"""atchutapuram""","""atchutapuram"""
"""vizinagaram""","""vizinagaram"""
"""srungavarapu kota""","""srungavarapu kota"""
"""jangareddy gudem""","""jangareddy gudem"""
"""andhra pradesh""","""andhra pradesh"""
"""pithapuram""","""pithapuram"""
"""golugonga""","""golugonga"""
"""attili""","""attili"""
"""yellamanchili""","""yellamanchili"""
"""kamavarapukota""","""kamavarapukota"""
"""jami""","""jami"""
"""ganapavaram""","""ganapavaram"""
"""payakaraopeta""","""payakaraopeta"""
"""buttayagudem mandal""","""buttayagudem mandal"""
"""narasapur""","""narasapur"""
"""kottavalasa""","""kottavalasa"""
"""tallapudi""","""tallapudi"""
"""pedagummuluru so""","""pedagummuluru so"""
"""paderu""","""paderu"""
"""salur""","""salur"""
"""bheemunipatanam mendal""","""bheemunipatanam mendal"""
"""gokavaram""","""gokavaram"""
"""maruteru""","""maruteru"""
"""annavaram""","""annavaram"""
"""visakahapatnam""","""visakahapatnam"""
"""gollala mamidada""","""gollala mamidada"""
"""seetanagaram""","""seetanagaram"""
"""gajapathinagaram""","""gajapathinagaram"""
"""samisragudem""","""samisragudem"""
"""skota""","""skota"""
"""veeravasaram""","""veeravasaram"""
"""kothapeta""","""kothapeta"""
"""madhurawada""","""madhurawada"""
