,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Government College of Engineering and Leather Technology, Kolkata",Kolkata,West Bengal,B.Tech Computer Science and Engineering,4 years,Full time,60,UG,0.51 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with Science stream in any recognized board.,"B.Tech Computer Science and Engineering is a full-time four-year duration course degree Offered By Maulana Abul Kalam Azad University of Technology, Kolkata and approved by AICTE."
1,"Government College of Engineering and Leather Technology, Kolkata",Kolkata,West Bengal,B.Tech Information Technology,4 years,Full time,40,UG,1 lakh,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with Science stream in any recognized board.,"B.Tech Information Technology is a full-time four-year duration course degree Offered By Maulana Abul Kalam Azad University of Technology, Kolkata and approved by AICTE."
2,"Government College of Engineering and Leather Technology, Kolkata",Kolkata,West Bengal,B.Tech Leather Technology,4 years,Full time,30,UG,0.27 lakhs,(AICTE) All India Council of Technical Education,The candidate should have passed in 10+2 with Science stream in any recognized board.,"B.Tech Leather Technology is a full-time four-year duration course degree Offered By Maulana Abul Kalam Azad University of Technology, Kolkata and approved by AICTE."
3,"Government College of Engineering and Leather Technology, Kolkata",Kolkata,West Bengal,M.Tech Leather Technology,2 years,Full time,25,PG,0.42 lakhs,(AICTE) All India Council of Technical Education,The candidate should have degree B.Tech (Leather Tech./Chemical Engg./Biotechnology); M.Sc (Chemistry/Biochemistry/Microbiology).,"M.Tech Leather Technology is a full-time two-year duration course degree Offered By Maulana Abul Kalam Azad University of Technology, Kolkata and approved by AICTE."
4,"NIIT University, Neemrana",Neemrana,Rajasthan,M.Tech Geographic Information Systems,2 years,Full time,,PG,5.48 lakhs,UGC,"If an Applicant scores first division in any 2 exams either 10, 12 or Graduation (Any combination) and second division in the third exam is eligible for the programme.Any Applicant who is working professional with minimum 3 years of work experience, or completes 3 years.Applicant must have secured ≥ 50% in relevant Bachelor’s and Master’s (if applicable) as mentioned below, Master’s degree is not required for Engineering Graduates.Master’s Degree holders in Remote Sensing, Geomatics, Geoinformatics, Environmental Sciences, GI Sciences, Physical Sciences, Geology, Ecology, Geography, Anthropology, Archaeology, Economic Geography or related areas and those who are completing their Degree in the current academic year.Bachelor’s Degree holders in Engineering/Technology/ Architecture and those who are completing their Degree in the current academic year.Professionals with 3 year- Bachelor’s Degree and a minimum of 3 years relevant experience in any of the above mentioned areas.Candidates with qualifications obtained through examinations conducted by professional societies recognized by UPSC/AICTE (e.g. AMIE by Institute of Engineers (India); AMICE by Institute of Civil Engineers (India)) as equivalent to B.E./B.Tech.","NU believes that partnerships with global organisations are a necessity to keep the GIS curriculum and facilities updated. As a result, the NU M.Tech GIS Programme is offered with support from Esri Inc., California, USA- the world’s leading organisation in the development of GIS software and Esri India. Several other GIS organisations involved in GIS development and its application in India and abroad are also expected to join and support this unique research-driven and industry-linked programme in the near future. Meritorious students also receive support in terms of scholarships sponsored by Esri Inc. California. The Programme enables professionals to start a challenging and rewarding career in the rapidly emerging area of GIS. Professionals pursuing this programme get a comprehensive exposure to GIS components like Geospatial Modelling and Database, Cartography, GIS Programming, Remote Sensing for GIS and relevant elective courses like GIS and Urban Planning, Advanced GIS Platform Programming (Mobile, Web and Cloud), Geoinformatics for Environment, etc. The Programme focuses on spatial visualization, technology and applications of GIS, GPS fundamentals and techniques, Geospatial Project Management and field techniques like exploring Geospatial nature of regions, economy, demography, occupation profile, applications of GIS for humanities, and more. Graduates become fully prepared for positions as GIS Project Managers, Application Specialists, System Engineers and GIS Business Development Managers. They also have the option of pursuing Doctoral Rese"
5,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,M.Pharm Pharmaceutical Technology Formulations,2 years,Full time,,PG,0.73 lakhs,UGC,The candidate should have passed in B.Pharm.,"Master of Pharmacy in Pharmaceutical Technology Formulations is full time two year course degree offered by National Institute of Pharmaceutical Education and Research, Mohali and approved by UGC."
6,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,M.Tech Pharm Pharmaceutical Technology Biotechnology,2 years,Full time,,PG,0.73 lakhs,UGC,B. Pharm.; M.Sc.(Life Sciences),Master of Technology in Pharmacy Pharm Pharmaceutical Technology Biotechnology is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
7,National Institute of Pharmaceutical Education and Research SAS Nagar,Sahibzada Ajit Singh Nagar,Punjab,M.Tech Pharm Pharmaceutical Technology Process Chemistry,2 years,Full time,,PG,0.73 lakhs,UGC,B.Pharm.; M.Sc. (Organic Chemistry); B.Tech. (Chemical Engineering) or equivalent,Master of Technology in Pharmacy Pharmaceutical Technology Process Chemistry is full time two year course degree offered by National Institute of Pharmaceutical Education and Research SAS Nagar and approved by UGC.
8,"RMK Engineering College, Thiruvallur",Tiruvallur,Tamil Nadu,MS Computer Science and Engineering,2 years,Full time,,PG,,,Candidates must have passed a master degree or equivalent in the relevant field of engineering/technology from any recognized university.,"Master of Science in Computer Science and Engineering is full time two year course degree offered by Anna University, Chennai."
9,"RMK Engineering College, Thiruvallur",Tiruvallur,Tamil Nadu,MS Electrical and Electronics Engineering,2 years,Full time,,PG,,,Candidates must have passed a master degree or equivalent in the relevant field of engineering/technology from any recognized university.,"Master of Science in Electrical and Electronics Engineering is full time two year course degree offered by Anna University, Chennai."
