,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,B. Arch,5 years,Distance,,UG,0.45 lakhs,UGC,"""Candidate must posses 50% marks in aggregate at 10+2 level or equivalent with Mathematics as one of the subjects at 10+2 level. OR
10th + 3 years Diploma any stream recognized by Central/State Governments with 50% aggregates marks. OR
International Baccalaureate Diploma, after 10 years of schooling, with not less than 50% marks in aggregate and with Mathematics as compulsory subject of examination.""",
1,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,M. Sc Mathematics with Computer Science Applications,2 years,Distance,,PG,0.22 lakhs,UGC,"Graduates from a recognised University/Institution with a Major, or Honours in Mathematics with at least fifty percent marks in aggregrate.",The program offers an exciting opportunity to those interested in Mathematics and wish to understand how Mathematics can be put to practical use. It discusses modelling and solving of real world problems in the context of computer applications.
2,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,PGD Book Publishing,1 year,Distance,,PG,0.075 lakhs,UGC,"Bachelor's Degree, Knowledge or English and Knowledge of Word Processing.",PGD Book Publishing is minimum 1 years and maximum 4 years duration course.
3,"Indira Gandhi National Open University, New Delhi",New Delhi,Delhi,PGD Information Security,1 year,Distance,,PG,0.09 lakhs,UGC,"B.Sc (Computer Science)/ B.C.A/ B.Tech (Computer Sc.)/ B.Tech (IT) or its equivalent, Bachelor Degree in any discipline or its equivalent from a recognized University/ Institute with CIT/CIC/ACISE/CISE from IGNOU or a Certificate in Computer Science/Computer Application from a Govt. recognized institute with a minimum duration of 6 months or studied Computer Course as part of the curriculum in Bachelor/PG Degree.",This PG Diploma in Information Security (PGDIS) (With an exit option of PG Certificate in Information Security (PGCIS) after successfully completion of first semester) programme has been designed to bridge the gap in the awareness and competency required by various categories of people as the users of Internet and various IT enabled services about deeper aspects of In...See More
4,"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad,Haryana,M.Tech Biotechnology,2 years,Full time,18,PG,2.12 lakhs,UGC,Minimum 55% Marks or equivalent CGPA in B.Tech. – Biotechnology/ Microbiology/ Botany/ Zoology or M.Sc. Bio Sciences.,"Master of Technology in Biotechnology is two years (4 Semester) full-time postgraduate engineering program offered by Manav Rachna International Institute of Research and Studies, Faridabad with the approval of UGC."
5,"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad,Haryana,M.Tech Civil Engineering with Specialization in Structural Engineering/Transportation Engineering/ Construction Management,2 years,Full time,24,PG,2.12 lakhs,UGC,Minimum 55% Marks or equivalent CGPA in B.Tech.-Civil Engg.,"Master of Technology in Civil Engineering With Specialization In Structural Engg./Construction Management/Transportation Engg. is two years (4 Semester) full-time postgraduate engineering program offered by Manav Rachna International Institute of Research and Studies, Faridabad with the approval of UGC."
6,"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad,Haryana,M.Tech Computer Engineering and Networking,2 years,Full time,18,PG,2.12 lakhs,UGC,Minimum 55% Marks or equivalent CGPA in B.Tech.- Electronics & Communication Engg. / Telecommunication Engg./ Computer Science & Engg. / Information Technology/ Electronics & Instrumentation Engg. / Instrumentation & Control Engg. / Electrical & Electronics Engg. / Electrical Engg. / Power Electronics or MCA or MSc-Computer Science / Information Technology/ Electronics / Physics/ Mathematics as one of the subjects.,"Master of Technology in Computer Engineering and Networking is two years (4 Semester) full-time postgraduate engineering program offered by Manav Rachna International Institute of Research and Studies, Faridabad with the approval of UGC."
7,"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad,Haryana,M.Tech ECE with Specialization in Communications Systems/ VLSI Design and Embedded Systems,2 years,Full time,18,PG,2.12 lakhs,UGC,Minimum 55% Marks or equivalent CGPA in B.Tech.- Electronics & Communication Engg. / Telecommunication Engg./ Computer Science & Engg. / Information Technology/ Electronics & Instrumentation Engg. / Instrumentation & Control Engg. / Electrical & Electronics Engg. / Electrical Engg. / Biomedical Engg./Power Electronics or M.Sc. Electronics / Physics with Electronics as one of the subjects.,"Master of Technology in ECE with specialization in Communication Systems/VLSI Design & Embedded Systems is two years (4 Semester) full-time postgraduate engineering program offered by Manav Rachna International Institute of Research and Studies, Faridabad with the approval of UGC."
8,"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad,Haryana,M.Tech Mechanical Engineering With Specialization in Industrial Engineering,2 years,Full time,18,PG,2.12 lakhs,UGC,Minimum 55% Marks or equivalent CGPA in B.Tech. in any discipline,"Master of Technology in M.Tech Mechanical Engineering With Specialization In Industrial Engineering is two years (4 Semester) full-time postgraduate engineering program offered by Manav Rachna International Institute of Research and Studies, Faridabad with the approval of UGC."
9,"Faculty of Engineering and Technology, Manav Rachna International Institute of Research and Studies, Faridabad",Faridabad,Haryana,M.Tech Power Electronics and Electrical Drives,2 years,Full time,18,PG,2.12 lakhs,UGC,Minimum 55% Marks or equivalent CGPA in B.Tech.- Electronics & Instrumentation Engg. /Instrumentation & Control Engg./ Electrical & Electronics Engg/ Electrical Engg./Power Electronics or Electronics as one of the subjects.,"Master of Technology in Power Electronic and Electrical Drives is two years (4 Semester) full-time postgraduate engineering program offered by Manav Rachna International Institute of Research and Studies, Faridabad with the approval of UGC."
10,"Symbiosis Institute of Technology, Pune",Lavale,Maharashtra,M.Tech Computer Aided Design and Manufacture,2 years,Full time,18,PG,3.36 lakhs,(AICTE) All India Council of Technical Education,"BE./ B.Tech. in Mechanical Engineering, Automobile Engineering, Aeronautical Engineering, Production Engineering, Industrial Engineering or equivalent .",The Department offers the post-graduate program leading to M.Tech. in Computer Aided Design and Manufacture. The Department also synergizes with Electronics Engineering to offer programs in Mechatronics and in other interdisciplinary areas. Competent faculty of the programme is actively engaged in high-quality research.
11,"Symbiosis Institute of Technology, Pune",Lavale,Maharashtra,M.Tech Computer Science and Engineering,2 years,Full time,24,PG,3.36 lakhs,(AICTE) All India Council of Technical Education,B.E. / B.Tech in Computer Science or Information Technology,"M.Tech in Computer Science and Engineering is a full-time 2-year programme. The programmes of the department include an M.Tech. Programme in Computer science and Engineering with an intake of 24. The department has very competent faculty to teach advanced topics in cloud computing, software quality, cyber security, artificial intelligence and so in. The faculty is act...See More"
12,"Symbiosis Institute of Technology, Pune",Lavale,Maharashtra,M.Tech Electronics and Telecommunication Engineering,2 years,Full time,18,PG,3.36 lakhs,(AICTE) All India Council of Technical Education,B.E./ B.Tech. in Electronics/ Electronics & Telecommunication,"M.Tech in Electronics and Telecommunication Engineering is a full-time 2-year programme. The department teaches core subjects of E and TC, offers a range of subjects as electives and facilitates industrial projects, all of which prepare the students for a career after their basic degree."
