,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Aryan Institute of Engineering and Technology Polytechnic, Cuttack",Sundargram,Odisha,Diploma in Civil Engineering,3 years,Full time,120,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"Pass or appearance in the 10th standard of Board of Secondary Education, Cuttack (Orissa) or any examination equivalent thereto.
OR,
Passed two year trade from ITI (after passing class 10th) or passed +2 Vocational Courses or passed ITI a kin trades with at least 60% marks.","Diploma in Civil Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE. For admission into the 3rd semester under Lateral Admission (10% supernumerary seats)"
1,"Aryan Institute of Engineering and Technology Polytechnic, Cuttack",Sundargram,Odisha,Diploma in Computer Science and Engineering,3 years,Full time,30,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"Pass or appearance in the 10th standard of Board of Secondary Education, Cuttack (Orissa) or any examination equivalent thereto.
OR,
Passed two year trade from ITI (after passing class 10th) or passed +2 Vocational Courses or passed ITI a kin trades with at least 60% marks.","Diploma in Computer Science and Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE. For admission into the 3rd semester under Lateral Admission (10% supernumerary seats)"
2,"Aryan Institute of Engineering and Technology Polytechnic, Cuttack",Sundargram,Odisha,Diploma in Electrical Engineering,3 years,Full time,120,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"Pass or appearance in the 10th standard of Board of Secondary Education, Cuttack (Orissa) or any examination equivalent thereto.
OR,
Passed two year trade from ITI (after passing class 10th) or passed +2 Vocational Courses or passed ITI a kin trades with at least 60% marks.","Diploma in Electrical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE. For admission into the 3rd semester under Lateral Admission (10% supernumerary seats)"
3,"Aryan Institute of Engineering and Technology Polytechnic, Cuttack",Sundargram,Odisha,Diploma in Electronics and Telecommunication Engineering,3 years,Full time,30,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"Pass or appearance in the 10th standard of Board of Secondary Education, Cuttack (Orissa) or any examination equivalent thereto.
OR,
Passed two year trade from ITI (after passing class 10th) or passed +2 Vocational Courses or passed ITI a kin trades with at least 60% marks.","Diploma in Electronics and Telecommunication Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE. For admission into the 3rd semester under Lateral Admission (10% supernumerary seats)"
4,"Aryan Institute of Engineering and Technology Polytechnic, Cuttack",Sundargram,Odisha,Diploma in Mechanical Engineering,3 years,Full time,120,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"Pass or appearance in the 10th standard of Board of Secondary Education, Cuttack (Orissa) or any examination equivalent thereto.
OR,
Passed two year trade from ITI (after passing class 10th) or passed +2 Vocational Courses or passed ITI a kin trades with at least 60% marks.","Diploma in Mechanical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE. For admission into the 3rd semester under Lateral Admission (10% supernumerary seats)"
5,"Asian School of Technology, Bhubaneswar",Khurdha,Odisha,Diploma in Civil Engineering,3 years,Full time,90,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"The candidate securing minimum 35% and above in HSC/CBSE/ICSE and must appeared DET can participate for the admission in Diploma Engineering in any discipline.
OR,
For Lateral entry the students who have passed ITI or +2Science having minimum 35% and above and must go through DET can participate in Diploma Engineering.","Diploma in Civil Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
6,"Asian School of Technology, Bhubaneswar",Khurdha,Odisha,Diploma in Electrical Engineering,3 years,Full time,120,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"The candidate securing minimum 35% and above in HSC/CBSE/ICSE and must appeared DET can participate for the admission in Diploma Engineering in any discipline.
OR,
For Lateral entry the students who have passed ITI or +2Science having minimum 35% and above and must go through DET can participate in Diploma Engineering.","Diploma in Electrical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
7,"Asian School of Technology, Bhubaneswar",Khurdha,Odisha,Diploma in Electronics and Telecommunication Engineering,3 years,Full time,60,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"The candidate securing minimum 35% and above in HSC/CBSE/ICSE and must appeared DET can participate for the admission in Diploma Engineering in any discipline.
OR,
For Lateral entry the students who have passed ITI or +2Science having minimum 35% and above and must go through DET can participate in Diploma Engineering.","Diploma in Electronics and Telecommunication Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
8,"Asian School of Technology, Bhubaneswar",Khurdha,Odisha,Diploma in Mechanical Engineering,3 years,Full time,120,Diploma,0.79 lakhs,(AICTE) All India Council of Technical Education,"The candidate securing minimum 35% and above in HSC/CBSE/ICSE and must appeared DET can participate for the admission in Diploma Engineering in any discipline.
OR,
For Lateral entry the students who have passed ITI or +2Science having minimum 35% and above and must go through DET can participate in Diploma Engineering.","Diploma in Mechanical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
9,"SSB Regional Institute of Science and Technology, Chitrada",Bainchadiha,Odisha,Diploma in Aeronautical Engineering,3 years,Full time,60,Diploma,0.78 lakhs,(AICTE) All India Council of Technical Education,"The candidates who have Passed / Appeared the 10th and 3rd semester Diploma courses candidates who have Passed / Appeared the 12th class Science or ITI Examination conducted by SCTE&VT;, Odisha or equivalent examination are eligible to appear the Diploma Entrance Test (DET). And DET entrance test rule and admission procedure of Government of Orissa is followed.","Diploma in Aeronautical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
10,"SSB Regional Institute of Science and Technology, Chitrada",Bainchadiha,Odisha,Diploma in Civil Engineering,3 years,Full time,60,Diploma,0.78 lakhs,(AICTE) All India Council of Technical Education,"The candidates who have Passed / Appeared the 10th and 3rd semester Diploma courses candidates who have Passed / Appeared the 12th class Science or ITI Examination conducted by SCTE&VT;, Odisha or equivalent examination are eligible to appear the Diploma Entrance Test (DET). And DET entrance test rule and admission procedure of Government of Orissa is followed.","Diploma in Civil Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
11,"SSB Regional Institute of Science and Technology, Chitrada",Bainchadiha,Odisha,Diploma in Electrical Engineering,3 years,Full time,120,Diploma,0.78 lakhs,(AICTE) All India Council of Technical Education,"The candidates who have Passed / Appeared the 10th and 3rd semester Diploma courses candidates who have Passed / Appeared the 12th class Science or ITI Examination conducted by SCTE&VT;, Odisha or equivalent examination are eligible to appear the Diploma Entrance Test (DET). And DET entrance test rule and admission procedure of Government of Orissa is followed.","Diploma in Electrical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
12,"SSB Regional Institute of Science and Technology, Chitrada",Bainchadiha,Odisha,Diploma in Electronics and Telecommunication Engineering,3 years,Full time,60,Diploma,0.78 lakhs,(AICTE) All India Council of Technical Education,"The candidates who have Passed / Appeared the 10th and 3rd semester Diploma courses candidates who have Passed / Appeared the 12th class Science or ITI Examination conducted by SCTE&VT;, Odisha or equivalent examination are eligible to appear the Diploma Entrance Test (DET). And DET entrance test rule and admission procedure of Government of Orissa is followed.","Diploma in Electronics and Telecommunication Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
13,"SSB Regional Institute of Science and Technology, Chitrada",Bainchadiha,Odisha,Diploma in Mechanical Engineering,3 years,Full time,180,Diploma,0.78 lakhs,(AICTE) All India Council of Technical Education,"The candidates who have Passed / Appeared the 10th and 3rd semester Diploma courses candidates who have Passed / Appeared the 12th class Science or ITI Examination conducted by SCTE&VT;, Odisha or equivalent examination are eligible to appear the Diploma Entrance Test (DET). And DET entrance test rule and admission procedure of Government of Orissa is followed.","Diploma in Mechanical Engineering is a full-time three years duration course Affiliated to State Council for Technical Education and Vocational Training, Bhubaneswar Approved by AICTE."
