,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
0,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Chemical Engineering,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Chemical Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
1,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Civil Engineering,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Civil Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
2,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Civil Engineering ll Shift,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Civil Engineering ll Shift is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
3,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Computer Engineering,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Computer Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
4,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Information Technology,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Information Technology is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
5,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Mechanical Engineering,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Mechanical Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
6,"Government Polytechnic, Thane",Thane,Maharashtra,Diploma in Mechanical Engineering ll Shift,3 years,Full time,60,Diploma,0.22 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed 10th standard or equivalent examination from recognised board. with Minimum 35% Marks,"Diploma in Mechanical Engineering ll Shift is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
7,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Civil Engineering,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Civil Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
8,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Civil Engineering ll Shift,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Civil Engineering ll Shift is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
9,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Computer Technology,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Computer Technology is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
10,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Electrical Engineering,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Electrical Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
11,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Electronics and Communication Engineering,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Electronics and Communication Engineering is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
12,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Electronics and Telecommunication Engineering ll Shift,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Electronics and Telecommunication Engineering ll Shift is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
13,"Government Polytechnic, Bramhapuri",Brahmapuri,Maharashtra,Diploma in Information Technology,3 years,Full time,60,Diploma,0.25 lakhs,(AICTE) All India Council of Technical Education,The candidate is passed S.S.C with Minimum 35% Marks,"Diploma in Information Technology is a full-time three years duration course Affiliated to Maharashtra State Board of Technical Education, Mumbai Approved by AICTE."
