,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
21,21,"Government Law College, Tiruchirapalli",Tiruchirappalli,Tamil Nadu,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"Candidates who have passed a three year Degree Examination of Universities in Tamil Nadu and Such degree awarded by Member Universities of Association of Indian Universities, New Delhi for purpose of mutual recognition on reciprocal basis, after 10+2+3+ or 11+1+3 pattern and also recognized by Tamil Nadu Dr. Ambedkar Law University alone are eligible for admission to LLB (3 years) Degree Course.",This is a three year full time degree course.
22,22,"Government Law College, Tiruchirapalli",Tiruchirappalli,Tamil Nadu,LLM Labour Law and Administrative Law,2 years,Full time,,PG,,(BCI) Bar Council of India,"A candidate who has passed the B.L. / LLB Degree Examination and has secured not less than 50% of the aggregate marks in all the Three Years of the Three Year B.L./ LLB Degree Course or in all Five Years of the Five Year B.L. Degree Course together, as the case may be, shall be eligible to apply for the LLM Degree Course. However a relaxation of 5% is given to the candidates belong in to SC/ST communities.",This is a two year full time degree course.
23,23,"Patna Law College, Patna",Patna,Bihar,LLB,3 years,Full time,320.0,UG,0.051 lakhs,(BCI) Bar Council of India,"A Candidates, having Bachelor's Degree in Arts, Science, Commerce, Engineering or any other discipline of a recognized University or possessing such academic qualification as is considered equivalent to a Bachelor's Degree by the Patna University, with at least 45% marks in the Bachelor's Honours Examination or 55% Marks in Pass Course Examination","Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program offered by Patna University, Patna and approved by Bar Council of India. "
24,24,"SS Jain Subodh Law College, Jaipur",Jaipur,Rajasthan,BA LLB Integrated,5 years,Full time,,UG,4 lakhs,(BCI) Bar Council of India,Candidate should have minimum 50% marks in graduation (45% for SC/ST) in ant subject stream of 10+2 exams. The candidate has to qualify RULET,"Bachelor of Arts Bachelor of Legslative Laws is a full time five year Integrated course affiliated to University of Rajasthan, Jaipur approved by Bar Council of India."
25,25,"SS Jain Subodh Law College, Jaipur",Jaipur,Rajasthan,LLB,3 years,Full time,,UG,0.75 lakhs,(BCI) Bar Council of India,Candidate should have minimum 45% marks in graduation(40% for SC/ST) in any stream,"Bachelor of Legslative Law it is a full time three year duration course affiliated to University of Rajasthan, Jaipur approved by Bar Council of India"
26,26,"Nari Gursahani Law College, Ulhasnagar",Ulhasnagar,Maharashtra,BA LLB Integrated,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,"A candidate for being eligible for admission to the First Semester of 5 year LLB/BLS Course must have passed twelfth standard examination or its equivalent or bachelor’s degree examination of Mumbai University or a corresponding degree examination of any other University recognized as equivalent there to by Mumbai University as the case may be in any faculty with minimum 45% marks. The above percentage of marks is relaxed by 5% for candidates belonging to Schedule Caste or Schedule Tribe. As per Bar Council of India Rules 2008, applicants who have obtained 10+2 or graduation/post graduation through Open Universities system directly without having any basic qualification for prosecuting such studies are not eligible for admission in the law courses.","The 5 year Course is a ten semester course, two semesters per year. The first four semesters are the pre-law semesters. On successful completion of the first six semesters of the 5 year course a student is awarded the B.L.S. [Bachelor of Legal Science] degree by the University of Mumbai. And on successful completion of all ten semesters, he is awarded the LLB degree by the University"
27,27,"Nari Gursahani Law College, Ulhasnagar",Ulhasnagar,Maharashtra,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,"A candidate for being eligible for admission to the First Semester of 3 year LLB Course must have passed twelfth standard examination or its equivalent or bachelor’s degree examination of Mumbai University or a corresponding degree examination of any other University recognized as equivalent there to by Mumbai University as the case may be in any faculty with minimum 45% marks. The above percentage of marks is relaxed by 5% for candidates belonging to Schedule Caste or Schedule Tribe. As per Bar Council of India Rules 2008, applicants who have obtained 10+2 or graduation/post graduation through Open Universities system directly without having any basic qualification for prosecuting such studies are not eligible for admission in the law courses.","The 3 year Course is a six-semester course, two semesters per year. On successful completion of the 3 year course, the student is eligible for the LLB degree awarded by the University of Mumbai. If a student desires to pursue the study of law for the sake of pure knowledge but does not wish to practice as an advocate, he is eligible for the LLB (General) Degree at the end of the s"
28,28,"MERI Professional and Law Institute, Bahadurgarh",Ismaila-B,Haryana,BA LLB,5 years,Full time,60.0,UG,2.5 lakhs,(BCI) Bar Council of India,"The candidate should haveMinimum 45% aggregate marks in 12th for general category.Minimum 40% aggregate marks for students belonging to SC, ST & OBC.Students appearing in their 12th exams can also apply.","BA-LLB is a full time 5-year integrated programme that has been prepared with an intention to create dedicated professionals who are well trained in legal framework and contractual requirements. As a part of this course, the students are exposed to the latest laws and judgements apart from studying the regular legal subjects."
29,29,"MERI Professional and Law Institute, Bahadurgarh",Ismaila-B,Haryana,BBA LLB,5 years,Full time,60.0,UG,2.75 lakhs,(BCI) Bar Council of India,"The candidate should haveMinimum 45% aggregate marks in 12th for general category.Minimum 40% aggregate marks for students belonging to SC, ST & OBC.Students appearing in their 12th exams can also apply.","BBA-LLB is a full time 5-year integrated program that aims to create a pool of Corporate Lawyers who are competent enough to understand the intricacies of the business and alongside to be well-versed in the nuances of Corporate Laws and Regulatory Affairs. The students gain valuable insights in both the business functions like finance, human resource management, marketing, international business and corporate laws in the fields of Banking, Corporate Governance, Investment, Competition, Insurance and Mergers, and Ac"
30,30,"MERI Professional and Law Institute, Bahadurgarh",Ismaila-B,Haryana,LLB,3 years,Full time,60.0,UG,1.05 lakhs,(BCI) Bar Council of India,The candidate should haveMinimum 45% aggregate marks in Bachelor/Master’s for Gen. CategoryMinimum 40% aggregate marks in Bachelors/Masters for SC/STStudents appearing in their final year of graduation course can also apply.,"LL.B 3-Year is a full-time professional course specially meant for graduates, working professionals as well as retired persons who want to excel in the field of law."
31,31,"Adv Balasahab Apte College of Law, Mumbai",Mumbai,Maharashtra,BLS LLB,5 years,Full time,,UG,,(BCI) Bar Council of India,"Students who have passed H.S.C. or equivalent examinations from any stream, with 45% or above marks are eligible. However, the above percentage of marks shall be relaxed by 5% for candidates belonging to the Reserved Category. IB students have to submit the predicted grade and certificate of conversion of grades into percentage if their result is not declared at the time of submitting the form. Enrollment at the Bar shall be subject to the approval and rules of the Bar Council of India. From the academic year 2016-17, MAH – Law CET- as per directions of the Maharashtra State Government shall be applicable.","Bachelor of Legal Science and Bachelor of Law is 5 Years Full-time course approved by Bar Council of India and affiliated to University of Mumbai, Mumbai."
32,32,"Adv Balasahab Apte College of Law, Mumbai",Mumbai,Maharashtra,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university.,"Bachelor of Law is three year full time course approved by Bar Council of India and affiliated to University of Mumbai, Mumbai."
33,33,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,BA LLB Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed 10+2 in relevant stream from recognized board.,"Bachelor of Arts and Bachelor of Laws Integrated is full time five year course degree offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
34,34,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,Diploma in Banking Law and Practice,1 year,Full time,,Diploma,,UGC,The candidate should have passed in 10th standard education,"Diploma in Banking Law and Practice is a one year full time course diploma offfered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
35,35,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university.,"Bachelor of Laws is full time three year course degree offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
36,36,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,LLM,2 years,Full time,,PG,,(BCI) Bar Council of India,The candidate should have passed in LLB from any recognized university.,"Master of Laws is full time two year course degree offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
37,37,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,LLM Human Rights,2 years,Full time,,PG,,(BCI) Bar Council of India,The candidate should have passed in LLB from any recognized university.,"Master of Laws in Human Rights is full time two year course degree offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
38,38,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,PGD Export Import Law,1 year,Full time,,Diploma,,UGC,The candidate should have passed in any graduate degree,"PGD Export Import Law is a one year full time course diploma offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
39,39,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,PGD Financial Services,1 year,Full time,,Diploma,,UGC,The candidate should have passed in any graduate degree,"PGD Financial Services is a one year full time course diploma offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
40,40,"Bhakta Kavi Narsinh Mehta University, Khadia",Junagadh,Gujarat,PGD Legal Process Outsourcing,1 year,Full time,,Diploma,,UGC,The candidate should have passed in any graduate degree,"PGD Legal Process Outsourcing is a one year full time course diploma offered by Bhakta Kavi Narsinh Mehta University, Khadia and approved by UGC."
41,41,"Amity University, Ranchi",Ranchi,Jharkhand,BA LLB Hons,5 years,Full time,,UG,5.5 lakhs,UGC,The candidate should have passed 10+2 (min 50%).,"Bachelor of Arts and Bachelor of Laws Honours is full time five year course degree offered by Amity University, Ranchi and approved by UGC and BCI."
42,42,"The School of Law Galgotias University, Greater Noida",Greater Noida,Uttar Pradesh,BA LLB Hons,5 years,Full time,120.0,UG,5 lakhs,(BCI) Bar Council of India,Student need to have min. 50% aggregate at XII level,The Five-year B.A. LL.B. (H) program is designed with an objective of providing intensive training to the students in practicing law and imparts knowledge and skills required to meet the challenges facing the daily legal practice. The Programme is also intended to sharpen their research acumen and encourage interdisciplinary study of law and other sciences
43,43,"The School of Law Galgotias University, Greater Noida",Greater Noida,Uttar Pradesh,LLB Hons,3 years,Full time,120.0,UG,1.8 lakhs,(BCI) Bar Council of India,"Indian nationals seeking admission to the Three Years LLB (H) Unitary Degree Programme should have passed the final examination of Bachelor Degree in any academic stream conducted by a University duly recognized by the UGC with minimum 50% aggregate marks. Students who have appeared for final year Degree examination can be admitted provisionally, subject to clearing the final year examinations latest by the date decided by the University.","The LL B (Hons) (3 Years) syllabus has a distinct objective to equip the students with knowledge, skills and attitude to empower the students who shall be capable of successfully meeting the present requirements and conquer the future challenges."
44,44,"The School of Law Galgotias University, Greater Noida",Greater Noida,Uttar Pradesh,LLM,1 year,Full time,,PG,0.65 lakhs,(BCI) Bar Council of India,"Indian / Foreign nationals seeking admission to the One Year LL M Degree Programme should have passed the final examination of Bachelor Degree in conducted by a University duly recognized by the UGC with minimum 50% aggregate marks. Students who have appeared for final year Degree examination can be admitted provisionally, subject to clearing the final year examinations latest by the date decided by the University.",LL.M. One year Degree Programme by the University Grant Commission (UGC) is intended to enable the existing legal education system to compete with the system prevailing in developed countries like USA and UK. The School of Law Galgotias University offers One Year LL.M. Degree Programme as per UGC Guidelines under the auspices of Centre of Post-Graduate Legal Studi
45,45,"Lords Universal College of Law, Mumbai",Mumbai,Maharashtra,BLS Integrated,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,"The Applicant, who has obtained 10+2 SSC/HSC examination (HSC) with 45% marks and passed in one attempt and has also passed CET conducted by Maharashtra state with qualifying marks is eligible for admission to Five Year LL.B./BLS course for admission. However, candidate belonging to Reserve Catogary (SC/ST) need 40% marks at HSC and OBC catogary need 42% marks.
The Applicant, who has passed 10+2 SSC/HSC through open university system directly without having any basic qualification for prosecuting such studies are not eligible for admission in the law course.
Seats will be allotted to the institution by the competant authority conducting CET of Maharashtra State.",Bachelor of Legal Science (BLS) is a full-time five years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
46,46,"Lords Universal College of Law, Mumbai",Mumbai,Maharashtra,LLB,3 years,Full time,120.0,UG,,(BCI) Bar Council of India,"1. The Applicant, who have obtained Bachelor’s Degree in any faculty with 45% marks and passed in one attempt and has also passed CET conducted by Maharashtra State with qualifying marks is eligible for admission to Three Year LL.B. course. However, the candidate belonging to Reserved Category (SC/ST) need 40% marks at Degree level and OBC category need 42% marks.2. The Applicant, who has obtained 10+2 SSC/HSC/Degree through open university system directly without having any basic qualification for prosecuting such studies are not eligible for admission in the law course.",Bachelor of Law (LLB) is a full-time three years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
47,47,"MGM Law College, Nerul",Navi Mumbai,Maharashtra,BLS Integrated,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,"A candidate passing the HSC (10+2) examination conducted by the HSC Board of Maharashtra, with minimum 45% at the first attempt or any other examination recognized as equivalent thereto by the University of Mumbai with the minimum prescribed marks at the first attempt is eligible for admission to the first year of the Pre Law Course (5-years Course). The above percentage of marks shall be relaxed by 5% for the candidates belonging to reserved categories.",Bachelor of Legal Science (BLS) is a full-time five years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
48,48,"MGM Law College, Nerul",Navi Mumbai,Maharashtra,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,"A Candidate passing the Bachelor’s Degree Examination of the Mumbai University, in any faculty with minimum 45% marks at the first attempt or a corresponding degree examination of any other University with the minimum prescribed marks at the first attempt is eligible for admission to the first year LL.B. The above percentage of marks shall be relaxed by 5% for candidates belonging to the Reserved Categories.",Bachelor of Law (LLB) is a full-time three years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
49,49,"St Wilfreds College of Law, Panvel",Navi Mumbai,Maharashtra,BLS Integrated,5 years,Full time,120.0,UG,,(BCI) Bar Council of India, SC/ ST :-  Minimum 40% in HSC / Equivalent courses from a recognized University/ BoardOpen and Other:- Minimum 45% in HSC / Equivalent courses from a recognized UniversityAge limit: No age limit. ,Bachelor of Legal Science (BLS) is a full-time five years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
50,50,"St Wilfreds College of Law, Panvel",Navi Mumbai,Maharashtra,LLB,3 years,Full time,120.0,UG,,(BCI) Bar Council of India,"SC, ST:-  Minimum 40% in graduation from a recognized University.Open and Other:-  Graduate with minimum 45% from a recognized UniversityAge limit: No age limit.",Bachelor of Law (LLB) is a full-time three years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
51,51,"Anand Vishwa Gurukul, Thane",Thane,Maharashtra,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,Candidates must be graduate passed in relevant discipline from a recognised university.,Bachelor of Law (LLB) is a full-time five years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
52,52,"Anand Vishwa Gurukul, Thane",Thane,Maharashtra,LLB Integrated,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline from a recognised board of education.,Bachelor of Law (LLB) Integrated is a full-time five years undergraduate course affiliated to University of Mumbai and approved by Bar Council of India.
53,53,"Bharati Vidyapeeth’s New Law College, Kolhapur",Kolhapur,Maharashtra,BSL LLB Integrated,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,The candidate should have passed in 10+2 any stream,"Bachelor Of Socio Legal Sciences Bachelor Of Laws Integrated is a five year full time course affiliated by Shivaji University, Kolhapur"
54,54,"Bharati Vidyapeeth’s New Law College, Kolhapur",Kolhapur,Maharashtra,Diploma in Labour Laws,1 year,Full time,,Diploma,,,A candidate should have passed Bachelor’s Degree Examination  (3year duration) in any faculty of this University or any other recognised statutory University.,Diploma in Labour Laws is a one year full time course
55,55,"Bharati Vidyapeeth’s New Law College, Kolhapur",Kolhapur,Maharashtra,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,The candidate should have passed in any graduate degree,"LLB is a three year full time course affiliated by Shivaji University, Kolhapur"
56,56,"Sangam University, Bhilwara",Gathila Kheda,Rajasthan,BA LLB,5 years,Full time,120.0,UG,2.5 lakhs,(BCI) Bar Council of India,Candidate must have passed Minimum of 50% Aggregate Marks in 10+2 Examination from any recognized Board.,BA LLB is full time five year integrated course
57,57,"Sangam University, Bhilwara",Gathila Kheda,Rajasthan,BBA LLB,5 years,Full time,120.0,UG,2.5 lakhs,(BCI) Bar Council of India,Candidate must have passed Minimum of 50% Aggregate Marks in 10+2 Examination from any recognized Board.,BBA LLB is full time five year integrated course
58,58,"SVKMs Jitendra Chauhan College of Law, Mumbai",Mumbai,Maharashtra,LL.B Degree,3 years,Full time,,UG,,(BCI) Bar Council of India,The Candidate who has passed the 3 year undergraduate degree and or 2/3 Yrs. Post Graduate Degree from university after prosecuting the studies in the educational pattern of 10+2+3 and/or 10+2+3+2/3 Yrs. with regular studies at Secondary (SSC) and Higher Secondary (HSC) schooling.,"LL.B Degree is a full-time three years duration course Affiliated to University of Mumbai, Mumbai Approved by Bar Council of India."
59,59,"SVKMs Jitendra Chauhan College of Law, Mumbai",Mumbai,Maharashtra,LLB Degree General,2 years,Full time,,UG,,(BCI) Bar Council of India,The candidate completed graduation from recognised university. ,The LL.B. Degree is of two years duration. The first two years of LL.B Degree course are identical with those of LL.B. (General) course. The holder of only LL.B. (General) is not entitled to enroll as an Advocate with the State Bar Council.
60,60,"Chanakya Law College, Rudrapur",Rudrapur,Uttarakhand,BA LLB,5 years,Full time,60.0,UG,1.5 lakhs,(DCI) Dental Council of India,"10+2 in Any Stream with 45% & for SC/ST 40%, No Age Bar","Bachelor of Arts and Bachelor of Laws is full time five year course degree offered by Kumaun University, Nainital and approved by Bar Council of India."
61,61,"Chanakya Law College, Rudrapur",Rudrapur,Uttarakhand,LLB,3 years,Full time,180.0,UG,0.92 lakhs,(BCI) Bar Council of India,"Graduation OR Post Graduation in any stream with 45% for GEN & 40% for SC/ST, No Age Bar","Bachelor of Laws is full time three year course degree offered by Kumaun University, Nainital and approved by Bar Council of India."
62,62,"Chanakya Law College, Rudrapur",Rudrapur,Uttarakhand,LLM,2 years,Full time,,PG,0.328 lakhs,(BCI) Bar Council of India,LL.B. with 50% & for SC/ST 45%,"Master of Laws is full time two year course degree offered by Kumaun University, Nainital and approved by Bar Council of India."
63,63,"Chanakya Law College, Rudrapur",Rudrapur,Uttarakhand,PGD Cyber Law,1 year,Full time,,Diploma,0.056 lakhs,(BCI) Bar Council of India,Graduation in Any Stream,"Post Graduate Diploma in Cyber Law is full time one year course diploma offered by Kumaun University, Nainital and approved by BCI."
64,64,"Royal College of Law, Ghaziabad",Ghaziabad,Uttar Pradesh,BA LLB Integrated,5 years,Full time,240.0,UG,,(BCI) Bar Council of India,"The candidate should have passed 10+2 in any discipline with 45% marks, relaxation and reservation as per the rules of CCS University, Meerut / U.P State Government.","BA LLB program is an integrated dual degree course, which is a combination of Bachelor's degree course in Arts (BA) together with the Bachelor's degree course in Law. The duration of this course shall be five (5) academic years starting from the month of July of every year. The duration of this course is distributed over ten (10)"
65,65,"Royal College of Law, Ghaziabad",Ghaziabad,Uttar Pradesh,LLB,3 years,Full time,240.0,UG,,(BCI) Bar Council of India,"The candidate should have Graduation degree in any discipline with 45% marks, relaxation and reservation as per the rules of CCS University, Meerut / U.P State Government.","It is an undergraduate with a bachelor degree in law or can be said as a pioneer course in the field of law. This course is designed to develop a critical awareness of the common law legal tradition and be able to apply analytical and problem-solving skills in a range of legal and nonlegal settings. This will also help in enhancing key skills of communication, information literacy, analysis, and"
66,66,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,BA LLB,5 years,Full time,,UG,,UGC,,
67,67,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,LLB,3 years,Full time,,UG,,UGC,,
68,68,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,LLB Hons,5 years,Full time,,UG,,UGC,,
69,69,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,LLM,2 years,Full time,,PG,,UGC,,
70,70,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,MCL,2 years,Full time,,PG,,UGC,,
71,71,"Gondwana University, Gadchiroli",Gadchiroli,Maharashtra,MLS,2 years,Full time,,PG,,UGC,,
72,72,"Sarguja University, Ambikapur",Ambikapur,Chhattisgarh,LLM Human Rights,2 years,Full time,,PG,,(BCI) Bar Council of India,The candidate should have passed Bachelor of Law from a recognised university.,"Master of Law in Human Rights is two years full time course. Affiliated to Sarguja University, Sarguja and approved by UGC and BCI."
73,73,"Maharshi Dayanand Saraswati University, Ajmer",Ajmer,Rajasthan,LLM Self Finance,2 years,Full time,40.0,PG,0.27 lakhs,UGC,The candidate should have 55% marks in aggregate at LLB/PG Diploma in Law with LLB,"Master of Laws (LL.M.) is Duration of 2 years (Four Semesters) program offered by Maharshi Dayanand Saraswati University, Ajmer with the approval of Bar Council of India."
74,74,"Maharshi Dayanand Saraswati University, Ajmer",Ajmer,Rajasthan,Post Graduate Diploma in Environmental Law,1 year,Full time,20.0,Diploma,0.036 lakhs,,The candidate should have Law degree or any other bachelor degree recognized by the University.,"Post Graduate Diploma in Environmental Laws (PGDEL) is one years PG diploma program offered by Maharshi Dayanand Saraswati University, Ajmer."
75,75,"Shri Krishna College of Education, Baghpat",Doula,Uttar Pradesh,BA LLB,5 years,Full time,120.0,UG,,(BCI) Bar Council of India,He/She should have passed the 10+2 examination conducted by Central Board of Secondary Education or equivalent examination from a recognized board with an overall aggregate of 50%.,"BA.LLB is a Five years integrated programme, spread over ten semesters. Though the primary method of instruction is classroom lectures, we give a lot of emphasis on practical training, research and self-study. We also conduct several guest lectures, seminars, symposia where top professionals in the legal profession, academicians, judges and Lawyers are invited to speak on various contemporary issues so that our students get exposure to the real and diverse aspects of the profession thereby providing wider exposure to substantial and procedural Laws. The classrooms are spacious, well equipped with latest technological amenities and the well equipped library having all important journals, periodicals and reference as well as text books authored by experts of all important subjects. Great importance is given to the practical aspect of the theoretical "
76,76,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,LLM One Year,1 year,Full time,,PG,,UGC,The candidate should have LLB degree (Law Graduate) (Gen./OBC/SC/ST- Min. 50%) from any recognized College or University.,This is one of the International Recognized Law Degrees; designed to impart the legal education in the specific field of law. Students after completing their Bachelors in law can pursue this program of Master in Law while enhancing their legal skills and also gain the advance prospects in legal procedures. Sub
77,77,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,PGD Business Law,1 year,Full time,,PG,,,The candidate should have passed (LLB) Graduate degree from any recognized college / University.,"Post Graduate Diploma in Business Law is one year's (2 Semesters) program offered by Himalayan University, Itanagar. This diploma course lasting for one year can surely be very fertile for forming a progressive career in the sector of business and commerce by law graduates (after LLB) and working legal professionals. During this one-year postgraduate diploma course in business law, participants are given rich and innovative information about all those areas of business which are closely related with law, in order to enable them for making businesses in the various economic fields legally safe, environmentally sound, optimally lucrative, and growth-oriented. Things essentially covered in this course are corporate law, business and commercial law, labor and employment law, intellectual property laws, international business and trade, environmental law, banking regulations and laws, arbitr"
78,78,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,PGD Criminal Law,1 year,Full time,,Diploma,,,The candidate should have passed (LLB) Graduate degree from any recognized college / University.,"Post Graduate Diploma in Criminal Law is one year's (2 Semesters) program offered by Himalayan University, Itanagar. This prolific postgraduate diploma in criminal law will help law graduates in building progressive and bright careers in the field of the criminal justice system. The study-areas included in this one-year program are criminology and penology; Indian Penal Code; criminal procedure code and the law of evidence; forensic science; psychological, criminological, and sociological aspects of crimes; and emerging developments in criminal justice. Here it may be noted that the criminal law exclusively deals with giving rigorous punishments to the wrongdoers and offenders, for safety and welfare of the people; unlike the civil law where the emphasis is more on dispute resolution and compensation than on "
79,79,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,PGD Cyber Law,1 year,Full time,,Diploma,,,The candidate should have passed (LLB) Graduate degree from any recognized college / University.,"Post Graduate Diploma in Taxation is one year's (2 Semesters) program offered by Himalayan University, Itanagar. This postgraduate diploma program in cyber law can undoubtedly be very useful to law-graduates who are deeply interested in building booming careers in the field of cyber business and justice. After completion of this PG diploma course, they will find illustrious employments in private law firms, IT industry, and all those companies and firms engaged in making use of computer or internet. This one-year program encompasses the topics of cyberspace and Information & Communications Technology (ICT); laws and entities governing cyberspace; electronic contracts; e-commerce and taxation; privacy and data protection; dispute resolution in cyberspace; cyber crimes & torts; protection of IPR in cyberspace; and social issues in regulation of c"
80,80,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,PGD General Law,1 year,Full time,,Diploma,,,The candidate should have passed (LLB) Graduate degree from any recognized college / University.,"Post Graduate Diploma in General Law is one year's (2 Semesters) program offered by Himalayan University, Itanagar. "
81,81,"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh,PGD Human Rights Law,1 year,Full time,,Diploma,,,The candidate should have passed (LLB) Graduate degree from any recognized college / University.,"Post Graduate Human Rights Law in Taxation is one year's (2 Semesters) program offered by Himalayan University, Itanagar. This postgraduate diploma course in human rights is specially designed for law graduates, but this can be very helpful also to graduates in various professional, commercial, or service disciplines. In addition to expounding the basics and ever-going and great importance of human rights in present-day society, covered also are topics like enforcement of human rights, emerging human rights issues and debates in various fields, and promotion of gender equality and harmonious coexistence among social, religious, ethnic, and national communities. After completion of this PG diploma, law graduates can easily find employments in the fields of human rights, civil liberties, disaster and emergency relief, drug abuse, apartheid and racial discrimination, refugee rights and laws, international humanitarian i"
82,82,"K S Saket P G College, Ayodhya",Ayodhya,Uttar Pradesh,LLB,3 years,Full time,300.0,UG,,(BCI) Bar Council of India,The candidate should have passed in the relevant graduate degree from any recognized university.,"Bachelor of Laws is full time three year course degree offered by Dr. Ram Manohar Lohia Avadh University, Faizabad and approved by Bar Council of India."
83,83,"Hutatma Rajguru Shikshan Prasarak Mandals Law College, Pune",Rajgurunagar,Maharashtra,BA LLB,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,The candidate should have passed in 10+2 any stream from recognised board.,"BA LLB is a full-time five years duration course Affiliated to Savitribai Phule Pune University, Pune Approved by Bar Council of India."
84,84,"Hutatma Rajguru Shikshan Prasarak Mandals Law College, Pune",Rajgurunagar,Maharashtra,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,The candidate completed graduation from recognised university.,"LLB is a full-time three years duration course Affiliated to Savitribai Phule Pune University, Pune Approved by Bar Council of India."
85,85,"Govindrao Wanjari College of Law, Nagpur",Nagpur,Maharashtra,BA LLB,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,XII Std. or equivalent or with minimum 45% marks for open category and 40% for candidates belonging to St/ST categories.,BA LLB is 5-year duration full-time course.
86,86,"Govindrao Wanjari College of Law, Nagpur",Nagpur,Maharashtra,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,Any Graduate of any faculty or equivalent thereto with minimum 45%marks for open category and 40% for candidates belonging to SC/ST categories.,It is 3-year duration full-time course.
87,87,"Govindrao Wanjari College of Law, Nagpur",Nagpur,Maharashtra,LLM,2 years,Full time,75.0,PG,,(BCI) Bar Council of India,The candidate should have graduation in relevant stream from a recognised university.,LLM is 2-year duration full-time course.
88,88,"Govindrao Wanjari College of Law, Nagpur",Nagpur,Maharashtra,PG Diploma in Cyber Law and IT,3 years,Full time,60.0,Diploma,,,Candidate must have passed related degree from recognized university,PG Diploma in Cyber Law and IT is full time three year course
89,89,"Shri Shivaji Law College, Parbhani",Parbhani,Maharashtra,LLB,3 years,Full time,240.0,UG,,(BCI) Bar Council of India,"Those who are seeking admission to LL.B (Three years course) should have secured a minimum of 45 % and above marks in Degree. examination recognized by the S.R.T.M University Nanded or any other University which recognized by UGC.Students have to pay all the necessary fees as per the fees structure at the time of  admission, fixed by S.R.T.M.University.","LLB is a full-time three years duration course Affiliated to Swami Ramanand Teerth Marathwada University, Nanded Approved by Bar Council of India."
